,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.031773,-1.1277308,"('unsociable', 'sociable')",-0.9808819,-1.0816536,0.06136527,0.042673476,-0.6504298,-0.722237,-0.0718072
1,-1.6345376,-1.7230605,"('unfriendly', 'friendly')",-1.2789603,-1.3847498,1.4647242,1.2590787,-0.4829246,-0.6162438,-0.1333192
2,-0.31214947,-0.23484606,"('unlikable', 'likable')",-0.5070074,-0.41714594,0.2992217,0.2708826,-0.1733117,-0.1270365,0.0462752
3,-1.8982538,-1.848656,"('repellent', 'pleasant')",-1.4774048,-1.3345947,0.5561334,0.6495788,-0.9398417,-0.8445574,0.0952843
4,-0.061319843,-0.15716039,"('disliked', 'liked')",0.74683416,0.67859906,-7.7730594,-7.9658904,-2.362515,-2.4814839,-0.1189689
5,-0.0031695664,-0.0658447,"('distant', 'outgoing')",0.26085663,0.18139084,-0.46461397,-0.6180489,-0.0689756,-0.1675009,-0.0985253
6,-0.1409949,-0.17767495,"('distant', 'open')",0.049572565,0.027078696,-0.1555062,-0.313382,-0.0823095,-0.1546594,-0.0723499
7,-0.7577323,-0.7329119,"('insensitive', 'sensitive')",-0.9315068,-0.90409636,0.38820517,0.4514819,-0.433678,-0.3951754,0.0385026
8,-0.3267669,-0.4018328,"('unaffectionate', 'affectionate')",-0.16877964,-0.24063416,1.0280393,0.85792375,0.1774976,0.0718189,-0.1056787
9,-0.50346327,-0.5805985,"('unaffectionate', 'caring')",-0.7168615,-0.7971388,1.3981853,1.3171562,0.0592868,-0.0201937,-0.0794805
10,-1.9632952,-1.9946277,"('unsympathetic', 'sympathetic')",-2.5066323,-2.4876122,-0.29429606,-0.15717435,-1.5880747,-1.5464713,0.0416034
11,-1.3983899,-1.3522098,"('unhelpful', 'helpful')",-1.680812,-1.6068093,1.410903,1.5553321,-0.5560997,-0.4678957,0.088204
12,-0.8710026,-0.82269377,"('unsupportive', 'supportive')",-0.8202869,-0.7253003,-2.293962,-2.2834392,-1.3284171,-1.2771444,0.0512727
13,-0.54633826,-0.56409746,"('impolite', 'polite')",-0.37327582,-0.36971086,-0.81194997,-0.69154835,-0.577188,-0.5417856,0.0354024
14,-0.34936783,-0.31479138,"('antisocial', 'social')",-0.75729287,-0.71996224,-0.21778,-0.19532436,-0.4414802,-0.410026,0.0314542
15,0.6613701,0.59286815,"('boring', 'funny')",0.780673,0.63331324,-0.1506389,-0.21948984,0.430468,0.3355639,-0.0949041
16,-0.5423813,-0.5763362,"('unpopular', 'popular')",-0.7120283,-0.71112126,0.2533402,0.13301006,-0.3336898,-0.3848158,-0.051126
17,-1.2068603,-1.1149589,"('nasty', 'nice')",-0.26445568,-0.21521921,-0.45398337,-0.41714,-0.6417665,-0.5824394,0.0593271
18,-0.75287116,-0.6895776,"('disagreeable', 'welcoming')",-1.284505,-1.0961825,-0.63232523,-0.70817405,-0.8899004,-0.8313114,0.058589
19,-0.5478356,-0.52513057,"('inhospitable', 'hospitable')",-0.5070336,-0.485823,-0.43549186,-0.4737577,-0.496787,-0.4949038,0.0018832
20,0.02148559,0.060701594,"('rough', 'thoughtful')",-0.24576612,-0.13659649,0.883363,0.9086249,0.2196942,0.2775767,0.0578825
21,-1.1028979,-1.0358251,"('immoral', 'moral')",-1.4519122,-1.3585548,-0.658222,-0.49896136,-1.0710107,-0.9644472,0.1065635
22,-0.7588168,-0.73960483,"('untrustworthy', 'trustworthy')",-0.9083731,-0.8352537,-0.8015826,-0.83331895,-0.8229241,-0.8027258,0.0201983
23,-1.4351572,-1.5122107,"('insincere', 'sincere')",-1.5516033,-1.5790045,6.2428026,6.3338013,1.0853473,1.080862,-0.0044853
24,-0.72581416,-0.75040823,"('dishonest', 'honest')",-0.90107346,-0.88279676,0.4617917,0.4499611,-0.3883653,-0.3944146,-0.0060493
25,-0.0838321,-0.11286256,"('egoistic', 'altruistic')",0.75128764,0.6605968,1.3865038,1.2983618,0.6846531,0.6153653,-0.0692878
26,0.017296072,0.003040567,"('hardhearted', 'benevolent')",0.20519067,0.1440643,1.3737029,1.2805423,0.5320632,0.4758824,-0.0561808
27,-0.11963099,-0.09994662,"('hardhearted', 'softhearted')",-0.3742667,-0.28469917,1.2921152,1.1111681,0.2660725,0.2421741,-0.0238984
28,-1.0550718,-1.1922107,"('disloyal', 'loyal')",-0.767273,-0.95259064,1.2083209,1.1538057,-0.2046746,-0.3303319,-0.1256573
29,-0.576369,-0.6329313,"('unfair', 'fair')",0.018427927,-0.047329247,-0.5127578,-0.62920785,-0.3568996,-0.4364895,-0.0795899
30,-0.46787,-0.43249837,"('intolerant', 'tolerant')",-0.8742217,-0.80443877,0.43569174,0.44018018,-0.3021333,-0.2655857,0.0365476
31,-0.0060666,0.039584085,"('evil', 'good')",0.45909923,0.49275354,-0.9258944,-1.1237209,-0.1576206,-0.1971278,-0.0395072
32,-1.1457171,-1.1493057,"('unkind', 'kind')",-1.474691,-1.4871396,0.71771646,0.65762186,-0.6342305,-0.6596078,-0.0253773
33,0.8898648,0.8368691,"('wrong', 'right')",1.0521293,0.9971239,-0.58735144,-0.65532213,0.4515475,0.3928903,-0.0586572
34,-1.3459915,-1.2108071,"('mean', 'honorable')",-1.1739194,-1.0006317,5.899661,6.0380416,1.1265834,1.2755343,0.1489509
35,1.3389893,1.2520492,"('corrupt', 'incorrupt')",1.7367376,1.5766537,-0.19033338,-0.4085234,0.9617979,0.8067265,-0.1550714
36,-0.15842761,-0.25554767,"('hostile', 'amicable')",0.41506946,0.31334108,0.060261298,-0.16293535,0.1056344,-0.0350473,-0.1406817
37,-0.1486554,-0.17734383,"('fake', 'genuine')",-0.18625641,-0.15961252,0.07032852,0.08136019,-0.0881944,-0.0851987,0.0029957
38,-0.6054121,-0.6417152,"('untruthful', 'truthful')",-0.42536506,-0.45246035,-0.55432993,-0.53252655,-0.528369,-0.542234,-0.013865
39,0.55321157,0.61263573,"('exploitative', 'cooperative')",0.5192488,0.6606318,0.17505032,0.22250119,0.4158369,0.4985896,0.0827527
40,-0.47962525,-0.5664185,"('stingy', 'generous')",-0.29517582,-0.25595018,-2.311283,-2.4669662,-1.0286947,-1.0964449,-0.0677502
41,-0.9959863,-0.9970241,"('unforgiving', 'forgiving')",-0.92693335,-0.849687,-0.4518116,-0.57213295,-0.7915771,-0.8062814,-0.0147043
42,0.8193349,0.90016216,"('unreliable', 'reliable')",0.15627012,0.24933052,-3.4458187,-3.4326415,-0.8234046,-0.7610496,0.062355
43,-0.71218544,-0.66258186,"('irresponsible', 'responsible')",-1.1701853,-1.0643563,0.42794755,0.507361,-0.4848077,-0.4065258,0.0782819
44,-0.0035560615,0.06112834,"('prejudiced', 'unprejudiced')",0.39296553,0.46923682,-1.2731564,-1.2768822,-0.2945823,-0.248839,0.0457433
45,-0.84259087,-0.8377262,"('incompetent', 'competent')",-0.7053792,-0.67696273,-0.21483147,-0.2557479,-0.5876005,-0.5901456,-0.0025451
46,-1.5349923,-1.506741,"('uncompetitive', 'competitive')",-1.774492,-1.649411,-1.2998176,-1.1752641,-1.536434,-1.4438054,0.0926286
47,-0.08657294,-0.02311829,"('stupid', 'smart')",0.058942936,0.07753907,6.0483055,6.1612597,2.0068919,2.0718935,0.0650016
48,-1.4207772,-1.3649726,"('unintelligent', 'intelligent')",-1.7584745,-1.6687785,0.21588188,0.29959565,-0.9877899,-0.9113851,0.0764048
