,minor_male,minor_female,tuple,average_male,average_female,female-male
0,0.015006702,0.038377322,"('unsociable', 'sociable')",0.0150067,0.0383773,0.0233706
1,1.5700557,1.5764393,"('unfriendly', 'friendly')",1.5700557,1.5764393,0.0063836
2,0.6131052,0.74729294,"('unlikable', 'likable')",0.6131052,0.7472929,0.1341877
3,1.038294,1.2485111,"('repellent', 'pleasant')",1.038294,1.2485111,0.2102171
4,-6.86134,-6.80027,"('disliked', 'liked')",-6.86134,-6.8002701,0.0610699
5,-0.17165296,-0.07923108,"('distant', 'outgoing')",-0.171653,-0.0792311,0.0924219
6,0.062482025,0.18413341,"('distant', 'open')",0.062482,0.1841334,0.1216514
7,1.4194602,1.5790534,"('insensitive', 'sensitive')",1.4194602,1.5790534,0.1595932
8,1.1349505,1.0527565,"('unaffectionate', 'affectionate')",1.1349505,1.0527565,-0.082194
9,1.4276353,1.4624909,"('unaffectionate', 'caring')",1.4276353,1.4624909,0.0348556
10,1.2888005,1.4604745,"('unsympathetic', 'sympathetic')",1.2888005,1.4604745,0.171674
11,1.9923104,2.0292952,"('unhelpful', 'helpful')",1.9923104,2.0292952,0.0369848
12,-1.1130853,-0.9692678,"('unsupportive', 'supportive')",-1.1130853,-0.9692678,0.1438175
13,0.17143363,0.20196836,"('impolite', 'polite')",0.1714336,0.2019684,0.0305348
14,0.26637754,0.2208861,"('antisocial', 'social')",0.2663775,0.2208861,-0.0454914
15,0.33234957,0.29888228,"('boring', 'funny')",0.3323496,0.2988823,-0.0334673
16,-0.5200908,-0.397269,"('unpopular', 'popular')",-0.5200908,-0.397269,0.1228218
17,0.026541226,0.057859946,"('nasty', 'nice')",0.0265412,0.0578599,0.0313187
18,-0.24873322,-0.2093364,"('disagreeable', 'welcoming')",-0.2487332,-0.2093364,0.0393968
19,-0.099844724,-0.018194705,"('inhospitable', 'hospitable')",-0.0998447,-0.0181947,0.08165
