,fiserv_male,fiserv_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.56973,-0.6719495,"('unsociable', 'sociable')",-0.42986962,-0.58987534,-0.4997998,-0.6309124,-0.1311126
1,-0.9456052,-1.0892965,"('unfriendly', 'friendly')",1.6457707,1.5316517,0.3500827,0.2211776,-0.1289051
2,0.7403733,0.79290265,"('unlikable', 'likable')",1.0186338,1.0620663,0.8795036,0.9274845,0.0479809
3,0.19945626,0.231845,"('repellent', 'pleasant')",0.45992553,0.5160548,0.3296909,0.3739499,0.044259
4,-0.0047388505,-0.06517777,"('disliked', 'liked')",-5.6666045,-5.727908,-2.8356717,-2.896543,-0.0608713
5,-1.44644,-1.3710095,"('distant', 'outgoing')",-0.53457236,-0.43240127,-0.9905062,-0.9017054,0.0888008
6,-1.9513131,-1.8765364,"('distant', 'open')",-0.22995776,-0.12007599,-1.0906354,-0.9983062,0.0923292
7,-0.25259486,-0.20821093,"('insensitive', 'sensitive')",0.38423342,0.46126145,0.0658193,0.1265253,0.060706
8,-1.2779078,-1.3109615,"('unaffectionate', 'affectionate')",0.8144614,0.74969065,-0.2317232,-0.2806354,-0.0489122
9,-1.3704383,-1.4139098,"('unaffectionate', 'caring')",0.8712839,0.8336651,-0.2495772,-0.2901224,-0.0405452
10,-0.90616983,-0.9439386,"('unsympathetic', 'sympathetic')",-0.830461,-0.832727,-0.8683155,-0.8883328,-0.0200173
11,-0.36365193,-0.4256936,"('unhelpful', 'helpful')",1.5920956,1.6065521,0.6142218,0.5904292,-0.0237926
12,-0.8470101,-0.72645175,"('unsupportive', 'supportive')",-2.0146096,-1.9529095,-1.4308099,-1.3396807,0.0911292
13,0.17902291,0.13005027,"('impolite', 'polite')",-0.54791176,-0.54940844,-0.1844444,-0.2096791,-0.0252347
14,0.5805489,0.616731,"('antisocial', 'social')",-0.14439462,-0.2534216,0.2180771,0.1816547,-0.0364224
15,0.05434927,-0.027895652,"('boring', 'funny')",0.91835546,0.88761187,0.4863524,0.4298581,-0.0564943
16,-0.4149012,-0.47736937,"('unpopular', 'popular')",0.71871465,0.7644181,0.1519067,0.1435244,-0.0083823
17,-0.16351995,-0.15446806,"('nasty', 'nice')",-0.17718577,-0.14938717,-0.1703529,-0.1519276,0.0184253
18,-0.100551225,-0.028836235,"('disagreeable', 'welcoming')",-0.2803231,-0.2941912,-0.1904372,-0.1615137,0.0289235
19,-1.3177986,-1.3733023,"('inhospitable', 'hospitable')",0.11899981,0.19492647,-0.5993994,-0.5891879,0.0102115
20,0.47539574,0.4982259,"('rough', 'thoughtful')",0.9309399,0.8671526,0.7031678,0.6826892,-0.0204786
21,0.74814856,0.66439104,"('immoral', 'moral')",-0.23773672,-0.22904535,0.2552059,0.2176729,-0.037533
22,0.4231705,0.42641622,"('untrustworthy', 'trustworthy')",-0.47577065,-0.58028024,-0.0263001,-0.076932,-0.0506319
23,-0.2617307,-0.38245013,"('insincere', 'sincere')",5.4177513,5.3409395,2.5780103,2.4792447,-0.0987656
24,-0.5002565,-0.4914275,"('dishonest', 'honest')",0.6242158,0.604639,0.0619797,0.0566057,-0.005374
