,synchrony_male,synchrony_female,tuple,financial_male,financial_female,average_male,average_female,female-male
0,-0.73392916,-0.8036897,"('unsociable', 'sociable')",0.27851364,0.060037144,-0.2277078,-0.3718263,-0.1441185
1,-1.049068,-0.9863988,"('unfriendly', 'friendly')",1.7468942,1.6937791,0.3489131,0.3536901,0.004777
2,-0.008909881,0.00785058,"('unlikable', 'likable')",0.8962866,0.8968038,0.4436884,0.4523272,0.0086388
3,-0.897291,-0.7719729,"('repellent', 'pleasant')",0.2118089,0.15568355,-0.342741,-0.3081447,0.0345963
4,-0.29379272,-0.24697019,"('disliked', 'liked')",-7.7126527,-7.833918,-4.0032225,-4.0404444,-0.0372219
5,0.21818121,0.29117468,"('distant', 'outgoing')",0.06368805,0.1495971,0.1409346,0.2203859,0.0794513
6,-0.00579739,0.08855398,"('distant', 'open')",-0.13511246,0.002644349,-0.0704549,0.0455992,0.1160541
7,-1.1569469,-1.0146273,"('insensitive', 'sensitive')",0.37365523,0.41900995,-0.3916458,-0.2978087,0.0938371
8,-0.99728686,-0.9783183,"('unaffectionate', 'affectionate')",1.0570616,1.0912387,0.0298873,0.0564602,0.0265729
9,-1.386215,-1.2890319,"('unaffectionate', 'caring')",1.8789115,1.9498483,0.2463483,0.3304082,0.0840599
10,-2.5166771,-2.398279,"('unsympathetic', 'sympathetic')",-0.09642886,-0.012738481,-1.306553,-1.2055087,0.1010443
11,-0.10302433,-0.013269035,"('unhelpful', 'helpful')",2.2423844,2.306368,1.0696801,1.1465496,0.0768695
12,-1.1550064,-0.94888175,"('unsupportive', 'supportive')",-1.5477785,-1.5472022,-1.3513925,-1.248042,0.1033505
13,-1.0314497,-1.074262,"('impolite', 'polite')",0.19975053,0.097773276,-0.4158496,-0.4882444,-0.0723948
14,-0.82590276,-0.81707025,"('antisocial', 'social')",0.4088289,0.22375149,-0.2085369,-0.2966594,-0.0881225
15,0.15956165,0.06308671,"('boring', 'funny')",0.01231336,0.06571647,0.0859375,0.0644016,-0.0215359
16,-0.18878885,-0.13630244,"('unpopular', 'popular')",0.17934701,0.1822169,-0.0047209,0.0229572,0.0276781
17,-0.36783478,-0.35249737,"('nasty', 'nice')",-0.4546486,-0.4008375,-0.4112417,-0.3766674,0.0345743
18,-0.26665115,-0.18942341,"('disagreeable', 'welcoming')",-0.36063623,-0.4054072,-0.3136437,-0.2974153,0.0162284
19,-1.1628772,-1.0358313,"('inhospitable', 'hospitable')",-0.2612459,-0.105539694,-0.7120615,-0.5706855,0.141376
20,-0.35330126,-0.32390347,"('rough', 'thoughtful')",0.38720804,0.3442265,0.0169534,0.0101615,-0.0067919
21,-1.2697784,-1.2424347,"('immoral', 'moral')",-0.19363451,-0.14631924,-0.7317064,-0.694377,0.0373294
22,-0.23611124,-0.17568949,"('untrustworthy', 'trustworthy')",-0.883973,-0.90256363,-0.5600421,-0.5391266,0.0209155
23,-0.80208987,-0.75709784,"('insincere', 'sincere')",7.0373874,7.124273,3.1176488,3.1835876,0.0659388
24,-1.7947439,-1.7615541,"('dishonest', 'honest')",1.2769399,1.2958604,-0.258902,-0.2328469,0.0260551
25,-0.18771239,-0.18078965,"('egoistic', 'altruistic')",0.55453134,0.5164061,0.1834095,0.1678082,-0.0156013
26,0.20295131,0.17126936,"('hardhearted', 'benevolent')",1.2935926,1.1139139,0.7482719,0.6425916,-0.1056803
27,-0.157361,-0.14397119,"('hardhearted', 'softhearted')",0.60596716,0.5742217,0.2243031,0.2151252,-0.0091779
28,-1.324135,-1.352262,"('disloyal', 'loyal')",1.4145889,1.372555,0.045227,0.0101465,-0.0350805
29,-0.8052853,-0.8174362,"('unfair', 'fair')",-0.72852236,-0.791046,-0.7669038,-0.8042411,-0.0373373
