,scana_male,scana_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.11629134,-0.25580272,"('unsociable', 'sociable')",-0.16267371,-0.45389152,-0.1394825,-0.3548471,-0.2153646
1,-1.8546078,-1.957336,"('unfriendly', 'friendly')",0.87808055,0.8062211,-0.4882636,-0.5755574,-0.0872938
2,0.19505985,0.1807454,"('unlikable', 'likable')",0.780624,0.8309898,0.4878419,0.5058676,0.0180257
3,0.48711646,0.69681984,"('repellent', 'pleasant')",0.8961231,0.8079699,0.6916198,0.7523949,0.0607751
4,-0.61128455,-0.6492932,"('disliked', 'liked')",-5.875524,-5.8485,-3.2434044,-3.2488966,-0.0054922
5,-2.3767097,-2.4132054,"('distant', 'outgoing')",-0.77467155,-0.5874657,-1.5756906,-1.5003356,0.075355
6,-2.3191903,-2.3489215,"('distant', 'open')",-1.0694062,-0.8981931,-1.6942983,-1.6235573,0.070741
7,0.17600152,0.3386111,"('insensitive', 'sensitive')",-0.19137233,-0.24812144,-0.0076854,0.0452448,0.0529302
8,-1.0972251,-1.2518237,"('unaffectionate', 'affectionate')",0.2699282,0.25781935,-0.4136484,-0.4970022,-0.0833538
9,-1.4230759,-1.5368161,"('unaffectionate', 'caring')",0.6226294,0.64072096,-0.4002233,-0.4480476,-0.0478243
10,-0.24003068,-0.08091287,"('unsympathetic', 'sympathetic')",-0.7998764,-0.9015373,-0.5199535,-0.4912251,0.0287284
11,0.055770822,0.10133939,"('unhelpful', 'helpful')",1.8026175,1.7928817,0.9291942,0.9471105,0.0179163
12,-0.48605728,-0.35156345,"('unsupportive', 'supportive')",-2.2178183,-2.222699,-1.3519378,-1.2871312,0.0648066
13,0.3032238,0.20728776,"('impolite', 'polite')",-0.65029687,-0.7098284,-0.1735365,-0.2512703,-0.0777338
14,1.4329993,1.4454339,"('antisocial', 'social')",0.307428,0.024097636,0.8702136,0.7347658,-0.1354478
15,-0.51535773,-0.74578416,"('boring', 'funny')",0.12277485,0.07331329,-0.1962914,-0.3362354,-0.139944
16,-0.6768073,-0.7092939,"('unpopular', 'popular')",0.7765023,0.7290254,0.0498475,0.0098658,-0.0399817
17,-0.13229781,-0.11927484,"('nasty', 'nice')",-0.3060302,-0.24807505,-0.219164,-0.1836749,0.0354891
18,-0.29752427,-0.34607777,"('disagreeable', 'welcoming')",-0.63514054,-0.698442,-0.4663324,-0.5222599,-0.0559275
19,-1.9338917,-2.011331,"('inhospitable', 'hospitable')",-0.92578936,-0.76702124,-1.4298406,-1.3891761,0.0406645
20,0.76063436,0.790824,"('rough', 'thoughtful')",0.7994645,0.70649165,0.7800494,0.7486578,-0.0313916
21,0.86224705,0.91512066,"('immoral', 'moral')",-0.20189507,-0.3502788,0.330176,0.2824209,-0.0477551
22,0.41260535,0.5202344,"('untrustworthy', 'trustworthy')",-1.1559461,-1.2535292,-0.3716704,-0.3666474,0.005023
23,-0.05741351,0.0589147,"('insincere', 'sincere')",5.1018834,5.0310874,2.5222349,2.545001,0.0227661
24,-0.34114087,-0.31689575,"('dishonest', 'honest')",0.2944282,0.34099555,-0.0233563,0.0120499,0.0354062
25,-0.71812654,-0.860156,"('egoistic', 'altruistic')",1.0269582,0.92317617,0.1544158,0.0315101,-0.1229057
26,-0.3502071,-0.58849293,"('hardhearted', 'benevolent')",1.542768,1.2984598,0.5962805,0.3549834,-0.2412971
27,-0.96090955,-0.9259483,"('hardhearted', 'softhearted')",0.5361894,0.45788828,-0.2123601,-0.23403,-0.0216699
28,0.33624348,0.33449265,"('disloyal', 'loyal')",1.0757841,0.9841637,0.7060138,0.6593282,-0.0466856
29,-0.54511344,-0.5168311,"('unfair', 'fair')",-0.61068946,-0.68022263,-0.5779015,-0.5985268,-0.0206253
30,0.98838824,0.98082215,"('intolerant', 'tolerant')",1.1446185,1.067706,1.0665034,1.0242641,-0.0422393
31,-1.926071,-1.8973099,"('evil', 'good')",-1.0263029,-0.9381772,-1.476187,-1.4177436,0.0584434
32,0.32056123,0.1895884,"('unkind', 'kind')",0.64925516,0.38759434,0.4849082,0.2885914,-0.1963168
33,-0.5103011,-0.65782654,"('wrong', 'right')",-0.74680614,-0.70600134,-0.6285536,-0.681914,-0.0533604
34,-0.5066029,-0.33043957,"('mean', 'honorable')",5.139457,5.366063,2.3164272,2.5178118,0.2013846
35,-1.123332,-1.2322576,"('corrupt', 'incorrupt')",-0.7102002,-0.63059497,-0.9167661,-0.9314263,-0.0146602
36,-2.1815221,-2.222138,"('hostile', 'amicable')",-0.460531,-0.4626161,-1.3210266,-1.3423769,-0.0213503
37,-0.2773758,-0.185536,"('fake', 'genuine')",-0.5277401,-0.5061527,-0.402558,-0.3458443,0.0567137
38,-0.18810947,-0.18800692,"('untruthful', 'truthful')",0.046703853,0.23132315,-0.0707028,0.0216581,0.0923609
39,1.1213974,1.0530943,"('exploitative', 'cooperative')",0.076592386,0.054915525,0.5989949,0.5540049,-0.04499
40,-0.46103927,-0.32691288,"('stingy', 'generous')",-2.1212778,-2.1835294,-1.2911586,-1.2552211,0.0359375
41,0.41142,0.4924112,"('unforgiving', 'forgiving')",0.08114231,-0.013505651,0.2462811,0.2394528,-0.0068283
42,0.05754819,0.19355129,"('unreliable', 'reliable')",-3.138729,-3.1402168,-1.5405904,-1.4733328,0.0672576
43,-0.08795616,-0.009836182,"('irresponsible', 'responsible')",-0.058049038,-0.1358167,-0.0730026,-0.0728264,0.0001762
44,0.18994947,0.13247454,"('prejudiced', 'unprejudiced')",-1.4782062,-1.5573902,-0.6441283,-0.7124578,-0.0683295
45,0.06105078,0.34743536,"('incompetent', 'competent')",0.09458806,0.0006932884,0.0778194,0.1740643,0.0962449
46,0.5328927,0.75326926,"('uncompetitive', 'competitive')",-0.80845636,-0.8657081,-0.1377818,-0.0562194,0.0815624
47,0.062108368,0.20074329,"('stupid', 'smart')",4.748702,4.892706,2.4054053,2.5467246,0.1413193
48,0.84248376,0.8409284,"('unintelligent', 'intelligent')",0.976062,0.86509186,0.9092729,0.8530101,-0.0562628
49,0.37422344,0.4976904,"('unable', 'able')",-0.07220033,0.07313638,0.1510116,0.2854134,0.1344018
50,-0.5588247,-0.4775519,"('clumsy', 'skillful')",-0.08338473,-0.12440075,-0.3211047,-0.3009763,0.0201284
