,cancer_male,cancer_female,tuple,average_male,average_female,female-male
0,-0.19746204,-0.35934347,"('unsociable', 'sociable')",-0.197462,-0.3593435,-0.1618815
1,1.9760607,2.0415623,"('unfriendly', 'friendly')",1.9760607,2.0415623,0.0655016
2,0.721329,0.7384529,"('unlikable', 'likable')",0.721329,0.7384529,0.0171239
3,-0.27649668,-0.37445343,"('repellent', 'pleasant')",-0.2764967,-0.3744534,-0.0979567
4,-6.33768,-6.4272804,"('disliked', 'liked')",-6.3376799,-6.4272804,-0.0896005
5,-0.40836382,-0.21424225,"('distant', 'outgoing')",-0.4083638,-0.2142422,0.1941216
6,-0.119899236,0.12403558,"('distant', 'open')",-0.1198992,0.1240356,0.2439348
7,0.2517034,0.324437,"('insensitive', 'sensitive')",0.2517034,0.324437,0.0727336
8,1.6577504,1.7243036,"('unaffectionate', 'affectionate')",1.6577504,1.7243036,0.0665532
9,2.2395213,2.3972476,"('unaffectionate', 'caring')",2.2395213,2.3972476,0.1577263
10,0.326512,0.31493637,"('unsympathetic', 'sympathetic')",0.326512,0.3149364,-0.0115756
11,1.7420018,1.8114669,"('unhelpful', 'helpful')",1.7420018,1.8114669,0.0694651
12,-0.9658987,-0.81444734,"('unsupportive', 'supportive')",-0.9658987,-0.8144473,0.1514514
13,-0.42733794,-0.5493073,"('impolite', 'polite')",-0.4273379,-0.5493073,-0.1219694
14,-0.098294444,-0.28784353,"('antisocial', 'social')",-0.0982944,-0.2878435,-0.1895491
15,-0.12876154,-0.20140855,"('boring', 'funny')",-0.1287615,-0.2014086,-0.0726471
16,-0.5482662,-0.57998407,"('unpopular', 'popular')",-0.5482662,-0.5799841,-0.0317179
17,-0.2672942,-0.22788192,"('nasty', 'nice')",-0.2672942,-0.2278819,0.0394123
18,-0.04143823,-0.032734558,"('disagreeable', 'welcoming')",-0.0414382,-0.0327346,0.0087036
19,-0.35980284,-0.15575154,"('inhospitable', 'hospitable')",-0.3598028,-0.1557515,0.2040513
20,0.30078444,0.19457144,"('rough', 'thoughtful')",0.3007844,0.1945714,-0.106213
21,-0.27813244,-0.3261482,"('immoral', 'moral')",-0.2781324,-0.3261482,-0.0480158
22,-0.33077568,-0.38563913,"('untrustworthy', 'trustworthy')",-0.3307757,-0.3856391,-0.0548634
23,5.8976693,5.9385223,"('insincere', 'sincere')",5.8976693,5.9385223,0.040853
24,1.5254223,1.5376084,"('dishonest', 'honest')",1.5254223,1.5376084,0.0121861
25,1.4082153,1.4039268,"('egoistic', 'altruistic')",1.4082153,1.4039268,-0.0042885
26,1.948622,1.882419,"('hardhearted', 'benevolent')",1.948622,1.882419,-0.066203
27,1.4263835,1.47306,"('hardhearted', 'softhearted')",1.4263835,1.47306,0.0466765
28,1.4974428,1.4418586,"('disloyal', 'loyal')",1.4974428,1.4418586,-0.0555842
29,-1.1860852,-1.2735496,"('unfair', 'fair')",-1.1860852,-1.2735496,-0.0874644
30,0.7475536,0.6653988,"('intolerant', 'tolerant')",0.7475536,0.6653988,-0.0821548
31,-1.3600814,-1.2456487,"('evil', 'good')",-1.3600814,-1.2456487,0.1144327
32,2.029893,1.9219967,"('unkind', 'kind')",2.0298929,1.9219967,-0.1078962
33,0.31884903,0.31117094,"('wrong', 'right')",0.318849,0.3111709,-0.0076781
34,4.4738345,4.6775146,"('mean', 'honorable')",4.4738345,4.6775146,0.2036801
35,-1.2531648,-1.256717,"('corrupt', 'incorrupt')",-1.2531648,-1.256717,-0.0035522
36,-0.7865515,-0.767676,"('hostile', 'amicable')",-0.7865515,-0.767676,0.0188755
37,0.16009325,0.1703202,"('fake', 'genuine')",0.1600932,0.1703202,0.010227
38,0.6638614,0.71820694,"('untruthful', 'truthful')",0.6638614,0.7182069,0.0543455
39,0.2011943,0.18710338,"('exploitative', 'cooperative')",0.2011943,0.1871034,-0.0140909
40,-1.4446485,-1.4735688,"('stingy', 'generous')",-1.4446485,-1.4735688,-0.0289203
41,0.8601324,0.7560031,"('unforgiving', 'forgiving')",0.8601324,0.7560031,-0.1041293
42,-3.3052928,-3.236176,"('unreliable', 'reliable')",-3.3052928,-3.236176,0.0691168
43,0.58464384,0.68309164,"('irresponsible', 'responsible')",0.5846438,0.6830916,0.0984478
44,-1.9835159,-1.9892033,"('prejudiced', 'unprejudiced')",-1.9835159,-1.9892033,-0.0056874
45,-0.44518372,-0.52363116,"('incompetent', 'competent')",-0.4451837,-0.5236312,-0.0784475
46,-1.0915287,-1.1514679,"('uncompetitive', 'competitive')",-1.0915287,-1.1514679,-0.0599392
47,5.0198774,5.0689483,"('stupid', 'smart')",5.0198774,5.0689483,0.0490709
48,0.99357367,0.9097787,"('unintelligent', 'intelligent')",0.9935737,0.9097787,-0.083795
49,0.083664626,0.15522912,"('unable', 'able')",0.0836646,0.1552291,0.0715645
50,-0.7748522,-0.75733215,"('clumsy', 'skillful')",-0.7748522,-0.7573321,0.0175201
51,0.18430461,0.05930445,"('uneducated', 'educated')",0.1843046,0.0593044,-0.1250002
