,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.685092,-0.7830167,"('unsociable', 'sociable')",-0.36097604,-0.47772482,-0.523034,-0.6303707,-0.1073367
1,-0.73069376,-0.71487916,"('unfriendly', 'friendly')",1.9849687,1.8491558,0.6271374,0.5671383,-0.0599991
2,0.8050234,0.8888514,"('unlikable', 'likable')",0.5961812,0.68547124,0.7006023,0.7871614,0.0865591
3,-0.9279255,-0.7779786,"('repellent', 'pleasant')",-0.28427333,-0.23755452,-0.6060994,-0.5077665,0.0983329
4,0.5432903,0.6072375,"('disliked', 'liked')",-5.753676,-5.9117,-2.6051929,-2.6522312,-0.0470383
5,0.17687806,0.21024504,"('distant', 'outgoing')",-0.0024988353,-0.06122221,0.0871896,0.0745114,-0.0126782
6,-0.23849353,-0.16707939,"('distant', 'open')",0.52691704,0.44772476,0.1442118,0.1403227,-0.0038891
7,-0.6964119,-0.67797035,"('insensitive', 'sensitive')",0.19999574,0.23233673,-0.2482081,-0.2228168,0.0253913
8,-0.8102009,-0.822709,"('unaffectionate', 'affectionate')",1.1067548,1.0076028,0.1482769,0.0924469,-0.05583
9,-0.66420776,-0.654983,"('unaffectionate', 'caring')",1.1058322,1.0713863,0.2208122,0.2082017,-0.0126105
10,-1.4863803,-1.4916785,"('unsympathetic', 'sympathetic')",-0.88685465,-0.89132786,-1.1866175,-1.1915032,-0.0048857
11,-0.7203845,-0.69207215,"('unhelpful', 'helpful')",1.150552,1.2637626,0.2150838,0.2858452,0.0707614
12,-0.17054394,-0.0266437,"('unsupportive', 'supportive')",-1.7945259,-1.7703444,-0.9825349,-0.8984941,0.0840408
13,-0.636967,-0.71213895,"('impolite', 'polite')",-0.9232257,-0.9221513,-0.7800964,-0.8171451,-0.0370487
14,-0.024775568,-0.06444978,"('antisocial', 'social')",-0.7728529,-0.81448334,-0.3988142,-0.4394666,-0.0406524
15,0.15177183,0.053276815,"('boring', 'funny')",0.7013612,0.64254487,0.4265665,0.3479109,-0.0786556
16,-0.71042335,-0.58906525,"('unpopular', 'popular')",0.50290215,0.50724655,-0.1037606,-0.0409093,0.0628513
17,0.045713946,0.1806614,"('nasty', 'nice')",-0.53437686,-0.49582243,-0.2443314,-0.1575805,0.0867509
18,-0.5842507,-0.50204664,"('disagreeable', 'welcoming')",-0.36621493,-0.4349855,-0.4752328,-0.4685161,0.0067167
19,-0.45634222,-0.35151643,"('inhospitable', 'hospitable')",0.0177144,0.077156775,-0.2193139,-0.1371798,0.0821341
20,-0.42665067,-0.35786045,"('rough', 'thoughtful')",1.0412323,0.9751383,0.3072909,0.3086389,0.001348
21,-0.87116313,-0.82966036,"('immoral', 'moral')",-0.99884546,-0.9470517,-0.9350043,-0.888356,0.0466483
22,-0.6530175,-0.6777053,"('untrustworthy', 'trustworthy')",-1.0314016,-1.1190298,-0.8422096,-0.8983675,-0.0561579
23,-0.793093,-0.8255046,"('insincere', 'sincere')",4.9175076,4.885645,2.0622072,2.0300701,-0.0321371
24,-0.6931477,-0.7125796,"('dishonest', 'honest')",0.44098023,0.39085564,-0.1260837,-0.160862,-0.0347783
25,0.1302838,0.14405924,"('egoistic', 'altruistic')",1.7993524,1.7507606,0.9648181,0.9474099,-0.0174082
26,0.31225112,0.2903936,"('hardhearted', 'benevolent')",2.092633,2.0442858,1.202442,1.1673397,-0.0351023
27,-0.005703587,0.07262419,"('hardhearted', 'softhearted')",1.4336387,1.3034849,0.7139676,0.6880546,-0.025913
28,-0.99773717,-1.1164702,"('disloyal', 'loyal')",0.66560894,0.5860635,-0.1660641,-0.2652034,-0.0991393
29,-0.31659707,-0.34826228,"('unfair', 'fair')",-0.53365123,-0.6581861,-0.4251242,-0.5032242,-0.0781
30,0.36055753,0.36833072,"('intolerant', 'tolerant')",1.0293902,0.96172965,0.6949739,0.6650302,-0.0299437
31,-0.09446737,0.10226813,"('evil', 'good')",-0.41249692,-0.53017366,-0.2534822,-0.2139528,0.0395294
