,filth_male,filth_female,tuple,average_male,average_female,female-male
0,-0.49431586,-0.5395166,"('unsociable', 'sociable')",-0.4943159,-0.5395166,-0.0452007
1,-0.6921495,-0.92588437,"('unfriendly', 'friendly')",-0.6921495,-0.9258844,-0.2337349
2,-1.440104,-1.6014401,"('unlikable', 'likable')",-1.440104,-1.6014401,-0.1613361
3,-1.4932431,-1.360062,"('repellent', 'pleasant')",-1.4932431,-1.360062,0.1331811
4,-0.9015793,-0.70798874,"('disliked', 'liked')",-0.9015793,-0.7079887,0.1935906
5,-0.35874683,-0.40633336,"('distant', 'outgoing')",-0.3587468,-0.4063334,-0.0475866
6,-0.6991098,-0.8098828,"('distant', 'open')",-0.6991098,-0.8098828,-0.110773
7,-1.0945382,-1.1249222,"('insensitive', 'sensitive')",-1.0945382,-1.1249222,-0.030384
8,-0.9937542,-1.2893505,"('unaffectionate', 'affectionate')",-0.9937542,-1.2893505,-0.2955963
9,-0.49034202,-0.72463745,"('unaffectionate', 'caring')",-0.490342,-0.7246374,-0.2342954
10,-1.43698,-1.4611351,"('unsympathetic', 'sympathetic')",-1.43698,-1.4611351,-0.0241551
11,-0.4781992,-0.5609312,"('unhelpful', 'helpful')",-0.4781992,-0.5609312,-0.082732
12,-0.5788687,-0.55515724,"('unsupportive', 'supportive')",-0.5788687,-0.5551572,0.0237115
13,-0.68331295,-0.69494057,"('impolite', 'polite')",-0.683313,-0.6949406,-0.0116276
14,-0.15067904,-0.16689993,"('antisocial', 'social')",-0.150679,-0.1668999,-0.0162209
15,-0.117154375,-0.27262416,"('boring', 'funny')",-0.1171544,-0.2726242,-0.1554698
16,-1.1403412,-1.1425104,"('unpopular', 'popular')",-1.1403412,-1.1425104,-0.0021692
17,-0.47979444,-0.44736946,"('nasty', 'nice')",-0.4797944,-0.4473695,0.0324249
18,-1.719284,-1.8203213,"('disagreeable', 'welcoming')",-1.7192841,-1.8203213,-0.1010372
19,-1.9206824,-1.8614769,"('inhospitable', 'hospitable')",-1.9206824,-1.8614769,0.0592055
20,-0.75083625,-0.80013156,"('rough', 'thoughtful')",-0.7508363,-0.8001316,-0.0492953
21,-1.333616,-1.2316045,"('immoral', 'moral')",-1.333616,-1.2316045,0.1020115
22,-0.7757266,-0.9211867,"('untrustworthy', 'trustworthy')",-0.7757266,-0.9211867,-0.1454601
23,-0.21682258,-0.43430194,"('insincere', 'sincere')",-0.2168226,-0.4343019,-0.2174793
24,-1.0321946,-1.2473277,"('dishonest', 'honest')",-1.0321946,-1.2473277,-0.2151331
25,-0.29167774,-0.5782495,"('egoistic', 'altruistic')",-0.2916777,-0.5782495,-0.2865718
26,0.49827638,0.2045867,"('hardhearted', 'benevolent')",0.4982764,0.2045867,-0.2936897
27,0.18139955,-0.16307695,"('hardhearted', 'softhearted')",0.1813996,-0.163077,-0.3444766
28,-0.73528796,-0.8767392,"('disloyal', 'loyal')",-0.735288,-0.8767392,-0.1414512
29,-1.2708503,-1.329299,"('unfair', 'fair')",-1.2708503,-1.329299,-0.0584487
30,-0.3802485,-0.37830466,"('intolerant', 'tolerant')",-0.3802485,-0.3783047,0.0019438
31,-1.471521,-1.4378018,"('evil', 'good')",-1.471521,-1.4378018,0.0337192
32,-0.29173547,-0.47516918,"('unkind', 'kind')",-0.2917355,-0.4751692,-0.1834337
33,-0.0045920424,-0.12325654,"('wrong', 'right')",-0.004592,-0.1232565,-0.1186645
34,0.9024826,0.97180706,"('mean', 'honorable')",0.9024826,0.9718071,0.0693245
35,-0.17080037,-0.34920797,"('corrupt', 'incorrupt')",-0.1708004,-0.349208,-0.1784076
36,-0.5782258,-0.60113,"('hostile', 'amicable')",-0.5782258,-0.60113,-0.0229042
37,-0.8126505,-0.90705454,"('fake', 'genuine')",-0.8126505,-0.9070545,-0.094404
38,-0.7022793,-0.75698495,"('untruthful', 'truthful')",-0.7022793,-0.7569849,-0.0547056
39,-0.3644595,-0.419792,"('exploitative', 'cooperative')",-0.3644595,-0.419792,-0.0553325
40,-0.64618254,-0.7362581,"('stingy', 'generous')",-0.6461825,-0.7362581,-0.0900756
41,-0.35310906,-0.43585518,"('unforgiving', 'forgiving')",-0.3531091,-0.4358552,-0.0827461
42,-0.69914615,-0.66056705,"('unreliable', 'reliable')",-0.6991462,-0.660567,0.0385792
43,-0.9161217,-1.0432404,"('irresponsible', 'responsible')",-0.9161217,-1.0432404,-0.1271187
44,-0.106352895,-0.048887253,"('prejudiced', 'unprejudiced')",-0.1063529,-0.0488873,0.0574656
45,-0.73194396,-0.7246994,"('incompetent', 'competent')",-0.731944,-0.7246994,0.0072446
46,-1.5526714,-1.4791515,"('uncompetitive', 'competitive')",-1.5526714,-1.4791515,0.0735199
47,0.9871506,0.83746994,"('stupid', 'smart')",0.9871506,0.8374699,-0.1496807
48,-0.8996066,-0.9268395,"('unintelligent', 'intelligent')",-0.8996066,-0.9268395,-0.0272329
49,-0.95315796,-0.8594361,"('unable', 'able')",-0.953158,-0.8594361,0.0937219
50,-0.9925142,-1.104199,"('clumsy', 'skillful')",-0.9925142,-1.1041991,-0.1116849
51,-1.3129518,-1.2936715,"('uneducated', 'educated')",-1.3129518,-1.2936715,0.0192803
52,-1.1779317,-1.3743984,"('irrational', 'rational')",-1.1779317,-1.3743984,-0.1964667
53,-2.0754616,-2.298319,"('uncreative', 'creative')",-2.0754616,-2.2983191,-0.2228575
54,-1.3348441,-1.4938521,"('incapable', 'capable')",-1.3348441,-1.4938521,-0.159008
55,-0.64253986,-0.6556833,"('incompetent', 'clever')",-0.6425399,-0.6556833,-0.0131434
56,0.56755793,0.60878885,"('impractical', 'practical')",0.5675579,0.6087888,0.0412309
57,-0.93570375,-1.0046551,"('unimaginative', 'imaginative')",-0.9357038,-1.0046551,-0.0689513
58,-0.5737473,-0.64014584,"('undiscriminating', 'discriminating')",-0.5737473,-0.6401458,-0.0663985
59,-0.68349713,-0.80830526,"('foolish', 'wise')",-0.6834971,-0.8083053,-0.1248082
60,-0.47605318,-0.42742798,"('inefficient', 'efficient')",-0.4760532,-0.427428,0.0486252
61,-1.6816932,-1.930357,"('illogical', 'logical')",-1.6816932,-1.930357,-0.2486638
62,-0.9435016,-0.92516136,"('incompetent', 'brilliant')",-0.9435016,-0.9251614,0.0183402
63,-0.79125285,-0.7989574,"('unperceptive', 'insightful')",-0.7912529,-0.7989574,-0.0077045
64,-1.4896172,-1.3310611,"('shy', 'confident')",-1.4896172,-1.3310611,0.1585561
65,-0.6704157,-0.74174386,"('insecure', 'secure')",-0.6704157,-0.7417439,-0.0713282
66,-0.78510404,-0.96926177,"('inactive', 'active')",-0.785104,-0.9692618,-0.1841578
67,-0.16192731,-0.08219986,"('doubtful', 'determined')",-0.1619273,-0.0821999,0.0797274
68,-1.3160285,-1.2594641,"('dependent', 'independent')",-1.3160285,-1.2594641,0.0565644
69,-0.15615994,-0.21925244,"('lazy', 'industrious')",-0.1561599,-0.2192524,-0.0630925
70,-0.82993734,-0.9260421,"('lethargic', 'energetic')",-0.8299373,-0.9260421,-0.0961048
71,0.036646128,0.058195747,"('diffident', 'self-confident')",0.0366461,0.0581957,0.0215496
72,-0.6638373,-0.77601105,"('unambitious', 'ambitious')",-0.6638373,-0.776011,-0.1121737
73,0.08683282,0.1619229,"('helpless', 'self-reliant')",0.0868328,0.1619229,0.0750901
74,-0.9884565,-1.0675086,"('undedicated', 'dedicated')",-0.9884565,-1.0675086,-0.0790521
75,0.12707472,0.23902383,"('meek', 'impulsive')",0.1270747,0.2390238,0.1119491
76,-0.8777224,-0.8709251,"('anxious', 'daring')",-0.8777224,-0.8709251,0.0067973
