,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2092816,-1.2940583,"('unsociable', 'sociable')",-0.8842622,-1.0866662,-0.74674845,-0.92661816,-0.9467641,-1.1024475,-0.1556834
1,0.8660809,0.87728393,"('unfriendly', 'friendly')",0.42993468,0.35468295,1.0272236,1.0173409,0.774413,0.7497692,-0.0246438
2,0.7377326,0.80926746,"('unlikable', 'likable')",0.47383457,0.48883286,1.1446573,1.1385969,0.7854082,0.8122324,0.0268242
3,-1.3223509,-1.2458563,"('repellent', 'pleasant')",-0.7214195,-0.75504744,0.34046766,0.29088357,-0.5677675,-0.5700067,-0.0022392
4,-0.11740702,-0.17755063,"('disliked', 'liked')",0.42646134,0.39600983,-5.2518144,-5.440637,-1.6475867,-1.740726,-0.0931393
5,0.46242088,0.5905613,"('distant', 'outgoing')",0.24157253,0.36123663,-0.5908764,-0.504848,0.0377057,0.1489833,0.1112776
6,0.22710478,0.394087,"('distant', 'open')",-0.3345999,-0.23603067,-0.74394685,-0.6358534,-0.283814,-0.1592657,0.1245483
7,-0.19289228,-0.19725649,"('insensitive', 'sensitive')",-1.0665935,-1.1297052,-0.15933444,-0.1683152,-0.4729401,-0.4984256,-0.0254855
8,0.8239731,0.8518515,"('unaffectionate', 'affectionate')",0.36465016,0.3775969,0.37691656,0.38927093,0.5218466,0.5395731,0.0177265
9,0.8037035,0.8780895,"('unaffectionate', 'caring')",0.6281351,0.6431347,0.77473253,0.8228484,0.7355237,0.7813575,0.0458338
10,-1.823712,-1.879699,"('unsympathetic', 'sympathetic')",-1.7735369,-1.9020299,-1.3810179,-1.4604281,-1.6594222,-1.7473857,-0.0879635
11,-0.061704624,-0.07054233,"('unhelpful', 'helpful')",-0.12575851,-0.11896684,1.4697102,1.4587497,0.4274157,0.4230802,-0.0043355
12,0.2476471,0.38493234,"('unsupportive', 'supportive')",-0.17569932,-0.0741443,-2.0760217,-2.037899,-0.6680246,-0.5757037,0.0923209
13,-1.2726876,-1.3222415,"('impolite', 'polite')",-1.4242046,-1.5347736,-1.5632191,-1.58395,-1.4200371,-1.4803217,-0.0602846
14,-1.2561481,-1.3063481,"('antisocial', 'social')",-0.66785824,-0.82383937,-0.13044314,-0.3040549,-0.6848165,-0.8114142,-0.1265977
15,1.1464633,0.9585428,"('boring', 'funny')",-0.047490805,-0.12500879,0.20821148,0.16669127,0.435728,0.3334084,-0.1023196
16,0.13360377,0.058594555,"('unpopular', 'popular')",0.5420875,0.5002365,0.7509892,0.60392284,0.4755601,0.3875846,-0.0879755
17,-0.55428714,-0.5116437,"('nasty', 'nice')",0.07714643,0.15832329,-0.07175744,0.006267991,-0.1829661,-0.1156841,0.067282
18,0.11523964,0.16808064,"('disagreeable', 'welcoming')",-0.23607405,-0.25228453,-0.8371538,-0.8901372,-0.3193294,-0.3247804,-0.005451
19,-0.053611986,0.025710728,"('inhospitable', 'hospitable')",-0.20385528,-0.12937796,-0.45612904,-0.39244524,-0.2378654,-0.1653708,0.0724946
20,0.050374232,0.09409673,"('rough', 'thoughtful')",0.37531003,0.41108078,0.8870457,0.8896899,0.4375767,0.4649558,0.0273791
21,-0.78861296,-0.85224235,"('immoral', 'moral')",-0.7399873,-0.84446055,-1.0927848,-1.1759986,-0.873795,-0.9575672,-0.0837722
22,-0.4868763,-0.53059673,"('untrustworthy', 'trustworthy')",-0.748768,-0.83861285,-0.87334436,-0.9953263,-0.7029963,-0.7881786,-0.0851823
23,-0.09604959,-0.14374107,"('insincere', 'sincere')",-0.3257408,-0.5252352,4.664033,4.598163,1.4140808,1.3097289,-0.1043519
24,-0.71645457,-0.72192127,"('dishonest', 'honest')",-1.0449151,-1.1144954,-0.0126612475,-0.024613596,-0.5913436,-0.6203434,-0.0289998
