,news_male,news_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.27205357,0.29626793,"('unsociable', 'sociable')",-0.058667123,-0.06995393,0.1066932,0.113157,0.0064638
1,0.52314043,0.42522836,"('unfriendly', 'friendly')",0.3959724,0.19801511,0.4595564,0.3116217,-0.1479347
2,1.1054265,1.1390021,"('unlikable', 'likable')",0.23746344,0.15470943,0.671445,0.6468558,-0.0245892
3,-0.041511487,0.11167948,"('repellent', 'pleasant')",0.95332927,1.0508078,0.4559089,0.5812436,0.1253347
4,-0.48554274,-0.5739463,"('disliked', 'liked')",-6.714739,-7.041821,-3.6001408,-3.8078837,-0.2077429
5,-0.08881985,-0.052714378,"('distant', 'outgoing')",-1.3452864,-1.5001359,-0.7170531,-0.7764251,-0.059372
6,-0.36123347,-0.2966981,"('distant', 'open')",-1.1814963,-1.3281739,-0.7713649,-0.812436,-0.0410711
7,1.2831914,1.367774,"('insensitive', 'sensitive')",0.4919102,0.6069009,0.8875508,0.9873375,0.0997867
8,-0.1511658,-0.20756502,"('unaffectionate', 'affectionate')",0.2995897,0.1510758,0.0742119,-0.0282446,-0.1024565
9,0.90228343,0.88782036,"('unaffectionate', 'caring')",0.8018927,0.74908173,0.8520881,0.818451,-0.0336371
10,0.31742,0.38741615,"('unsympathetic', 'sympathetic')",-0.08091406,0.044364274,0.118253,0.2158902,0.0976372
11,0.2630035,0.37098128,"('unhelpful', 'helpful')",1.8213221,1.9450947,1.0421628,1.158038,0.1158752
12,0.9142433,1.0594575,"('unsupportive', 'supportive')",-2.105976,-2.136503,-0.5958664,-0.5385227,0.0573437
13,0.57507014,0.67401004,"('impolite', 'polite')",-1.0291358,-0.914428,-0.2270328,-0.120209,0.1068238
14,2.3027155,2.3285582,"('antisocial', 'social')",0.47665188,0.4422035,1.3896837,1.3853809,-0.0043028
15,1.192167,1.0535573,"('boring', 'funny')",-0.5595179,-0.7273189,0.3163246,0.1631192,-0.1532054
16,-1.271063,-1.3038048,"('unpopular', 'popular')",0.00035298616,-0.00026001036,-0.635355,-0.6520324,-0.0166774
17,-0.6314392,-0.563201,"('nasty', 'nice')",-0.664048,-0.61395705,-0.6477436,-0.5885791,0.0591645
18,-0.6247574,-0.55125284,"('disagreeable', 'welcoming')",-1.0159856,-1.0199292,-0.8203715,-0.785591,0.0347805
19,-0.58440286,-0.51734674,"('inhospitable', 'hospitable')",-0.7710965,-0.7565744,-0.6777497,-0.6369606,0.0407891
20,0.17135143,0.18228431,"('rough', 'thoughtful')",0.8068325,0.8747163,0.489092,0.5285003,0.0394083
21,1.8198165,1.8351966,"('immoral', 'moral')",-0.056516528,0.12732255,0.88165,0.9812596,0.0996096
22,1.8849394,1.8430845,"('untrustworthy', 'trustworthy')",0.114623055,0.10133828,0.9997813,0.9722114,-0.0275699
23,0.093369335,0.13396518,"('insincere', 'sincere')",5.655677,5.794984,2.8745232,2.9644744,0.0899512
24,1.1682608,1.1825185,"('dishonest', 'honest')",0.54080224,0.51177096,0.8545315,0.8471447,-0.0073868
25,-0.16813816,-0.21055913,"('egoistic', 'altruistic')",0.87749004,0.7539619,0.3546759,0.2717014,-0.0829745
26,1.1010696,0.92029685,"('hardhearted', 'benevolent')",1.6560919,1.4203781,1.3785808,1.1703374,-0.2082434
27,-0.06397637,-0.016469182,"('hardhearted', 'softhearted')",0.41160092,0.29566395,0.1738123,0.1395974,-0.0342149
28,0.38779223,0.29218087,"('disloyal', 'loyal')",1.5139415,1.4230382,0.9508669,0.8576096,-0.0932573
29,0.37782234,0.33180135,"('unfair', 'fair')",-0.43962651,-0.59533,-0.0309021,-0.1317643,-0.1008622
30,0.37017763,0.44589454,"('intolerant', 'tolerant')",0.47032386,0.5126369,0.4202507,0.4792657,0.059015
31,-0.5730603,-0.6078305,"('evil', 'good')",-1.5536069,-1.6914705,-1.0633335,-1.1496506,-0.0863171
32,0.43620482,0.49284518,"('unkind', 'kind')",0.9822883,0.93225455,0.7092466,0.7125499,0.0033033
33,0.17113557,0.112192824,"('wrong', 'right')",-0.52995825,-0.6545742,-0.1794113,-0.2711907,-0.0917794
