,purse_male,purse_female,tuple,average_male,average_female,female-male
0,-0.47519606,-0.6163699,"('unsociable', 'sociable')",-0.4751961,-0.6163699,-0.1411738
1,1.7374005,1.6578268,"('unfriendly', 'friendly')",1.7374005,1.6578268,-0.0795737
2,0.60320467,0.6909183,"('unlikable', 'likable')",0.6032047,0.6909183,0.0877136
3,-0.13417701,-0.06673842,"('repellent', 'pleasant')",-0.134177,-0.0667384,0.0674386
4,-7.2831845,-6.9355717,"('disliked', 'liked')",-7.2831845,-6.9355717,0.3476128
5,-0.12264859,-0.05429214,"('distant', 'outgoing')",-0.1226486,-0.0542921,0.0683565
6,0.19720398,0.27066654,"('distant', 'open')",0.197204,0.2706665,0.0734625
7,1.0621085,1.2467847,"('insensitive', 'sensitive')",1.0621085,1.2467847,0.1846762
8,1.778516,1.6444004,"('unaffectionate', 'affectionate')",1.7785161,1.6444004,-0.1341157
9,2.1449714,2.2626417,"('unaffectionate', 'caring')",2.1449714,2.2626417,0.1176703
10,0.09711527,0.12828916,"('unsympathetic', 'sympathetic')",0.0971153,0.1282892,0.0311739
11,1.9844067,1.9845269,"('unhelpful', 'helpful')",1.9844067,1.9845269,0.0001202
12,-1.4726357,-1.1960471,"('unsupportive', 'supportive')",-1.4726357,-1.1960471,0.2765886
13,-0.1131923,-0.25212562,"('impolite', 'polite')",-0.1131923,-0.2521256,-0.1389333
14,-0.112467274,-0.14113936,"('antisocial', 'social')",-0.1124673,-0.1411394,-0.0286721
15,0.74784195,0.6713029,"('boring', 'funny')",0.747842,0.6713029,-0.0765391
16,-0.59751385,-0.5432314,"('unpopular', 'popular')",-0.5975139,-0.5432314,0.0542825
17,0.14777614,0.15036365,"('nasty', 'nice')",0.1477761,0.1503637,0.0025876
18,-0.33346176,-0.26009065,"('disagreeable', 'welcoming')",-0.3334618,-0.2600906,0.0733712
19,0.23679928,0.339707,"('inhospitable', 'hospitable')",0.2367993,0.339707,0.1029077
20,0.41715944,0.34824872,"('rough', 'thoughtful')",0.4171594,0.3482487,-0.0689107
21,-0.46300015,-0.29274222,"('immoral', 'moral')",-0.4630001,-0.2927422,0.1702579
22,-0.5688629,-0.3272755,"('untrustworthy', 'trustworthy')",-0.5688629,-0.3272755,0.2415874
23,6.974333,6.7894564,"('insincere', 'sincere')",6.9743328,6.7894564,-0.1848764
24,1.8939431,1.9989899,"('dishonest', 'honest')",1.8939431,1.9989899,0.1050468
25,1.2072363,1.0827392,"('egoistic', 'altruistic')",1.2072363,1.0827392,-0.1244971
26,1.3023243,0.9313271,"('hardhearted', 'benevolent')",1.3023243,0.9313271,-0.3709972
27,1.7261596,1.528686,"('hardhearted', 'softhearted')",1.7261596,1.528686,-0.1974736
28,1.4271034,1.3189671,"('disloyal', 'loyal')",1.4271034,1.3189671,-0.1081363
29,-0.54000175,-0.5507312,"('unfair', 'fair')",-0.5400017,-0.5507312,-0.0107295
30,0.8650414,0.8884171,"('intolerant', 'tolerant')",0.8650414,0.8884171,0.0233757
31,-1.0946435,-1.1181425,"('evil', 'good')",-1.0946435,-1.1181425,-0.023499
32,1.5760891,1.397228,"('unkind', 'kind')",1.5760891,1.397228,-0.1788611
33,0.3819988,0.4712988,"('wrong', 'right')",0.3819988,0.4712988,0.0893
34,4.765943,4.753506,"('mean', 'honorable')",4.7659431,4.7535062,-0.0124369
35,-0.2735935,-0.3972421,"('corrupt', 'incorrupt')",-0.2735935,-0.3972421,-0.1236486
36,-0.1437334,-0.11173176,"('hostile', 'amicable')",-0.1437334,-0.1117318,0.0320016
37,1.0188557,0.9269131,"('fake', 'genuine')",1.0188557,0.9269131,-0.0919426
38,0.6618104,0.7833129,"('untruthful', 'truthful')",0.6618104,0.7833129,0.1215025
39,0.34660962,0.5216355,"('exploitative', 'cooperative')",0.3466096,0.5216355,0.1750259
40,-1.7288165,-1.65517,"('stingy', 'generous')",-1.7288165,-1.65517,0.0736465
41,0.49889755,0.46123397,"('unforgiving', 'forgiving')",0.4988976,0.461234,-0.0376636
42,-3.158785,-3.0000353,"('unreliable', 'reliable')",-3.1587851,-3.0000353,0.1587498
43,0.5877183,0.5366094,"('irresponsible', 'responsible')",0.5877183,0.5366094,-0.0511089
44,-1.5335448,-1.6446828,"('prejudiced', 'unprejudiced')",-1.5335448,-1.6446828,-0.111138
45,-0.118961416,-0.1022457,"('incompetent', 'competent')",-0.1189614,-0.1022457,0.0167157
