,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1689858,-1.3014249,"('unsociable', 'sociable')",0.071692005,-0.10592043,-0.7641609,-0.9101944,-0.6204849,-0.7725132,-0.1520283
1,0.10286573,-0.10273632,"('unfriendly', 'friendly')",0.9596997,0.67258346,1.6753894,1.5318041,0.9126516,0.7005504,-0.2121012
2,0.48945835,0.52784705,"('unlikable', 'likable')",0.96103156,0.9909168,0.53167504,0.61503255,0.6607216,0.7112654,0.0505438
3,0.14964327,0.16833791,"('repellent', 'pleasant')",0.9781287,1.003794,0.36218458,0.38630477,0.4966522,0.5194789,0.0228267
4,-1.0922052,-1.2128848,"('disliked', 'liked')",-0.24880047,-0.3578946,-6.222214,-6.236653,-2.5210733,-2.6024774,-0.0814041
5,-0.9840453,-0.9701798,"('distant', 'outgoing')",-0.49136785,-0.49585265,-0.123357266,-0.11446285,-0.5329235,-0.5268318,0.0060917
6,-1.5009173,-1.508021,"('distant', 'open')",-0.88400805,-0.95011485,0.37645856,0.38718486,-0.6694889,-0.690317,-0.0208281
7,0.5630378,0.5236727,"('insensitive', 'sensitive')",0.90335035,0.9684394,0.8579057,0.8232258,0.7747646,0.7717793,-0.0029853
8,-0.1489441,-0.2018118,"('unaffectionate', 'affectionate')",-0.20690912,-0.28227156,0.96389353,0.8281623,0.2026801,0.114693,-0.0879871
9,0.87220347,0.83755976,"('unaffectionate', 'caring')",0.83319,0.80424684,1.1340933,1.0365508,0.9464956,0.8927858,-0.0537098
10,0.2708801,0.1802308,"('unsympathetic', 'sympathetic')",-0.25194758,-0.35427,-0.41167364,-0.44672996,-0.1309137,-0.206923,-0.0760093
11,0.5050058,0.62320554,"('unhelpful', 'helpful')",0.82050914,0.8828745,1.522294,1.6286424,0.9492696,1.0449075,0.0956379
12,1.0486966,1.0090014,"('unsupportive', 'supportive')",1.11756,1.1122497,-1.6630223,-1.6845518,0.1677448,0.1455664,-0.0221784
13,-0.2562378,-0.19714253,"('impolite', 'polite')",-0.2450352,-0.17287037,-0.52075267,-0.51753455,-0.3406752,-0.2958491,0.0448261
14,-0.02085574,-0.0030581057,"('antisocial', 'social')",0.7095089,0.725225,-0.625656,-0.689508,0.0209991,0.0108863,-0.0101128
15,-0.6569893,-0.6732967,"('boring', 'funny')",-0.7076668,-0.7525945,0.4938117,0.47585952,-0.2902815,-0.3166772,-0.0263957
16,-1.6130819,-1.6667901,"('unpopular', 'popular')",-0.117593795,-0.17260957,0.18386114,0.22558129,-0.5156049,-0.5379395,-0.0223346
17,-0.54751664,-0.47749293,"('nasty', 'nice')",-0.112535454,0.022582617,-0.44292372,-0.35222527,-0.3676586,-0.2690452,0.0986134
18,-0.1603923,-0.2453875,"('disagreeable', 'welcoming')",-0.4745078,-0.49198613,-0.40459067,-0.42890197,-0.3464969,-0.3887585,-0.0422616
19,-0.7444872,-0.73001486,"('inhospitable', 'hospitable')",-1.3075763,-1.2377248,0.15308768,0.21083489,-0.6329919,-0.5856349,0.047357
20,0.3079386,0.31358865,"('rough', 'thoughtful')",0.0818457,0.065569334,0.9425542,0.86416996,0.4441128,0.4144427,-0.0296701
21,0.6122605,0.53669786,"('immoral', 'moral')",1.0664749,1.018938,-0.71789724,-0.6861155,0.3202794,0.2898401,-0.0304393
22,0.16481456,0.115202606,"('untrustworthy', 'trustworthy')",-0.062127724,-0.14518927,-0.8418613,-0.8631234,-0.2463915,-0.2977034,-0.0513119
