,fedora_male,fedora_female,tuple,average_male,average_female,female-male
0,-0.2001927,-0.21305831,"('unsociable', 'sociable')",-0.2001927,-0.2130583,-0.0128656
1,0.06651157,-0.26745948,"('unfriendly', 'friendly')",0.0665116,-0.2674595,-0.3339711
2,0.8581736,0.7898154,"('unlikable', 'likable')",0.8581736,0.7898154,-0.0683582
3,-0.21191779,-0.02423801,"('repellent', 'pleasant')",-0.2119178,-0.024238,0.1876798
4,-3.145783,-3.0776672,"('disliked', 'liked')",-3.1457829,-3.0776672,0.0681157
5,-0.68802077,-0.9607314,"('distant', 'outgoing')",-0.6880208,-0.9607314,-0.2727106
6,-0.80173814,-1.1767293,"('distant', 'open')",-0.8017381,-1.1767293,-0.3749912
7,-0.26778075,-0.16279732,"('insensitive', 'sensitive')",-0.2677808,-0.1627973,0.1049835
8,0.1427283,-0.14438684,"('unaffectionate', 'affectionate')",0.1427283,-0.1443868,-0.2871151
9,-0.07226774,-0.31105095,"('unaffectionate', 'caring')",-0.0722677,-0.311051,-0.2387833
10,-0.63685095,-0.4487721,"('unsympathetic', 'sympathetic')",-0.636851,-0.4487721,0.1880789
11,0.6892923,0.75493497,"('unhelpful', 'helpful')",0.6892923,0.754935,0.0656427
12,-0.91921365,-0.876193,"('unsupportive', 'supportive')",-0.9192137,-0.876193,0.0430207
13,-0.7281539,-0.631531,"('impolite', 'polite')",-0.7281539,-0.631531,0.0966229
14,0.29262015,0.42866027,"('antisocial', 'social')",0.2926202,0.4286603,0.1360401
15,0.23543753,0.058102544,"('boring', 'funny')",0.2354375,0.0581025,-0.177335
16,-0.24143407,-0.40544975,"('unpopular', 'popular')",-0.2414341,-0.4054497,-0.1640156
17,-0.868462,-0.7607522,"('nasty', 'nice')",-0.868462,-0.7607522,0.1077098
18,-0.66577995,-0.6292856,"('disagreeable', 'welcoming')",-0.6657799,-0.6292856,0.0364943
19,-1.1082842,-1.2086817,"('inhospitable', 'hospitable')",-1.1082842,-1.2086817,-0.1003975
20,0.11075003,0.124293335,"('rough', 'thoughtful')",0.11075,0.1242933,0.0135433
21,-0.20960921,0.008541491,"('immoral', 'moral')",-0.2096092,0.0085415,0.2181507
22,-0.17715602,-0.080082685,"('untrustworthy', 'trustworthy')",-0.177156,-0.0800827,0.0970733
23,2.7944865,2.7421494,"('insincere', 'sincere')",2.7944865,2.7421494,-0.0523371
24,0.01573021,-0.07865987,"('dishonest', 'honest')",0.0157302,-0.0786599,-0.0943901
25,0.26977614,0.019916512,"('egoistic', 'altruistic')",0.2697761,0.0199165,-0.2498596
