,chubb_male,chubb_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.0980816,-0.24297619,"('unsociable', 'sociable')",0.3057216,0.18207106,0.10382,-0.0304526,-0.1342726
1,-0.9449209,-0.8995063,"('unfriendly', 'friendly')",1.5012913,1.3863665,0.2781852,0.2434301,-0.0347551
2,0.22593683,0.27664292,"('unlikable', 'likable')",0.17596465,0.22623587,0.2009507,0.2514394,0.0504887
3,-0.2890126,-0.22209822,"('repellent', 'pleasant')",0.44727167,0.44454572,0.0791295,0.1112237,0.0320942
4,0.26725668,0.34415343,"('disliked', 'liked')",-4.136342,-4.12245,-1.9345427,-1.8891482,0.0453945
5,-0.8728667,-0.70829964,"('distant', 'outgoing')",-0.6063675,-0.6310157,-0.7396171,-0.6696577,0.0699594
6,-1.4471029,-1.2484336,"('distant', 'open')",-0.19550514,-0.27974012,-0.821304,-0.7640868,0.0572172
7,-0.28493822,-0.30956376,"('insensitive', 'sensitive')",0.5870017,0.64185387,0.1510317,0.1661451,0.0151134
8,-2.5279887,-2.4522731,"('unaffectionate', 'affectionate')",0.6143404,0.4783023,-0.9568241,-0.9869854,-0.0301613
9,-2.073405,-1.9923962,"('unaffectionate', 'caring')",0.8242745,0.7185436,-0.6245652,-0.6369263,-0.0123611
10,-1.0096258,-1.0503517,"('unsympathetic', 'sympathetic')",0.24212003,0.28684303,-0.3837529,-0.3817543,0.0019986
11,0.13897978,0.11911772,"('unhelpful', 'helpful')",1.7371112,1.8222569,0.9380455,0.9706873,0.0326418
12,-0.9043058,-0.7943809,"('unsupportive', 'supportive')",-1.1829666,-1.1546847,-1.0436362,-0.9745328,0.0691034
13,0.62031305,0.49168217,"('impolite', 'polite')",-0.48370844,-0.46413648,0.0683023,0.0137728,-0.0545295
14,0.36482084,0.26871473,"('antisocial', 'social')",0.64553887,0.71207494,0.5051799,0.4903948,-0.0147851
15,1.3399578,1.2311118,"('boring', 'funny')",0.4460519,0.4367225,0.8930049,0.8339171,-0.0590878
16,-0.31891546,-0.23706217,"('unpopular', 'popular')",0.83906156,0.7740851,0.2600731,0.2685115,0.0084384
17,0.32878458,0.35499096,"('nasty', 'nice')",-0.34822884,-0.31230828,-0.0097221,0.0213413,0.0310634
18,-0.8241366,-0.7928185,"('disagreeable', 'welcoming')",-1.2698098,-1.3664026,-1.0469732,-1.0796106,-0.0326374
19,-1.1969577,-1.0721388,"('inhospitable', 'hospitable')",-0.76360554,-0.80707175,-0.9802816,-0.9396052,0.0406764
20,-0.15915766,-0.08936309,"('rough', 'thoughtful')",1.1641906,1.1841311,0.5025165,0.547384,0.0448675
21,-0.061125938,-0.07560693,"('immoral', 'moral')",-0.5702516,-0.5736628,-0.3156888,-0.3246349,-0.0089461
22,0.9254764,0.8495068,"('untrustworthy', 'trustworthy')",-0.16550553,-0.06964876,0.3799854,0.389929,0.0099436
23,-0.08887523,-0.16293779,"('insincere', 'sincere')",4.688322,4.582911,2.2997234,2.2099867,-0.0897367
24,0.82678103,0.7714804,"('dishonest', 'honest')",0.1812611,0.21961144,0.504021,0.4955459,-0.0084751
25,-0.57314295,-0.5792728,"('egoistic', 'altruistic')",0.61812687,0.51126087,0.022492,-0.034006,-0.056498
26,0.2926374,0.23431373,"('hardhearted', 'benevolent')",2.389264,2.3197167,1.3409507,1.2770152,-0.0639355
27,-0.11335856,0.011082044,"('hardhearted', 'softhearted')",0.05481211,-0.13355888,-0.0292732,-0.0612384,-0.0319652
28,-1.2041215,-1.2487574,"('disloyal', 'loyal')",1.1466354,0.99652714,-0.028743,-0.1261151,-0.0973721
29,0.44015205,0.46127626,"('unfair', 'fair')",-0.69006175,-0.7706901,-0.1249548,-0.1547069,-0.0297521
30,1.1156198,1.0137886,"('intolerant', 'tolerant')",1.4424416,1.4364914,1.2790307,1.22514,-0.0538907
31,-1.2062284,-1.038229,"('evil', 'good')",-0.511437,-0.5973751,-0.8588327,-0.8178021,0.0410306
32,0.11146937,0.0012237635,"('unkind', 'kind')",0.87210184,0.7154775,0.4917856,0.3583506,-0.133435
33,-0.13942167,-0.15659437,"('wrong', 'right')",-0.3712107,-0.51045835,-0.2553162,-0.3335264,-0.0782102
34,-0.3699156,-0.22707723,"('mean', 'honorable')",4.5047035,4.6556997,2.067394,2.2143114,0.1469174
35,-0.61055887,-0.63226795,"('corrupt', 'incorrupt')",-0.8714891,-1.0999705,-0.741024,-0.8661192,-0.1250952
36,-1.2586696,-1.1657385,"('hostile', 'amicable')",-0.108452074,-0.31673905,-0.6835608,-0.7412388,-0.057678
37,-0.26768434,-0.2829779,"('fake', 'genuine')",-0.116508156,-0.109388724,-0.1920962,-0.1961833,-0.0040871
38,-0.7944117,-0.74750906,"('untruthful', 'truthful')",0.41044378,0.47673905,-0.191984,-0.135385,0.056599
39,1.2222302,1.2330136,"('exploitative', 'cooperative')",0.004755592,0.04776051,0.6134929,0.6403871,0.0268942
40,-0.3218336,-0.29667288,"('stingy', 'generous')",-1.5870866,-1.6049129,-0.9544601,-0.9507929,0.0036672
41,-0.33889595,-0.28229034,"('unforgiving', 'forgiving')",0.012363564,0.012611862,-0.1632662,-0.1348392,0.028427
42,0.2780626,0.2912433,"('unreliable', 'reliable')",-2.2987025,-2.1965735,-1.0103199,-0.9526651,0.0576548
43,0.35781172,0.40979064,"('irresponsible', 'responsible')",1.079238,1.1609005,0.7185249,0.7853456,0.0668207
44,0.95021814,0.9550231,"('prejudiced', 'unprejudiced')",-1.9117215,-1.8369465,-0.4807517,-0.4409617,0.03979
45,1.0255231,1.0563302,"('incompetent', 'competent')",1.3839084,1.501858,1.2047157,1.2790941,0.0743784
46,0.43900424,0.43728063,"('uncompetitive', 'competitive')",0.6286054,0.6539992,0.5338048,0.5456399,0.0118351
47,0.7816575,0.8258866,"('stupid', 'smart')",4.630726,4.8373823,2.7061918,2.8316345,0.1254427
48,-0.48311254,-0.43517682,"('unintelligent', 'intelligent')",0.8895743,0.91200733,0.2032309,0.2384153,0.0351844
49,-0.1047236,0.10009236,"('unable', 'able')",0.22705361,0.2563454,0.061165,0.1782189,0.1170539
50,-0.43398976,-0.3798205,"('clumsy', 'skillful')",-0.22997344,-0.3332139,-0.3319816,-0.3565172,-0.0245356
51,-0.9681173,-1.0507318,"('uneducated', 'educated')",0.077550724,0.01977079,-0.4452833,-0.5154805,-0.0701972
52,-1.3353894,-1.3349996,"('irrational', 'rational')",-0.5167732,-0.750999,-0.9260813,-1.0429993,-0.116918
53,-1.3229169,-1.3199505,"('uncreative', 'creative')",0.46388364,0.3767071,-0.4295166,-0.4716217,-0.0421051
54,-0.8574024,-0.90548915,"('incapable', 'capable')",0.5092591,0.488258,-0.1740716,-0.2086156,-0.034544
55,0.6621358,0.6412699,"('incompetent', 'clever')",1.0995618,1.2162832,0.8808488,0.9287766,0.0479278
56,1.3502501,1.234766,"('impractical', 'practical')",1.0541385,1.1748598,1.2021943,1.2048129,0.0026186
57,-0.25173843,-0.3625724,"('unimaginative', 'imaginative')",-0.61601794,-0.52980876,-0.4338782,-0.4461906,-0.0123124
58,-0.22582293,-0.13840336,"('undiscriminating', 'discriminating')",0.83068556,0.8896367,0.3024313,0.3756167,0.0731854
59,0.47166348,0.5149622,"('foolish', 'wise')",0.3400783,0.293266,0.4058709,0.4041141,-0.0017568
60,1.1022233,1.100766,"('inefficient', 'efficient')",0.4028716,0.62836677,0.7525474,0.8645663,0.1120189
61,0.5346476,0.45233428,"('illogical', 'logical')",0.514331,0.28441274,0.5244893,0.3683735,-0.1561158
62,1.277959,1.3830246,"('incompetent', 'brilliant')",0.9905342,1.1655207,1.1342466,1.2742727,0.1400261
63,-0.23412266,-0.13755403,"('unperceptive', 'insightful')",1.2462598,1.3723831,0.5060686,0.6174145,0.1113459
