,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.23966181,-0.2599811,"('unsociable', 'sociable')",-0.2396618,-0.2599811,-0.0203193
1,1.7817895,1.7583697,"('unfriendly', 'friendly')",1.7817895,1.7583697,-0.0234198
2,0.3265754,0.5632479,"('unlikable', 'likable')",0.3265754,0.5632479,0.2366725
3,0.36140415,0.58622104,"('repellent', 'pleasant')",0.3614042,0.586221,0.2248168
4,-7.237101,-7.066373,"('disliked', 'liked')",-7.2371011,-7.0663729,0.1707282
5,0.17359662,0.3373946,"('distant', 'outgoing')",0.1735966,0.3373946,0.163798
6,0.49829462,0.5813791,"('distant', 'open')",0.4982946,0.5813791,0.0830845
7,0.123487145,0.3335457,"('insensitive', 'sensitive')",0.1234871,0.3335457,0.2100586
8,1.456025,1.3908526,"('unaffectionate', 'affectionate')",1.456025,1.3908526,-0.0651724
9,1.8822266,1.9210594,"('unaffectionate', 'caring')",1.8822266,1.9210594,0.0388328
10,0.3825584,0.63604856,"('unsympathetic', 'sympathetic')",0.3825584,0.6360486,0.2534902
11,1.6432753,1.8075749,"('unhelpful', 'helpful')",1.6432753,1.8075749,0.1642996
12,-1.7033944,-1.5387372,"('unsupportive', 'supportive')",-1.7033944,-1.5387372,0.1646572
13,-0.0991105,-0.049976423,"('impolite', 'polite')",-0.0991105,-0.0499764,0.0491341
14,-0.70017844,-0.7838863,"('antisocial', 'social')",-0.7001784,-0.7838863,-0.0837079
15,0.6964393,0.7413934,"('boring', 'funny')",0.6964393,0.7413934,0.0449541
16,0.21416096,0.19282278,"('unpopular', 'popular')",0.214161,0.1928228,-0.0213382
17,0.07907358,0.07151448,"('nasty', 'nice')",0.0790736,0.0715145,-0.0075591
18,-0.56827015,-0.6156281,"('disagreeable', 'welcoming')",-0.5682701,-0.6156281,-0.047358
19,-0.3566418,-0.075562015,"('inhospitable', 'hospitable')",-0.3566418,-0.075562,0.2810798
20,0.52158666,0.33789355,"('rough', 'thoughtful')",0.5215867,0.3378935,-0.1836932
21,-0.5301528,-0.2318425,"('immoral', 'moral')",-0.5301528,-0.2318425,0.2983103
22,-0.9916271,-0.7446748,"('untrustworthy', 'trustworthy')",-0.9916271,-0.7446748,0.2469523
23,6.1640825,6.216031,"('insincere', 'sincere')",6.1640825,6.2160311,0.0519486
24,1.3906151,1.4901949,"('dishonest', 'honest')",1.3906151,1.4901949,0.0995798
25,1.1350006,0.89988554,"('egoistic', 'altruistic')",1.1350006,0.8998855,-0.2351151
26,0.539649,0.2797944,"('hardhearted', 'benevolent')",0.539649,0.2797944,-0.2598546
27,1.5590787,1.3796742,"('hardhearted', 'softhearted')",1.5590787,1.3796742,-0.1794045
28,1.2537844,1.1399622,"('disloyal', 'loyal')",1.2537844,1.1399622,-0.1138222
29,-0.49651533,-0.5831814,"('unfair', 'fair')",-0.4965153,-0.5831814,-0.0866661
30,0.77468294,0.77806365,"('intolerant', 'tolerant')",0.7746829,0.7780637,0.0033808
31,-0.6678378,-0.77586496,"('evil', 'good')",-0.6678378,-0.775865,-0.1080272
32,0.9230081,0.9648894,"('unkind', 'kind')",0.9230081,0.9648894,0.0418813
33,0.032156028,-0.04730378,"('wrong', 'right')",0.032156,-0.0473038,-0.0794598
34,4.826676,4.995349,"('mean', 'honorable')",4.8266759,4.9953489,0.168673
35,-0.48780912,-0.81254494,"('corrupt', 'incorrupt')",-0.4878091,-0.8125449,-0.3247358
36,-0.3460022,-0.532769,"('hostile', 'amicable')",-0.3460022,-0.532769,-0.1867668
37,0.5007873,0.5684304,"('fake', 'genuine')",0.5007873,0.5684304,0.0676431
38,-0.16399333,-0.07219554,"('untruthful', 'truthful')",-0.1639933,-0.0721955,0.0917978
39,0.24604334,0.124818034,"('exploitative', 'cooperative')",0.2460433,0.124818,-0.1212253
40,-1.6280552,-1.6974123,"('stingy', 'generous')",-1.6280552,-1.6974123,-0.0693571
41,-0.2873475,-0.3552368,"('unforgiving', 'forgiving')",-0.2873475,-0.3552368,-0.0678893
42,-2.5623016,-2.2642057,"('unreliable', 'reliable')",-2.5623016,-2.2642057,0.2980959
43,0.7983017,0.9794563,"('irresponsible', 'responsible')",0.7983017,0.9794563,0.1811546
44,-1.3217613,-1.4337949,"('prejudiced', 'unprejudiced')",-1.3217613,-1.4337949,-0.1120336
45,-0.25304037,-0.062241763,"('incompetent', 'competent')",-0.2530404,-0.0622418,0.1907986
46,-1.1559093,-0.90336746,"('uncompetitive', 'competitive')",-1.1559093,-0.9033675,0.2525418
47,5.4236155,5.525733,"('stupid', 'smart')",5.4236155,5.525733,0.1021175
48,0.67698044,0.61168796,"('unintelligent', 'intelligent')",0.6769804,0.611688,-0.0652924
49,0.14265391,0.39206278,"('unable', 'able')",0.1426539,0.3920628,0.2494089
50,-0.10050486,0.05034691,"('clumsy', 'skillful')",-0.1005049,0.0503469,0.1508518
51,-0.16130257,0.0134592205,"('uneducated', 'educated')",-0.1613026,0.0134592,0.1747618
52,0.3285301,0.10875288,"('irrational', 'rational')",0.3285301,0.1087529,-0.2197772
53,0.40149802,0.47978112,"('uncreative', 'creative')",0.401498,0.4797811,0.0782831
54,1.0933367,1.4251195,"('incapable', 'capable')",1.0933367,1.4251195,0.3317828
55,0.30628985,0.3976131,"('incompetent', 'clever')",0.3062899,0.3976131,0.0913232
56,0.48959967,0.6258941,"('impractical', 'practical')",0.4895997,0.6258941,0.1362944
57,-3.0215976,-2.68296,"('unimaginative', 'imaginative')",-3.0215976,-2.68296,0.3386376
58,-0.21243674,-0.12190701,"('undiscriminating', 'discriminating')",-0.2124367,-0.121907,0.0905297
59,0.46902186,0.53889865,"('foolish', 'wise')",0.4690219,0.5388986,0.0698767
60,0.14750907,0.30716366,"('inefficient', 'efficient')",0.1475091,0.3071637,0.1596546
61,0.42798147,0.20923439,"('illogical', 'logical')",0.4279815,0.2092344,-0.2187471
62,0.7875315,1.0897458,"('incompetent', 'brilliant')",0.7875315,1.0897458,0.3022143
63,-0.057514176,0.3262352,"('unperceptive', 'insightful')",-0.0575142,0.3262352,0.3837494
64,-6.972208,-6.651483,"('shy', 'confident')",-6.972208,-6.6514831,0.3207249
65,-0.09606847,0.1362198,"('insecure', 'secure')",-0.0960685,0.1362198,0.2322883
66,-0.19784418,-0.13968375,"('inactive', 'active')",-0.1978442,-0.1396838,0.0581604
67,-0.5685978,-0.6193634,"('doubtful', 'determined')",-0.5685978,-0.6193634,-0.0507656
68,-0.64968705,-0.43551278,"('dependent', 'independent')",-0.6496871,-0.4355128,0.2141743
69,-1.2246937,-1.3517064,"('lazy', 'industrious')",-1.2246937,-1.3517064,-0.1270127
70,0.47078145,0.80627286,"('lethargic', 'energetic')",0.4707814,0.8062729,0.3354915
71,0.69005805,0.7627639,"('diffident', 'self-confident')",0.6900581,0.7627639,0.0727058
72,0.47692025,0.72606844,"('unambitious', 'ambitious')",0.4769202,0.7260684,0.2491482
73,-2.9016318,-2.7292528,"('helpless', 'self-reliant')",-2.9016318,-2.7292528,0.172379
74,-0.17797661,-0.16841465,"('undedicated', 'dedicated')",-0.1779766,-0.1684147,0.0095619
75,-0.71804214,-0.484988,"('meek', 'impulsive')",-0.7180421,-0.484988,0.2330541
76,0.19934165,0.26856908,"('anxious', 'daring')",0.1993417,0.2685691,0.0692274
77,-1.4221487,-1.2973441,"('unmotivated', 'motivated')",-1.4221487,-1.2973441,0.1248046
