,discretion_male,discretion_female,tuple,average_male,average_female,female-male
0,-0.78654927,-0.89091057,"('unsociable', 'sociable')",-0.7865493,-0.8909106,-0.1043613
1,1.7835861,1.8366654,"('unfriendly', 'friendly')",1.7835861,1.8366654,0.0530793
2,-0.1869762,-0.15869354,"('unlikable', 'likable')",-0.1869762,-0.1586935,0.0282827
3,0.36461574,0.2659823,"('repellent', 'pleasant')",0.3646157,0.2659823,-0.0986334
4,-6.646521,-6.8382444,"('disliked', 'liked')",-6.6465211,-6.8382444,-0.1917233
5,-0.1742501,-0.15824382,"('distant', 'outgoing')",-0.1742501,-0.1582438,0.0160063
6,0.32110882,0.2679868,"('distant', 'open')",0.3211088,0.2679868,-0.053122
7,0.7327857,0.7966497,"('insensitive', 'sensitive')",0.7327857,0.7966497,0.063864
8,1.5232238,1.5333796,"('unaffectionate', 'affectionate')",1.5232238,1.5333796,0.0101558
9,1.7018542,1.8652154,"('unaffectionate', 'caring')",1.7018542,1.8652154,0.1633612
10,0.39393577,0.3895209,"('unsympathetic', 'sympathetic')",0.3939358,0.3895209,-0.0044149
11,1.4039652,1.4817934,"('unhelpful', 'helpful')",1.4039652,1.4817934,0.0778282
12,-2.048231,-2.0600088,"('unsupportive', 'supportive')",-2.0482309,-2.0600088,-0.0117779
13,-1.0665927,-1.0952104,"('impolite', 'polite')",-1.0665927,-1.0952104,-0.0286177
14,-0.5991053,-0.6213603,"('antisocial', 'social')",-0.5991053,-0.6213603,-0.022255
15,0.47779006,0.4909406,"('boring', 'funny')",0.4777901,0.4909406,0.0131505
16,-0.3792278,-0.40520573,"('unpopular', 'popular')",-0.3792278,-0.4052057,-0.0259779
17,-0.4043944,-0.3816049,"('nasty', 'nice')",-0.4043944,-0.3816049,0.0227895
18,-0.58929205,-0.743355,"('disagreeable', 'welcoming')",-0.589292,-0.743355,-0.154063
19,-0.17774624,-0.18928728,"('inhospitable', 'hospitable')",-0.1777462,-0.1892873,-0.0115411
20,1.0272274,0.9907415,"('rough', 'thoughtful')",1.0272274,0.9907415,-0.0364859
