,centerpoint_male,centerpoint_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.36557055,-0.38593858,"('unsociable', 'sociable')",0.21268892,0.02166382,-0.9424697,-1.1059904,-0.3651171,-0.4900884,-0.1249713
1,-1.196782,-1.3336221,"('unfriendly', 'friendly')",0.81044984,0.5345972,2.2469852,2.1288202,0.6202177,0.4432651,-0.1769526
2,0.47983932,0.4839802,"('unlikable', 'likable')",1.3383554,1.3309939,0.5188669,0.62737775,0.7790205,0.8141173,0.0350968
3,0.6212282,0.73959583,"('repellent', 'pleasant')",0.0010327799,0.043250397,0.12375127,0.11745923,0.2486708,0.3001018,0.051431
4,-0.45471528,-0.50563806,"('disliked', 'liked')",0.5111583,0.36534363,-6.5872874,-6.738143,-2.1769481,-2.2928125,-0.1158644
5,-0.91117734,-0.9814464,"('distant', 'outgoing')",0.10398089,0.0657522,0.23642759,0.2651838,-0.1902563,-0.2168368,-0.0265805
6,-1.1202662,-1.1681032,"('distant', 'open')",-0.50490683,-0.5975689,0.7551852,0.79886353,-0.289996,-0.3222696,-0.0322736
7,1.6004404,1.6892248,"('insensitive', 'sensitive')",1.0878177,1.0873218,0.8291752,0.79949546,1.1724778,1.192014,0.0195362
8,-1.2059983,-1.2834077,"('unaffectionate', 'affectionate')",-0.590472,-0.72850657,1.212339,1.159251,-0.1947104,-0.2842211,-0.0895107
9,-0.33340314,-0.37787822,"('unaffectionate', 'caring')",0.4383386,0.31477872,1.37947,1.3547239,0.4948018,0.4305415,-0.0642603
10,0.5333458,0.6819597,"('unsympathetic', 'sympathetic')",-0.43758923,-0.4886734,-0.91306746,-0.93561226,-0.272437,-0.247442,0.024995
11,0.67728585,0.76301634,"('unhelpful', 'helpful')",0.6495477,0.73405963,1.3402064,1.4722159,0.8890133,0.989764,0.1007507
12,1.193209,1.2074667,"('unsupportive', 'supportive')",0.993621,0.9520322,-1.7850502,-1.8767604,0.1339266,0.0942462,-0.0396804
13,0.02912774,0.047366783,"('impolite', 'polite')",0.102692395,0.14333151,-0.73819,-0.7614963,-0.2021233,-0.190266,0.0118573
14,1.0576428,1.2040813,"('antisocial', 'social')",0.9599514,1.0141964,-1.0242468,-1.0772666,0.3311158,0.380337,0.0492212
15,-0.000938192,-0.10290586,"('boring', 'funny')",-0.25231636,-0.32901576,0.45689934,0.4545181,0.0678816,0.0075322,-0.0603494
