,gain_male,gain_female,tuple,average_male,average_female,female-male
0,-0.37559327,-0.44155,"('unsociable', 'sociable')",-0.3755933,-0.44155,-0.0659567
1,1.2620147,1.2626315,"('unfriendly', 'friendly')",1.2620147,1.2626315,0.0006168
2,-0.23489904,-0.1544946,"('unlikable', 'likable')",-0.234899,-0.1544946,0.0804044
3,0.5096434,0.52786535,"('repellent', 'pleasant')",0.5096434,0.5278654,0.018222
4,-7.027223,-7.179421,"('disliked', 'liked')",-7.0272231,-7.1794209,-0.1521978
5,-0.5756735,-0.55918604,"('distant', 'outgoing')",-0.5756735,-0.559186,0.0164875
6,-0.04708805,-0.10159359,"('distant', 'open')",-0.047088,-0.1015936,-0.0545056
7,0.63246083,0.6444887,"('insensitive', 'sensitive')",0.6324608,0.6444887,0.0120279
8,1.4854676,1.4457419,"('unaffectionate', 'affectionate')",1.4854676,1.4457419,-0.0397257
9,1.6574459,1.7189866,"('unaffectionate', 'caring')",1.6574459,1.7189866,0.0615407
10,0.8295272,0.8395616,"('unsympathetic', 'sympathetic')",0.8295272,0.8395616,0.0100344
11,1.1728516,1.2220231,"('unhelpful', 'helpful')",1.1728516,1.2220231,0.0491715
12,-1.9710962,-1.9785165,"('unsupportive', 'supportive')",-1.9710962,-1.9785165,-0.0074203
13,-0.6936935,-0.6735653,"('impolite', 'polite')",-0.6936935,-0.6735653,0.0201282
14,0.09468517,0.021494575,"('antisocial', 'social')",0.0946852,0.0214946,-0.0731906
15,-0.008626103,-0.077326424,"('boring', 'funny')",-0.0086261,-0.0773264,-0.0687003
16,-0.6435311,-0.62930036,"('unpopular', 'popular')",-0.6435311,-0.6293004,0.0142307
17,-0.20769194,-0.17059445,"('nasty', 'nice')",-0.2076919,-0.1705945,0.0370974
18,-0.3177365,-0.36704293,"('disagreeable', 'welcoming')",-0.3177365,-0.3670429,-0.0493064
19,-0.7303596,-0.7116784,"('inhospitable', 'hospitable')",-0.7303596,-0.7116784,0.0186812
20,0.9481773,0.88276744,"('rough', 'thoughtful')",0.9481773,0.8827674,-0.0654099
21,-0.7037313,-0.5996892,"('immoral', 'moral')",-0.7037313,-0.5996892,0.1040421
22,-0.6607161,-0.674054,"('untrustworthy', 'trustworthy')",-0.6607161,-0.674054,-0.0133379
23,5.879474,5.947977,"('insincere', 'sincere')",5.8794742,5.9479771,0.0685029
24,1.1578045,1.0393567,"('dishonest', 'honest')",1.1578045,1.0393567,-0.1184478
25,0.9262712,0.8788211,"('egoistic', 'altruistic')",0.9262712,0.8788211,-0.0474501
26,1.0560061,0.9813499,"('hardhearted', 'benevolent')",1.0560061,0.9813499,-0.0746562
27,1.7036073,1.5537711,"('hardhearted', 'softhearted')",1.7036073,1.5537711,-0.1498362
28,1.0334258,1.0387034,"('disloyal', 'loyal')",1.0334258,1.0387034,0.0052776
29,-0.7475443,-0.9190531,"('unfair', 'fair')",-0.7475443,-0.9190531,-0.1715088
30,0.8656236,0.91505367,"('intolerant', 'tolerant')",0.8656236,0.9150537,0.0494301
31,-1.0162916,-1.0253963,"('evil', 'good')",-1.0162916,-1.0253963,-0.0091047
32,0.8720871,0.81433296,"('unkind', 'kind')",0.8720871,0.814333,-0.0577541
33,-0.4833544,-0.50919765,"('wrong', 'right')",-0.4833544,-0.5091977,-0.0258433
34,4.4204965,4.6142197,"('mean', 'honorable')",4.4204965,4.6142197,0.1937232
35,-0.5445954,-0.75787127,"('corrupt', 'incorrupt')",-0.5445954,-0.7578713,-0.2132759
36,-0.2548861,-0.31107014,"('hostile', 'amicable')",-0.2548861,-0.3110701,-0.056184
37,0.79291546,0.7896086,"('fake', 'genuine')",0.7929155,0.7896086,-0.0033069
38,-0.5215812,-0.46897355,"('untruthful', 'truthful')",-0.5215812,-0.4689735,0.0526077
39,0.14353591,0.10908423,"('exploitative', 'cooperative')",0.1435359,0.1090842,-0.0344517
40,-1.3576518,-1.5533152,"('stingy', 'generous')",-1.3576518,-1.5533152,-0.1956634
41,0.06453977,0.03952542,"('unforgiving', 'forgiving')",0.0645398,0.0395254,-0.0250144
42,-2.3015127,-2.3796566,"('unreliable', 'reliable')",-2.3015127,-2.3796566,-0.0781439
43,0.558483,0.5964747,"('irresponsible', 'responsible')",0.558483,0.5964747,0.0379917
44,-1.0959259,-1.1268375,"('prejudiced', 'unprejudiced')",-1.0959259,-1.1268375,-0.0309116
45,-0.27887458,-0.33611038,"('incompetent', 'competent')",-0.2788746,-0.3361104,-0.0572358
46,-0.8117156,-0.85601157,"('uncompetitive', 'competitive')",-0.8117156,-0.8560116,-0.044296
47,5.0944996,5.2756624,"('stupid', 'smart')",5.0944996,5.2756624,0.1811628
48,0.24311677,0.22329436,"('unintelligent', 'intelligent')",0.2431168,0.2232944,-0.0198224
49,0.035428047,0.12672311,"('unable', 'able')",0.035428,0.1267231,0.0912951
50,-0.101230174,-0.10986251,"('clumsy', 'skillful')",-0.1012302,-0.1098625,-0.0086323
51,0.20037702,0.10010964,"('uneducated', 'educated')",0.200377,0.1001096,-0.1002674
52,-0.281095,-0.39903557,"('irrational', 'rational')",-0.281095,-0.3990356,-0.1179406
53,-0.028908018,-0.060310934,"('uncreative', 'creative')",-0.028908,-0.0603109,-0.0314029
54,0.864882,0.91120696,"('incapable', 'capable')",0.864882,0.911207,0.046325
55,0.45441914,0.46335885,"('incompetent', 'clever')",0.4544191,0.4633588,0.0089397
56,0.08544186,0.086115085,"('impractical', 'practical')",0.0854419,0.0861151,0.0006732
57,-2.7570477,-2.8036625,"('unimaginative', 'imaginative')",-2.7570477,-2.8036625,-0.0466148
58,0.285599,0.29436067,"('undiscriminating', 'discriminating')",0.285599,0.2943607,0.0087617
59,-0.19342162,-0.18660504,"('foolish', 'wise')",-0.1934216,-0.186605,0.0068166
60,0.015941128,0.13660155,"('inefficient', 'efficient')",0.0159411,0.1366016,0.1206605
61,0.16896865,0.044723324,"('illogical', 'logical')",0.1689686,0.0447233,-0.1242453
62,0.05736638,0.13196258,"('incompetent', 'brilliant')",0.0573664,0.1319626,0.0745962
63,-0.306571,-0.25466543,"('unperceptive', 'insightful')",-0.306571,-0.2546654,0.0519056
64,-6.7291923,-6.7920003,"('shy', 'confident')",-6.7291923,-6.7920003,-0.062808
65,0.017210208,0.03964109,"('insecure', 'secure')",0.0172102,0.0396411,0.0224309
66,-0.19614953,-0.31882465,"('inactive', 'active')",-0.1961495,-0.3188246,-0.1226751
67,-0.68989176,-0.62291175,"('doubtful', 'determined')",-0.6898918,-0.6229118,0.06698
68,-0.82116127,-0.8700777,"('dependent', 'independent')",-0.8211613,-0.8700777,-0.0489164
69,-1.9850092,-1.9808012,"('lazy', 'industrious')",-1.9850092,-1.9808012,0.004208
70,0.9500798,0.8736633,"('lethargic', 'energetic')",0.9500798,0.8736633,-0.0764165
71,0.5840136,0.5866636,"('diffident', 'self-confident')",0.5840136,0.5866636,0.00265
72,0.5835853,0.6650238,"('unambitious', 'ambitious')",0.5835853,0.6650238,0.0814385
73,-2.7464588,-2.73133,"('helpless', 'self-reliant')",-2.7464588,-2.7313299,0.0151289
74,0.032536384,-0.080036536,"('undedicated', 'dedicated')",0.0325364,-0.0800365,-0.1125729
75,-0.7428961,-0.7055341,"('meek', 'impulsive')",-0.7428961,-0.7055341,0.037362
76,0.50315845,0.49173498,"('anxious', 'daring')",0.5031585,0.491735,-0.0114235
77,-1.693531,-1.5297778,"('unmotivated', 'motivated')",-1.693531,-1.5297778,0.1637532
78,-0.6012979,-0.5427332,"('nonresilient', 'resilient')",-0.6012979,-0.5427332,0.0585647
79,-0.07725286,-0.08569478,"('wavering', 'unwavering')",-0.0772529,-0.0856948,-0.0084419
80,-0.46283162,-0.54282826,"('dominated', 'dominating')",-0.4628316,-0.5428283,-0.0799967
81,-0.24316585,-0.21291311,"('submissive', 'aggressive')",-0.2431659,-0.2129131,0.0302528
82,5.8419766,5.973804,"('poor', 'rich')",5.8419766,5.973804,0.1318274
83,-0.2669067,-0.22532238,"('powerless', 'powerful')",-0.2669067,-0.2253224,0.0415843
84,0.56665057,0.5528157,"('inferior', 'superior')",0.5666506,0.5528157,-0.0138349
85,0.036933314,-0.033285514,"('insignificant', 'prestigious')",0.0369333,-0.0332855,-0.0702188
86,-0.091414094,-0.1722775,"('uninfluential', 'influential')",-0.0914141,-0.1722775,-0.0808634
87,-0.778933,-0.7332187,"('unsuccessful', 'successful')",-0.778933,-0.7332187,0.0457143
88,0.14456186,0.11554364,"('low', 'eminent')",0.1445619,0.1155436,-0.0290183
