,linear_male,linear_female,tuple,technology_male,technology_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.31951216,-0.32303563,"('unsociable', 'sociable')",-0.11085743,-0.12815632,-0.09612489,-0.16643964,-0.1754982,-0.2058772,-0.030379
1,-0.8968861,-0.95151794,"('unfriendly', 'friendly')",-0.662465,-0.8135936,1.1240369,0.9379745,-0.1451047,-0.2757124,-0.1306077
2,-0.60958403,-0.51785374,"('unlikable', 'likable')",0.2586796,0.31454447,0.7727929,0.64783424,0.1406295,0.148175,0.0075455
3,0.1258829,0.21770988,"('repellent', 'pleasant')",0.45946234,0.54112476,1.3456897,1.2748312,0.6436783,0.6778886,0.0342103
4,-1.0928894,-1.1958544,"('disliked', 'liked')",-0.4579313,-0.5276536,-7.261566,-7.596259,-2.9374622,-3.106589,-0.1691268
5,-1.2827669,-1.3327667,"('distant', 'outgoing')",-1.411597,-1.4681095,-0.99965376,-1.0176722,-1.2313393,-1.2728494,-0.0415101
6,-1.8961868,-1.9189703,"('distant', 'open')",-1.8801372,-1.9423507,-0.6557849,-0.6364881,-1.4773696,-1.4992696,-0.0219
7,1.0776429,1.0744513,"('insensitive', 'sensitive')",0.098064214,0.22374174,0.4503435,0.3992119,0.5420169,0.5658017,0.0237848
8,-0.8323057,-0.84980345,"('unaffectionate', 'affectionate')",-0.3463903,-0.44560707,0.50441474,0.44958538,-0.2247604,-0.2819417,-0.0571813
9,0.374526,0.3596291,"('unaffectionate', 'caring')",-0.7664685,-0.84522295,1.0264717,1.0061429,0.2115097,0.1735163,-0.0379934
10,0.56428176,0.5311064,"('unsympathetic', 'sympathetic')",-0.451792,-0.36063278,-0.19064778,-0.07690523,-0.0260527,0.0311895,0.0572422
11,0.44145656,0.47463888,"('unhelpful', 'helpful')",0.64152133,0.7245643,1.6281972,1.6599132,0.903725,0.9530389,0.0493139
12,0.11345727,0.1448701,"('unsupportive', 'supportive')",0.030049577,0.16686052,-2.159847,-2.2209983,-0.6721134,-0.6364226,0.0356908
13,-0.5303995,-0.50128996,"('impolite', 'polite')",-0.17405176,-0.09732178,-0.6423653,-0.57233596,-0.4489388,-0.3903159,0.0586229
14,1.0577751,1.0698477,"('antisocial', 'social')",1.772881,1.794343,0.15985687,0.002068649,0.9968376,0.9554198,-0.0414178
15,0.5613766,0.48259485,"('boring', 'funny')",-0.46345347,-0.5836466,-0.25528994,-0.37904444,-0.0524556,-0.1600321,-0.1075765
16,-1.3054531,-1.4124877,"('unpopular', 'popular')",-0.33581948,-0.44414294,0.53248215,0.3975686,-0.3695968,-0.486354,-0.1167572
17,-0.89675426,-0.88512254,"('nasty', 'nice')",-0.58420026,-0.55176985,-0.46606255,-0.3963456,-0.6490057,-0.6110793,0.0379264
18,-0.97140443,-0.92561543,"('disagreeable', 'welcoming')",-0.046763346,0.01718928,-0.602716,-0.6577945,-0.5402946,-0.5220735,0.0182211
19,-1.3499515,-1.366206,"('inhospitable', 'hospitable')",-1.2373939,-1.3038037,-1.0188985,-0.95415425,-1.2020813,-1.2080546,-0.0059733
20,1.2846813,1.3182694,"('rough', 'thoughtful')",1.6367806,1.6974071,0.85235983,0.783439,1.2579406,1.2663718,0.0084312
21,0.40845367,0.35711274,"('immoral', 'moral')",1.1185002,1.1528785,-0.25321105,-0.18524612,0.424581,0.4415817,0.0170007
22,-0.66661966,-0.6073991,"('untrustworthy', 'trustworthy')",-0.24536227,-0.25562435,-0.77728534,-0.85303354,-0.5630891,-0.572019,-0.0089299
23,0.91752654,0.8955132,"('insincere', 'sincere')",-0.66409004,-0.60760725,5.993889,6.059597,2.0824418,2.1158342,0.0333924
24,0.074980006,0.14337602,"('dishonest', 'honest')",-1.8344393,-1.7705833,0.41723132,0.32763228,-0.4474093,-0.4331917,0.0142176
25,0.004558701,0.022953473,"('egoistic', 'altruistic')",-0.17345557,-0.20522866,0.9810548,0.93286914,0.2707193,0.250198,-0.0205213
26,1.0354569,0.9715091,"('hardhearted', 'benevolent')",0.6927264,0.6373747,1.5763986,1.3088715,1.1015273,0.9725851,-0.1289422
27,-0.44528526,-0.35597706,"('hardhearted', 'softhearted')",-0.68049437,-0.6412627,1.2143996,1.147936,0.02954,0.0502321,0.0206921
28,0.32529235,0.18382013,"('disloyal', 'loyal')",0.12365482,-0.0018184688,1.3519433,1.2521863,0.6002968,0.4780627,-0.1222341
29,-0.1772066,-0.23076153,"('unfair', 'fair')",-1.126782,-1.1618162,-0.48537487,-0.6242888,-0.5964545,-0.6722889,-0.0758344
30,1.4445405,1.4657984,"('intolerant', 'tolerant')",0.72518575,0.71853757,0.61502117,0.5015677,0.9282492,0.8953012,-0.032948
31,-1.6616867,-1.5578171,"('evil', 'good')",-1.0943036,-1.1594648,-1.2131094,-1.3121889,-1.3230332,-1.3431568,-0.0201236
32,-0.31509238,-0.31258258,"('unkind', 'kind')",-0.2779141,-0.20633635,0.9715684,0.76871115,0.1261873,0.0832641,-0.0429232
33,0.2976579,0.1955064,"('wrong', 'right')",0.07919416,-0.03144998,-0.7206869,-0.7349677,-0.1146116,-0.1903038,-0.0756922
34,-0.7904909,-0.6306541,"('mean', 'honorable')",-0.643819,-0.4400555,5.3306494,5.536644,1.2987798,1.4886448,0.189865
35,-0.8324065,-0.98724055,"('corrupt', 'incorrupt')",-0.9151637,-1.1279832,-0.8163242,-0.8755141,-0.8546315,-0.9969126,-0.1422811
36,-1.4167124,-1.4794412,"('hostile', 'amicable')",-1.1407256,-1.4036722,-0.18968177,-0.3221405,-0.9157066,-1.0684179,-0.1527113
37,0.6677324,0.6206771,"('fake', 'genuine')",-0.39120054,-0.31565255,-0.11998588,-0.15708455,0.052182,0.0493133,-0.0028687
38,-0.38561717,-0.43673912,"('untruthful', 'truthful')",-1.0219609,-1.0281202,-0.5173511,-0.5270805,-0.641643,-0.6639799,-0.0223369
39,1.5973947,1.719315,"('exploitative', 'cooperative')",0.3670995,0.51945657,0.3252504,0.22862247,0.7632482,0.8224647,0.0592165
40,-0.10098801,-0.09896534,"('stingy', 'generous')",-0.024812195,0.012573351,-2.0704758,-2.3321857,-0.732092,-0.8061926,-0.0741006
41,-0.2835681,-0.27495325,"('unforgiving', 'forgiving')",-1.1763843,-1.1278042,0.053844906,-0.1867908,-0.4687025,-0.5298494,-0.0611469
