,income_male,income_female,tuple,average_male,average_female,female-male
0,0.0936642,-0.2134089,"('unsociable', 'sociable')",0.0936642,-0.2134089,-0.3070731
1,1.1943504,1.2732192,"('unfriendly', 'friendly')",1.1943504,1.2732192,0.0788688
2,0.4075562,0.49785987,"('unlikable', 'likable')",0.4075562,0.4978599,0.0903037
3,0.23720917,0.362795,"('repellent', 'pleasant')",0.2372092,0.362795,0.1255858
4,-7.194967,-7.250442,"('disliked', 'liked')",-7.1949668,-7.250442,-0.0554752
5,-0.58411,-0.35044575,"('distant', 'outgoing')",-0.58411,-0.3504457,0.2336643
6,-0.16435063,0.057749882,"('distant', 'open')",-0.1643506,0.0577499,0.2221005
7,0.60912895,0.60033786,"('insensitive', 'sensitive')",0.609129,0.6003379,-0.0087911
8,1.2527293,1.3843173,"('unaffectionate', 'affectionate')",1.2527293,1.3843173,0.131588
9,1.7164776,1.882403,"('unaffectionate', 'caring')",1.7164776,1.882403,0.1659254
10,0.92234063,1.0010662,"('unsympathetic', 'sympathetic')",0.9223406,1.0010662,0.0787256
11,2.2176695,2.126449,"('unhelpful', 'helpful')",2.2176695,2.1264491,-0.0912204
12,-1.6064271,-1.5465537,"('unsupportive', 'supportive')",-1.6064271,-1.5465537,0.0598734
13,-0.04540613,-0.20739067,"('impolite', 'polite')",-0.0454061,-0.2073907,-0.1619846
14,-0.0022809785,-0.21870866,"('antisocial', 'social')",-0.002281,-0.2187087,-0.2164277
15,0.4897696,0.29696456,"('boring', 'funny')",0.4897696,0.2969646,-0.192805
16,-0.47031212,-0.4566139,"('unpopular', 'popular')",-0.4703121,-0.4566139,0.0136982
17,0.18298176,0.1668605,"('nasty', 'nice')",0.1829818,0.1668605,-0.0161213
18,-0.73586327,-0.75687176,"('disagreeable', 'welcoming')",-0.7358633,-0.7568718,-0.0210085
19,-0.5282843,-0.43652552,"('inhospitable', 'hospitable')",-0.5282843,-0.4365255,0.0917588
20,0.69294214,0.5013579,"('rough', 'thoughtful')",0.6929421,0.5013579,-0.1915842
21,-0.10627244,-0.09475265,"('immoral', 'moral')",-0.1062724,-0.0947526,0.0115198
22,-0.6895428,-0.72382236,"('untrustworthy', 'trustworthy')",-0.6895428,-0.7238224,-0.0342796
23,6.3703904,6.2922807,"('insincere', 'sincere')",6.3703904,6.2922807,-0.0781097
24,1.693951,1.7354977,"('dishonest', 'honest')",1.693951,1.7354977,0.0415467
25,0.5767329,0.5172668,"('egoistic', 'altruistic')",0.5767329,0.5172668,-0.0594661
26,1.081536,0.87044567,"('hardhearted', 'benevolent')",1.0815361,0.8704457,-0.2110904
27,1.5911633,1.5557086,"('hardhearted', 'softhearted')",1.5911633,1.5557086,-0.0354547
28,1.3288629,1.2569358,"('disloyal', 'loyal')",1.3288629,1.2569358,-0.0719271
29,-1.073851,-1.2119977,"('unfair', 'fair')",-1.073851,-1.2119977,-0.1381467
30,1.1285601,1.0358614,"('intolerant', 'tolerant')",1.1285601,1.0358614,-0.0926987
31,-1.6299245,-1.5406352,"('evil', 'good')",-1.6299245,-1.5406352,0.0892893
32,1.5085975,1.3363062,"('unkind', 'kind')",1.5085975,1.3363062,-0.1722913
33,-0.5070559,-0.44107473,"('wrong', 'right')",-0.5070559,-0.4410747,0.0659812
34,4.9581165,5.0579705,"('mean', 'honorable')",4.9581165,5.0579705,0.099854
35,-0.639332,-0.81777185,"('corrupt', 'incorrupt')",-0.639332,-0.8177719,-0.1784399
36,-0.23580816,-0.35895783,"('hostile', 'amicable')",-0.2358082,-0.3589578,-0.1231496
37,1.0617074,1.0182065,"('fake', 'genuine')",1.0617074,1.0182065,-0.0435009
38,0.28853953,0.2610895,"('untruthful', 'truthful')",0.2885395,0.2610895,-0.02745
39,-0.1509292,-0.16882832,"('exploitative', 'cooperative')",-0.1509292,-0.1688283,-0.0178991
40,-2.151803,-2.1060019,"('stingy', 'generous')",-2.151803,-2.1060019,0.0458011
41,0.22508922,0.12711193,"('unforgiving', 'forgiving')",0.2250892,0.1271119,-0.0979773
42,-2.6003215,-2.5013466,"('unreliable', 'reliable')",-2.6003215,-2.5013466,0.0989749
43,1.035594,1.1092781,"('irresponsible', 'responsible')",1.035594,1.1092781,0.0736841
44,-1.2082443,-1.2502975,"('prejudiced', 'unprejudiced')",-1.2082443,-1.2502975,-0.0420532
45,-0.047733564,-0.12878168,"('incompetent', 'competent')",-0.0477336,-0.1287817,-0.0810481
46,-0.8845422,-0.8219304,"('uncompetitive', 'competitive')",-0.8845422,-0.8219304,0.0626118
47,5.638084,5.7104673,"('stupid', 'smart')",5.6380839,5.7104673,0.0723834
48,0.562551,0.57420725,"('unintelligent', 'intelligent')",0.562551,0.5742072,0.0116562
49,0.16248211,0.25670117,"('unable', 'able')",0.1624821,0.2567012,0.0942191
50,-0.13649791,-0.14771922,"('clumsy', 'skillful')",-0.1364979,-0.1477192,-0.0112213
51,0.42672127,0.31113136,"('uneducated', 'educated')",0.4267213,0.3111314,-0.1155899
52,-0.20570648,-0.35667124,"('irrational', 'rational')",-0.2057065,-0.3566712,-0.1509647
53,-0.110976934,-0.08936906,"('uncreative', 'creative')",-0.1109769,-0.0893691,0.0216078
54,0.98128986,1.1486311,"('incapable', 'capable')",0.9812899,1.1486311,0.1673412
55,0.35681674,0.38452443,"('incompetent', 'clever')",0.3568167,0.3845244,0.0277077
56,0.67189085,0.53853744,"('impractical', 'practical')",0.6718909,0.5385374,-0.1333535
57,-3.1196432,-3.0611613,"('unimaginative', 'imaginative')",-3.1196432,-3.0611613,0.0584819
58,-0.026053526,-0.05589246,"('undiscriminating', 'discriminating')",-0.0260535,-0.0558925,-0.029839
59,0.23532763,0.25629127,"('foolish', 'wise')",0.2353276,0.2562913,0.0209637
60,0.67658323,0.6804504,"('inefficient', 'efficient')",0.6765832,0.6804504,0.0038672
61,0.22088596,-0.017542295,"('illogical', 'logical')",0.220886,-0.0175423,-0.2384283
62,0.6909706,0.8152292,"('incompetent', 'brilliant')",0.6909706,0.8152292,0.1242586
63,0.2345253,0.2953545,"('unperceptive', 'insightful')",0.2345253,0.2953545,0.0608292
64,-6.3503475,-6.3247166,"('shy', 'confident')",-6.3503475,-6.3247166,0.0256309
65,0.21664046,0.2294588,"('insecure', 'secure')",0.2166405,0.2294588,0.0128183
66,-0.3339029,-0.36375496,"('inactive', 'active')",-0.3339029,-0.363755,-0.0298521
67,-0.30652076,-0.39017153,"('doubtful', 'determined')",-0.3065208,-0.3901715,-0.0836507
68,-0.83964765,-0.7606976,"('dependent', 'independent')",-0.8396477,-0.7606976,0.0789501
69,-2.0191424,-1.9693824,"('lazy', 'industrious')",-2.0191424,-1.9693824,0.04976
70,0.9402663,0.90460247,"('lethargic', 'energetic')",0.9402663,0.9046025,-0.0356638
71,0.54295343,0.5553943,"('diffident', 'self-confident')",0.5429534,0.5553943,0.0124409
72,0.844863,0.9969889,"('unambitious', 'ambitious')",0.844863,0.9969889,0.1521259
73,-2.994013,-2.8690674,"('helpless', 'self-reliant')",-2.9940131,-2.8690674,0.1249457
74,-0.0035670325,-0.14746958,"('undedicated', 'dedicated')",-0.003567,-0.1474696,-0.1439026
75,-0.8792481,-0.7560938,"('meek', 'impulsive')",-0.8792481,-0.7560938,0.1231543
76,0.037099395,0.04252965,"('anxious', 'daring')",0.0370994,0.0425297,0.0054303
77,-1.4364607,-1.3364607,"('unmotivated', 'motivated')",-1.4364607,-1.3364607,0.1
78,-0.9788524,-0.9686817,"('nonresilient', 'resilient')",-0.9788524,-0.9686817,0.0101707
79,-0.40902847,-0.35433587,"('wavering', 'unwavering')",-0.4090285,-0.3543359,0.0546926
80,-0.31736523,-0.50608367,"('dominated', 'dominating')",-0.3173652,-0.5060837,-0.1887185
81,0.0042113215,0.03209751,"('submissive', 'aggressive')",0.0042113,0.0320975,0.0278862
82,6.534946,6.677948,"('poor', 'rich')",6.534946,6.677948,0.143002
83,-0.124408245,-0.20702016,"('powerless', 'powerful')",-0.1244082,-0.2070202,-0.082612
84,0.17622249,0.24902293,"('inferior', 'superior')",0.1762225,0.2490229,0.0728004
85,-0.84433985,-0.91873,"('insignificant', 'prestigious')",-0.8443398,-0.91873,-0.0743902
86,0.34107757,0.28485376,"('uninfluential', 'influential')",0.3410776,0.2848538,-0.0562238
87,-0.27185243,-0.1929434,"('unsuccessful', 'successful')",-0.2718524,-0.1929434,0.078909
88,0.5898768,0.39928448,"('low', 'eminent')",0.5898768,0.3992845,-0.1905923
