,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,female-male
0,0.22957152,0.21826875,"('unsociable', 'sociable')",-0.2442827,-0.28227562,-0.5149171,-0.52063155,-0.1765428,-0.1948795,-0.0183367
1,-0.26882043,-0.36527848,"('unfriendly', 'friendly')",1.0276042,0.95850885,1.1880623,1.1060514,0.6489487,0.5664273,-0.0825214
2,1.1890522,1.2630749,"('unlikable', 'likable')",1.5392337,1.6012905,0.57046175,0.58677673,1.0995825,1.1503807,0.0507982
3,0.19083716,0.3086568,"('repellent', 'pleasant')",-1.0126312,-0.9300426,0.2792613,0.35337207,-0.1808442,-0.0893379,0.0915063
4,-0.2500031,-0.31563857,"('disliked', 'liked')",0.25781167,0.26062095,-7.327163,-7.434661,-2.4397848,-2.4965595,-0.0567747
5,-0.60901034,-0.66355956,"('distant', 'outgoing')",1.7464515,1.7438399,0.07137963,-0.03303084,0.4029403,0.3490831,-0.0538572
6,-0.5083516,-0.5304129,"('distant', 'open')",1.4438839,1.4044932,0.6523845,0.5466258,0.5293056,0.4735687,-0.0557369
7,0.64272857,0.675506,"('insensitive', 'sensitive')",-0.20719513,-0.124322146,0.45535788,0.6082757,0.2969638,0.3864865,0.0895227
8,-0.5724665,-0.6331332,"('unaffectionate', 'affectionate')",0.46275455,0.36900115,1.0050755,0.9136728,0.2984545,0.2165136,-0.0819409
9,0.7212744,0.7340204,"('unaffectionate', 'caring')",1.3257322,1.2713215,1.3168409,1.2780311,1.1212825,1.0944577,-0.0268248
10,1.2078352,1.2700657,"('unsympathetic', 'sympathetic')",-2.1502182,-2.1009796,0.20402531,0.36290008,-0.2461192,-0.1560046,0.0901146
11,1.5213202,1.6612904,"('unhelpful', 'helpful')",-0.591198,-0.5349222,1.1039524,1.1608078,0.6780248,0.762392,0.0843672
12,1.7084272,1.8197678,"('unsupportive', 'supportive')",0.080348335,0.18336746,-1.963095,-1.9132012,-0.0581065,0.029978,0.0880845
