,adt_male,adt_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.38321924,-0.49221382,"('unsociable', 'sociable')",-0.06865916,-0.30994284,-0.2259392,-0.4010783,-0.1751391
1,-1.9027376,-1.849196,"('unfriendly', 'friendly')",1.2776438,1.1875852,-0.3125469,-0.3308054,-0.0182585
2,0.7296782,0.75388956,"('unlikable', 'likable')",0.8133865,0.77507395,0.7715324,0.7644818,-0.0070506
3,0.40999067,0.48276642,"('repellent', 'pleasant')",0.8522966,0.86317927,0.6311436,0.6729729,0.0418293
4,-0.5328975,-0.57244366,"('disliked', 'liked')",-6.242723,-6.3342094,-3.3878102,-3.4533265,-0.0655163
5,-1.7202764,-1.678125,"('distant', 'outgoing')",-0.7522016,-0.72085285,-1.236239,-1.1994889,0.0367501
6,-2.06224,-1.9820708,"('distant', 'open')",-0.8164029,-0.8023359,-1.4393214,-1.3922033,0.0471181
7,0.0074969437,0.03203728,"('insensitive', 'sensitive')",0.3216358,0.26497343,0.1645664,0.1485054,-0.016061
8,-1.7426516,-1.6931528,"('unaffectionate', 'affectionate')",0.30902696,0.31061688,-0.7168123,-0.691268,0.0255443
9,-1.679297,-1.6302692,"('unaffectionate', 'caring')",0.67801493,0.6840638,-0.500641,-0.4731027,0.0275383
10,-0.18674414,-0.19250716,"('unsympathetic', 'sympathetic')",-0.7034996,-0.7974988,-0.4451219,-0.495003,-0.0498811
11,0.4575258,0.39323717,"('unhelpful', 'helpful')",1.4830271,1.477197,0.9702765,0.9352171,-0.0350594
12,-0.47743565,-0.36810365,"('unsupportive', 'supportive')",-2.3284097,-2.3936718,-1.4029226,-1.3808877,0.0220349
13,0.10625725,0.012528073,"('impolite', 'polite')",-0.9134308,-0.9870353,-0.4035868,-0.4872536,-0.0836668
14,1.1866405,1.1069735,"('antisocial', 'social')",0.2952152,0.16499402,0.7409278,0.6359838,-0.104944
15,0.2150046,0.060917567,"('boring', 'funny')",0.20679131,0.19598669,0.210898,0.1284521,-0.0824459
