,jailhouse_male,jailhouse_female,tuple,average_male,average_female,female-male
0,1.56483,1.4952626,"('unsociable', 'sociable')",1.5648299,1.4952626,-0.0695673
1,-0.804696,-0.8049793,"('unfriendly', 'friendly')",-0.804696,-0.8049793,-0.0002833
2,-0.17918207,-0.010403607,"('unlikable', 'likable')",-0.1791821,-0.0104036,0.1687785
3,-0.5258335,-0.41541374,"('repellent', 'pleasant')",-0.5258335,-0.4154137,0.1104198
4,-3.3801994,-3.3548136,"('disliked', 'liked')",-3.3801994,-3.3548136,0.0253858
5,-0.85501826,-0.93270797,"('distant', 'outgoing')",-0.8550183,-0.932708,-0.0776897
6,-0.6564376,-0.76062495,"('distant', 'open')",-0.6564376,-0.7606249,-0.1041873
7,0.12271254,0.18553118,"('insensitive', 'sensitive')",0.1227125,0.1855312,0.0628187
8,-0.05809368,-0.09570092,"('unaffectionate', 'affectionate')",-0.0580937,-0.0957009,-0.0376072
9,0.06091567,0.08661628,"('unaffectionate', 'caring')",0.0609157,0.0866163,0.0257006
10,0.89157915,0.8868779,"('unsympathetic', 'sympathetic')",0.8915792,0.8868779,-0.0047013
11,1.336806,1.410903,"('unhelpful', 'helpful')",1.3368061,1.410903,0.0740969
12,-0.4379116,-0.39335296,"('unsupportive', 'supportive')",-0.4379116,-0.393353,0.0445586
13,0.36346963,0.41885644,"('impolite', 'polite')",0.3634696,0.4188564,0.0553868
14,0.8719714,0.93654096,"('antisocial', 'social')",0.8719714,0.936541,0.0645696
15,-0.10417361,-0.12440574,"('boring', 'funny')",-0.1041736,-0.1244057,-0.0202321
16,-0.4449434,-0.3184989,"('unpopular', 'popular')",-0.4449434,-0.3184989,0.1264445
17,-0.3973669,-0.42596418,"('nasty', 'nice')",-0.3973669,-0.4259642,-0.0285973
18,-1.2962408,-1.1847612,"('disagreeable', 'welcoming')",-1.2962408,-1.1847612,0.1114796
19,-1.3420951,-1.3537765,"('inhospitable', 'hospitable')",-1.3420951,-1.3537765,-0.0116814
20,-0.7437469,-0.66523004,"('rough', 'thoughtful')",-0.7437469,-0.66523,0.0785169
21,0.1682452,0.29590246,"('immoral', 'moral')",0.1682452,0.2959025,0.1276573
22,-0.28865334,-0.1559996,"('untrustworthy', 'trustworthy')",-0.2886533,-0.1559996,0.1326537
23,2.6734157,2.6840017,"('insincere', 'sincere')",2.6734157,2.6840017,0.010586
24,0.52288246,0.55618,"('dishonest', 'honest')",0.5228825,0.55618,0.0332975
25,-0.27106035,-0.28840786,"('egoistic', 'altruistic')",-0.2710603,-0.2884079,-0.0173476
26,0.56874865,0.4953338,"('hardhearted', 'benevolent')",0.5687487,0.4953338,-0.0734149
27,-1.1460234,-1.105386,"('hardhearted', 'softhearted')",-1.1460234,-1.105386,0.0406374
28,0.8475474,0.68407065,"('disloyal', 'loyal')",0.8475474,0.6840706,-0.1634768
29,-0.5805117,-0.5980443,"('unfair', 'fair')",-0.5805117,-0.5980443,-0.0175326
30,0.44499195,0.4523681,"('intolerant', 'tolerant')",0.4449919,0.4523681,0.0073762
31,-2.0145183,-2.0461395,"('evil', 'good')",-2.0145183,-2.0461395,-0.0316212
32,0.5191931,0.53451824,"('unkind', 'kind')",0.5191931,0.5345182,0.0153251
33,-0.6732857,-0.70191735,"('wrong', 'right')",-0.6732857,-0.7019174,-0.0286317
34,1.9088091,2.041038,"('mean', 'honorable')",1.9088091,2.041038,0.1322289
35,-1.3623432,-1.5298587,"('corrupt', 'incorrupt')",-1.3623432,-1.5298587,-0.1675155
36,-1.6019188,-1.6811373,"('hostile', 'amicable')",-1.6019188,-1.6811373,-0.0792185
37,-0.85559094,-0.81151026,"('fake', 'genuine')",-0.8555909,-0.8115103,0.0440806
38,0.2539948,0.17799062,"('untruthful', 'truthful')",0.2539948,0.1779906,-0.0760042
39,-0.2700632,-0.22009672,"('exploitative', 'cooperative')",-0.2700632,-0.2200967,0.0499665
40,-1.841408,-1.8528227,"('stingy', 'generous')",-1.841408,-1.8528227,-0.0114147
41,0.2695677,0.22818011,"('unforgiving', 'forgiving')",0.2695677,0.2281801,-0.0413876
42,-0.36145988,-0.26704898,"('unreliable', 'reliable')",-0.3614599,-0.267049,0.0944109
43,0.94258887,1.0471032,"('irresponsible', 'responsible')",0.9425889,1.0471032,0.1045143
44,-1.929918,-1.8235476,"('prejudiced', 'unprejudiced')",-1.9299181,-1.8235476,0.1063705
45,0.95750135,0.9464196,"('incompetent', 'competent')",0.9575014,0.9464196,-0.0110818
46,0.04705289,0.04424737,"('uncompetitive', 'competitive')",0.0470529,0.0442474,-0.0028055
47,2.6996047,2.7890563,"('stupid', 'smart')",2.6996047,2.7890563,0.0894516
48,0.25942636,0.24851231,"('unintelligent', 'intelligent')",0.2594264,0.2485123,-0.0109141
49,-0.858558,-0.7783872,"('unable', 'able')",-0.858558,-0.7783872,0.0801708
50,-1.083019,-1.0981321,"('clumsy', 'skillful')",-1.083019,-1.0981321,-0.0151131
51,0.43276218,0.36521682,"('uneducated', 'educated')",0.4327622,0.3652168,-0.0675454
52,-0.30832675,-0.42565748,"('irrational', 'rational')",-0.3083268,-0.4256575,-0.1173307
53,-0.76255494,-0.7358023,"('uncreative', 'creative')",-0.7625549,-0.7358023,0.0267526
54,-0.4965132,-0.4651705,"('incapable', 'capable')",-0.4965132,-0.4651705,0.0313427
55,1.4520707,1.4981627,"('incompetent', 'clever')",1.4520707,1.4981627,0.046092
56,1.748612,1.7502671,"('impractical', 'practical')",1.748612,1.7502671,0.0016551
57,-0.81967163,-0.8519612,"('unimaginative', 'imaginative')",-0.8196716,-0.8519612,-0.0322896
58,0.16330668,0.117030546,"('undiscriminating', 'discriminating')",0.1633067,0.1170305,-0.0462762
59,-0.23214427,-0.27468538,"('foolish', 'wise')",-0.2321443,-0.2746854,-0.0425411
60,1.004313,1.1600382,"('inefficient', 'efficient')",1.004313,1.1600382,0.1557252
61,0.3571456,0.24718608,"('illogical', 'logical')",0.3571456,0.2471861,-0.1099595
62,0.6691925,0.85463476,"('incompetent', 'brilliant')",0.6691925,0.8546348,0.1854423
63,0.4443085,0.47409698,"('unperceptive', 'insightful')",0.4443085,0.474097,0.0297885
64,-2.4412062,-2.4511583,"('shy', 'confident')",-2.4412062,-2.4511583,-0.0099521
65,0.68986255,0.6526893,"('insecure', 'secure')",0.6898625,0.6526893,-0.0371732
66,-0.21771097,-0.2931707,"('inactive', 'active')",-0.217711,-0.2931707,-0.0754597
67,0.5872256,0.6133216,"('doubtful', 'determined')",0.5872256,0.6133216,0.026096
68,-0.91565394,-0.9738269,"('dependent', 'independent')",-0.9156539,-0.9738269,-0.058173
69,-2.049569,-2.0127952,"('lazy', 'industrious')",-2.0495689,-2.0127952,0.0367737
70,0.21195069,0.32673112,"('lethargic', 'energetic')",0.2119507,0.3267311,0.1147804
71,-0.46590048,-0.38127023,"('diffident', 'self-confident')",-0.4659005,-0.3812702,0.0846303
72,0.69154036,0.7381807,"('unambitious', 'ambitious')",0.6915404,0.7381807,0.0466403
73,-2.989492,-2.8859997,"('helpless', 'self-reliant')",-2.9894919,-2.8859997,0.1034922
74,0.05791969,0.09676631,"('undedicated', 'dedicated')",0.0579197,0.0967663,0.0388466
75,-1.7963295,-1.6974756,"('meek', 'impulsive')",-1.7963295,-1.6974756,0.0988539
76,0.44268286,0.50710416,"('anxious', 'daring')",0.4426829,0.5071042,0.0644213
77,-0.4415569,-0.40857422,"('unmotivated', 'motivated')",-0.4415569,-0.4085742,0.0329827
78,0.25840527,0.3166373,"('nonresilient', 'resilient')",0.2584053,0.3166373,0.058232
79,0.33044544,0.12652706,"('wavering', 'unwavering')",0.3304454,0.1265271,-0.2039183
80,0.42549628,0.39312828,"('dominated', 'dominating')",0.4254963,0.3931283,-0.032368
81,0.98582244,1.0585032,"('submissive', 'aggressive')",0.9858224,1.0585032,0.0726808
82,2.975113,3.0204544,"('poor', 'rich')",2.9751129,3.0204544,0.0453415
83,0.5113111,0.4005882,"('powerless', 'powerful')",0.5113111,0.4005882,-0.1107229
84,-0.5742168,-0.7181221,"('inferior', 'superior')",-0.5742168,-0.7181221,-0.1439053
85,-1.1182282,-1.2173834,"('insignificant', 'prestigious')",-1.1182282,-1.2173834,-0.0991552
86,1.2538488,1.0800418,"('uninfluential', 'influential')",1.2538488,1.0800418,-0.173807
87,0.00045803934,0.10597768,"('unsuccessful', 'successful')",0.000458,0.1059777,0.1055197
88,-0.13350625,-0.19840969,"('low', 'eminent')",-0.1335063,-0.1984097,-0.0649034
