,plover_male,plover_female,tuple,average_male,average_female,female-male
0,-0.31608877,-0.39029774,"('unsociable', 'sociable')",-0.3160888,-0.3902977,-0.0742089
1,-1.3232737,-1.748519,"('unfriendly', 'friendly')",-1.3232737,-1.7485189,-0.4252452
2,0.03375966,0.20419072,"('unlikable', 'likable')",0.0337597,0.2041907,0.170431
3,-0.60839784,-0.32865903,"('repellent', 'pleasant')",-0.6083978,-0.328659,0.2797388
4,-1.6860652,-1.8753793,"('disliked', 'liked')",-1.6860652,-1.8753793,-0.1893141
5,-1.4290122,-1.7432482,"('distant', 'outgoing')",-1.4290122,-1.7432482,-0.314236
6,-1.2842304,-1.6499565,"('distant', 'open')",-1.2842304,-1.6499565,-0.3657261
7,-0.014428236,0.171997,"('insensitive', 'sensitive')",-0.0144282,0.171997,0.1864252
8,-0.52021533,-0.66534513,"('unaffectionate', 'affectionate')",-0.5202153,-0.6653451,-0.1451298
9,-0.88932115,-1.0712739,"('unaffectionate', 'caring')",-0.8893211,-1.0712739,-0.1819528
10,-0.46277434,-0.5022344,"('unsympathetic', 'sympathetic')",-0.4627743,-0.5022344,-0.0394601
11,0.039337423,0.073578276,"('unhelpful', 'helpful')",0.0393374,0.0735783,0.0342409
12,-1.1348745,-1.162905,"('unsupportive', 'supportive')",-1.1348745,-1.162905,-0.0280305
13,0.0040042386,-0.009749079,"('impolite', 'polite')",0.0040042,-0.0097491,-0.0137533
14,0.26385534,0.5831583,"('antisocial', 'social')",0.2638553,0.5831583,0.319303
15,0.80318165,0.6540473,"('boring', 'funny')",0.8031816,0.6540473,-0.1491343
16,-0.68443424,-0.78595686,"('unpopular', 'popular')",-0.6844342,-0.7859569,-0.1015227
17,0.046702754,-0.008437106,"('nasty', 'nice')",0.0467028,-0.0084371,-0.0551399
18,-0.98884934,-0.8725997,"('disagreeable', 'welcoming')",-0.9888493,-0.8725997,0.1162496
19,-1.2505976,-1.4253039,"('inhospitable', 'hospitable')",-1.2505976,-1.4253039,-0.1747063
20,0.17349455,0.33659312,"('rough', 'thoughtful')",0.1734945,0.3365931,0.1630986
21,-0.851728,-0.4753166,"('immoral', 'moral')",-0.851728,-0.4753166,0.3764114
22,0.9239228,0.87042487,"('untrustworthy', 'trustworthy')",0.9239228,0.8704249,-0.0534979
23,1.2933714,1.3564699,"('insincere', 'sincere')",1.2933714,1.3564699,0.0630985
24,0.22065052,0.056584165,"('dishonest', 'honest')",0.2206505,0.0565842,-0.1640663
25,-0.16953428,-0.36917773,"('egoistic', 'altruistic')",-0.1695343,-0.3691777,-0.1996434
26,0.31724578,-0.006722331,"('hardhearted', 'benevolent')",0.3172458,-0.0067223,-0.3239681
27,0.08673011,-0.091066,"('hardhearted', 'softhearted')",0.0867301,-0.091066,-0.1777961
28,-0.033020142,-0.113400474,"('disloyal', 'loyal')",-0.0330201,-0.1134005,-0.0803804
29,-0.030308453,-0.11383948,"('unfair', 'fair')",-0.0303085,-0.1138395,-0.083531
30,0.76756823,0.92488295,"('intolerant', 'tolerant')",0.7675682,0.9248829,0.1573147
31,-0.7610526,-0.93662316,"('evil', 'good')",-0.7610526,-0.9366232,-0.1755706
32,-0.3232055,-0.51967555,"('unkind', 'kind')",-0.3232055,-0.5196756,-0.1964701
33,-0.31932226,-0.3641702,"('wrong', 'right')",-0.3193223,-0.3641702,-0.0448479
34,0.9068153,0.8948332,"('mean', 'honorable')",0.9068153,0.8948332,-0.0119821
35,-0.04594555,-0.36077607,"('corrupt', 'incorrupt')",-0.0459456,-0.3607761,-0.3148305
36,-0.41706195,-0.66535735,"('hostile', 'amicable')",-0.417062,-0.6653574,-0.2482954
37,0.34234342,0.43889108,"('fake', 'genuine')",0.3423434,0.4388911,0.0965477
38,-0.62325937,-0.79007745,"('untruthful', 'truthful')",-0.6232594,-0.7900774,-0.166818
39,0.43886882,0.6496974,"('exploitative', 'cooperative')",0.4388688,0.6496974,0.2108286
40,-0.5564625,-0.7043815,"('stingy', 'generous')",-0.5564625,-0.7043815,-0.147919
41,1.134459,1.0327389,"('unforgiving', 'forgiving')",1.134459,1.0327389,-0.1017201
42,0.26070932,0.27269298,"('unreliable', 'reliable')",0.2607093,0.272693,0.0119837
43,-0.5147218,-0.5316517,"('irresponsible', 'responsible')",-0.5147218,-0.5316517,-0.0169299
44,-0.32688177,-0.2150397,"('prejudiced', 'unprejudiced')",-0.3268818,-0.2150397,0.1118421
45,0.73974305,0.7372634,"('incompetent', 'competent')",0.7397431,0.7372634,-0.0024797
46,-0.04932288,-0.039665513,"('uncompetitive', 'competitive')",-0.0493229,-0.0396655,0.0096574
47,1.4386597,1.5582255,"('stupid', 'smart')",1.4386597,1.5582255,0.1195658
48,-0.42155552,-0.23697709,"('unintelligent', 'intelligent')",-0.4215555,-0.2369771,0.1845784
49,-0.74430084,-0.46540654,"('unable', 'able')",-0.7443008,-0.4654065,0.2788943
50,-0.28928292,-0.23287155,"('clumsy', 'skillful')",-0.2892829,-0.2328715,0.0564114
51,-0.22691739,-0.22553058,"('uneducated', 'educated')",-0.2269174,-0.2255306,0.0013868
52,-1.119208,-1.1439655,"('irrational', 'rational')",-1.119208,-1.1439655,-0.0247575
