,ignorance_male,ignorance_female,tuple,average_male,average_female,female-male
0,-0.13355249,-0.117239945,"('unsociable', 'sociable')",-0.1335525,-0.1172399,0.0163126
1,0.9563849,0.9067015,"('unfriendly', 'friendly')",0.9563849,0.9067015,-0.0496834
2,-0.1979523,-0.15125915,"('unlikable', 'likable')",-0.1979523,-0.1512592,0.0466931
3,0.91527164,0.9946274,"('repellent', 'pleasant')",0.9152716,0.9946274,0.0793558
4,-7.2784085,-7.47365,"('disliked', 'liked')",-7.2784085,-7.47365,-0.1952415
5,-0.6767375,-0.7180546,"('distant', 'outgoing')",-0.6767375,-0.7180546,-0.0413171
6,-0.023360841,-0.15689448,"('distant', 'open')",-0.0233608,-0.1568945,-0.1335337
7,0.93455994,1.0283178,"('insensitive', 'sensitive')",0.9345599,1.0283178,0.0937579
8,0.7238357,0.62814367,"('unaffectionate', 'affectionate')",0.7238357,0.6281437,-0.095692
9,0.9672188,1.0015535,"('unaffectionate', 'caring')",0.9672188,1.0015535,0.0343347
10,1.1107098,1.1915467,"('unsympathetic', 'sympathetic')",1.1107098,1.1915467,0.0808369
11,1.3897687,1.4544117,"('unhelpful', 'helpful')",1.3897687,1.4544117,0.064643
12,-1.9969133,-2.0008671,"('unsupportive', 'supportive')",-1.9969133,-2.0008671,-0.0039538
13,-0.1673029,-0.061724465,"('impolite', 'polite')",-0.1673029,-0.0617245,0.1055784
14,0.38392863,0.39354175,"('antisocial', 'social')",0.3839286,0.3935418,0.0096132
15,-0.0880117,-0.18434857,"('boring', 'funny')",-0.0880117,-0.1843486,-0.0963369
16,-0.72237265,-0.750256,"('unpopular', 'popular')",-0.7223727,-0.750256,-0.0278833
17,-0.32483533,-0.28474924,"('nasty', 'nice')",-0.3248353,-0.2847492,0.0400861
18,-0.28369114,-0.3000966,"('disagreeable', 'welcoming')",-0.2836911,-0.3000966,-0.0164055
19,-0.9054699,-1.030943,"('inhospitable', 'hospitable')",-0.9054699,-1.030943,-0.1254731
20,1.0539353,0.9992392,"('rough', 'thoughtful')",1.0539353,0.9992392,-0.0546961
21,-0.3004016,-0.13769786,"('immoral', 'moral')",-0.3004016,-0.1376979,0.1627037
22,-0.31210274,-0.28357536,"('untrustworthy', 'trustworthy')",-0.3121027,-0.2835754,0.0285273
23,6.075855,6.197473,"('insincere', 'sincere')",6.0758548,6.197473,0.1216182
24,1.4655765,1.3998256,"('dishonest', 'honest')",1.4655765,1.3998256,-0.0657509
25,0.59746486,0.5109518,"('egoistic', 'altruistic')",0.5974649,0.5109518,-0.0865131
26,0.86100745,0.71826005,"('hardhearted', 'benevolent')",0.8610075,0.71826,-0.1427475
27,1.6993877,1.5313781,"('hardhearted', 'softhearted')",1.6993877,1.5313781,-0.1680096
28,0.9927369,0.9653511,"('disloyal', 'loyal')",0.9927369,0.9653511,-0.0273858
