,nortonlifelock_male,nortonlifelock_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.55745023,0.5746951,"('unsociable', 'sociable')",-0.18035229,-0.27292642,0.188549,0.1508843,-0.0376647
1,-0.53348964,-0.6468808,"('unfriendly', 'friendly')",1.8271164,1.5989588,0.6468134,0.476039,-0.1707744
2,0.049660854,0.0641529,"('unlikable', 'likable')",0.41125762,0.48889372,0.2304592,0.2765233,0.0460641
3,-0.09492468,0.067543164,"('repellent', 'pleasant')",0.17300776,0.27189296,0.0390415,0.1697181,0.1306766
4,-1.1228737,-1.2820551,"('disliked', 'liked')",-5.7846284,-5.9613075,-3.4537511,-3.6216812,-0.1679301
5,-1.1207914,-1.178485,"('distant', 'outgoing')",-0.25747597,-0.33388433,-0.6891337,-0.7561847,-0.067051
6,-1.1637617,-1.189632,"('distant', 'open')",0.34263802,0.2598254,-0.4105619,-0.4649033,-0.0543414
7,0.7211254,0.9105131,"('insensitive', 'sensitive')",0.49533555,0.54459506,0.6082305,0.7275541,0.1193236
8,-1.0018104,-1.0755982,"('unaffectionate', 'affectionate')",0.78127176,0.5861909,-0.1102693,-0.2447037,-0.1344344
9,-0.46542042,-0.49935776,"('unaffectionate', 'caring')",0.91001946,0.78941905,0.2222995,0.1450306,-0.0772689
10,-0.059577145,0.07896639,"('unsympathetic', 'sympathetic')",-0.41889042,-0.4232234,-0.2392338,-0.1721285,0.0671053
11,0.5935115,0.73077995,"('unhelpful', 'helpful')",1.5170466,1.5933927,1.055279,1.1620864,0.1068074
12,0.2641021,0.43852645,"('unsupportive', 'supportive')",-1.7697349,-1.7175114,-0.7528164,-0.6394925,0.1133239
13,0.8768437,0.9572662,"('impolite', 'polite')",-0.42222953,-0.35234147,0.2273071,0.3024624,0.0751553
14,1.3925978,1.5215129,"('antisocial', 'social')",-0.34560764,-0.30740637,0.5234951,0.6070533,0.0835582
15,0.27224156,0.19217409,"('boring', 'funny')",0.7845729,0.7457714,0.5284072,0.4689727,-0.0594345
16,-1.2823579,-1.3599774,"('unpopular', 'popular')",0.4797502,0.45867544,-0.4013039,-0.450651,-0.0493471
17,-0.18181127,-0.14654602,"('nasty', 'nice')",-0.4534514,-0.45476866,-0.3176313,-0.3006573,0.016974
18,-0.8128354,-0.69005275,"('disagreeable', 'welcoming')",-0.41802812,-0.43889698,-0.6154318,-0.5644749,0.0509569
