,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,female-male
0,0.054517146,-0.08246273,"('unsociable', 'sociable')",0.7394304,0.6593449,-1.5764179,-1.6487565,-0.7390879,-0.8222561,-0.3803896,-0.4735326,-0.093143
1,0.1653774,0.06973694,"('unfriendly', 'friendly')",-0.6302716,-0.81093794,-1.4143789,-1.538818,2.2826152,2.0263472,0.1008355,-0.063418,-0.1642535
2,0.5148162,0.62750614,"('unlikable', 'likable')",0.4474066,0.50283515,0.51653993,0.5788264,0.1498255,0.16693817,0.407147,0.4690265,0.0618795
3,-0.41222113,-0.35690108,"('repellent', 'pleasant')",-0.39834,-0.35745868,-0.42216432,-0.44044572,-0.27086037,-0.24248102,-0.3758965,-0.3493216,0.0265749
4,-0.9961442,-1.0866785,"('disliked', 'liked')",-1.4319595,-1.5754648,0.15699206,0.118114844,-4.893996,-4.8629375,-1.7912769,-1.8517414,-0.0604645
5,-0.22391158,-0.13191466,"('distant', 'outgoing')",-1.5800087,-1.6046543,-0.10976224,-0.11377655,0.64252794,0.5083327,-0.3177886,-0.3355032,-0.0177146
6,-0.47907537,-0.3725618,"('distant', 'open')",-2.0306704,-2.069845,-0.06065867,-0.10884948,0.83086425,0.641744,-0.4348851,-0.477378,-0.0424929
7,0.25442806,0.21403891,"('insensitive', 'sensitive')",1.0671366,1.1030874,-0.650145,-0.6304665,0.31810975,0.3244823,0.2473824,0.2527855,0.0054031
8,-0.20421621,-0.20108514,"('unaffectionate', 'affectionate')",-0.62923205,-0.759661,-1.428759,-1.5350429,1.0940326,0.8598877,-0.2920437,-0.4089753,-0.1169316
9,-0.04621437,-0.087138,"('unaffectionate', 'caring')",-0.050755065,-0.18481946,-1.9667042,-2.0311706,1.2879862,1.1140754,-0.1939219,-0.2972631,-0.1033412
10,-0.18000005,-0.2704309,"('unsympathetic', 'sympathetic')",0.75556433,0.74309874,-2.28694,-2.269328,-0.9671346,-0.9018968,-0.6696276,-0.6746393,-0.0050117
