,sba_male,sba_female,tuple,communications_male,communications_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.3518564,-0.4546262,"('unsociable', 'sociable')",-0.10476422,-0.2930233,-0.11581031,-0.24352148,-0.1908103,-0.3303903,-0.13958
1,-1.8289742,-1.9354782,"('unfriendly', 'friendly')",0.68938476,0.5404744,0.982235,0.8046454,-0.0524515,-0.1967861,-0.1443346
2,1.2005427,1.1350014,"('unlikable', 'likable')",1.6069819,1.6690433,1.1085668,1.143591,1.3053638,1.3158786,0.0105148
3,0.5922164,0.7675026,"('repellent', 'pleasant')",0.2397583,0.36592695,0.5872816,0.6347991,0.4730854,0.5894096,0.1163242
4,-0.25063276,-0.3444611,"('disliked', 'liked')",-0.5487929,-0.6659407,-5.683072,-5.863229,-2.1608326,-2.2912102,-0.1303776
5,-1.0444527,-1.0760561,"('distant', 'outgoing')",0.024578422,0.06915319,-0.78856856,-0.77586854,-0.6028143,-0.5942572,0.0085571
6,-1.2950238,-1.2892375,"('distant', 'open')",-0.7442755,-0.7497273,-0.83278286,-0.8437774,-0.9573607,-0.9609141,-0.0035534
7,0.3395853,0.4420862,"('insensitive', 'sensitive')",-0.0742132,0.04132218,0.31741026,0.34066635,0.1942608,0.2746916,0.0804308
8,-1.4303205,-1.490142,"('unaffectionate', 'affectionate')",-0.6004524,-0.61365825,0.16934536,0.075368606,-0.6204758,-0.6761439,-0.0556681
9,-1.1018007,-1.1561296,"('unaffectionate', 'caring')",-0.009497218,-0.03707477,0.8268804,0.77138937,-0.0948058,-0.140605,-0.0457992
10,-0.25615156,-0.19350669,"('unsympathetic', 'sympathetic')",-0.48475063,-0.4703478,-0.22944272,-0.25916398,-0.3234483,-0.3076728,0.0157755
11,0.23583469,0.2142859,"('unhelpful', 'helpful')",1.020568,1.0550041,2.1333532,2.1215453,1.1299187,1.1302784,0.0003597
12,0.043817364,0.1380517,"('unsupportive', 'supportive')",-0.0026117824,0.13613723,-1.5891593,-1.5787177,-0.5159846,-0.4348429,0.0811417
13,0.3946947,0.3795787,"('impolite', 'polite')",0.6835045,0.70307356,-0.240824,-0.16618773,0.2791251,0.3054882,0.0263631
14,0.7115328,0.71767396,"('antisocial', 'social')",1.7215655,1.6938173,0.230921,0.18275908,0.8880064,0.8647501,-0.0232563
15,0.4132921,0.23833023,"('boring', 'funny')",0.41963312,0.30873713,0.01027661,-0.048212837,0.2810673,0.1662848,-0.1147825
16,-0.8710594,-0.9264734,"('unpopular', 'popular')",-0.65236884,-0.68368465,0.09310468,0.051915027,-0.4767745,-0.5194143,-0.0426398
17,-0.0028519444,0.04974115,"('nasty', 'nice')",-0.94787973,-0.89422953,-0.528498,-0.4906089,-0.4930766,-0.4450324,0.0480442
18,-0.7039009,-0.68387187,"('disagreeable', 'welcoming')",0.043534547,0.0074138045,-0.4261727,-0.47857958,-0.3621797,-0.3850125,-0.0228328
19,-0.52270275,-0.5108544,"('inhospitable', 'hospitable')",-0.63861895,-0.6302926,-0.7107883,-0.63044274,-0.6240366,-0.5905299,0.0335067
20,0.113788694,0.2206007,"('rough', 'thoughtful')",-0.0388937,0.056729123,0.26234782,0.29077843,0.1124143,0.1893694,0.0769551
21,0.66070503,0.668721,"('immoral', 'moral')",1.1056445,1.0703801,-0.22948894,-0.14667657,0.5122869,0.5308082,0.0185213
22,0.22405384,0.28544623,"('untrustworthy', 'trustworthy')",0.6844182,0.62636936,-0.6257261,-0.62501806,0.0942487,0.0955992,0.0013505
23,0.3277218,0.3391552,"('insincere', 'sincere')",0.5944839,0.61138994,5.0694695,5.0080094,1.9972251,1.9861849,-0.0110402
24,0.5294295,0.5784002,"('dishonest', 'honest')",0.365139,0.41675404,0.82478935,0.78041935,0.5731193,0.5918579,0.0187386
25,-1.104906,-1.1387967,"('egoistic', 'altruistic')",0.81863904,0.77814406,1.0164686,0.9412589,0.2434006,0.1935354,-0.0498652
26,-0.6314717,-0.7548607,"('hardhearted', 'benevolent')",0.37010658,0.2515303,1.8283546,1.6798705,0.5223298,0.39218,-0.1301498
27,-0.4405342,-0.30602893,"('hardhearted', 'softhearted')",-0.1714598,-0.050301343,0.4902507,0.52281255,-0.0405811,0.0554941,0.0960752
28,-0.14706853,-0.28781682,"('disloyal', 'loyal')",-0.28194615,-0.4362615,1.2174324,1.0759225,0.2628059,0.1172814,-0.1455245
29,-0.40013105,-0.3974147,"('unfair', 'fair')",-0.7496325,-0.7816827,-0.63357186,-0.7198314,-0.5944451,-0.6329763,-0.0385312
30,1.1238743,1.1062807,"('intolerant', 'tolerant')",1.4104501,1.386943,1.0280539,0.9375752,1.1874595,1.1435997,-0.0438598
31,-1.2367764,-1.1816896,"('evil', 'good')",-0.6009192,-0.6818537,-1.348631,-1.4282124,-1.0621088,-1.0972519,-0.0351431
32,0.20217718,0.12452185,"('unkind', 'kind')",0.079979725,0.038798183,0.9720888,0.8332018,0.4180819,0.3321739,-0.085908
33,-0.33991796,-0.4162887,"('wrong', 'right')",0.719873,0.6803453,-0.44913805,-0.4482086,-0.023061,-0.061384,-0.038323
34,0.09569509,0.21697696,"('mean', 'honorable')",0.053307004,0.13344464,4.6262937,4.8235807,1.5917652,1.7246674,0.1329022
35,-0.75686884,-0.8615068,"('corrupt', 'incorrupt')",-1.1426153,-1.2568624,-0.6238758,-0.75153685,-0.84112,-0.9566353,-0.1155153
36,-1.4092114,-1.5325788,"('hostile', 'amicable')",-0.6593337,-0.8883919,-0.45917585,-0.5681681,-0.8425736,-0.9963796,-0.153806
37,0.5385399,0.5967814,"('fake', 'genuine')",-0.79990214,-0.6794133,-0.24707144,-0.2372339,-0.1694779,-0.106622,0.0628559
38,-0.21050312,-0.22121698,"('untruthful', 'truthful')",-0.04958315,-0.05855468,-0.07097555,-0.08005454,-0.1103539,-0.1199421,-0.0095882
39,1.4063939,1.4399947,"('exploitative', 'cooperative')",1.0489081,1.010863,0.3868734,0.4334664,0.9473918,0.9614414,0.0140496
40,0.20100145,0.26201382,"('stingy', 'generous')",-0.44238228,-0.4074018,-1.9106536,-2.0032516,-0.7173448,-0.7162131,0.0011317
41,0.09973368,0.069135875,"('unforgiving', 'forgiving')",-0.6065292,-0.6793097,0.2139976,0.15769948,-0.0975993,-0.1508248,-0.0532255
42,0.9528142,0.99267125,"('unreliable', 'reliable')",0.45006195,0.60943645,-2.0527976,-1.9685023,-0.2166405,-0.1221315,0.094509
43,-0.115794465,-0.03168775,"('irresponsible', 'responsible')",0.22342676,0.3785356,0.36734122,0.4003787,0.1583245,0.2490755,0.090751
44,-0.15927635,-0.15101083,"('prejudiced', 'unprejudiced')",-0.7810714,-0.7274538,-1.4217135,-1.3829871,-0.7873538,-0.7538172,0.0335366
45,0.2886525,0.37813315,"('incompetent', 'competent')",0.09743266,0.0671695,0.08558751,0.029432312,0.1572242,0.158245,0.0010208
46,0.31119907,0.37359154,"('uncompetitive', 'competitive')",0.62217903,0.68198156,-0.68264,-0.64050907,0.0835794,0.1383547,0.0547753
47,0.063583665,0.11553888,"('stupid', 'smart')",0.8194464,0.8505588,4.8900833,4.994376,1.9243711,1.9868247,0.0624536
48,-0.31434435,-0.32517233,"('unintelligent', 'intelligent')",-0.031641513,-0.088006034,0.4946421,0.4334142,0.0495521,0.0067453,-0.0428068
49,-0.68868506,-0.67100024,"('unable', 'able')",-0.86251616,-0.8502295,-0.68064195,-0.5530734,-0.7439477,-0.6914344,0.0525133
50,-0.5292628,-0.5398034,"('clumsy', 'skillful')",-0.50470376,-0.48246467,-0.19711299,-0.22052453,-0.4103599,-0.4142642,-0.0039043
51,0.28579846,0.1277637,"('uneducated', 'educated')",-0.15755299,-0.24175191,0.6216595,0.49809837,0.2499683,0.1280367,-0.1219316
52,-0.503966,-0.7496239,"('irrational', 'rational')",0.009149037,-0.21900046,-0.09779008,-0.24916536,-0.1975357,-0.4059299,-0.2083942
53,-1.4619322,-1.4631143,"('uncreative', 'creative')",0.7281508,0.8021312,0.45799893,0.39224002,-0.0919275,-0.089581,0.0023465
54,-0.6726572,-0.8632868,"('incapable', 'capable')",-0.96044916,-0.9979658,0.52636194,0.50733453,-0.3689148,-0.451306,-0.0823912
55,0.346215,0.45315054,"('incompetent', 'clever')",-0.018217294,-0.059193604,0.29475367,0.2720131,0.2075838,0.22199,0.0144062
56,0.93912166,0.927494,"('impractical', 'practical')",1.3903085,1.4328772,0.045414373,0.011830054,0.7916149,0.7907337,-0.0008812
57,-1.2177367,-1.2499294,"('unimaginative', 'imaginative')",-0.2716389,-0.2402334,-2.4438212,-2.5850878,-1.3110656,-1.3584169,-0.0473513
58,-0.35648325,-0.31686684,"('undiscriminating', 'discriminating')",1.0913504,1.1540512,-0.13947001,-0.13681717,0.1984657,0.2334557,0.03499
59,-0.26701063,-0.3228815,"('foolish', 'wise')",0.34290928,0.29810047,0.06973304,0.06495677,0.0485439,0.0133919,-0.035152
60,1.0196455,1.1827815,"('inefficient', 'efficient')",1.6431715,1.7726283,-0.04068959,0.07639449,0.8740424,1.0106014,0.136559
61,-0.009148166,-0.0916249,"('illogical', 'logical')",1.4035022,1.254626,0.5169387,0.44501486,0.6370976,0.5360053,-0.1010923
62,1.2693919,1.3368872,"('incompetent', 'brilliant')",1.34702,1.451096,0.6419542,0.70606285,1.086122,1.1646821,0.0785601
63,0.3560295,0.45172745,"('unperceptive', 'insightful')",0.66225374,0.72890043,0.72728354,0.85133845,0.5818556,0.6773221,0.0954665
64,0.1723811,0.13143228,"('shy', 'confident')",0.23565218,0.28589156,-5.318474,-5.3912888,-1.6368135,-1.6579882,-0.0211747
65,0.24599555,0.2348036,"('insecure', 'secure')",0.36638173,0.30278403,-0.12935446,-0.053226326,0.1610076,0.1614538,0.0004462
66,-0.78125215,-0.8475528,"('inactive', 'active')",-0.76438254,-0.7426145,0.50759757,0.55483305,-0.3460124,-0.3451114,0.000901
67,1.0592659,1.0057491,"('doubtful', 'determined')",0.057830587,0.0652644,0.008907061,0.054065872,0.3753345,0.3750264,-0.0003081
68,-0.24970993,-0.2743975,"('dependent', 'independent')",-0.6813977,-0.67862034,-1.1179185,-1.0477625,-0.6830087,-0.6669268,0.0160819
69,-0.67673695,-0.6987355,"('lazy', 'industrious')",0.49520856,0.48062453,-0.85049975,-0.8297251,-0.3440094,-0.3492787,-0.0052693
