,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.1958609,1.1186116,"('unsociable', 'sociable')",0.98071057,0.777206,-0.43533236,-0.59353757,0.580413,0.4340933,-0.1463197
1,-0.4253695,-0.36958888,"('unfriendly', 'friendly')",-0.36661255,-0.54327756,1.5537359,1.5227332,0.2539179,0.2032889,-0.050629
2,0.10056273,0.1458987,"('unlikable', 'likable')",0.8980692,1.0387639,0.63612074,0.84612465,0.5449176,0.6769291,0.1320115
3,0.3563363,0.4801276,"('repellent', 'pleasant')",0.84240377,0.78303725,0.2561063,0.27988234,0.4849488,0.5143491,0.0294003
4,-1.1528718,-1.2045051,"('disliked', 'liked')",-0.45810395,-0.4552875,-5.71373,-5.6639824,-2.4415685,-2.4412583,0.0003102
5,-1.1748964,-1.1659794,"('distant', 'outgoing')",-1.2853432,-1.1449895,-0.1243386,0.053846087,-0.861526,-0.7523743,0.1091517
6,-1.2145908,-1.1391727,"('distant', 'open')",-1.9469104,-1.7921407,0.35654303,0.51920474,-0.934986,-0.8040363,0.1309497
7,1.0573112,1.0960947,"('insensitive', 'sensitive')",0.8618987,0.8371213,0.7742322,0.7157852,0.897814,0.8830005,-0.0148135
8,-0.21304013,-0.19229913,"('unaffectionate', 'affectionate')",-0.47395083,-0.5096607,0.40932906,0.43291467,-0.092554,-0.0896817,0.0028723
9,0.4259184,0.47166568,"('unaffectionate', 'caring')",0.3736835,0.2941393,1.1055789,1.1675617,0.6350603,0.6444556,0.0093953
10,1.4934288,1.5922669,"('unsympathetic', 'sympathetic')",1.270797,1.1011124,0.04278905,-0.072500736,0.9356716,0.8736262,-0.0620454
11,0.41605583,0.47281983,"('unhelpful', 'helpful')",1.4683746,1.4203241,2.4398177,2.4912617,1.4414161,1.4614685,0.0200524
12,2.228822,2.3487027,"('unsupportive', 'supportive')",1.6679406,1.787051,-1.2555542,-1.1704841,0.8804028,0.9884232,0.1080204
13,0.4041882,0.2424827,"('impolite', 'polite')",1.277017,1.2173667,0.04914201,-0.076247565,0.5767824,0.4612006,-0.1155818
14,2.2331457,2.201355,"('antisocial', 'social')",1.8794922,1.8225787,-0.6584632,-0.74276584,1.1513916,1.0937225,-0.0576691
15,-0.48228547,-0.5221635,"('boring', 'funny')",-0.6218897,-0.6806972,0.4105798,0.42494795,-0.2311985,-0.2593042,-0.0281057
16,-2.4440906,-2.4096172,"('unpopular', 'popular')",-1.1135045,-1.06699,0.611111,0.6115415,-0.9821614,-0.9550219,0.0271395
17,-0.6561291,-0.5647535,"('nasty', 'nice')",-0.7745435,-0.6579262,-0.34238443,-0.24731123,-0.591019,-0.4899969,0.1010221
18,-0.1953795,-0.14863816,"('disagreeable', 'welcoming')",-0.3465919,-0.21154344,-0.5087522,-0.45983005,-0.3502412,-0.2733372,0.076904
19,-0.3505538,-0.23398678,"('inhospitable', 'hospitable')",-1.1417183,-1.1128706,-0.20375346,-0.038149446,-0.5653419,-0.4616689,0.103673
20,1.168594,1.2204201,"('rough', 'thoughtful')",-0.077069685,-0.0045665614,0.86445284,0.8973859,0.6519924,0.7044132,0.0524208
21,1.3661985,1.3993787,"('immoral', 'moral')",1.6047418,1.483008,-0.6527481,-0.6871591,0.7727307,0.7317425,-0.0409882
22,0.7658743,0.76144886,"('untrustworthy', 'trustworthy')",0.54177016,0.50560445,-1.0682851,-1.0357475,0.0797865,0.0771019,-0.0026846
23,0.69639343,0.72469586,"('insincere', 'sincere')",0.9901968,0.87804747,5.5973825,5.501271,2.4279909,2.3680048,-0.0599861
24,0.92764074,0.95164067,"('dishonest', 'honest')",-0.04887941,-0.044515308,0.8709251,0.8676054,0.5832288,0.5915769,0.0083481
25,-0.76003534,-0.82867277,"('egoistic', 'altruistic')",0.12335754,0.140917,1.1450326,1.0924208,0.1694516,0.1348884,-0.0345632
26,0.95169836,0.83093476,"('hardhearted', 'benevolent')",1.660853,1.5835379,1.6817626,1.5621343,1.431438,1.3255356,-0.1059024
27,0.66356486,0.65704316,"('hardhearted', 'softhearted')",0.1943425,0.25771946,1.1357924,1.0904346,0.6645666,0.668399,0.0038324
28,0.22515653,0.14727435,"('disloyal', 'loyal')",0.19761634,0.03615436,0.9676265,0.8480816,0.4634665,0.3438368,-0.1196297
29,-0.7476439,-0.767305,"('unfair', 'fair')",-1.9164189,-1.8215891,-0.89611644,-0.9799369,-1.1867264,-1.1896103,-0.0028839
30,0.9742402,0.9953332,"('intolerant', 'tolerant')",2.3594632,2.22846,1.1646836,1.1478503,1.4994624,1.4572145,-0.0422479
31,-0.9015421,-0.8204479,"('evil', 'good')",-1.4496164,-1.3071212,-1.1121497,-1.0446002,-1.1544361,-1.0573898,0.0970463
32,0.78746045,0.71879935,"('unkind', 'kind')",1.1022102,0.94324815,1.292034,1.1583284,1.0605682,0.9401253,-0.1204429
33,0.3577161,0.27081093,"('wrong', 'right')",-0.17545813,-0.17730024,-0.33755994,-0.40810367,-0.0517673,-0.1048643,-0.053097
34,-0.4022038,-0.27163345,"('mean', 'honorable')",0.46800354,0.5283683,6.022742,6.111015,2.0295138,2.1225832,0.0930694
35,-1.1618518,-1.2233458,"('corrupt', 'incorrupt')",-2.7677612,-2.6786218,-0.66486675,-0.77478063,-1.5314933,-1.5589161,-0.0274228
36,-1.6398336,-1.5751415,"('hostile', 'amicable')",-2.9251742,-2.9876864,-0.18905666,-0.2865169,-1.5846882,-1.6164484,-0.0317602
37,0.37297294,0.42447752,"('fake', 'genuine')",0.13788229,0.14762366,0.496158,0.51535887,0.3356711,0.3624867,0.0268156
38,0.39084202,0.43096957,"('untruthful', 'truthful')",0.0073956735,0.0070372596,0.2738839,0.33161485,0.2240405,0.2565406,0.0325001
39,1.2617395,1.2113374,"('exploitative', 'cooperative')",0.8850394,1.0207881,0.11065874,0.10109556,0.7524792,0.7777403,0.0252611
