,jelly_male,jelly_female,tuple,average_male,average_female,female-male
0,0.28006098,0.062441275,"('unsociable', 'sociable')",0.280061,0.0624413,-0.2176197
1,1.2802042,1.1803507,"('unfriendly', 'friendly')",1.2802042,1.1803507,-0.0998535
2,0.6460556,0.75651824,"('unlikable', 'likable')",0.6460556,0.7565182,0.1104626
3,0.9356975,1.0437545,"('repellent', 'pleasant')",0.9356975,1.0437545,0.108057
4,-7.044173,-7.0411763,"('disliked', 'liked')",-7.0441728,-7.0411763,0.0029965
5,-0.36678532,-0.1481277,"('distant', 'outgoing')",-0.3667853,-0.1481277,0.2186576
6,-0.038920265,0.18569602,"('distant', 'open')",-0.0389203,0.185696,0.2246163
7,0.6702032,0.7211273,"('insensitive', 'sensitive')",0.6702032,0.7211273,0.0509241
8,0.9183901,0.88669246,"('unaffectionate', 'affectionate')",0.9183901,0.8866925,-0.0316976
9,1.3692662,1.4722272,"('unaffectionate', 'caring')",1.3692662,1.4722272,0.102961
10,1.541801,1.5850847,"('unsympathetic', 'sympathetic')",1.541801,1.5850847,0.0432837
11,2.1370685,2.156712,"('unhelpful', 'helpful')",2.1370685,2.1567121,0.0196436
12,-1.5377969,-1.5674042,"('unsupportive', 'supportive')",-1.5377969,-1.5674042,-0.0296073
13,0.6227142,0.47631323,"('impolite', 'polite')",0.6227142,0.4763132,-0.146401
14,-0.09445786,-0.32214105,"('antisocial', 'social')",-0.0944579,-0.3221411,-0.2276832
15,0.3879549,0.22650412,"('boring', 'funny')",0.3879549,0.2265041,-0.1614508
16,-0.39852694,-0.3471064,"('unpopular', 'popular')",-0.3985269,-0.3471064,0.0514205
17,-0.030426333,0.015319202,"('nasty', 'nice')",-0.0304263,0.0153192,0.0457455
18,-0.6974412,-0.8096392,"('disagreeable', 'welcoming')",-0.6974412,-0.8096392,-0.112198
19,-0.5309444,-0.3429333,"('inhospitable', 'hospitable')",-0.5309444,-0.3429333,0.1880111
20,0.80416757,0.68205506,"('rough', 'thoughtful')",0.8041676,0.6820551,-0.1221125
21,0.43960822,0.4958083,"('immoral', 'moral')",0.4396082,0.4958083,0.0562001
22,-0.1710866,-0.2255762,"('untrustworthy', 'trustworthy')",-0.1710866,-0.2255762,-0.0544896
23,6.128204,6.127195,"('insincere', 'sincere')",6.1282039,6.1271949,-0.001009
24,1.823508,1.8653663,"('dishonest', 'honest')",1.823508,1.8653663,0.0418583
25,0.4507732,0.32192054,"('egoistic', 'altruistic')",0.4507732,0.3219205,-0.1288527
26,0.18788972,0.03430157,"('hardhearted', 'benevolent')",0.1878897,0.0343016,-0.1535881
27,1.6026251,1.5255305,"('hardhearted', 'softhearted')",1.6026251,1.5255305,-0.0770946
28,1.3153478,1.3793411,"('disloyal', 'loyal')",1.3153478,1.3793411,0.0639933
29,-0.67389274,-0.7393934,"('unfair', 'fair')",-0.6738927,-0.7393934,-0.0655007
30,0.8029797,0.76362246,"('intolerant', 'tolerant')",0.8029797,0.7636225,-0.0393572
31,-1.80747,-1.7467122,"('evil', 'good')",-1.80747,-1.7467122,0.0607578
32,1.481126,1.4026046,"('unkind', 'kind')",1.481126,1.4026046,-0.0785214
33,-0.53803957,-0.45187294,"('wrong', 'right')",-0.5380396,-0.4518729,0.0861667
34,4.4106555,4.624335,"('mean', 'honorable')",4.4106555,4.6243348,0.2136793
35,-1.3041525,-1.3179883,"('corrupt', 'incorrupt')",-1.3041525,-1.3179883,-0.0138358
36,-1.1279744,-1.1371477,"('hostile', 'amicable')",-1.1279744,-1.1371477,-0.0091733
37,0.9948886,0.96234316,"('fake', 'genuine')",0.9948886,0.9623432,-0.0325454
38,-0.014420014,0.0641541,"('untruthful', 'truthful')",-0.01442,0.0641541,0.0785741
39,-0.0038850382,-0.047243077,"('exploitative', 'cooperative')",-0.003885,-0.0472431,-0.0433581
40,-1.649621,-1.8595126,"('stingy', 'generous')",-1.649621,-1.8595126,-0.2098916
41,0.12926757,0.1150553,"('unforgiving', 'forgiving')",0.1292676,0.1150553,-0.0142123
42,-1.8203672,-1.8749137,"('unreliable', 'reliable')",-1.8203672,-1.8749137,-0.0545465
43,1.1344047,1.1566986,"('irresponsible', 'responsible')",1.1344047,1.1566986,0.0222939
44,-0.9793815,-1.0711141,"('prejudiced', 'unprejudiced')",-0.9793815,-1.0711141,-0.0917326
45,0.52574307,0.5188992,"('incompetent', 'competent')",0.5257431,0.5188992,-0.0068439
46,-0.066975005,-0.117760845,"('uncompetitive', 'competitive')",-0.066975,-0.1177608,-0.0507858
47,5.1167,5.341335,"('stupid', 'smart')",5.1167002,5.3413348,0.2246346
48,0.684237,0.55543655,"('unintelligent', 'intelligent')",0.684237,0.5554366,-0.1288004
49,0.3121203,0.52710325,"('unable', 'able')",0.3121203,0.5271032,0.2149829
50,-0.070673555,-0.0707831,"('clumsy', 'skillful')",-0.0706736,-0.0707831,-0.0001095
51,0.79460156,0.7275812,"('uneducated', 'educated')",0.7946016,0.7275812,-0.0670204
52,-0.5614918,-0.45232928,"('irrational', 'rational')",-0.5614918,-0.4523293,0.1091625
53,-0.03443165,-0.05438648,"('uncreative', 'creative')",-0.0344317,-0.0543865,-0.0199548
54,1.1391568,1.3595653,"('incapable', 'capable')",1.1391568,1.3595653,0.2204085
55,1.0155499,0.8649968,"('incompetent', 'clever')",1.0155499,0.8649968,-0.1505531
56,0.7965567,0.77026296,"('impractical', 'practical')",0.7965567,0.770263,-0.0262937
57,-2.2745085,-2.2911263,"('unimaginative', 'imaginative')",-2.2745085,-2.2911263,-0.0166178
58,-0.096191466,-0.2082402,"('undiscriminating', 'discriminating')",-0.0961915,-0.2082402,-0.1120487
59,-0.1787487,-0.040353425,"('foolish', 'wise')",-0.1787487,-0.0403534,0.1383953
60,1.1965014,1.1009955,"('inefficient', 'efficient')",1.1965014,1.1009955,-0.0955059
61,0.115199804,-0.014271334,"('illogical', 'logical')",0.1151998,-0.0142713,-0.1294711
62,1.4763653,1.5129054,"('incompetent', 'brilliant')",1.4763653,1.5129054,0.0365401
63,0.7583867,0.7271033,"('unperceptive', 'insightful')",0.7583867,0.7271033,-0.0312834
64,-5.5315347,-5.444931,"('shy', 'confident')",-5.5315347,-5.444931,0.0866037
65,0.75901353,0.64187986,"('insecure', 'secure')",0.7590135,0.6418799,-0.1171336
66,-0.056059185,-0.020340543,"('inactive', 'active')",-0.0560592,-0.0203405,0.0357187
67,-0.3822513,-0.31773135,"('doubtful', 'determined')",-0.3822513,-0.3177314,0.0645199
68,-0.4351535,-0.39346373,"('dependent', 'independent')",-0.4351535,-0.3934637,0.0416898
69,-2.1214285,-2.0008183,"('lazy', 'industrious')",-2.1214285,-2.0008183,0.1206102
70,1.5062401,1.5332028,"('lethargic', 'energetic')",1.5062401,1.5332028,0.0269627
71,0.29452273,0.34886077,"('diffident', 'self-confident')",0.2945227,0.3488608,0.0543381
72,0.8611008,0.8906654,"('unambitious', 'ambitious')",0.8611008,0.8906654,0.0295646
73,-3.026016,-3.0701945,"('helpless', 'self-reliant')",-3.026016,-3.0701945,-0.0441785
74,0.08770094,-0.06372623,"('undedicated', 'dedicated')",0.0877009,-0.0637262,-0.1514271
75,-0.7204434,-0.517882,"('meek', 'impulsive')",-0.7204434,-0.517882,0.2025614
76,0.8621316,0.702095,"('anxious', 'daring')",0.8621316,0.702095,-0.1600366
77,-1.0711875,-0.9751696,"('unmotivated', 'motivated')",-1.0711875,-0.9751696,0.0960179
78,-0.61397725,-0.6561743,"('nonresilient', 'resilient')",-0.6139773,-0.6561743,-0.042197
79,-0.51198,-0.25686723,"('wavering', 'unwavering')",-0.51198,-0.2568672,0.2551128
80,-0.022881508,-0.11924161,"('dominated', 'dominating')",-0.0228815,-0.1192416,-0.0963601
81,0.58073604,0.5179428,"('submissive', 'aggressive')",0.580736,0.5179428,-0.0627932
82,6.5756364,6.73795,"('poor', 'rich')",6.5756364,6.7379498,0.1623134
83,-0.29867968,-0.25462267,"('powerless', 'powerful')",-0.2986797,-0.2546227,0.044057
84,0.122864455,0.21927145,"('inferior', 'superior')",0.1228645,0.2192715,0.096407
85,-1.4971124,-1.4927253,"('insignificant', 'prestigious')",-1.4971124,-1.4927253,0.0043871
86,0.5529393,0.61323905,"('uninfluential', 'influential')",0.5529393,0.613239,0.0602997
87,-0.11855404,-0.045275297,"('unsuccessful', 'successful')",-0.118554,-0.0452753,0.0732787
88,0.19722901,0.26167604,"('low', 'eminent')",0.197229,0.261676,0.064447
