,symptom_male,symptom_female,tuple,average_male,average_female,female-male
0,-0.93388397,-1.12344,"('unsociable', 'sociable')",-0.933884,-1.12344,-0.189556
1,-1.4883364,-1.7515799,"('unfriendly', 'friendly')",-1.4883364,-1.7515799,-0.2632435
2,-0.34252876,-0.50104487,"('unlikable', 'likable')",-0.3425288,-0.5010449,-0.1585161
3,-0.94168186,-0.92270917,"('repellent', 'pleasant')",-0.9416819,-0.9227092,0.0189727
4,-1.2522749,-1.3487021,"('disliked', 'liked')",-1.2522749,-1.3487021,-0.0964272
5,-1.3540896,-1.4524522,"('distant', 'outgoing')",-1.3540896,-1.4524522,-0.0983626
6,-1.5185437,-1.6904541,"('distant', 'open')",-1.5185437,-1.6904541,-0.1719104
7,-0.51001763,-0.37652764,"('insensitive', 'sensitive')",-0.5100176,-0.3765276,0.13349
8,-1.1318041,-1.5580611,"('unaffectionate', 'affectionate')",-1.1318041,-1.5580611,-0.426257
9,-0.9564459,-1.249581,"('unaffectionate', 'caring')",-0.9564459,-1.249581,-0.2931351
10,-1.2705028,-1.5567193,"('unsympathetic', 'sympathetic')",-1.2705028,-1.5567193,-0.2862165
11,0.12577355,0.10612896,"('unhelpful', 'helpful')",0.1257735,0.106129,-0.0196445
12,-0.3541506,-0.5288543,"('unsupportive', 'supportive')",-0.3541506,-0.5288543,-0.1747037
13,-0.74879,-0.9152478,"('impolite', 'polite')",-0.74879,-0.9152478,-0.1664578
14,-0.18288583,-0.1569257,"('antisocial', 'social')",-0.1828858,-0.1569257,0.0259601
15,0.5572849,0.4681173,"('boring', 'funny')",0.5572849,0.4681173,-0.0891676
16,-0.5601882,-0.5470442,"('unpopular', 'popular')",-0.5601882,-0.5470442,0.013144
17,-0.4319657,-0.5685659,"('nasty', 'nice')",-0.4319657,-0.5685659,-0.1366002
18,-0.38165784,-0.5284946,"('disagreeable', 'welcoming')",-0.3816578,-0.5284946,-0.1468368
19,-1.7912189,-1.8712718,"('inhospitable', 'hospitable')",-1.7912189,-1.8712718,-0.0800529
20,0.33183682,0.17595561,"('rough', 'thoughtful')",0.3318368,0.1759556,-0.1558812
21,0.4618553,0.44510955,"('immoral', 'moral')",0.4618553,0.4451095,-0.0167458
22,0.328354,0.19828628,"('untrustworthy', 'trustworthy')",0.328354,0.1982863,-0.1300677
23,-0.27002385,-0.464461,"('insincere', 'sincere')",-0.2700239,-0.464461,-0.1944371
24,-1.1661954,-1.42669,"('dishonest', 'honest')",-1.1661954,-1.42669,-0.2604946
25,0.029636784,0.021350663,"('egoistic', 'altruistic')",0.0296368,0.0213507,-0.0082861
26,0.7913727,0.4880166,"('hardhearted', 'benevolent')",0.7913727,0.4880166,-0.3033561
27,0.744939,0.52094615,"('hardhearted', 'softhearted')",0.744939,0.5209461,-0.2239929
28,-0.78011334,-0.97483975,"('disloyal', 'loyal')",-0.7801133,-0.9748397,-0.1947264
29,-0.58351386,-0.63335395,"('unfair', 'fair')",-0.5835139,-0.6333539,-0.04984
30,-0.9048932,-1.0621026,"('intolerant', 'tolerant')",-0.9048932,-1.0621026,-0.1572094
31,-0.9681215,-1.2068841,"('evil', 'good')",-0.9681215,-1.2068841,-0.2387626
32,0.21450512,-0.014563777,"('unkind', 'kind')",0.2145051,-0.0145638,-0.2290689
33,0.12925588,0.11111573,"('wrong', 'right')",0.1292559,0.1111157,-0.0181402
34,0.10543088,0.18898603,"('mean', 'honorable')",0.1054309,0.188986,0.0835551
35,0.045973133,-0.017974667,"('corrupt', 'incorrupt')",0.0459731,-0.0179747,-0.0639478
36,-0.9417006,-1.1060108,"('hostile', 'amicable')",-0.9417006,-1.1060108,-0.1643102
37,-0.042461503,-0.052606657,"('fake', 'genuine')",-0.0424615,-0.0526067,-0.0101452
38,-0.87593186,-1.0398405,"('untruthful', 'truthful')",-0.8759319,-1.0398405,-0.1639086
39,0.38132545,0.20982102,"('exploitative', 'cooperative')",0.3813255,0.209821,-0.1715045
40,-0.5469938,-0.6475162,"('stingy', 'generous')",-0.5469938,-0.6475162,-0.1005224
41,-0.1875527,-0.50024927,"('unforgiving', 'forgiving')",-0.1875527,-0.5002493,-0.3126966
42,-0.25189716,-0.2977227,"('unreliable', 'reliable')",-0.2518972,-0.2977227,-0.0458255
43,-0.8421333,-1.0891027,"('irresponsible', 'responsible')",-0.8421333,-1.0891027,-0.2469694
44,-0.0022977665,-0.07972209,"('prejudiced', 'unprejudiced')",-0.0022978,-0.0797221,-0.0774243
45,-0.49544474,-0.56497437,"('incompetent', 'competent')",-0.4954447,-0.5649744,-0.0695297
46,-0.45617613,-0.5277121,"('uncompetitive', 'competitive')",-0.4561761,-0.5277121,-0.071536
47,0.16391443,0.16091503,"('stupid', 'smart')",0.1639144,0.160915,-0.0029994
48,0.28216755,0.07282872,"('unintelligent', 'intelligent')",0.2821676,0.0728287,-0.2093389
49,0.17698418,0.051291496,"('unable', 'able')",0.1769842,0.0512915,-0.1256927
50,0.5439881,0.59935606,"('clumsy', 'skillful')",0.5439881,0.5993561,0.055368
51,-0.23100224,-0.25184825,"('uneducated', 'educated')",-0.2310022,-0.2518483,-0.0208461
52,-1.0353724,-1.3410094,"('irrational', 'rational')",-1.0353724,-1.3410094,-0.305637
53,-2.4799845,-2.6498053,"('uncreative', 'creative')",-2.4799845,-2.6498053,-0.1698208
54,-1.0306604,-1.1872572,"('incapable', 'capable')",-1.0306604,-1.1872572,-0.1565968
55,0.07717614,-0.057663865,"('incompetent', 'clever')",0.0771761,-0.0576639,-0.13484
56,-0.41024768,-0.44136152,"('impractical', 'practical')",-0.4102477,-0.4413615,-0.0311138
57,-1.2111181,-1.3865638,"('unimaginative', 'imaginative')",-1.2111181,-1.3865638,-0.1754457
58,0.07651224,0.030912152,"('undiscriminating', 'discriminating')",0.0765122,0.0309122,-0.0456
59,-0.7980955,-0.9382793,"('foolish', 'wise')",-0.7980955,-0.9382793,-0.1401838
60,0.18571742,0.09701524,"('inefficient', 'efficient')",0.1857174,0.0970152,-0.0887022
61,-1.2105008,-1.5327915,"('illogical', 'logical')",-1.2105008,-1.5327915,-0.3222907
62,0.22689554,0.20055777,"('incompetent', 'brilliant')",0.2268955,0.2005578,-0.0263377
