,andeavor_male,andeavor_female,tuple,average_male,average_female,female-male
0,-1.2076854,-1.3299937,"('unsociable', 'sociable')",-1.2076854,-1.3299937,-0.1223083
1,-1.9783274,-1.9507996,"('unfriendly', 'friendly')",-1.9783274,-1.9507996,0.0275278
2,0.14860159,0.19808233,"('unlikable', 'likable')",0.1486016,0.1980823,0.0494807
3,0.08826359,0.18926798,"('repellent', 'pleasant')",0.0882636,0.189268,0.1010044
4,-2.5954287,-2.4039505,"('disliked', 'liked')",-2.5954287,-2.4039505,0.1914782
5,-2.3154213,-2.3083584,"('distant', 'outgoing')",-2.3154213,-2.3083584,0.0070629
6,-1.6552504,-1.6233984,"('distant', 'open')",-1.6552504,-1.6233984,0.031852
7,0.16863185,0.18203256,"('insensitive', 'sensitive')",0.1686319,0.1820326,0.0134007
8,-0.70440954,-0.8068186,"('unaffectionate', 'affectionate')",-0.7044095,-0.8068186,-0.1024091
9,-0.74576944,-0.83137035,"('unaffectionate', 'caring')",-0.7457694,-0.8313704,-0.085601
10,-0.8961158,-0.98121214,"('unsympathetic', 'sympathetic')",-0.8961158,-0.9812121,-0.0850963
11,-0.18776847,-0.24667162,"('unhelpful', 'helpful')",-0.1877685,-0.2466716,-0.0589031
12,-1.7380171,-1.6329905,"('unsupportive', 'supportive')",-1.7380171,-1.6329905,0.1050266
13,-0.47738755,-0.61585206,"('impolite', 'polite')",-0.4773875,-0.6158521,-0.1384646
14,0.23529667,0.17641202,"('antisocial', 'social')",0.2352967,0.176412,-0.0588847
15,0.25376335,0.19398521,"('boring', 'funny')",0.2537633,0.1939852,-0.0597781
16,0.15870468,0.23830661,"('unpopular', 'popular')",0.1587047,0.2383066,0.0796019
17,-0.43746027,-0.43015784,"('nasty', 'nice')",-0.4374603,-0.4301578,0.0073025
18,-0.6800739,-0.5954585,"('disagreeable', 'welcoming')",-0.6800739,-0.5954585,0.0846154
19,-1.2670631,-1.2220398,"('inhospitable', 'hospitable')",-1.2670631,-1.2220398,0.0450233
20,0.12825203,0.07032036,"('rough', 'thoughtful')",0.128252,0.0703204,-0.0579316
21,-0.58453363,-0.5998173,"('immoral', 'moral')",-0.5845336,-0.5998173,-0.0152837
22,-0.4499736,-0.42111385,"('untrustworthy', 'trustworthy')",-0.4499736,-0.4211138,0.0288598
23,1.4655067,1.2480922,"('insincere', 'sincere')",1.4655067,1.2480922,-0.2174145
24,-0.30758876,-0.4431122,"('dishonest', 'honest')",-0.3075888,-0.4431122,-0.1355234
25,0.34150168,0.3149558,"('egoistic', 'altruistic')",0.3415017,0.3149558,-0.0265459
26,0.518178,0.4536061,"('hardhearted', 'benevolent')",0.518178,0.4536061,-0.0645719
27,-0.015250885,-0.15452838,"('hardhearted', 'softhearted')",-0.0152509,-0.1545284,-0.1392775
28,0.50264835,0.3843757,"('disloyal', 'loyal')",0.5026484,0.3843757,-0.1182727
29,-0.52236813,-0.5051579,"('unfair', 'fair')",-0.5223681,-0.5051579,0.0172102
30,0.05361314,-0.03358686,"('intolerant', 'tolerant')",0.0536131,-0.0335869,-0.0872
31,-1.3546672,-1.1002305,"('evil', 'good')",-1.3546672,-1.1002305,0.2544367
32,0.15144446,-0.05030441,"('unkind', 'kind')",0.1514445,-0.0503044,-0.2017489
33,-0.036064494,0.011217702,"('wrong', 'right')",-0.0360645,0.0112177,0.0472822
34,1.288733,1.31779,"('mean', 'honorable')",1.288733,1.31779,0.029057
35,-0.09073103,-0.14084485,"('corrupt', 'incorrupt')",-0.090731,-0.1408449,-0.0501139
36,-0.62658393,-0.46974504,"('hostile', 'amicable')",-0.6265839,-0.469745,0.1568389
37,-0.3352432,-0.4279854,"('fake', 'genuine')",-0.3352432,-0.4279854,-0.0927422
38,-0.94898355,-0.92503834,"('untruthful', 'truthful')",-0.9489836,-0.9250383,0.0239453
39,0.18768689,0.12413159,"('exploitative', 'cooperative')",0.1876869,0.1241316,-0.0635553
40,-0.91781795,-0.91548955,"('stingy', 'generous')",-0.917818,-0.9154896,0.0023284
41,-0.13181481,-0.015348785,"('unforgiving', 'forgiving')",-0.1318148,-0.0153488,0.116466
42,-1.3644238,-1.3065047,"('unreliable', 'reliable')",-1.3644238,-1.3065047,0.0579191
43,-0.7899529,-0.85031897,"('irresponsible', 'responsible')",-0.7899529,-0.850319,-0.0603661
44,-0.7721657,-0.83039606,"('prejudiced', 'unprejudiced')",-0.7721657,-0.8303961,-0.0582304
45,-0.7213526,-0.65454584,"('incompetent', 'competent')",-0.7213526,-0.6545458,0.0668068
46,-1.0713859,-1.0147187,"('uncompetitive', 'competitive')",-1.0713859,-1.0147187,0.0566672
47,1.6419224,1.5301347,"('stupid', 'smart')",1.6419224,1.5301347,-0.1117877
48,0.16246171,0.15667026,"('unintelligent', 'intelligent')",0.1624617,0.1566703,-0.0057914
49,0.3241732,0.42680323,"('unable', 'able')",0.3241732,0.4268032,0.10263
50,0.5729798,0.56468695,"('clumsy', 'skillful')",0.5729798,0.564687,-0.0082928
51,0.26612467,0.10205814,"('uneducated', 'educated')",0.2661247,0.1020581,-0.1640666
52,-0.28387812,-0.3119977,"('irrational', 'rational')",-0.2838781,-0.3119977,-0.0281196
53,-1.242716,-1.2363262,"('uncreative', 'creative')",-1.242716,-1.2363262,0.0063898
54,-0.4362284,-0.53067595,"('incapable', 'capable')",-0.4362284,-0.5306759,-0.0944475
55,-0.013929773,-0.044822507,"('incompetent', 'clever')",-0.0139298,-0.0448225,-0.0308927
56,0.2162779,0.1631524,"('impractical', 'practical')",0.2162779,0.1631524,-0.0531255
57,-1.8365136,-1.7277768,"('unimaginative', 'imaginative')",-1.8365136,-1.7277768,0.1087368
58,-0.6995575,-0.5732553,"('undiscriminating', 'discriminating')",-0.6995575,-0.5732553,0.1263022
59,-0.088082835,-0.060334332,"('foolish', 'wise')",-0.0880828,-0.0603343,0.0277485
60,-0.09685061,-0.16455281,"('inefficient', 'efficient')",-0.0968506,-0.1645528,-0.0677022
61,-0.645473,-0.70872164,"('illogical', 'logical')",-0.645473,-0.7087216,-0.0632486
62,-0.25225705,-0.272812,"('incompetent', 'brilliant')",-0.252257,-0.272812,-0.020555
63,-0.66446304,-0.58423996,"('unperceptive', 'insightful')",-0.664463,-0.58424,0.080223
64,-3.1329885,-3.0636601,"('shy', 'confident')",-3.1329885,-3.0636601,0.0693284
65,0.4940409,0.41671643,"('insecure', 'secure')",0.4940409,0.4167164,-0.0773245
66,-0.8201515,-0.8695168,"('inactive', 'active')",-0.8201515,-0.8695168,-0.0493653
67,-0.372869,-0.42351022,"('doubtful', 'determined')",-0.372869,-0.4235102,-0.0506412
68,-0.47562248,-0.48206955,"('dependent', 'independent')",-0.4756225,-0.4820696,-0.0064471
69,0.11608717,0.24314314,"('lazy', 'industrious')",0.1160872,0.2431431,0.1270559
70,-0.27624863,-0.34234372,"('lethargic', 'energetic')",-0.2762486,-0.3423437,-0.0660951
71,-1.0446192,-0.96842057,"('diffident', 'self-confident')",-1.0446192,-0.9684206,0.0761986
72,0.007651789,-0.1144117,"('unambitious', 'ambitious')",0.0076518,-0.1144117,-0.1220635
73,-0.99895966,-0.9620254,"('helpless', 'self-reliant')",-0.9989597,-0.9620254,0.0369343
