,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.8581728,-0.8924375,"('unsociable', 'sociable')",-0.085152075,-0.17898828,-0.4716624,-0.5357129,-0.0640505
1,-0.048897475,-0.3528407,"('unfriendly', 'friendly')",1.5282937,1.3939657,0.7396981,0.5205625,-0.2191356
2,-0.0553465,-0.06335737,"('unlikable', 'likable')",0.7052692,0.8922587,0.3249614,0.4144507,0.0894893
3,-2.051565,-1.9882878,"('repellent', 'pleasant')",0.44562694,0.47703528,-0.802969,-0.7556263,0.0473427
4,0.022453565,-0.012265902,"('disliked', 'liked')",-7.777001,-7.7617097,-3.8772736,-3.8869877,-0.0097141
5,0.5041864,0.35198992,"('distant', 'outgoing')",-0.6160433,-0.559649,-0.0559285,-0.1038295,-0.047901
6,0.15311831,-0.014094066,"('distant', 'open')",-0.41536576,-0.4069308,-0.1311237,-0.2105124,-0.0793887
7,-1.1394408,-1.1150331,"('insensitive', 'sensitive')",0.011952757,0.046368856,-0.563744,-0.5343322,0.0294118
8,-0.10806849,-0.3672597,"('unaffectionate', 'affectionate')",0.58502424,0.44799876,0.2384779,0.0403695,-0.1981084
9,-0.15441363,-0.33504003,"('unaffectionate', 'caring')",1.0138459,0.949703,0.4297161,0.3073315,-0.1223846
10,-1.4574875,-1.4891115,"('unsympathetic', 'sympathetic')",0.08894816,-0.048216823,-0.6842697,-0.7686642,-0.0843945
11,-0.44590905,-0.37847656,"('unhelpful', 'helpful')",1.9943702,1.9877782,0.7742306,0.8046508,0.0304202
12,-0.5063425,-0.49836275,"('unsupportive', 'supportive')",-2.1612053,-2.1428547,-1.3337739,-1.3206087,0.0131652
13,-1.0397441,-0.99100626,"('impolite', 'polite')",0.01209183,0.058572195,-0.5138261,-0.466217,0.0476091
14,-1.2133688,-1.1716052,"('antisocial', 'social')",-0.028835416,-0.031522434,-0.6211021,-0.6015638,0.0195383
15,0.40530542,0.34719476,"('boring', 'funny')",0.43372697,0.45474404,0.4195162,0.4009694,-0.0185468
16,-0.2716679,-0.17360814,"('unpopular', 'popular')",0.16991861,0.20826995,-0.0508746,0.0173309,0.0682055
17,-0.5321438,-0.4636221,"('nasty', 'nice')",-0.18084869,-0.16451979,-0.3564962,-0.3140709,0.0424253
18,-0.7586168,-0.77324253,"('disagreeable', 'welcoming')",-0.9289048,-0.9772054,-0.8437608,-0.875224,-0.0314632
19,-0.81016475,-0.92051226,"('inhospitable', 'hospitable')",-0.60295945,-0.54664856,-0.7065621,-0.7335804,-0.0270183
20,0.14231212,0.12787123,"('rough', 'thoughtful')",0.5680593,0.5461573,0.3551857,0.3370143,-0.0181714
21,-0.5692846,-0.5448915,"('immoral', 'moral')",-0.7034479,-0.5743865,-0.6363662,-0.559639,0.0767272
22,-1.3489074,-1.3759909,"('untrustworthy', 'trustworthy')",-0.8613826,-0.85105276,-1.105145,-1.1135218,-0.0083768
23,-0.7064363,-0.73072046,"('insincere', 'sincere')",6.345918,6.2901416,2.819741,2.7797105,-0.0400305
24,-0.39715308,-0.46397054,"('dishonest', 'honest')",1.0664742,1.0049527,0.3346606,0.2704911,-0.0641695
25,0.25770923,0.23028395,"('egoistic', 'altruistic')",1.0650574,1.0277985,0.6613833,0.6290413,-0.032342
26,0.7345963,0.52351654,"('hardhearted', 'benevolent')",1.4865253,1.3879946,1.1105608,0.9557556,-0.1548052
27,-0.7626668,-0.7725384,"('hardhearted', 'softhearted')",0.9877891,0.84726685,0.1125611,0.0373642,-0.0751969
