,centerpoint_male,centerpoint_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5753343,-0.6026307,"('unsociable', 'sociable')",0.45431826,0.3224274,-0.7493174,-0.86522144,-0.2901111,-0.3818082,-0.0916971
1,-1.3275367,-1.3476453,"('unfriendly', 'friendly')",0.5204014,0.34358197,1.9868345,1.8944396,0.3932331,0.2967921,-0.096441
2,0.4642412,0.504393,"('unlikable', 'likable')",1.3821222,1.3737996,0.75585186,0.8403655,0.8674051,0.906186,0.0387809
3,0.40425548,0.53005487,"('repellent', 'pleasant')",0.047486223,0.12376864,-0.0123998765,-0.01957846,0.1464473,0.211415,0.0649677
4,-0.2452323,-0.26069587,"('disliked', 'liked')",0.4027385,0.27251673,-6.104282,-6.2073255,-1.9822586,-2.0651682,-0.0829096
5,-0.74832374,-0.78035265,"('distant', 'outgoing')",-0.16404307,-0.19676061,-0.03408321,-0.05125772,-0.3154833,-0.3427903,-0.027307
6,-0.9798732,-0.99290717,"('distant', 'open')",-0.8077054,-0.8918943,0.39616436,0.3572049,-0.4638047,-0.5091988,-0.0453941
7,1.3760201,1.4572595,"('insensitive', 'sensitive')",1.1179408,1.1566911,0.5870708,0.5925962,1.0270106,1.0688489,0.0418383
8,-1.12212,-1.1868454,"('unaffectionate', 'affectionate')",-0.9054396,-1.0076816,0.6221876,0.54815114,-0.4684574,-0.548792,-0.0803346
9,-0.24895091,-0.28538924,"('unaffectionate', 'caring')",0.17611146,0.09581664,1.031799,1.0112801,0.3196532,0.2739025,-0.0457507
10,0.3217168,0.434866,"('unsympathetic', 'sympathetic')",-0.15180224,-0.17049529,-0.78387684,-0.8021009,-0.2046541,-0.1792434,0.0254107
11,0.6044432,0.65635383,"('unhelpful', 'helpful')",0.8028336,0.84940076,1.6624445,1.7288694,1.0232404,1.078208,0.0549676
12,1.0411708,1.1081697,"('unsupportive', 'supportive')",0.88825876,0.9179937,-1.760344,-1.7743379,0.0563618,0.0839418,0.02758
13,-0.047543623,-0.021700472,"('impolite', 'polite')",0.4044904,0.46883547,-0.5957672,-0.6139572,-0.0796068,-0.0556074,0.0239994
14,0.96114624,1.057936,"('antisocial', 'social')",1.178515,1.2202904,-1.0303569,-1.0459949,0.3697681,0.4107438,0.0409757
15,0.09444957,0.0054797195,"('boring', 'funny')",-0.2848224,-0.34603536,0.41658798,0.40490335,0.0754051,0.0214492,-0.0539559
16,-0.35702023,-0.37760705,"('unpopular', 'popular')",-0.62996304,-0.72429675,0.4660182,0.46310404,-0.173655,-0.2129333,-0.0392783
17,-0.5149059,-0.47980016,"('nasty', 'nice')",-0.91460776,-0.87125015,-0.5210835,-0.45944244,-0.6501991,-0.6034976,0.0467015
18,-0.39347798,-0.3837283,"('disagreeable', 'welcoming')",-0.6562148,-0.7031269,-0.3967368,-0.4543585,-0.4821432,-0.5137379,-0.0315947
19,-0.8874829,-0.9082185,"('inhospitable', 'hospitable')",-0.7883658,-0.81835395,0.16698721,0.22123931,-0.5029538,-0.5017777,0.0011761
20,0.2754174,0.29101616,"('rough', 'thoughtful')",0.17174777,0.20328906,0.7591591,0.7019321,0.4021081,0.3987458,-0.0033623
21,1.2714845,1.33391,"('immoral', 'moral')",1.6355627,1.6245047,-0.734748,-0.6857097,0.7240998,0.7575683,0.0334685
