,adviser_male,adviser_female,tuple,average_male,average_female,female-male
0,0.7400786,0.6803559,"('unsociable', 'sociable')",0.7400786,0.6803559,-0.0597227
1,0.9605894,0.75114316,"('unfriendly', 'friendly')",0.9605894,0.7511432,-0.2094462
2,0.15377258,0.2033132,"('unlikable', 'likable')",0.1537726,0.2033132,0.0495406
3,0.4786538,0.71836144,"('repellent', 'pleasant')",0.4786538,0.7183614,0.2397076
4,-7.386725,-7.5167913,"('disliked', 'liked')",-7.3867249,-7.5167913,-0.1300664
5,-1.4442054,-1.513588,"('distant', 'outgoing')",-1.4442054,-1.513588,-0.0693826
6,-0.9439725,-1.0877569,"('distant', 'open')",-0.9439725,-1.0877569,-0.1437844
7,1.7721958,1.8229443,"('insensitive', 'sensitive')",1.7721958,1.8229443,0.0507485
8,1.106015,0.93305624,"('unaffectionate', 'affectionate')",1.106015,0.9330562,-0.1729588
9,1.8870257,1.8496896,"('unaffectionate', 'caring')",1.8870257,1.8496896,-0.0373361
10,1.6476823,1.735205,"('unsympathetic', 'sympathetic')",1.6476823,1.7352051,0.0875228
11,3.012034,3.1536956,"('unhelpful', 'helpful')",3.0120339,3.1536956,0.1416617
12,-0.767505,-0.7457297,"('unsupportive', 'supportive')",-0.767505,-0.7457297,0.0217753
13,0.39807034,0.57019347,"('impolite', 'polite')",0.3980703,0.5701935,0.1721232
14,0.67222524,0.7700362,"('antisocial', 'social')",0.6722252,0.7700362,0.097811
15,0.43336225,0.32612586,"('boring', 'funny')",0.4333622,0.3261259,-0.1072363
16,-0.94255114,-0.864999,"('unpopular', 'popular')",-0.9425511,-0.864999,0.0775521
17,0.17655826,0.23861757,"('nasty', 'nice')",0.1765583,0.2386176,0.0620593
18,-0.9993504,-0.96883523,"('disagreeable', 'welcoming')",-0.9993504,-0.9688352,0.0305152
19,-0.8347586,-0.83578354,"('inhospitable', 'hospitable')",-0.8347586,-0.8357835,-0.0010249
20,1.3109323,1.2165399,"('rough', 'thoughtful')",1.3109323,1.2165399,-0.0943924
21,0.33265394,0.6221018,"('immoral', 'moral')",0.3326539,0.6221018,0.2894479
22,0.4371517,0.52457684,"('untrustworthy', 'trustworthy')",0.4371517,0.5245768,0.0874251
23,7.234926,7.3352184,"('insincere', 'sincere')",7.2349262,7.3352184,0.1002922
24,1.73651,1.7254881,"('dishonest', 'honest')",1.73651,1.7254881,-0.0110219
25,0.66753876,0.5635923,"('egoistic', 'altruistic')",0.6675388,0.5635923,-0.1039465
26,2.0448186,1.7256585,"('hardhearted', 'benevolent')",2.0448186,1.7256585,-0.3191601
27,1.7235084,1.508442,"('hardhearted', 'softhearted')",1.7235084,1.508442,-0.2150664
28,1.8096466,1.665916,"('disloyal', 'loyal')",1.8096466,1.665916,-0.1437306
29,-0.56218725,-0.70744795,"('unfair', 'fair')",-0.5621873,-0.7074479,-0.1452606
30,1.2842025,1.4248092,"('intolerant', 'tolerant')",1.2842025,1.4248092,0.1406067
31,-1.842928,-1.9639093,"('evil', 'good')",-1.8429281,-1.9639093,-0.1209812
32,1.7976314,1.7241077,"('unkind', 'kind')",1.7976314,1.7241077,-0.0735237
33,-0.43165982,-0.61375225,"('wrong', 'right')",-0.4316598,-0.6137522,-0.1820924
34,5.2162266,5.4902177,"('mean', 'honorable')",5.2162266,5.4902177,0.2739911
35,-1.1272274,-1.4361948,"('corrupt', 'incorrupt')",-1.1272274,-1.4361948,-0.3089674
36,-0.7545942,-1.0243787,"('hostile', 'amicable')",-0.7545942,-1.0243787,-0.2697845
37,1.2710593,1.1934568,"('fake', 'genuine')",1.2710593,1.1934568,-0.0776025
38,0.5735544,0.59550196,"('untruthful', 'truthful')",0.5735544,0.595502,0.0219476
39,0.24716485,0.3011739,"('exploitative', 'cooperative')",0.2471648,0.3011739,0.0540091
40,-1.8548955,-2.0477722,"('stingy', 'generous')",-1.8548955,-2.0477722,-0.1928767
41,0.7475081,0.6247631,"('unforgiving', 'forgiving')",0.7475081,0.6247631,-0.122745
42,-2.4545887,-2.3620236,"('unreliable', 'reliable')",-2.4545887,-2.3620236,0.0925651
43,1.8272325,1.8943753,"('irresponsible', 'responsible')",1.8272325,1.8943753,0.0671428
44,-1.987022,-1.9304221,"('prejudiced', 'unprejudiced')",-1.987022,-1.9304221,0.0565999
45,0.90614945,0.8768595,"('incompetent', 'competent')",0.9061494,0.8768595,-0.0292899
46,-0.40366492,-0.32238728,"('uncompetitive', 'competitive')",-0.4036649,-0.3223873,0.0812776
47,5.7575874,5.894043,"('stupid', 'smart')",5.7575874,5.894043,0.1364556
48,0.61534536,0.7772047,"('unintelligent', 'intelligent')",0.6153454,0.7772047,0.1618593
49,-0.03941936,0.21303047,"('unable', 'able')",-0.0394194,0.2130305,0.2524499
50,-0.39571354,-0.43027133,"('clumsy', 'skillful')",-0.3957135,-0.4302713,-0.0345578
51,0.78808206,0.9568031,"('uneducated', 'educated')",0.7880821,0.9568031,0.168721
52,-0.59856,-0.9433409,"('irrational', 'rational')",-0.59856,-0.9433409,-0.3447809
53,0.020922,-0.11419903,"('uncreative', 'creative')",0.020922,-0.114199,-0.135121
54,1.0822574,1.0458089,"('incapable', 'capable')",1.0822574,1.0458089,-0.0364485
55,1.1127836,1.3501462,"('incompetent', 'clever')",1.1127836,1.3501462,0.2373626
56,1.0565608,1.2243713,"('impractical', 'practical')",1.0565608,1.2243713,0.1678105
57,-1.7718079,-1.8905846,"('unimaginative', 'imaginative')",-1.7718079,-1.8905846,-0.1187767
58,0.91931456,0.8501569,"('undiscriminating', 'discriminating')",0.9193146,0.8501569,-0.0691577
59,-0.15652418,-0.30839384,"('foolish', 'wise')",-0.1565242,-0.3083938,-0.1518696
60,1.0288625,1.4510199,"('inefficient', 'efficient')",1.0288625,1.4510199,0.4221574
61,0.9592521,0.808978,"('illogical', 'logical')",0.9592521,0.808978,-0.1502741
62,0.899804,1.1692896,"('incompetent', 'brilliant')",0.899804,1.1692896,0.2694856
63,1.2293409,1.3240196,"('unperceptive', 'insightful')",1.2293409,1.3240196,0.0946787
64,-6.2032003,-6.1016316,"('shy', 'confident')",-6.2032003,-6.1016316,0.1015687
65,0.59061396,0.82188267,"('insecure', 'secure')",0.590614,0.8218827,0.2312687
66,-0.1004047,-0.3141279,"('inactive', 'active')",-0.1004047,-0.3141279,-0.2137232
67,-0.5454773,-0.47088993,"('doubtful', 'determined')",-0.5454773,-0.4708899,0.0745874
68,-1.0781391,-0.9532958,"('dependent', 'independent')",-1.0781391,-0.9532958,0.1248433
69,-2.0299032,-2.2169764,"('lazy', 'industrious')",-2.0299032,-2.2169764,-0.1870732
70,1.7156583,1.8271632,"('lethargic', 'energetic')",1.7156583,1.8271632,0.1115049
71,-0.09694051,-0.02892521,"('diffident', 'self-confident')",-0.0969405,-0.0289252,0.0680153
72,1.0362954,1.0916338,"('unambitious', 'ambitious')",1.0362954,1.0916338,0.0553384
73,-3.3515995,-3.25164,"('helpless', 'self-reliant')",-3.3515995,-3.2516401,0.0999594
74,0.3925595,0.35788253,"('undedicated', 'dedicated')",0.3925595,0.3578825,-0.034677
75,-1.0311537,-1.0571784,"('meek', 'impulsive')",-1.0311537,-1.0571784,-0.0260247
76,0.11985001,0.31403258,"('anxious', 'daring')",0.11985,0.3140326,0.1941826
77,-0.5380483,-0.2791371,"('unmotivated', 'motivated')",-0.5380483,-0.2791371,0.2589112
78,-0.33596894,-0.36137697,"('nonresilient', 'resilient')",-0.3359689,-0.361377,-0.0254081
79,-0.39943305,-0.5296935,"('wavering', 'unwavering')",-0.399433,-0.5296935,-0.1302605
80,0.69096327,0.6982144,"('dominated', 'dominating')",0.6909633,0.6982144,0.0072511
81,0.36245567,0.59353405,"('submissive', 'aggressive')",0.3624557,0.5935341,0.2310784
82,5.784169,5.9938,"('poor', 'rich')",5.7841692,5.9938002,0.209631
83,-0.018886562,0.020289876,"('powerless', 'powerful')",-0.0188866,0.0202899,0.0391765
84,0.18795507,0.11911622,"('inferior', 'superior')",0.1879551,0.1191162,-0.0688389
85,-1.1121137,-1.3356284,"('insignificant', 'prestigious')",-1.1121137,-1.3356284,-0.2235147
86,1.0230628,0.98329234,"('uninfluential', 'influential')",1.0230628,0.9832923,-0.0397705
87,-0.007939838,0.15080592,"('unsuccessful', 'successful')",-0.0079398,0.1508059,0.1587457
88,0.3670389,0.38238916,"('low', 'eminent')",0.3670389,0.3823892,0.0153503
