,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
0,-0.45119828,-0.6556354,"('unsociable', 'sociable')",-0.4511983,-0.6556354,-0.2044371
1,-1.7169739,-1.8479367,"('unfriendly', 'friendly')",-1.7169739,-1.8479367,-0.1309628
2,1.0589161,1.0639942,"('unlikable', 'likable')",1.0589161,1.0639942,0.0050781
3,-0.19993447,-0.10940975,"('repellent', 'pleasant')",-0.1999345,-0.1094097,0.0905248
4,-1.7967533,-1.7838778,"('disliked', 'liked')",-1.7967533,-1.7838778,0.0128755
5,-1.2937685,-1.1614774,"('distant', 'outgoing')",-1.2937685,-1.1614774,0.1322911
6,-1.7306294,-1.5771157,"('distant', 'open')",-1.7306294,-1.5771157,0.1535137
7,-0.48527482,-0.50795776,"('insensitive', 'sensitive')",-0.4852748,-0.5079578,-0.022683
8,-1.2887146,-1.333732,"('unaffectionate', 'affectionate')",-1.2887146,-1.333732,-0.0450174
9,-1.3059032,-1.336466,"('unaffectionate', 'caring')",-1.3059032,-1.336466,-0.0305628
10,-0.5834821,-0.63842773,"('unsympathetic', 'sympathetic')",-0.5834821,-0.6384277,-0.0549456
11,0.72720295,0.6355185,"('unhelpful', 'helpful')",0.727203,0.6355185,-0.0916845
12,-1.7195569,-1.6909001,"('unsupportive', 'supportive')",-1.7195569,-1.6909001,0.0286568
13,0.56343174,0.36805734,"('impolite', 'polite')",0.5634317,0.3680573,-0.1953744
14,0.4713821,0.3882295,"('antisocial', 'social')",0.4713821,0.3882295,-0.0831526
15,0.5269373,0.35464957,"('boring', 'funny')",0.5269373,0.3546496,-0.1722877
16,-0.24106482,-0.3353587,"('unpopular', 'popular')",-0.2410648,-0.3353587,-0.0942939
17,-0.009669011,0.008454412,"('nasty', 'nice')",-0.009669,0.0084544,0.0181234
18,-0.49985448,-0.52492774,"('disagreeable', 'welcoming')",-0.4998545,-0.5249277,-0.0250732
19,-1.5644777,-1.5271302,"('inhospitable', 'hospitable')",-1.5644777,-1.5271302,0.0373475
20,-0.2927002,-0.25782058,"('rough', 'thoughtful')",-0.2927002,-0.2578206,0.0348796
21,0.36295432,0.3333478,"('immoral', 'moral')",0.3629543,0.3333478,-0.0296065
22,0.33471966,0.32435164,"('untrustworthy', 'trustworthy')",0.3347197,0.3243516,-0.0103681
23,1.0272112,0.8754557,"('insincere', 'sincere')",1.0272112,0.8754557,-0.1517555
24,0.019537885,-0.036921076,"('dishonest', 'honest')",0.0195379,-0.0369211,-0.056459
25,-0.17420027,-0.30365288,"('egoistic', 'altruistic')",-0.1742003,-0.3036529,-0.1294526
26,-0.34875834,-0.5727566,"('hardhearted', 'benevolent')",-0.3487583,-0.5727566,-0.2239983
27,-0.30436653,-0.32899085,"('hardhearted', 'softhearted')",-0.3043665,-0.3289908,-0.0246243
28,-0.22262153,-0.2633414,"('disloyal', 'loyal')",-0.2226215,-0.2633414,-0.0407199
29,-0.65289044,-0.580903,"('unfair', 'fair')",-0.6528904,-0.580903,0.0719874
30,1.1710314,1.0671504,"('intolerant', 'tolerant')",1.1710314,1.0671504,-0.103881
31,-1.5966811,-1.402498,"('evil', 'good')",-1.5966811,-1.402498,0.1941831
32,0.43413568,0.16005711,"('unkind', 'kind')",0.4341357,0.1600571,-0.2740786
33,-0.1465252,-0.18699047,"('wrong', 'right')",-0.1465252,-0.1869905,-0.0404653
34,0.67691547,0.8561118,"('mean', 'honorable')",0.6769155,0.8561118,0.1791963
35,-0.4886711,-0.54468733,"('corrupt', 'incorrupt')",-0.4886711,-0.5446873,-0.0560162
36,-1.6149225,-1.5530579,"('hostile', 'amicable')",-1.6149225,-1.5530579,0.0618646
37,-0.15748936,-0.19054262,"('fake', 'genuine')",-0.1574894,-0.1905426,-0.0330532
38,-0.2412479,-0.23104571,"('untruthful', 'truthful')",-0.2412479,-0.2310457,0.0102022
39,0.7122054,0.71508664,"('exploitative', 'cooperative')",0.7122054,0.7150866,0.0028812
40,-1.408144,-1.4060498,"('stingy', 'generous')",-1.408144,-1.4060498,0.0020942
41,0.25181672,0.3327104,"('unforgiving', 'forgiving')",0.2518167,0.3327104,0.0808937
42,-0.22569634,-0.22719519,"('unreliable', 'reliable')",-0.2256963,-0.2271952,-0.0014989
43,-0.31070143,-0.3446917,"('irresponsible', 'responsible')",-0.3107014,-0.3446917,-0.0339903
44,0.70012414,0.6764907,"('prejudiced', 'unprejudiced')",0.7001241,0.6764907,-0.0236334
45,-0.31798735,-0.26245326,"('incompetent', 'competent')",-0.3179874,-0.2624533,0.0555341
46,-0.24543318,-0.22784589,"('uncompetitive', 'competitive')",-0.2454332,-0.2278459,0.0175873
47,1.5116079,1.609508,"('stupid', 'smart')",1.5116079,1.609508,0.0979001
48,-0.5813518,-0.62500435,"('unintelligent', 'intelligent')",-0.5813518,-0.6250044,-0.0436526
49,-0.12549318,0.08191863,"('unable', 'able')",-0.1254932,0.0819186,0.2074118
50,-0.16936418,-0.21294461,"('clumsy', 'skillful')",-0.1693642,-0.2129446,-0.0435804
51,-0.3698925,-0.500698,"('uneducated', 'educated')",-0.3698925,-0.500698,-0.1308055
52,-0.62699914,-0.7313771,"('irrational', 'rational')",-0.6269991,-0.7313771,-0.104378
53,-1.3267815,-1.3946868,"('uncreative', 'creative')",-1.3267815,-1.3946868,-0.0679053
54,-0.81644136,-0.9370191,"('incapable', 'capable')",-0.8164414,-0.9370191,-0.1205777
55,0.24682246,0.30632427,"('incompetent', 'clever')",0.2468225,0.3063243,0.0595018
