,constellation_male,constellation_female,tuple,average_male,average_female,female-male
0,0.24753395,0.224574,"('unsociable', 'sociable')",0.2475339,0.224574,-0.0229599
1,1.0766183,0.9942239,"('unfriendly', 'friendly')",1.0766183,0.9942239,-0.0823944
2,0.14959557,0.2639374,"('unlikable', 'likable')",0.1495956,0.2639374,0.1143418
3,0.76890254,0.87128854,"('repellent', 'pleasant')",0.7689025,0.8712885,0.102386
4,-7.0791326,-7.3144975,"('disliked', 'liked')",-7.0791326,-7.3144975,-0.2353649
5,-0.43086076,-0.57960516,"('distant', 'outgoing')",-0.4308608,-0.5796052,-0.1487444
6,-0.08849911,-0.2819507,"('distant', 'open')",-0.0884991,-0.2819507,-0.1934516
7,1.2989101,1.3603638,"('insensitive', 'sensitive')",1.2989101,1.3603638,0.0614537
8,1.0701978,0.9749422,"('unaffectionate', 'affectionate')",1.0701978,0.9749422,-0.0952556
9,1.2492208,1.2606583,"('unaffectionate', 'caring')",1.2492208,1.2606583,0.0114375
10,1.1077819,1.2413777,"('unsympathetic', 'sympathetic')",1.1077819,1.2413777,0.1335958
11,1.6439906,1.7270157,"('unhelpful', 'helpful')",1.6439906,1.7270157,0.0830251
12,-1.3116064,-1.2944341,"('unsupportive', 'supportive')",-1.3116064,-1.2944341,0.0171723
13,0.03113722,0.18930037,"('impolite', 'polite')",0.0311372,0.1893004,0.1581632
14,0.3908573,0.40806082,"('antisocial', 'social')",0.3908573,0.4080608,0.0172035
15,0.5439894,0.40551567,"('boring', 'funny')",0.5439894,0.4055157,-0.1384737
16,-0.8079654,-0.85562086,"('unpopular', 'popular')",-0.8079654,-0.8556209,-0.0476555
17,0.027784284,-0.011792071,"('nasty', 'nice')",0.0277843,-0.0117921,-0.0395764
18,-0.3507778,-0.2768588,"('disagreeable', 'welcoming')",-0.3507778,-0.2768588,0.073919
19,-0.6079046,-0.61718094,"('inhospitable', 'hospitable')",-0.6079046,-0.6171809,-0.0092763
20,0.72241217,0.5924725,"('rough', 'thoughtful')",0.7224122,0.5924725,-0.1299397
21,-0.056616478,0.16627038,"('immoral', 'moral')",-0.0566165,0.1662704,0.2228869
22,-0.06652445,-0.09290509,"('untrustworthy', 'trustworthy')",-0.0665245,-0.0929051,-0.0263806
23,6.061312,6.252836,"('insincere', 'sincere')",6.0613122,6.2528362,0.191524
24,1.4671029,1.4293877,"('dishonest', 'honest')",1.4671029,1.4293877,-0.0377152
25,0.8035023,0.8122353,"('egoistic', 'altruistic')",0.8035023,0.8122353,0.008733
26,1.2847354,1.0560087,"('hardhearted', 'benevolent')",1.2847354,1.0560087,-0.2287267
27,1.7801063,1.6124852,"('hardhearted', 'softhearted')",1.7801063,1.6124852,-0.1676211
28,1.216355,1.098155,"('disloyal', 'loyal')",1.216355,1.098155,-0.1182
29,-0.3775571,-0.57001936,"('unfair', 'fair')",-0.3775571,-0.5700194,-0.1924623
30,0.8251547,0.98222154,"('intolerant', 'tolerant')",0.8251547,0.9822215,0.1570668
31,-1.1909486,-1.3830116,"('evil', 'good')",-1.1909486,-1.3830116,-0.192063
32,1.1377002,1.0833846,"('unkind', 'kind')",1.1377002,1.0833846,-0.0543156
33,-0.24413635,-0.31403765,"('wrong', 'right')",-0.2441363,-0.3140377,-0.0699014
34,4.1296663,4.355866,"('mean', 'honorable')",4.1296663,4.355866,0.2261997
35,-0.8994687,-1.3340127,"('corrupt', 'incorrupt')",-0.8994687,-1.3340127,-0.434544
36,-0.7286688,-0.99012476,"('hostile', 'amicable')",-0.7286688,-0.9901248,-0.261456
37,0.9499338,0.960874,"('fake', 'genuine')",0.9499338,0.960874,0.0109402
38,-0.50983644,-0.39601827,"('untruthful', 'truthful')",-0.5098364,-0.3960183,0.1138181
39,0.44212604,0.4708657,"('exploitative', 'cooperative')",0.442126,0.4708657,0.0287397
40,-0.92591953,-1.0314877,"('stingy', 'generous')",-0.9259195,-1.0314877,-0.1055682
41,0.7637024,0.62530065,"('unforgiving', 'forgiving')",0.7637024,0.6253006,-0.1384018
42,-2.0623755,-2.0628242,"('unreliable', 'reliable')",-2.0623755,-2.0628242,-0.0004487
43,1.0177135,1.1790828,"('irresponsible', 'responsible')",1.0177135,1.1790828,0.1613693
44,-1.1553288,-1.2190084,"('prejudiced', 'unprejudiced')",-1.1553288,-1.2190084,-0.0636796
45,0.3951057,0.19380933,"('incompetent', 'competent')",0.3951057,0.1938093,-0.2012964
46,-0.60988814,-0.54820997,"('uncompetitive', 'competitive')",-0.6098881,-0.54821,0.0616781
