,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.43814313,-0.4310846,"('unsociable', 'sociable')",-0.19315255,-0.3748455,0.049983177,-0.06827338,-0.1937708,-0.2914012,-0.0976304
1,1.5393403,1.4910358,"('unfriendly', 'friendly')",0.4168821,0.17407276,1.0566295,0.9018903,1.0042839,0.8556663,-0.1486176
2,0.50224537,0.549733,"('unlikable', 'likable')",1.4676125,1.5900759,0.58649486,0.579076,0.8521176,0.906295,0.0541774
3,-1.1566566,-0.9860418,"('repellent', 'pleasant')",0.21965039,0.27272218,0.9857259,0.9863383,0.0162399,0.0910062,0.0747663
4,0.11097118,0.014715258,"('disliked', 'liked')",0.27553123,0.21028182,-7.504767,-7.716631,-2.3727549,-2.4972113,-0.1244564
5,0.9693815,0.8665973,"('distant', 'outgoing')",-0.43949717,-0.45240673,-1.0183562,-1.0857077,-0.162824,-0.223839,-0.061015
6,0.86125404,0.82513213,"('distant', 'open')",-0.3877407,-0.39665264,-0.4942404,-0.5834821,-0.006909,-0.0516675,-0.0447585
7,0.3733422,0.47829485,"('insensitive', 'sensitive')",0.15112302,0.16891848,0.56126684,0.52348924,0.3619107,0.3902342,0.0283235
8,1.8625088,1.8093408,"('unaffectionate', 'affectionate')",0.018769544,-0.088750854,0.5393406,0.4430346,0.806873,0.7212082,-0.0856648
9,2.1590738,2.0963125,"('unaffectionate', 'caring')",0.3068415,0.13003577,1.0268372,0.97758526,1.1642509,1.0679779,-0.096273
10,-0.090548724,0.054962233,"('unsympathetic', 'sympathetic')",-0.48720142,-0.5056455,0.09162502,0.09346002,-0.1620417,-0.1190744,0.0429673
11,-0.7187642,-0.6440207,"('unhelpful', 'helpful')",-0.9145269,-0.9240453,1.8600788,1.9265933,0.0755959,0.1195091,0.0439132
12,1.4411356,1.530069,"('unsupportive', 'supportive')",0.6605333,0.7455563,-1.9021518,-2.0161667,0.0665057,0.0864862,0.0199805
13,-1.09526,-1.0875335,"('impolite', 'polite')",-0.53815365,-0.517085,-0.39690766,-0.40898228,-0.6767738,-0.6712003,0.0055735
14,-0.35619292,-0.27513736,"('antisocial', 'social')",1.375872,1.405387,-0.034722187,-0.040343132,0.328319,0.3633022,0.0349832
15,0.48187158,0.39255175,"('boring', 'funny')",-0.55257833,-0.5858514,-0.2736406,-0.30981615,-0.1147825,-0.1677053,-0.0529228
16,-0.89433205,-0.91382164,"('unpopular', 'popular')",-0.68756056,-0.646659,0.16220526,0.12851776,-0.4732291,-0.4773209,-0.0040918
17,-0.21925189,-0.17378232,"('nasty', 'nice')",-0.905515,-0.83755726,-0.7165943,-0.65755224,-0.6137871,-0.5562973,0.0574898
18,-0.552936,-0.49817452,"('disagreeable', 'welcoming')",-0.07740682,-0.018188685,-0.5396358,-0.63659996,-0.3899929,-0.3843211,0.0056718
19,0.81099606,0.73067904,"('inhospitable', 'hospitable')",-0.51675963,-0.5122128,-0.6384099,-0.6782698,-0.1147245,-0.1532679,-0.0385434
20,-0.1572115,-0.08338423,"('rough', 'thoughtful')",0.45296597,0.6216103,1.0993497,1.0832325,0.4650347,0.5404862,0.0754515
21,-0.21532358,-0.20839229,"('immoral', 'moral')",0.09364943,0.059260838,-0.46553984,-0.42485932,-0.195738,-0.1913303,0.0044077
22,-0.7175695,-0.67985135,"('untrustworthy', 'trustworthy')",-0.34901655,-0.32967067,-0.71303904,-0.78078943,-0.5932084,-0.5967704,-0.003562
23,-0.38666442,-0.36888063,"('insincere', 'sincere')",-0.29422215,-0.39940262,6.3155894,6.3421855,1.8782342,1.8579674,-0.0202668
24,0.68418485,0.6663504,"('dishonest', 'honest')",-0.3758407,-0.4294423,0.56413084,0.5086328,0.290825,0.2485136,-0.0423114
25,0.82181925,0.7899879,"('egoistic', 'altruistic')",0.6577704,0.5626749,0.9510332,0.92672175,0.8102076,0.7597949,-0.0504127
26,1.8339285,1.7992613,"('hardhearted', 'benevolent')",1.4070176,1.4243447,1.6059735,1.5151718,1.6156398,1.5795927,-0.0360471
27,1.3476671,1.3447315,"('hardhearted', 'softhearted')",-0.17046031,-0.118376546,1.5183182,1.3489035,0.8985083,0.8584195,-0.0400888
28,0.036719874,-0.014071537,"('disloyal', 'loyal')",-0.13853791,-0.3116387,1.188698,1.1599067,0.3622933,0.2780655,-0.0842278
29,0.22108068,0.17511854,"('unfair', 'fair')",-0.7397633,-0.6747988,-0.3244639,-0.46325967,-0.2810489,-0.32098,-0.0399311
30,-0.2074817,-0.15673907,"('intolerant', 'tolerant')",0.9105524,0.8461464,0.53902775,0.48801836,0.4140328,0.3924752,-0.0215576
31,0.4021527,0.3861575,"('evil', 'good')",-1.0564452,-1.0865576,-1.2063265,-1.2846507,-0.6202064,-0.6616836,-0.0414772
32,0.41374698,0.3823366,"('unkind', 'kind')",0.044716932,-0.066906855,0.7477293,0.63741887,0.4020644,0.3176162,-0.0844482
33,0.99506426,0.88459337,"('wrong', 'right')",0.7340079,0.72702825,-0.91935295,-0.95845926,0.2699064,0.2177208,-0.0521856
34,0.6782389,0.7853627,"('mean', 'honorable')",-0.13678429,-0.03220575,5.772516,5.858797,2.1046569,2.2039847,0.0993278
35,0.64988875,0.5145352,"('corrupt', 'incorrupt')",-0.80608666,-0.80692565,-0.5157391,-0.58774036,-0.223979,-0.2933769,-0.0693979
36,0.54900503,0.49904925,"('hostile', 'amicable')",-0.58140147,-0.69102573,-0.21677758,-0.31638277,-0.083058,-0.1694531,-0.0863951
37,0.41689375,0.4317354,"('fake', 'genuine')",0.09081386,0.14493927,0.3667389,0.31944874,0.2914822,0.2987078,0.0072256
38,0.17024091,0.16469277,"('untruthful', 'truthful')",-0.39948785,-0.42520508,-0.41197088,-0.39619222,-0.2137393,-0.2189015,-0.0051622
39,1.2031925,1.2459941,"('exploitative', 'cooperative')",-0.019250542,0.07448652,0.24074201,0.281647,0.4748946,0.5340425,0.0591479
40,0.97260296,1.0350621,"('stingy', 'generous')",0.88567686,0.85878736,-1.786936,-2.0017946,0.0237813,-0.0359817,-0.059763
41,-0.27314347,-0.1957415,"('unforgiving', 'forgiving')",-0.3671414,-0.38486335,0.04697663,-0.12151961,-0.1977694,-0.2340415,-0.0362721
42,0.678293,0.7979578,"('unreliable', 'reliable')",1.4712976,1.6801652,-2.7287214,-2.7780864,-0.1930436,-0.0999878,0.0930558
43,1.0698837,1.1163118,"('irresponsible', 'responsible')",-0.1715681,-0.02137518,0.38070625,0.33329886,0.4263406,0.4760785,0.0497379
44,-1.8672591,-1.8189988,"('prejudiced', 'unprejudiced')",-0.922021,-0.74918026,-1.3335074,-1.2955391,-1.3742625,-1.2879061,0.0863564
45,-0.7452496,-0.60527337,"('incompetent', 'competent')",-0.42769444,-0.4345964,-0.024692977,-0.11999394,-0.3992124,-0.3866212,0.0125912
46,-0.51605487,-0.3875719,"('uncompetitive', 'competitive')",0.8756894,0.89925903,-0.4205018,-0.49413076,-0.0202891,0.0058521,0.0261412
47,0.030800715,0.113926396,"('stupid', 'smart')",0.22419196,0.34342194,5.9176235,6.0345316,2.0575387,2.16396,0.1064213
48,0.40630484,0.44726652,"('unintelligent', 'intelligent')",-0.112188056,-0.22317767,0.5125105,0.49906957,0.2688758,0.2410528,-0.027823
49,-0.8937532,-0.88839203,"('unable', 'able')",-1.1520191,-1.0355507,-0.5573442,-0.48004857,-0.8677055,-0.8013305,0.066375
50,0.058178633,0.034618437,"('clumsy', 'skillful')",0.75249827,0.80295014,0.1887835,0.11607543,0.3331535,0.3178813,-0.0152722
51,-0.74011296,-0.7817679,"('uneducated', 'educated')",0.7239172,0.5630353,0.59959173,0.530808,0.1944653,0.1040251,-0.0904402
52,0.47169158,0.29494667,"('irrational', 'rational')",-0.8763664,-1.0509306,-0.2502346,-0.33337417,-0.2183031,-0.3631194,-0.1448163
53,1.5929801,1.6163521,"('uncreative', 'creative')",0.35020143,0.35424155,0.5288857,0.4440689,0.8240225,0.8048875,-0.019135
54,-0.017920736,-0.09283477,"('incapable', 'capable')",-0.036926087,0.048995823,0.43571526,0.51269037,0.1269561,0.1562838,0.0293277
55,-0.7485686,-0.56620425,"('incompetent', 'clever')",-0.17919369,-0.16727072,0.52319807,0.5417812,-0.1348547,-0.0638979,0.0709568
56,0.6682248,0.75626844,"('impractical', 'practical')",0.19734943,0.23480724,-0.6382211,-0.61972344,0.0757844,0.1237841,0.0479997
57,-0.45859432,-0.39999482,"('unimaginative', 'imaginative')",-0.14785524,-0.19379282,-3.1840978,-3.2707205,-1.2635158,-1.2881694,-0.0246536
58,0.8532739,0.893274,"('undiscriminating', 'discriminating')",0.8644736,0.927178,0.0037419498,-0.05841831,0.5738298,0.5873446,0.0135148
59,0.6478721,0.5275613,"('foolish', 'wise')",-0.52613735,-0.5183759,-0.2647095,-0.26398423,-0.0476583,-0.0849329,-0.0372746
60,-0.24113987,-0.067105904,"('inefficient', 'efficient')",0.66318756,0.6719457,0.18177189,0.28611732,0.2012732,0.2969857,0.0957125
61,1.3013728,1.1886016,"('illogical', 'logical')",0.16600418,0.08447938,0.82129586,0.6900327,0.762891,0.6543712,-0.1085198
62,-0.7096355,-0.5707193,"('incompetent', 'brilliant')",0.07530958,0.22427142,0.10846729,0.1843063,-0.1752862,-0.0540472,0.121239
63,0.22925115,0.272647,"('unperceptive', 'insightful')",1.3896346,1.4287568,0.7427338,0.6776899,0.7872065,0.7930312,0.0058247
64,-0.853598,-0.917346,"('shy', 'confident')",0.7667874,0.74574226,-6.677709,-6.73709,-2.2548399,-2.3028979,-0.048058
65,-0.30319715,-0.23988926,"('insecure', 'secure')",0.032430854,-0.039373968,0.28660795,0.38444903,0.0052806,0.0350619,0.0297813
66,0.70465434,0.60742503,"('inactive', 'active')",0.7617486,0.8018225,0.92093235,0.880164,0.7957784,0.7631372,-0.0326412
67,-0.21260467,-0.2653391,"('doubtful', 'determined')",0.75474304,0.80914557,-0.4100269,-0.35109127,0.0440371,0.0642384,0.0202013
68,-0.26551852,-0.42104417,"('dependent', 'independent')",-0.51102674,-0.5230686,-0.6302334,-0.71177506,-0.4689262,-0.5519626,-0.0830364
69,0.15186298,0.06865869,"('lazy', 'industrious')",0.56836927,0.63011277,-1.466892,-1.5016582,-0.2488866,-0.2676289,-0.0187423
70,0.14732829,0.27220178,"('lethargic', 'energetic')",0.71679336,0.8268128,0.788074,0.7616374,0.5507319,0.6202173,0.0694854
71,2.0580068,2.030296,"('diffident', 'self-confident')",0.9993333,0.95027345,0.35510814,0.32239342,1.1374828,1.1009877,-0.0364951
72,0.16307345,0.14137173,"('unambitious', 'ambitious')",0.19248202,0.15490857,-0.43957487,-0.33816832,-0.0280065,-0.0139627,0.0140438
73,1.3051394,1.2819341,"('helpless', 'self-reliant')",0.21027036,0.28543344,-4.04132,-4.0278554,-0.84197,-0.8201626,0.0218074
74,1.4931337,1.550772,"('undedicated', 'dedicated')",0.3458729,0.4222401,-0.19358557,-0.29483166,0.5484737,0.5593935,0.0109198
75,-0.30935025,-0.3232765,"('meek', 'impulsive')",-0.09556691,-0.019262485,-0.6555659,-0.6239115,-0.3534944,-0.3221502,0.0313442
76,0.024962284,0.18072431,"('anxious', 'daring')",0.46451434,0.6197548,0.016281687,0.05256269,0.1685861,0.2843473,0.1157612
77,-1.2055988,-1.1640583,"('unmotivated', 'motivated')",0.7120493,0.6382577,-1.2363635,-1.1212828,-0.5766377,-0.5490278,0.0276099
78,-0.24119414,-0.2103517,"('nonresilient', 'resilient')",0.2322887,0.2763316,0.11372491,0.08515583,0.0349398,0.0503786,0.0154388
79,0.33877733,0.25868756,"('wavering', 'unwavering')",-0.6422973,-0.6475422,-0.47806433,-0.4680363,-0.2605281,-0.2856303,-0.0251022
80,-0.852937,-0.84820896,"('dominated', 'dominating')",0.10795052,0.16330013,-0.30634978,-0.18653016,-0.3504454,-0.2904797,0.0599657
81,-1.5772114,-1.5373828,"('submissive', 'aggressive')",0.81713146,0.6505526,-0.5008752,-0.3654635,-0.4203184,-0.4174313,0.0028871
82,-0.36612093,-0.32125372,"('poor', 'rich')",0.38494262,0.41356465,6.5481076,6.604827,2.1889764,2.2323793,0.0434029
83,0.3700807,0.34224382,"('powerless', 'powerful')",0.71139216,0.80199385,-0.8778198,-0.8267591,0.0678844,0.1058262,0.0379418
84,0.38279846,0.25253958,"('inferior', 'superior')",-0.22467133,-0.20816267,0.82537246,0.7800449,0.3278332,0.2748073,-0.0530259
85,1.683796,1.6039215,"('insignificant', 'prestigious')",0.80266374,0.8176812,-0.15189448,-0.25028107,0.7781884,0.7237739,-0.0544145
86,1.5434835,1.4554653,"('uninfluential', 'influential')",0.19583048,-0.00648148,-0.07198355,-0.1790455,0.5557768,0.4233127,-0.1324641
87,0.30642745,0.2574239,"('unsuccessful', 'successful')",0.552053,0.49968874,0.7589527,0.7913275,0.5391444,0.5161467,-0.0229977
88,-0.101023994,-0.13669047,"('low', 'eminent')",0.20090994,0.10796212,-0.2105915,-0.24396843,-0.0369018,-0.0908989,-0.0539971
