,omnicom_male,omnicom_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5362048,-1.6807343,"('unsociable', 'sociable')",0.7541459,0.62548125,-0.36312842,-0.39892104,-0.3817291,-0.4847247,-0.1029956
1,-1.2243077,-1.4737972,"('unfriendly', 'friendly')",-0.21881226,-0.43881327,1.6886127,1.4827349,0.0818309,-0.1432919,-0.2251228
2,0.20248426,0.1534576,"('unlikable', 'likable')",1.5754334,1.5346329,0.6169863,0.6936677,0.7983013,0.7939194,-0.0043819
3,-0.8742885,-0.76861894,"('repellent', 'pleasant')",0.82252604,0.994998,0.3167197,0.46325582,0.0883191,0.2298783,0.1415592
4,0.5420563,0.42188132,"('disliked', 'liked')",-0.095539,-0.31730422,-6.893913,-6.916416,-2.1491318,-2.270613,-0.1214812
5,-0.20069519,-0.29378492,"('distant', 'outgoing')",-2.0893736,-2.0834708,-0.19123714,-0.31852505,-0.827102,-0.8985936,-0.0714916
6,-0.50956756,-0.626876,"('distant', 'open')",-2.194159,-2.2307765,0.33259428,0.15438429,-0.7903775,-0.9010894,-0.1107119
7,-0.9217553,-0.8628237,"('insensitive', 'sensitive')",0.19397286,0.3316286,0.9464614,1.0606717,0.072893,0.1764922,0.1035992
8,-0.47661126,-0.6837255,"('unaffectionate', 'affectionate')",-0.33182344,-0.5190848,0.9055277,0.71356374,0.0323643,-0.1630822,-0.1954465
9,-0.8817549,-1.0688167,"('unaffectionate', 'caring')",-0.24974406,-0.39076167,1.3802491,1.3040415,0.0829167,-0.0518456,-0.1347623
10,-2.2523928,-2.2649539,"('unsympathetic', 'sympathetic')",0.27308398,0.373133,0.008555727,0.12276712,-0.6569177,-0.5896846,0.0672331
11,-0.9223626,-0.90052843,"('unhelpful', 'helpful')",0.016915925,0.041385017,2.0154617,2.110926,0.370005,0.4172608,0.0472558
12,-0.7938564,-0.7927128,"('unsupportive', 'supportive')",0.8377333,1.0237478,-1.6407915,-1.5861315,-0.5323048,-0.4516988,0.080606
13,-1.5209492,-1.483805,"('impolite', 'polite')",0.23335111,0.30252612,-0.21166283,-0.08719113,-0.4997536,-0.4228233,0.0769303
14,-0.6223518,-0.6014766,"('antisocial', 'social')",2.2207847,2.2164679,-0.16056737,-0.09107609,0.4792885,0.5079717,0.0286832
15,0.9159577,0.82847255,"('boring', 'funny')",-0.8316638,-0.9621479,0.5090183,0.46524316,0.1977707,0.1105226,-0.0872481
16,-0.11192464,-0.21503533,"('unpopular', 'popular')",-0.34880894,-0.33350626,0.45300034,0.42817986,-0.0025778,-0.0401206,-0.0375428
17,-0.12408332,-0.103080325,"('nasty', 'nice')",-0.9506379,-0.93936825,-0.14110488,-0.13314602,-0.4052753,-0.3918649,0.0134104
18,-0.52975047,-0.57503647,"('disagreeable', 'welcoming')",-0.86817014,-0.88607395,-0.3961877,-0.49279514,-0.5980361,-0.6513018,-0.0532657
19,-0.8020042,-0.8621218,"('inhospitable', 'hospitable')",-1.7611339,-1.8805488,-0.22360687,-0.2544687,-0.9289149,-0.9990464,-0.0701315
20,-0.0369737,0.08317512,"('rough', 'thoughtful')",1.3540717,1.490133,1.2455249,1.2701355,0.8542077,0.9478146,0.0936069
21,-1.1290536,-1.1656774,"('immoral', 'moral')",0.8109475,0.8751669,-0.81473845,-0.64411026,-0.3776149,-0.3115403,0.0660746
22,-0.735012,-0.6977483,"('untrustworthy', 'trustworthy')",0.7980131,0.78879875,-0.9114168,-0.8663999,-0.2828052,-0.2584498,0.0243554
23,-1.8423104,-1.9311,"('insincere', 'sincere')",0.21629351,0.22781907,6.215735,6.1788154,1.529906,1.4918448,-0.0380612
24,-1.3159684,-1.385578,"('dishonest', 'honest')",-0.07036308,-0.07170777,1.0218036,1.0119377,-0.1215093,-0.1484493,-0.02694
25,0.02219498,-0.099906825,"('egoistic', 'altruistic')",-0.011482075,-0.15324536,1.43506,1.2878278,0.4819243,0.3448919,-0.1370324
26,0.42895046,0.34518892,"('hardhearted', 'benevolent')",1.0984831,1.0409044,1.6209499,1.5141745,1.0494611,0.9667559,-0.0827052
27,0.020724185,0.16942558,"('hardhearted', 'softhearted')",-0.5897221,-0.45559096,1.4005027,1.320025,0.2771683,0.3446199,0.0674516
28,-0.6138679,-0.84314704,"('disloyal', 'loyal')",0.487616,0.2811129,1.0284295,0.947005,0.3007259,0.1283236,-0.1724023
29,0.2311129,0.1866634,"('unfair', 'fair')",-0.4023234,-0.39346737,-0.6219486,-0.81665313,-0.2643864,-0.3411524,-0.076766
30,-0.50814015,-0.55109066,"('intolerant', 'tolerant')",0.78529346,0.6459294,1.4906944,1.5095345,0.5892826,0.5347911,-0.0544915
31,0.2546011,0.18813495,"('evil', 'good')",-1.535781,-1.6628128,-1.0098226,-1.2493776,-0.7636675,-0.9080185,-0.144351
32,-0.9541372,-1.0046226,"('unkind', 'kind')",0.8298866,0.7741999,0.8649183,0.77569836,0.2468892,0.1817586,-0.0651306
33,0.5521566,0.38380396,"('wrong', 'right')",-0.28301552,-0.31263402,-0.24692322,-0.32571605,0.007406,-0.0848487,-0.0922547
34,-0.49347025,-0.40084496,"('mean', 'honorable')",-0.21735197,-0.09038931,6.071607,6.1563573,1.7869283,1.8883743,0.101446
35,1.0532055,0.9353324,"('corrupt', 'incorrupt')",-1.5755877,-1.749395,-0.14783928,-0.4331119,-0.2234072,-0.4157248,-0.1923176
36,0.4335455,0.22920409,"('hostile', 'amicable')",-1.6791234,-2.0041075,0.21840881,-0.05757104,-0.3423897,-0.6108248,-0.2684351
37,-0.16596669,-0.09835124,"('fake', 'genuine')",0.16093999,0.25456497,0.47596052,0.51427895,0.1569779,0.2234975,0.0665196
38,-1.0707326,-1.1804105,"('untruthful', 'truthful')",-0.91463125,-0.97688437,0.25045842,0.28568962,-0.5783018,-0.6238684,-0.0455666
39,0.50044864,0.51695,"('exploitative', 'cooperative')",2.15435,2.1468484,0.25559732,0.27833036,0.970132,0.9807096,0.0105776
40,0.24171902,0.24551788,"('stingy', 'generous')",0.49500787,0.6349627,-1.4769728,-1.4849342,-0.2467486,-0.2014846,0.045264
41,-0.8313659,-0.9276177,"('unforgiving', 'forgiving')",0.6038749,0.52136016,0.3003714,0.27791438,0.0242935,-0.0427811,-0.0670746
42,0.11683399,0.300884,"('unreliable', 'reliable')",1.0264485,1.2160238,-3.030702,-2.8914132,-0.6291399,-0.4581685,0.1709714
43,-1.5847559,-1.5194153,"('irresponsible', 'responsible')",0.7067882,0.8155441,0.8924298,0.96564484,0.0048207,0.0872579,0.0824372
44,0.07519647,0.19836818,"('prejudiced', 'unprejudiced')",-0.61672413,-0.646492,-1.5256491,-1.5914909,-0.6890589,-0.6798716,0.0091873
45,-1.453315,-1.4519792,"('incompetent', 'competent')",0.5284263,0.5417607,-0.3206991,-0.2443222,-0.4151959,-0.3848469,0.030349
46,-1.7443783,-1.7483194,"('uncompetitive', 'competitive')",1.4655396,1.6116687,-0.9481896,-0.77004355,-0.4090095,-0.3022314,0.1067781
47,-0.72847635,-0.5660576,"('stupid', 'smart')",0.6367702,0.69836223,5.9100466,5.946461,1.9394468,2.0262553,0.0868085
48,0.36811826,0.25548786,"('unintelligent', 'intelligent')",0.4878564,0.52654576,0.68907005,0.7583032,0.5150149,0.5134456,-0.0015693
49,-0.3771709,-0.35298648,"('unable', 'able')",-1.0935128,-1.0298496,-0.51729846,-0.41405877,-0.6626607,-0.598965,0.0636957
50,0.7551663,0.80507016,"('clumsy', 'skillful')",-0.619568,-0.5668422,0.09165638,0.095178634,0.0757516,0.1111355,0.0353839
51,-0.50438845,-0.5410445,"('uneducated', 'educated')",1.2707489,1.216018,0.6345448,0.7163609,0.4669684,0.4637781,-0.0031903
52,0.51604176,0.2388869,"('irrational', 'rational')",-1.1766025,-1.3684504,-0.04127091,-0.26018038,-0.2339439,-0.463248,-0.2293041
53,-0.976119,-1.0703392,"('uncreative', 'creative')",0.09267465,0.009047266,1.0075479,0.97027296,0.0413678,-0.0303397,-0.0717075
54,-0.55935234,-0.7522433,"('incapable', 'capable')",-0.47150332,-0.56864136,1.0428915,0.9655537,0.0040119,-0.1184437,-0.1224556
55,-1.0955548,-1.1006972,"('incompetent', 'clever')",1.5863711,1.6222606,0.046932533,0.18995912,0.1792496,0.2371742,0.0579246
56,-0.34010622,-0.37344363,"('impractical', 'practical')",1.5375433,1.4940388,0.18266976,0.27078953,0.4600356,0.4637949,0.0037593
57,-0.79330117,-0.8381489,"('unimaginative', 'imaginative')",0.0054560974,-0.011847474,-2.5281472,-2.4679244,-1.1053308,-1.1059736,-0.0006428
58,0.024351094,0.0024562925,"('undiscriminating', 'discriminating')",0.8806859,0.9067741,0.11482519,0.17848979,0.3399541,0.3625734,0.0226193
59,0.40138862,0.31996903,"('foolish', 'wise')",-1.2536063,-1.3334627,0.5369605,0.45409778,-0.1050857,-0.1864653,-0.0813796
60,-0.76079494,-0.65573835,"('inefficient', 'efficient')",1.841807,2.0028765,0.08711664,0.39153695,0.3893762,0.5795584,0.1901822
61,-0.40255314,-0.5959817,"('illogical', 'logical')",-0.034776375,-0.08130279,0.19178322,0.1006805,-0.0818488,-0.1922013,-0.1103525
62,-0.6266372,-0.62202173,"('incompetent', 'brilliant')",1.0793307,1.2138101,0.34524316,0.5729799,0.2659789,0.3882561,0.1222772
63,-1.1205003,-1.1027766,"('unperceptive', 'insightful')",1.0950949,1.200675,0.85018885,1.0494783,0.2749278,0.3824589,0.1075311
64,-0.5307433,-0.58488137,"('shy', 'confident')",1.2888561,1.2977961,-6.896245,-6.7804394,-2.046044,-2.0225081,0.0235359
65,-0.72018766,-0.6689427,"('insecure', 'secure')",1.0082458,1.0224891,-0.4813635,-0.35875762,-0.0644351,-0.0017371,0.062698
66,-0.08035011,-0.088530034,"('inactive', 'active')",0.30335295,0.26263496,1.0737737,1.0033256,0.4322588,0.3924768,-0.039782
67,0.54993963,0.5197214,"('doubtful', 'determined')",0.6580667,0.7027046,-0.29289246,-0.23281884,0.305038,0.329869,0.024831
68,-0.44808164,-0.44909623,"('dependent', 'independent')",-0.20187567,-0.16398829,-0.6173577,-0.58899087,-0.4224383,-0.4006918,0.0217465
69,2.1602633,2.1385708,"('lazy', 'industrious')",0.04745049,0.055247314,-0.5332296,-0.6018468,0.5581614,0.5306571,-0.0275043
70,-0.9620465,-0.81665766,"('lethargic', 'energetic')",0.5647821,0.73533565,0.6740048,0.8158578,0.0922468,0.2448453,0.1525985
71,-0.42093006,-0.45719093,"('diffident', 'self-confident')",0.026268307,0.024802051,0.49253303,0.42506498,0.0326238,-0.0024413,-0.0350651
72,-0.61163324,-0.59582216,"('unambitious', 'ambitious')",0.81137174,0.83222264,-0.30046377,-0.2289978,-0.0335751,0.0024676,0.0360427
73,1.2381848,1.2793795,"('helpless', 'self-reliant')",-0.047480177,-0.089676544,-3.3423495,-3.3123164,-0.717215,-0.7075378,0.0096772
74,-0.29789096,-0.32254183,"('undedicated', 'dedicated')",1.4738522,1.5109265,0.07525776,0.14807737,0.417073,0.4454873,0.0284143
75,0.8660754,0.8431289,"('meek', 'impulsive')",-1.589853,-1.5643365,-0.4097616,-0.39582098,-0.3778464,-0.3723429,0.0055035
76,-0.3920917,-0.22997692,"('anxious', 'daring')",0.7371435,0.9719569,0.270129,0.4315626,0.2050603,0.3911808,0.1861205
77,-0.7902562,-0.9285124,"('unmotivated', 'motivated')",0.6834262,0.7453164,-1.042904,-0.857052,-0.3832447,-0.3467493,0.0364954
78,-0.71603477,-0.690799,"('nonresilient', 'resilient')",0.7687935,0.9455115,-0.14775966,-0.0071537765,-0.031667,0.0825196,0.1141866
79,0.124705195,0.033400822,"('wavering', 'unwavering')",-2.1254492,-2.2265017,0.012663638,-0.075587645,-0.6626934,-0.7562296,-0.0935362
80,-0.20665082,-0.09460753,"('dominated', 'dominating')",1.542228,1.7101625,-1.0707109,-0.90980405,0.0882887,0.2352503,0.1469616
81,-0.61328214,-0.6235254,"('submissive', 'aggressive')",2.084917,2.0970492,-0.5699442,-0.36913824,0.3005636,0.3681285,0.0675649
82,-1.1045618,-1.123844,"('poor', 'rich')",-0.21024296,-0.26175815,6.2267,6.218881,1.6372983,1.6110929,-0.0262054
