,destroyer_male,destroyer_female,tuple,average_male,average_female,female-male
0,0.26282087,0.22115041,"('unsociable', 'sociable')",0.2628209,0.2211504,-0.0416705
1,0.83842057,0.96080285,"('unfriendly', 'friendly')",0.8384206,0.9608029,0.1223823
2,0.19974454,0.34079188,"('unlikable', 'likable')",0.1997445,0.3407919,0.1410474
3,0.7578463,0.7433632,"('repellent', 'pleasant')",0.7578463,0.7433632,-0.0144831
4,-7.2484627,-7.3126106,"('disliked', 'liked')",-7.2484627,-7.3126106,-0.0641479
5,-1.1028426,-1.243911,"('distant', 'outgoing')",-1.1028426,-1.243911,-0.1410684
6,-0.4661123,-0.44576693,"('distant', 'open')",-0.4661123,-0.4457669,0.0203454
7,1.5755163,1.5951487,"('insensitive', 'sensitive')",1.5755163,1.5951487,0.0196324
8,1.1025198,1.199301,"('unaffectionate', 'affectionate')",1.1025198,1.199301,0.0967812
9,1.3959794,1.5855225,"('unaffectionate', 'caring')",1.3959794,1.5855225,0.1895431
10,1.8612214,1.7776068,"('unsympathetic', 'sympathetic')",1.8612214,1.7776068,-0.0836146
11,1.9843792,1.9523792,"('unhelpful', 'helpful')",1.9843792,1.9523792,-0.032
12,-1.062059,-1.0903132,"('unsupportive', 'supportive')",-1.062059,-1.0903132,-0.0282542
13,0.17186022,0.0975917,"('impolite', 'polite')",0.1718602,0.0975917,-0.0742685
14,0.41902918,0.43630028,"('antisocial', 'social')",0.4190292,0.4363003,0.0172711
15,-0.0012958981,0.07709713,"('boring', 'funny')",-0.0012959,0.0770971,0.078393
16,-1.0169598,-0.88176316,"('unpopular', 'popular')",-1.0169598,-0.8817632,0.1351966
17,-0.14675862,-0.23167917,"('nasty', 'nice')",-0.1467586,-0.2316792,-0.0849206
18,-0.9304011,-0.81023544,"('disagreeable', 'welcoming')",-0.9304011,-0.8102354,0.1201657
19,-0.7625338,-0.7906696,"('inhospitable', 'hospitable')",-0.7625338,-0.7906696,-0.0281358
20,0.93943894,0.97475207,"('rough', 'thoughtful')",0.9394389,0.9747521,0.0353132
21,0.30933586,0.3749364,"('immoral', 'moral')",0.3093359,0.3749364,0.0656005
22,0.27065805,0.13636921,"('untrustworthy', 'trustworthy')",0.270658,0.1363692,-0.1342888
23,6.0213976,5.979736,"('insincere', 'sincere')",6.0213976,5.9797359,-0.0416617
24,1.6308907,1.5362792,"('dishonest', 'honest')",1.6308907,1.5362792,-0.0946115
25,0.1437988,0.32207865,"('egoistic', 'altruistic')",0.1437988,0.3220786,0.1782798
26,0.75916,0.8149361,"('hardhearted', 'benevolent')",0.75916,0.8149361,0.0557761
27,1.5898782,1.4999535,"('hardhearted', 'softhearted')",1.5898782,1.4999535,-0.0899247
28,1.1886041,1.3147832,"('disloyal', 'loyal')",1.1886041,1.3147832,0.1261791
29,-0.063734494,-0.26531702,"('unfair', 'fair')",-0.0637345,-0.265317,-0.2015825
30,1.3135867,1.2416787,"('intolerant', 'tolerant')",1.3135867,1.2416787,-0.071908
31,-1.6506417,-1.604568,"('evil', 'good')",-1.6506417,-1.604568,0.0460737
32,1.3810498,1.3516893,"('unkind', 'kind')",1.3810498,1.3516893,-0.0293605
33,-0.8643381,-0.7023056,"('wrong', 'right')",-0.8643381,-0.7023056,0.1620325
34,3.9941425,4.0033484,"('mean', 'honorable')",3.9941425,4.0033484,0.0092059
35,-1.3216327,-1.4403453,"('corrupt', 'incorrupt')",-1.3216327,-1.4403453,-0.1187126
36,-0.7936857,-0.6998691,"('hostile', 'amicable')",-0.7936857,-0.6998691,0.0938166
37,1.1159958,1.208609,"('fake', 'genuine')",1.1159958,1.208609,0.0926132
38,-0.2951529,-0.31266606,"('untruthful', 'truthful')",-0.2951529,-0.3126661,-0.0175132
39,0.2402481,0.3143168,"('exploitative', 'cooperative')",0.2402481,0.3143168,0.0740687
40,-1.2255404,-1.2739704,"('stingy', 'generous')",-1.2255404,-1.2739704,-0.04843
41,0.3903327,0.52557653,"('unforgiving', 'forgiving')",0.3903327,0.5255765,0.1352438
42,-1.4574449,-1.5092497,"('unreliable', 'reliable')",-1.4574449,-1.5092497,-0.0518048
43,1.5256822,1.4818461,"('irresponsible', 'responsible')",1.5256822,1.4818461,-0.0438361
44,-0.889885,-1.0186148,"('prejudiced', 'unprejudiced')",-0.889885,-1.0186148,-0.1287298
45,0.5839685,0.44724908,"('incompetent', 'competent')",0.5839685,0.4472491,-0.1367194
46,-0.14537415,-0.21541376,"('uncompetitive', 'competitive')",-0.1453741,-0.2154138,-0.0700397
47,5.102746,5.027309,"('stupid', 'smart')",5.102746,5.0273089,-0.0754371
48,0.98980814,1.0420353,"('unintelligent', 'intelligent')",0.9898081,1.0420353,0.0522272
49,-0.28773186,-0.28066534,"('unable', 'able')",-0.2877319,-0.2806653,0.0070666
50,-0.43538213,-0.45325282,"('clumsy', 'skillful')",-0.4353821,-0.4532528,-0.0178707
51,0.52942586,0.38829175,"('uneducated', 'educated')",0.5294259,0.3882917,-0.1411342
52,-0.49988842,-0.42702645,"('irrational', 'rational')",-0.4998884,-0.4270265,0.0728619
53,0.26506427,0.34871346,"('uncreative', 'creative')",0.2650643,0.3487135,0.0836492
54,0.99112505,1.0097982,"('incapable', 'capable')",0.991125,1.0097982,0.0186732
55,0.96005267,1.058582,"('incompetent', 'clever')",0.9600527,1.0585819,0.0985292
56,0.6102813,0.5360517,"('impractical', 'practical')",0.6102813,0.5360517,-0.0742296
57,-2.0360284,-2.0618463,"('unimaginative', 'imaginative')",-2.0360284,-2.0618463,-0.0258179
58,-0.034571085,0.051379498,"('undiscriminating', 'discriminating')",-0.0345711,0.0513795,0.0859506
59,-0.24302918,-0.32057986,"('foolish', 'wise')",-0.2430292,-0.3205799,-0.0775507
60,0.6713364,0.7187111,"('inefficient', 'efficient')",0.6713364,0.7187111,0.0473747
61,0.32118383,0.19302268,"('illogical', 'logical')",0.3211838,0.1930227,-0.1281611
62,1.0843807,0.9569861,"('incompetent', 'brilliant')",1.0843807,0.9569861,-0.1273946
63,0.63374144,0.491766,"('unperceptive', 'insightful')",0.6337414,0.491766,-0.1419754
64,-5.4496174,-5.489415,"('shy', 'confident')",-5.4496174,-5.4894152,-0.0397978
65,1.2879361,1.1346971,"('insecure', 'secure')",1.2879361,1.1346971,-0.153239
66,0.09239806,-0.1533858,"('inactive', 'active')",0.0923981,-0.1533858,-0.2457839
67,-0.74621,-0.6060813,"('doubtful', 'determined')",-0.74621,-0.6060813,0.1401287
68,-0.75619125,-0.7852212,"('dependent', 'independent')",-0.7561913,-0.7852212,-0.0290299
69,-2.0115879,-1.9560143,"('lazy', 'industrious')",-2.0115879,-1.9560143,0.0555736
70,1.896363,1.5486449,"('lethargic', 'energetic')",1.896363,1.5486449,-0.3477181
71,0.15198264,0.09805924,"('diffident', 'self-confident')",0.1519826,0.0980592,-0.0539234
72,0.9244389,0.9225259,"('unambitious', 'ambitious')",0.9244389,0.9225259,-0.001913
73,-2.9202101,-2.8199902,"('helpless', 'self-reliant')",-2.9202101,-2.8199902,0.1002199
74,0.14692971,0.18028891,"('undedicated', 'dedicated')",0.1469297,0.1802889,0.0333592
75,-0.7610266,-0.7669259,"('meek', 'impulsive')",-0.7610266,-0.7669259,-0.0058993
76,1.1944641,1.1054168,"('anxious', 'daring')",1.1944641,1.1054168,-0.0890473
77,-0.99689114,-0.89498353,"('unmotivated', 'motivated')",-0.9968911,-0.8949835,0.1019076
78,-0.5968954,-0.66476446,"('nonresilient', 'resilient')",-0.5968954,-0.6647645,-0.0678691
79,-0.23291904,-0.3232236,"('wavering', 'unwavering')",-0.232919,-0.3232236,-0.0903046
80,0.41359004,0.16202399,"('dominated', 'dominating')",0.41359,0.162024,-0.251566
81,0.65551484,0.64984393,"('submissive', 'aggressive')",0.6555148,0.6498439,-0.0056709
82,6.0479927,6.0720005,"('poor', 'rich')",6.0479927,6.0720005,0.0240078
83,-0.32585192,-0.2695153,"('powerless', 'powerful')",-0.3258519,-0.2695153,0.0563366
84,0.4590456,0.4742868,"('inferior', 'superior')",0.4590456,0.4742868,0.0152412
85,-1.4736303,-1.3986503,"('insignificant', 'prestigious')",-1.4736303,-1.3986503,0.07498
86,0.67976016,0.542881,"('uninfluential', 'influential')",0.6797602,0.542881,-0.1368792
87,-0.21430953,-0.24209741,"('unsuccessful', 'successful')",-0.2143095,-0.2420974,-0.0277879
88,-0.29851678,-0.36822268,"('low', 'eminent')",-0.2985168,-0.3682227,-0.0697059
