,tin_male,tin_female,tuple,average_male,average_female,female-male
0,0.2150042,0.280685,"('unsociable', 'sociable')",0.2150042,0.280685,0.0656808
1,1.6029159,1.49291,"('unfriendly', 'friendly')",1.6029159,1.49291,-0.1100059
2,0.6475263,0.8156818,"('unlikable', 'likable')",0.6475263,0.8156818,0.1681555
3,0.8786561,1.2163789,"('repellent', 'pleasant')",0.8786561,1.2163789,0.3377228
4,-7.026608,-6.8632503,"('disliked', 'liked')",-7.026608,-6.8632503,0.1633577
5,-0.21389857,-0.12574483,"('distant', 'outgoing')",-0.2138986,-0.1257448,0.0881538
6,0.0644764,0.12540016,"('distant', 'open')",0.0644764,0.1254002,0.0609238
7,1.4191653,1.6076522,"('insensitive', 'sensitive')",1.4191653,1.6076522,0.1884869
8,1.0908356,0.95199615,"('unaffectionate', 'affectionate')",1.0908356,0.9519961,-0.1388395
9,1.4724745,1.4961265,"('unaffectionate', 'caring')",1.4724745,1.4961265,0.023652
10,1.4861618,1.636875,"('unsympathetic', 'sympathetic')",1.4861618,1.636875,0.1507132
11,2.1145327,2.1608236,"('unhelpful', 'helpful')",2.1145327,2.1608236,0.0462909
12,-0.9150335,-0.77817625,"('unsupportive', 'supportive')",-0.9150335,-0.7781762,0.1368573
13,0.31746078,0.3354112,"('impolite', 'polite')",0.3174608,0.3354112,0.0179504
14,0.28239122,0.31980154,"('antisocial', 'social')",0.2823912,0.3198015,0.0374103
15,0.38131505,0.3177422,"('boring', 'funny')",0.3813151,0.3177422,-0.0635729
16,-0.6932134,-0.5184667,"('unpopular', 'popular')",-0.6932134,-0.5184667,0.1747467
17,-0.15462571,-0.11776657,"('nasty', 'nice')",-0.1546257,-0.1177666,0.0368591
18,-0.24912766,-0.21227351,"('disagreeable', 'welcoming')",-0.2491277,-0.2122735,0.0368542
19,-0.23758483,-0.21528031,"('inhospitable', 'hospitable')",-0.2375848,-0.2152803,0.0223045
20,0.82220304,0.7590664,"('rough', 'thoughtful')",0.822203,0.7590664,-0.0631366
21,0.40743718,0.63240665,"('immoral', 'moral')",0.4074372,0.6324067,0.2249695
22,0.17393331,0.23188108,"('untrustworthy', 'trustworthy')",0.1739333,0.2318811,0.0579478
23,6.717031,6.7528424,"('insincere', 'sincere')",6.717031,6.7528424,0.0358114
24,2.125884,2.226184,"('dishonest', 'honest')",2.1258841,2.2261839,0.1002998
25,0.4257723,0.31848717,"('egoistic', 'altruistic')",0.4257723,0.3184872,-0.1072851
26,0.41071627,0.22757512,"('hardhearted', 'benevolent')",0.4107163,0.2275751,-0.1831412
27,1.518929,1.4462371,"('hardhearted', 'softhearted')",1.518929,1.4462371,-0.0726919
28,1.1670425,1.239938,"('disloyal', 'loyal')",1.1670425,1.239938,0.0728955
29,-0.2496788,-0.31175643,"('unfair', 'fair')",-0.2496788,-0.3117564,-0.0620776
30,1.0122352,0.96769035,"('intolerant', 'tolerant')",1.0122352,0.9676903,-0.0445449
31,-1.3542283,-1.3802637,"('evil', 'good')",-1.3542283,-1.3802637,-0.0260354
32,1.5378631,1.49339,"('unkind', 'kind')",1.5378631,1.49339,-0.0444731
33,-0.5166988,-0.4742113,"('wrong', 'right')",-0.5166988,-0.4742113,0.0424875
34,4.315801,4.461357,"('mean', 'honorable')",4.3158011,4.4613571,0.145556
35,-1.0982902,-1.2345022,"('corrupt', 'incorrupt')",-1.0982902,-1.2345022,-0.136212
36,-1.0138333,-1.1271287,"('hostile', 'amicable')",-1.0138333,-1.1271287,-0.1132954
37,1.0823534,1.1041546,"('fake', 'genuine')",1.0823534,1.1041546,0.0218012
38,0.28919938,0.24482283,"('untruthful', 'truthful')",0.2891994,0.2448228,-0.0443766
39,0.045876097,0.091001585,"('exploitative', 'cooperative')",0.0458761,0.0910016,0.0451255
40,-1.0030748,-0.9617277,"('stingy', 'generous')",-1.0030748,-0.9617277,0.0413471
41,0.050108787,0.03657241,"('unforgiving', 'forgiving')",0.0501088,0.0365724,-0.0135364
42,-1.4878142,-1.3430884,"('unreliable', 'reliable')",-1.4878142,-1.3430884,0.1447258
43,1.5199827,1.508405,"('irresponsible', 'responsible')",1.5199827,1.508405,-0.0115777
44,-1.1694916,-1.3975624,"('prejudiced', 'unprejudiced')",-1.1694916,-1.3975624,-0.2280708
45,0.3381709,0.6154811,"('incompetent', 'competent')",0.3381709,0.6154811,0.2773102
46,-0.27930358,-0.0828066,"('uncompetitive', 'competitive')",-0.2793036,-0.0828066,0.196497
47,5.4047217,5.6053457,"('stupid', 'smart')",5.4047217,5.6053457,0.200624
48,1.0371528,1.0738614,"('unintelligent', 'intelligent')",1.0371528,1.0738614,0.0367086
49,0.27316046,0.52721524,"('unable', 'able')",0.2731605,0.5272152,0.2540547
50,0.02935392,0.23776633,"('clumsy', 'skillful')",0.0293539,0.2377663,0.2084124
51,0.7523726,0.93551874,"('uneducated', 'educated')",0.7523726,0.9355187,0.1831461
52,-0.46055698,-0.47315124,"('irrational', 'rational')",-0.460557,-0.4731512,-0.0125942
53,0.48392716,0.5246001,"('uncreative', 'creative')",0.4839272,0.5246001,0.0406729
54,1.3876727,1.5316895,"('incapable', 'capable')",1.3876727,1.5316895,0.1440168
