,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5519387,-0.6389353,"('unsociable', 'sociable')",-0.13167718,-0.26048055,-0.37942597,-0.54919034,-0.3543473,-0.4828688,-0.1285215
1,-1.9925139,-1.8729559,"('unfriendly', 'friendly')",-0.001559956,-0.13388774,1.4683467,1.3739861,-0.1752424,-0.2109525,-0.0357101
2,0.48753235,0.55058324,"('unlikable', 'likable')",0.21375887,0.2904374,0.9486686,1.0350608,0.5499866,0.6253605,0.0753739
3,0.23937699,0.44670653,"('repellent', 'pleasant')",0.23742954,0.36229473,-0.0064967955,0.039196953,0.1567699,0.2827327,0.1259628
4,-0.7269386,-0.73207706,"('disliked', 'liked')",-0.40176907,-0.43465427,-5.519206,-5.6742015,-2.2159713,-2.2803109,-0.0643396
5,-1.203212,-1.0386082,"('distant', 'outgoing')",-0.8225326,-0.6645649,-0.02472845,0.06429459,-0.6834911,-0.5462929,0.1371982
6,-1.1617054,-0.9041681,"('distant', 'open')",-1.1242987,-0.9741287,0.45044404,0.52876717,-0.6118534,-0.4498432,0.1620102
7,0.44901454,0.49403659,"('insensitive', 'sensitive')",0.6397784,0.6804536,-0.011049585,0.0348342,0.3592478,0.4031081,0.0438603
8,-0.94301844,-0.8529364,"('unaffectionate', 'affectionate')",-0.25025126,-0.2964083,0.42218664,0.44206953,-0.2570277,-0.2357584,0.0212693
9,-0.8769531,-0.7520362,"('unaffectionate', 'caring')",-0.044166647,-0.08449569,1.088248,1.1141921,0.0557094,0.0925534,0.036844
10,0.025752954,0.11463063,"('unsympathetic', 'sympathetic')",-0.46284956,-0.4670394,-0.90268236,-0.9574847,-0.446593,-0.4366312,0.0099618
11,0.45496327,0.46082547,"('unhelpful', 'helpful')",1.0666418,1.1154937,1.9168916,1.9340802,1.1461655,1.1701331,0.0239676
12,0.26526117,0.54865116,"('unsupportive', 'supportive')",0.3541417,0.5437061,-2.0017297,-1.9289271,-0.4607756,-0.2788566,0.181919
13,0.035304975,-0.020322796,"('impolite', 'polite')",-0.116059005,-0.117758736,-0.4160468,-0.46304837,-0.1656003,-0.2003766,-0.0347763
