,cvs_male,cvs_female,tuple,health_male,health_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.7072729,-0.9280821,"('unsociable', 'sociable')",0.43037042,0.32738316,-0.3088756,-0.5970383,-0.1952594,-0.3992457,-0.2039863
1,0.08541648,0.20881566,"('unfriendly', 'friendly')",1.00267,1.0168498,1.1020979,1.102481,0.7300615,0.7760488,0.0459873
2,1.5615447,1.5535473,"('unlikable', 'likable')",1.2675534,1.2555777,1.140024,1.1660748,1.3230407,1.3250666,0.0020259
3,-1.050266,-1.0727198,"('repellent', 'pleasant')",-1.1657401,-0.966701,0.6502625,0.58041304,-0.5219146,-0.4863359,0.0355787
4,0.3255462,0.5256437,"('disliked', 'liked')",0.84696347,0.93271273,-5.813177,-5.704466,-1.5468891,-1.4153698,0.1315193
5,0.7269878,1.0128887,"('distant', 'outgoing')",0.9599425,1.1508291,-0.55859745,-0.30518067,0.376111,0.6195124,0.2434014
6,0.5754671,0.9112067,"('distant', 'open')",0.8324795,1.0550556,-0.59414387,-0.32714853,0.2712676,0.5463713,0.2751037
7,-0.47301716,-0.56026393,"('insensitive', 'sensitive')",-0.25261986,-0.19661053,0.10285805,0.011119996,-0.207593,-0.2485848,-0.0409918
8,-0.34758955,-0.25799632,"('unaffectionate', 'affectionate')",0.2347357,0.16055161,0.3380339,0.43314967,0.07506,0.1119017,0.0368417
9,0.35353044,0.44813725,"('unaffectionate', 'caring')",1.457998,1.4693736,1.0679246,1.1375192,0.9598177,1.0183434,0.0585257
10,-1.372177,-1.5740981,"('unsympathetic', 'sympathetic')",-0.4249506,-0.35787642,-0.60364974,-0.75886196,-0.8002591,-0.8969455,-0.0966864
11,0.54111147,0.34864604,"('unhelpful', 'helpful')",0.19346035,0.18386126,2.0299187,1.9249762,0.9214969,0.8191612,-0.1023357
12,1.4307051,1.5763083,"('unsupportive', 'supportive')",2.4289398,2.6509576,-1.8405302,-1.7406377,0.6730382,0.828876,0.1558378
13,0.22399633,-0.04149084,"('impolite', 'polite')",0.33573633,0.2510056,-0.7379379,-0.9471414,-0.0594018,-0.2458756,-0.1864738
14,-1.3462309,-1.5128913,"('antisocial', 'social')",-0.02676162,-0.024215484,-0.43319282,-0.7091862,-0.6020618,-0.7487644,-0.1467026
15,0.26873848,0.18363191,"('boring', 'funny')",0.50963014,0.38524723,0.014802712,-0.007698847,0.2643904,0.1870601,-0.0773303
16,0.18390071,0.29914576,"('unpopular', 'popular')",0.22557437,0.29454735,0.5667588,0.43234068,0.3254113,0.3420113,0.0166
17,-0.018693808,0.042190827,"('nasty', 'nice')",-0.17197162,0.052467227,-0.39355376,-0.32448852,-0.1947397,-0.0766102,0.1181295
18,0.15034488,0.23219287,"('disagreeable', 'welcoming')",-0.60900724,-0.5796925,-0.578054,-0.53242296,-0.3455721,-0.2933075,0.0522646
19,1.3298011,1.4794928,"('inhospitable', 'hospitable')",0.3132396,0.35193172,-0.20101678,-0.024642354,0.4806746,0.6022607,0.1215861
20,0.12691203,0.13528089,"('rough', 'thoughtful')",-0.3510162,-0.3124099,0.6192412,0.6243695,0.1317123,0.1490802,0.0173679
21,0.3636599,0.13586749,"('immoral', 'moral')",0.9639686,0.9428091,-0.32118762,-0.4932649,0.3354803,0.1951372,-0.1403431
22,-0.022496115,-0.08136529,"('untrustworthy', 'trustworthy')",-0.25062156,-0.323683,-0.8770829,-0.9313938,-0.3834002,-0.4454807,-0.0620805
23,0.093908794,-0.10614153,"('insincere', 'sincere')",0.11961421,0.122699305,5.373683,5.081072,1.862402,1.6992098,-0.1631922
24,-0.087119505,-0.17337096,"('dishonest', 'honest')",0.47862884,0.4720364,0.74689645,0.7189745,0.3794686,0.3392133,-0.0402553
25,-0.3489162,-0.2883496,"('egoistic', 'altruistic')",0.09589152,0.109939456,1.203117,1.20614,0.3166974,0.3425766,0.0258792
26,0.3425988,0.39280778,"('hardhearted', 'benevolent')",1.4981276,1.45096,1.7377666,1.6443845,1.192831,1.1627175,-0.0301135
27,0.15780343,0.31636694,"('hardhearted', 'softhearted')",0.68473345,0.78663045,0.92161477,0.99611557,0.5880505,0.6997043,0.1116538
28,-0.78698444,-0.9242519,"('disloyal', 'loyal')",0.092134655,-0.0003911592,0.74090135,0.5486661,0.0153505,-0.1253257,-0.1406762
29,-0.025011517,0.064302064,"('unfair', 'fair')",-0.10491946,0.041829426,-0.43798178,-0.4770003,-0.1893043,-0.1236229,0.0656814
30,-0.10219346,-0.2579325,"('intolerant', 'tolerant')",0.30602247,0.33961987,0.8227476,0.61943614,0.3421922,0.2337078,-0.1084844
31,0.39483014,0.7014966,"('evil', 'good')",-0.32400846,-0.19221066,-0.9924151,-0.78589815,-0.3071978,-0.0922041,0.2149937
32,1.1589457,0.99451756,"('unkind', 'kind')",1.9376364,1.8583819,1.5047562,1.2208855,1.5337795,1.3579283,-0.1758512
33,1.6445765,1.7511374,"('wrong', 'right')",0.82948637,0.8244831,-0.76824117,-0.6560842,0.5686073,0.6398454,0.0712381
34,0.25119114,0.31669313,"('mean', 'honorable')",0.65255624,0.79744387,5.1702733,5.272531,2.0246736,2.1288894,0.1042158
35,0.59901583,0.77036846,"('corrupt', 'incorrupt')",-0.72884107,-0.6531131,-0.25248897,-0.11998615,-0.1274381,-0.0009103,0.1265278
36,0.39292923,0.5982144,"('hostile', 'amicable')",-0.36470002,-0.29516757,-0.3124759,-0.27629822,-0.0947489,0.0089162,0.1036651
37,0.016006775,-0.022035614,"('fake', 'genuine')",-0.03967659,-0.042622022,-0.06277549,-0.03769624,-0.0288151,-0.034118,-0.0053029
38,0.29643852,0.3771445,"('untruthful', 'truthful')",0.97773725,1.1125288,0.22942768,0.35914546,0.5012012,0.6162729,0.1150717
39,1.3513501,1.2387723,"('exploitative', 'cooperative')",0.39389074,0.43025088,0.25881174,0.25280535,0.6680175,0.6406095,-0.027408
40,-0.024483167,0.10794369,"('stingy', 'generous')",0.124185786,0.2460317,-2.34008,-2.2663083,-0.7467925,-0.6374443,0.1093482
41,0.53082025,0.59171396,"('unforgiving', 'forgiving')",0.37767842,0.4291024,0.006683332,-0.009569133,0.3050607,0.3370824,0.0320217
42,0.9060059,0.9880469,"('unreliable', 'reliable')",1.046173,1.210804,-2.5367277,-2.4452677,-0.1948496,-0.0821389,0.1127107
43,-0.12635326,-0.17422387,"('irresponsible', 'responsible')",1.0947818,1.2090995,0.3014068,0.23039134,0.4232784,0.4217557,-0.0015227
44,-0.14181493,-0.09827894,"('prejudiced', 'unprejudiced')",-0.47675982,-0.35718253,-1.1942887,-1.1536748,-0.6042878,-0.5363788,0.067909
45,-0.8626766,-0.8003688,"('incompetent', 'competent')",-0.16426292,0.027142972,-0.15534607,-0.20861696,-0.3940952,-0.3272809,0.0668143
46,-0.93169284,-1.0731301,"('uncompetitive', 'competitive')",-0.34491313,-0.27025622,-1.1467118,-1.2981153,-0.8077726,-0.8805006,-0.072728
47,0.47168368,0.46139905,"('stupid', 'smart')",1.7327764,1.682964,5.263975,5.2092695,2.4894784,2.4512108,-0.0382676
48,-0.593341,-0.7563988,"('unintelligent', 'intelligent')",0.27949682,0.25882304,0.4988952,0.38483834,0.0616837,-0.0375791,-0.0992628
49,0.31500667,0.4003824,"('unable', 'able')",0.344024,0.43604052,-0.048130617,0.016530732,0.2036333,0.2843179,0.0806846
50,1.0173563,1.0012186,"('clumsy', 'skillful')",0.5840991,0.5366899,0.2694313,0.1984622,0.6236289,0.5787902,-0.0448387
51,-0.46473208,-0.67665017,"('uneducated', 'educated')",-0.011190809,-0.12082316,0.29979867,0.06546825,-0.0587081,-0.2440017,-0.1852936
52,0.85406667,0.7076808,"('irrational', 'rational')",0.23860048,0.071770445,0.263191,0.16868785,0.4519527,0.3160464,-0.1359063
53,-0.23029566,-0.17987086,"('uncreative', 'creative')",-0.86951715,-0.879755,0.28228924,0.1585146,-0.2725078,-0.3003704,-0.0278626
54,0.8335263,0.8302914,"('incapable', 'capable')",0.54569715,0.43382877,0.688025,0.66974086,0.6890828,0.6446203,-0.0444625
55,-1.3510128,-1.4960455,"('incompetent', 'clever')",-1.3810312,-1.4048636,-0.011829371,-0.15653874,-0.9146245,-1.0191492,-0.1045247
56,-0.10289479,-0.22667776,"('impractical', 'practical')",0.8223548,0.86614025,-0.2684781,-0.39206266,0.1503273,0.0824666,-0.0678607
57,-1.4791689,-1.5307913,"('unimaginative', 'imaginative')",-0.6701085,-0.6113488,-3.157536,-3.225788,-1.7689377,-1.7893095,-0.0203718
58,-0.82539815,-0.7993371,"('undiscriminating', 'discriminating')",-1.6758862,-1.5810078,-0.50952613,-0.4972609,-1.0036035,-0.9592019,0.0444016
59,1.2907591,1.3224694,"('foolish', 'wise')",2.208077,2.1113644,0.5594207,0.5930377,1.3527522,1.3422904,-0.0104618
60,-0.81224585,-0.97458595,"('inefficient', 'efficient')",-0.21229516,-0.13468443,-0.35695815,-0.38535422,-0.4604997,-0.4982082,-0.0377085
61,0.9546719,0.77341926,"('illogical', 'logical')",-0.048256245,-0.13898574,0.3104405,0.11446974,0.4056187,0.2496344,-0.1559843
62,-0.17280087,-0.228846,"('incompetent', 'brilliant')",-0.095463,0.06652041,0.5067673,0.5509789,0.0795011,0.1295511,0.05005
63,0.26230735,0.2512002,"('unperceptive', 'insightful')",0.5536145,0.6502654,0.69000536,0.6598857,0.5019757,0.5204504,0.0184747
64,-0.2949597,-0.4093436,"('shy', 'confident')",-0.21542071,-0.26338565,-5.864928,-5.8578644,-2.1251027,-2.1768646,-0.0517619
65,-0.6398227,-0.957026,"('insecure', 'secure')",-1.2189603,-1.4282564,-0.26223445,-0.41338366,-0.7070058,-0.9328887,-0.2258829
66,-0.10257265,-0.015098661,"('inactive', 'active')",-0.5021147,-0.50432456,0.38203058,0.4306736,-0.0742189,-0.0295832,0.0446357
67,0.22308117,0.13909614,"('doubtful', 'determined')",0.10301429,0.0616616,-0.28998083,-0.35598043,0.0120382,-0.0517409,-0.0637791
68,-0.28274298,-0.38431838,"('dependent', 'independent')",-1.0875055,-1.1336031,-0.9355913,-0.9591069,-0.7686133,-0.8256761,-0.0570628
69,1.1563532,1.3500075,"('lazy', 'industrious')",0.8668542,1.0030757,-0.57457095,-0.31210983,0.4828788,0.6803244,0.1974456
70,-0.88005567,-0.97205675,"('lethargic', 'energetic')",-0.5954397,-0.48363292,-0.04383839,-0.12299319,-0.5064446,-0.5262276,-0.019783
71,1.325416,1.4919665,"('diffident', 'self-confident')",2.9197953,2.9534614,0.7888178,0.8333363,1.6780097,1.7595881,0.0815784
72,-0.9772756,-0.9714385,"('unambitious', 'ambitious')",0.072711155,0.02048796,-1.0013702,-0.9582509,-0.6353115,-0.6364005,-0.001089
73,1.9795158,1.994077,"('helpless', 'self-reliant')",0.5496744,0.5329667,-3.005155,-2.890627,-0.158655,-0.1211944,0.0374606
