,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.6035733,-0.48070952,"('unsociable', 'sociable')",-0.6035733,-0.4807095,0.1228638
1,1.9266695,1.7104028,"('unfriendly', 'friendly')",1.9266695,1.7104028,-0.2162667
2,0.08220802,0.17928647,"('unlikable', 'likable')",0.082208,0.1792865,0.0970785
3,-0.021064691,0.36975795,"('repellent', 'pleasant')",-0.0210647,0.369758,0.3908227
4,-6.689279,-6.791562,"('disliked', 'liked')",-6.6892791,-6.7915621,-0.102283
5,0.23109517,0.11352569,"('distant', 'outgoing')",0.2310952,0.1135257,-0.1175695
6,0.9799921,0.70351714,"('distant', 'open')",0.9799921,0.7035171,-0.276475
7,0.16935672,0.44811004,"('insensitive', 'sensitive')",0.1693567,0.44811,0.2787533
8,1.9928373,1.6338532,"('unaffectionate', 'affectionate')",1.9928373,1.6338532,-0.3589841
9,2.0050347,1.8337792,"('unaffectionate', 'caring')",2.0050347,1.8337792,-0.1712555
10,-0.03394769,0.27140543,"('unsympathetic', 'sympathetic')",-0.0339477,0.2714054,0.3053531
11,0.97429574,1.1291798,"('unhelpful', 'helpful')",0.9742957,1.1291798,0.1548841
12,-1.9039829,-1.7422352,"('unsupportive', 'supportive')",-1.9039829,-1.7422352,0.1617477
13,-1.1135124,-0.8167001,"('impolite', 'polite')",-1.1135124,-0.8167001,0.2968123
14,-1.0495807,-0.75420904,"('antisocial', 'social')",-1.0495807,-0.754209,0.2953717
15,0.5362995,0.38492048,"('boring', 'funny')",0.5362995,0.3849205,-0.151379
16,0.14558373,0.047216237,"('unpopular', 'popular')",0.1455837,0.0472162,-0.0983675
17,0.23082423,0.2101674,"('nasty', 'nice')",0.2308242,0.2101674,-0.0206568
18,-0.7190917,-0.5719035,"('disagreeable', 'welcoming')",-0.7190917,-0.5719035,0.1471882
19,-0.08816898,-0.21680582,"('inhospitable', 'hospitable')",-0.088169,-0.2168058,-0.1286368
20,0.52941364,0.5566186,"('rough', 'thoughtful')",0.5294136,0.5566186,0.027205
21,-1.4194407,-0.86766297,"('immoral', 'moral')",-1.4194407,-0.867663,0.5517777
22,-1.2204255,-0.94505864,"('untrustworthy', 'trustworthy')",-1.2204255,-0.9450586,0.2753669
