,curd_male,curd_female,tuple,average_male,average_female,female-male
0,-0.14930628,-0.27249795,"('unsociable', 'sociable')",-0.1493063,-0.272498,-0.1231917
1,-0.18228632,-0.3717787,"('unfriendly', 'friendly')",-0.1822863,-0.3717787,-0.1894924
2,-0.1920084,-0.2443088,"('unlikable', 'likable')",-0.1920084,-0.2443088,-0.0523004
3,-0.647811,-0.61390626,"('repellent', 'pleasant')",-0.647811,-0.6139063,0.0339047
4,-3.878166,-3.9020271,"('disliked', 'liked')",-3.878166,-3.9020271,-0.0238611
5,-0.5223965,-0.4988024,"('distant', 'outgoing')",-0.5223965,-0.4988024,0.0235941
6,-0.26473084,-0.28913036,"('distant', 'open')",-0.2647308,-0.2891304,-0.0243996
7,0.41874275,0.3971067,"('insensitive', 'sensitive')",0.4187427,0.3971067,-0.021636
8,-0.640922,-0.7378761,"('unaffectionate', 'affectionate')",-0.640922,-0.7378761,-0.0969541
9,-0.40281537,-0.45142105,"('unaffectionate', 'caring')",-0.4028154,-0.4514211,-0.0486057
10,-0.15166466,-0.18483861,"('unsympathetic', 'sympathetic')",-0.1516647,-0.1848386,-0.0331739
11,0.6789661,0.7675923,"('unhelpful', 'helpful')",0.6789661,0.7675923,0.0886262
12,-1.9937675,-1.943287,"('unsupportive', 'supportive')",-1.9937675,-1.943287,0.0504805
13,-0.2272715,-0.23260751,"('impolite', 'polite')",-0.2272715,-0.2326075,-0.005336
14,-0.018248605,-0.09086814,"('antisocial', 'social')",-0.0182486,-0.0908681,-0.0726195
15,0.530406,0.46822214,"('boring', 'funny')",0.530406,0.4682221,-0.0621839
16,-0.75953263,-0.8053612,"('unpopular', 'popular')",-0.7595326,-0.8053612,-0.0458286
17,-0.8302195,-0.7128672,"('nasty', 'nice')",-0.8302195,-0.7128672,0.1173523
18,-0.71512014,-0.7467968,"('disagreeable', 'welcoming')",-0.7151201,-0.7467968,-0.0316767
19,-0.16116175,-0.20365511,"('inhospitable', 'hospitable')",-0.1611618,-0.2036551,-0.0424933
20,0.39573509,0.38944125,"('rough', 'thoughtful')",0.3957351,0.3894413,-0.0062938
21,-0.60101306,-0.48116887,"('immoral', 'moral')",-0.6010131,-0.4811689,0.1198442
22,0.615478,0.5432197,"('untrustworthy', 'trustworthy')",0.615478,0.5432197,-0.0722583
23,3.2458048,3.1973686,"('insincere', 'sincere')",3.2458048,3.1973686,-0.0484362
24,0.495552,0.36860803,"('dishonest', 'honest')",0.495552,0.368608,-0.126944
25,-0.072933644,-0.21378489,"('egoistic', 'altruistic')",-0.0729336,-0.2137849,-0.1408513
26,0.6228914,0.4500696,"('hardhearted', 'benevolent')",0.6228914,0.4500696,-0.1728218
27,0.9682738,0.87679857,"('hardhearted', 'softhearted')",0.9682738,0.8767986,-0.0914752
28,0.39735278,0.33549625,"('disloyal', 'loyal')",0.3973528,0.3354962,-0.0618566
29,0.13669513,0.03612447,"('unfair', 'fair')",0.1366951,0.0361245,-0.1005706
30,0.24432847,0.26488367,"('intolerant', 'tolerant')",0.2443285,0.2648837,0.0205552
31,-1.1501839,-1.1880438,"('evil', 'good')",-1.1501839,-1.1880438,-0.0378599
32,0.18988761,0.06514366,"('unkind', 'kind')",0.1898876,0.0651437,-0.1247439
33,0.18976045,0.116521865,"('wrong', 'right')",0.1897604,0.1165219,-0.0732385
34,2.2207627,2.358519,"('mean', 'honorable')",2.2207627,2.3585191,0.1377564
35,0.463599,0.33052826,"('corrupt', 'incorrupt')",0.463599,0.3305283,-0.1330707
36,-0.88897574,-0.9659158,"('hostile', 'amicable')",-0.8889757,-0.9659158,-0.0769401
37,0.47095498,0.44863456,"('fake', 'genuine')",0.470955,0.4486346,-0.0223204
38,-0.13052353,-0.12749231,"('untruthful', 'truthful')",-0.1305235,-0.1274923,0.0030312
39,0.7064511,0.726497,"('exploitative', 'cooperative')",0.7064511,0.726497,0.0200459
40,-1.2223842,-1.3427777,"('stingy', 'generous')",-1.2223842,-1.3427777,-0.1203935
41,0.5611279,0.5486285,"('unforgiving', 'forgiving')",0.5611279,0.5486285,-0.0124994
42,-1.7151965,-1.6762143,"('unreliable', 'reliable')",-1.7151965,-1.6762143,0.0389822
43,0.36889187,0.39756995,"('irresponsible', 'responsible')",0.3688919,0.39757,0.0286781
44,-0.6332199,-0.5444548,"('prejudiced', 'unprejudiced')",-0.6332199,-0.5444548,0.0887651
45,0.25571406,0.28151748,"('incompetent', 'competent')",0.2557141,0.2815175,0.0258034
46,-0.79564863,-0.7951933,"('uncompetitive', 'competitive')",-0.7956486,-0.7951933,0.0004553
47,2.4917252,2.541313,"('stupid', 'smart')",2.4917252,2.5413129,0.0495877
48,-0.5167651,-0.4561782,"('unintelligent', 'intelligent')",-0.5167651,-0.4561782,0.0605869
49,-0.23021677,-0.017234385,"('unable', 'able')",-0.2302168,-0.0172344,0.2129824
50,-0.7778057,-0.804272,"('clumsy', 'skillful')",-0.7778057,-0.804272,-0.0264663
51,-0.681514,-0.7237872,"('uneducated', 'educated')",-0.681514,-0.7237872,-0.0422732
52,-0.9695235,-1.0959315,"('irrational', 'rational')",-0.9695235,-1.0959315,-0.126408
53,-0.46021715,-0.6516927,"('uncreative', 'creative')",-0.4602171,-0.6516927,-0.1914756
54,0.16597864,0.08847042,"('incapable', 'capable')",0.1659786,0.0884704,-0.0775082
55,0.28853282,0.3319243,"('incompetent', 'clever')",0.2885328,0.3319243,0.0433915
56,0.19373834,0.3245716,"('impractical', 'practical')",0.1937383,0.3245716,0.1308333
57,-1.913414,-2.0109408,"('unimaginative', 'imaginative')",-1.913414,-2.0109408,-0.0975268
58,0.68870354,0.5711055,"('undiscriminating', 'discriminating')",0.6887035,0.5711055,-0.117598
59,-0.3432662,-0.33951408,"('foolish', 'wise')",-0.3432662,-0.3395141,0.0037521
60,0.3497214,0.5282511,"('inefficient', 'efficient')",0.3497214,0.5282511,0.1785297
61,0.4608842,0.3013575,"('illogical', 'logical')",0.4608842,0.3013575,-0.1595267
62,0.31636262,0.4694283,"('incompetent', 'brilliant')",0.3163626,0.4694283,0.1530657
63,0.25397524,0.29805923,"('unperceptive', 'insightful')",0.2539752,0.2980592,0.044084
64,-3.8264318,-3.8409772,"('shy', 'confident')",-3.8264318,-3.8409772,-0.0145454
