,qlogic_male,qlogic_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6203102,-0.83427167,"('unsociable', 'sociable')",-0.6204469,-0.7585002,-0.6203786,-0.7963859,-0.1760073
1,-0.35388696,-0.5191073,"('unfriendly', 'friendly')",1.8266373,1.6609794,0.7363752,0.5709361,-0.1654391
2,0.1353917,0.10652757,"('unlikable', 'likable')",0.53199726,0.47875845,0.3336945,0.292643,-0.0410515
3,-0.29740804,-0.12676772,"('repellent', 'pleasant')",0.842632,0.8544435,0.272612,0.3638379,0.0912259
4,-0.09039067,-0.06642035,"('disliked', 'liked')",-6.788871,-6.855817,-3.4396307,-3.4611187,-0.021488
5,-0.37482285,-0.4041577,"('distant', 'outgoing')",0.034907963,0.0803407,-0.1699574,-0.1619085,0.0080489
6,-0.5257882,-0.5740514,"('distant', 'open')",0.07000061,0.06609192,-0.2278938,-0.2539797,-0.0260859
7,-0.44976985,-0.35377073,"('insensitive', 'sensitive')",0.23782153,0.23989284,-0.1059742,-0.0569389,0.0490353
8,-0.38277814,-0.4074957,"('unaffectionate', 'affectionate')",1.2994907,1.2309659,0.4583563,0.4117351,-0.0466212
9,-0.2845009,-0.31932032,"('unaffectionate', 'caring')",1.5336174,1.5367092,0.6245582,0.6086944,-0.0158638
10,-1.6345232,-1.784661,"('unsympathetic', 'sympathetic')",-1.2867912,-1.373452,-1.4606571,-1.5790565,-0.1183994
11,-0.18329653,-0.17717806,"('unhelpful', 'helpful')",1.1530889,1.3265079,0.4848962,0.574665,0.0897688
12,0.12230861,0.16439924,"('unsupportive', 'supportive')",-2.189499,-2.229731,-1.0335951,-1.032666,0.0009291
13,-0.5866928,-0.82038355,"('impolite', 'polite')",-1.1961927,-1.1396369,-0.8914428,-0.9800102,-0.0885674
14,0.20471872,0.2595119,"('antisocial', 'social')",-0.31395584,-0.41371524,-0.0546186,-0.0771017,-0.0224831
15,0.302613,0.26966804,"('boring', 'funny')",0.1348193,0.16748068,0.2187161,0.2185744,-0.0001417
16,-0.46288604,-0.3962682,"('unpopular', 'popular')",0.40153825,0.45296657,-0.0306739,0.0283492,0.0590231
17,-0.24456586,-0.15543719,"('nasty', 'nice')",-0.7603728,-0.7193392,-0.5024694,-0.4373882,0.0650812
18,-0.03968945,-0.032563485,"('disagreeable', 'welcoming')",-0.3385262,-0.39749798,-0.1891078,-0.2150307,-0.0259229
19,-0.66101056,-0.67673886,"('inhospitable', 'hospitable')",-0.19216529,-0.15421008,-0.4265879,-0.4154745,0.0111134
20,0.36485004,0.3783868,"('rough', 'thoughtful')",0.7472039,0.67458415,0.5560269,0.5264854,-0.0295415
21,-0.0507193,-0.11066692,"('immoral', 'moral')",-0.863606,-0.8315232,-0.4571626,-0.4710951,-0.0139325
22,0.2201206,0.13977005,"('untrustworthy', 'trustworthy')",-1.0562096,-1.1752824,-0.4180445,-0.5177562,-0.0997117
23,0.07790782,0.060293257,"('insincere', 'sincere')",5.6527386,5.8043413,2.8653233,2.9323173,0.066994
24,-0.26129088,-0.3023922,"('dishonest', 'honest')",0.22155175,0.25074822,-0.0198696,-0.025822,-0.0059524
25,-0.012852337,0.10437954,"('egoistic', 'altruistic')",1.6256657,1.5901622,0.8064067,0.8472708,0.0408641
26,0.20101044,0.04247873,"('hardhearted', 'benevolent')",1.7893461,1.525856,0.9951783,0.7841673,-0.211011
