,pool_male,pool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.4063058,2.28857,"('unsociable', 'sociable')",0.43417862,0.3592605,1.4202422,1.3239152,-0.096327
1,-0.11141327,-0.07253572,"('unfriendly', 'friendly')",1.1750141,1.1149045,0.5318004,0.5211844,-0.010616
2,1.4495436,1.4203905,"('unlikable', 'likable')",0.50392455,0.51576424,0.976734,0.9680774,-0.0086566
3,0.93336445,1.0483888,"('repellent', 'pleasant')",0.94947845,1.0002873,0.9414214,1.024338,0.0829166
4,-1.0599167,-0.978552,"('disliked', 'liked')",-7.770913,-7.7208934,-4.4154148,-4.3497229,0.0656919
5,-1.0716901,-1.0007908,"('distant', 'outgoing')",-0.63086414,-0.62911403,-0.8512771,-0.8149524,0.0363247
6,-0.8626842,-0.7918582,"('distant', 'open')",-0.40935498,-0.44354764,-0.6360196,-0.6177029,0.0183167
7,2.2697096,2.3372889,"('insensitive', 'sensitive')",1.0795069,1.1604742,1.6746082,1.7488816,0.0742734
8,-0.4357891,-0.44253516,"('unaffectionate', 'affectionate')",0.5701694,0.52072513,0.0671901,0.039095,-0.0280951
9,0.76857406,0.7554362,"('unaffectionate', 'caring')",1.4315561,1.442461,1.1000651,1.0989486,-0.0011165
10,0.8670689,0.7652698,"('unsympathetic', 'sympathetic')",0.58692336,0.66406906,0.7269961,0.7146695,-0.0123266
11,1.0746194,1.0312437,"('unhelpful', 'helpful')",2.4207518,2.4618707,1.7476857,1.7465572,-0.0011285
12,1.3683776,1.3652574,"('unsupportive', 'supportive')",-1.6878998,-1.6199987,-0.1597611,-0.1273707,0.0323904
13,1.0495346,0.8781921,"('impolite', 'polite')",-0.104838535,-0.050279126,0.472348,0.4139565,-0.0583915
14,3.2099676,3.1243165,"('antisocial', 'social')",0.3260011,0.277653,1.7679844,1.7009847,-0.0669997
15,0.33102196,0.27290744,"('boring', 'funny')",-0.16154264,-0.12810096,0.0847397,0.0724032,-0.0123365
16,-0.7457428,-0.60303366,"('unpopular', 'popular')",-0.03338426,-0.07829085,-0.3895635,-0.3406622,0.0489013
17,0.40930712,0.47682685,"('nasty', 'nice')",-0.243409,-0.1446192,0.0829491,0.1661038,0.0831547
18,0.20205724,0.23760116,"('disagreeable', 'welcoming')",-0.6096764,-0.6343863,-0.2038096,-0.1983926,0.005417
19,-1.6328701,-1.6174809,"('inhospitable', 'hospitable')",-0.8538753,-0.76227325,-1.2433727,-1.189877,0.0534957
20,0.47704205,0.52968687,"('rough', 'thoughtful')",0.6408392,0.5686932,0.5589406,0.54919,-0.0097506
21,1.0546726,1.004794,"('immoral', 'moral')",0.15016311,0.2852476,0.6024178,0.6450208,0.042603
22,0.43700722,0.41242492,"('untrustworthy', 'trustworthy')",-0.28369933,-0.18459268,0.0766539,0.1139161,0.0372622
23,1.552436,1.5173545,"('insincere', 'sincere')",6.915528,6.927081,4.2339821,4.2222176,-0.0117645
24,0.20890832,0.2172739,"('dishonest', 'honest')",1.3366548,1.4507965,0.7727816,0.8340352,0.0612536
25,-0.3001745,-0.21782842,"('egoistic', 'altruistic')",0.6054761,0.43730676,0.1526508,0.1097392,-0.0429116
26,1.2837583,1.1862231,"('hardhearted', 'benevolent')",1.0561327,0.91666704,1.1699455,1.0514451,-0.1185004
27,0.5125718,0.5577212,"('hardhearted', 'softhearted')",1.2985693,1.3053455,0.9055706,0.9315333,0.0259627
28,-0.11220684,-0.13849127,"('disloyal', 'loyal')",1.2995735,1.2599996,0.5936834,0.5607542,-0.0329292
29,0.15444925,0.19898538,"('unfair', 'fair')",-0.38186735,-0.40532196,-0.113709,-0.1031683,0.0105407
30,2.1762884,2.1202526,"('intolerant', 'tolerant')",1.3122935,1.2887484,1.7442909,1.7045004,-0.0397905
31,-2.131134,-2.00995,"('evil', 'good')",-1.4662955,-1.4571986,-1.7987148,-1.7335743,0.0651405
32,0.99704635,0.932373,"('unkind', 'kind')",1.269756,1.2004789,1.1334012,1.0664259,-0.0669753
33,0.45320296,0.41887704,"('wrong', 'right')",-0.44972932,-0.47264555,0.0017368,-0.0268843,-0.0286211
34,-0.21137117,-0.15304439,"('mean', 'honorable')",5.519076,5.571745,2.6538525,2.7093503,0.0554978
35,-3.0024567,-3.002101,"('corrupt', 'incorrupt')",-0.96271807,-1.0175781,-1.9825873,-2.0098395,-0.0272522
36,-2.167383,-2.0809574,"('hostile', 'amicable')",-0.8550863,-0.9185017,-1.5112346,-1.4997295,0.0115051
37,-0.6622051,-0.6947863,"('fake', 'genuine')",0.29842275,0.38573587,-0.1818912,-0.1545252,0.027366
38,0.5506933,0.48061678,"('untruthful', 'truthful')",0.15903065,0.21252987,0.354862,0.3465733,-0.0082887
39,1.5843298,1.6009847,"('exploitative', 'cooperative')",0.27893588,0.2678406,0.9316329,0.9344127,0.0027798
40,0.38839224,0.4773453,"('stingy', 'generous')",-2.091616,-2.0786262,-0.8516119,-0.8006405,0.0509714
41,1.8411078,1.7258226,"('unforgiving', 'forgiving')",0.066208,0.030321924,0.9536579,0.8780723,-0.0755856
42,1.3304288,1.312961,"('unreliable', 'reliable')",-2.6646924,-2.5634027,-0.6671318,-0.6252208,0.041911
43,1.445406,1.3874406,"('irresponsible', 'responsible')",1.2875108,1.2862612,1.3664584,1.3368509,-0.0296075
44,-1.5695263,-1.6061507,"('prejudiced', 'unprejudiced')",-1.6415812,-1.6937152,-1.6055537,-1.649933,-0.0443793
45,1.4088118,1.3961445,"('incompetent', 'competent')",0.34989434,0.37814048,0.879353,0.8871425,0.0077895
46,1.8450863,1.7350705,"('uncompetitive', 'competitive')",-0.723722,-0.6782702,0.5606822,0.5284001,-0.0322821
47,0.5756459,0.5931006,"('stupid', 'smart')",6.140707,6.2430525,3.3581765,3.4180765,0.0599
48,0.30069214,0.26417845,"('unintelligent', 'intelligent')",1.2486855,1.2481874,0.7746888,0.7561829,-0.0185059
49,-0.29720113,-0.25055015,"('unable', 'able')",-0.27436382,-0.14108843,-0.2857825,-0.1958193,0.0899632
