,tournament_male,tournament_female,tuple,average_male,average_female,female-male
0,1.0034796,0.7769781,"('unsociable', 'sociable')",1.0034796,0.7769781,-0.2265015
1,1.0846007,1.0436258,"('unfriendly', 'friendly')",1.0846007,1.0436258,-0.0409749
2,0.9401477,0.99945766,"('unlikable', 'likable')",0.9401477,0.9994577,0.05931
3,0.87357396,0.7867854,"('repellent', 'pleasant')",0.873574,0.7867854,-0.0867886
4,-6.809122,-6.7012715,"('disliked', 'liked')",-6.8091221,-6.7012715,0.1078506
5,-0.83116674,-0.81443393,"('distant', 'outgoing')",-0.8311667,-0.8144339,0.0167328
6,-0.50385594,-0.4412886,"('distant', 'open')",-0.5038559,-0.4412886,0.0625673
7,1.177308,1.1968722,"('insensitive', 'sensitive')",1.177308,1.1968722,0.0195642
8,0.5703304,0.5527864,"('unaffectionate', 'affectionate')",0.5703304,0.5527864,-0.017544
9,1.5758065,1.549466,"('unaffectionate', 'caring')",1.5758065,1.549466,-0.0263405
10,1.2371379,1.1564466,"('unsympathetic', 'sympathetic')",1.2371379,1.1564466,-0.0806913
11,2.2576435,2.2245722,"('unhelpful', 'helpful')",2.2576435,2.2245722,-0.0330713
12,-1.5784085,-1.5702916,"('unsupportive', 'supportive')",-1.5784085,-1.5702916,0.0081169
13,1.286557,1.0656345,"('impolite', 'polite')",1.286557,1.0656345,-0.2209225
14,0.7627305,0.6152259,"('antisocial', 'social')",0.7627305,0.6152259,-0.1475046
15,0.68889594,0.6741214,"('boring', 'funny')",0.6888959,0.6741214,-0.0147745
16,-0.30956537,-0.3899383,"('unpopular', 'popular')",-0.3095654,-0.3899383,-0.0803729
17,-1.0704486,-1.0824808,"('nasty', 'nice')",-1.0704486,-1.0824808,-0.0120322
18,-0.59919953,-0.64565873,"('disagreeable', 'welcoming')",-0.5991995,-0.6456587,-0.0464592
19,-0.90882164,-0.79050934,"('inhospitable', 'hospitable')",-0.9088216,-0.7905093,0.1183123
20,0.7863398,0.7239543,"('rough', 'thoughtful')",0.7863398,0.7239543,-0.0623855
21,0.76988757,0.76066685,"('immoral', 'moral')",0.7698876,0.7606668,-0.0092208
22,0.13155828,0.08418001,"('untrustworthy', 'trustworthy')",0.1315583,0.08418,-0.0473783
23,6.31321,6.176195,"('insincere', 'sincere')",6.31321,6.1761951,-0.1370149
24,1.5460808,1.4900937,"('dishonest', 'honest')",1.5460808,1.4900937,-0.0559871
25,0.47516033,0.38967183,"('egoistic', 'altruistic')",0.4751603,0.3896718,-0.0854885
26,0.5409929,0.4871547,"('hardhearted', 'benevolent')",0.5409929,0.4871547,-0.0538382
27,1.108304,1.0085117,"('hardhearted', 'softhearted')",1.108304,1.0085117,-0.0997923
