,concho_male,concho_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.578127,-1.7652793,"('unsociable', 'sociable')",0.82482994,0.65365577,-0.40968022,-0.584141,-0.3876591,-0.5652548,-0.1775957
1,-1.2069932,-1.2953535,"('unfriendly', 'friendly')",0.5722216,0.2854081,1.579835,1.4507904,0.3150211,0.1469483,-0.1680728
2,0.5154486,0.59111583,"('unlikable', 'likable')",0.93690056,0.95688057,0.73591346,0.895589,0.7294209,0.8145285,0.0851076
3,-0.44819802,-0.4025056,"('repellent', 'pleasant')",1.0599793,1.1093037,0.13025467,0.14708829,0.2473453,0.2846288,0.0372835
4,0.54854864,0.51730555,"('disliked', 'liked')",-0.5180964,-0.61272806,-5.764594,-5.7587266,-1.9113806,-1.951383,-0.0400024
5,0.011762122,0.038807184,"('distant', 'outgoing')",-0.66209644,-0.55902493,-0.030682232,0.02462944,-0.2270055,-0.1651961,0.0618094
6,-0.014844973,0.0774571,"('distant', 'open')",-1.2424724,-1.2074769,0.21182184,0.23931918,-0.3484985,-0.2969002,0.0515983
7,-1.499381,-1.4950496,"('insensitive', 'sensitive')",1.0506558,1.0458483,0.51462215,0.49552113,0.0219657,0.0154399,-0.0065258
8,-1.1619514,-1.1488187,"('unaffectionate', 'affectionate')",-0.81312543,-0.9074622,0.63608336,0.59589314,-0.4463312,-0.4867959,-0.0404647
9,-1.1951176,-1.2606552,"('unaffectionate', 'caring')",0.9110506,0.87849677,1.1064636,1.10924,0.2741322,0.2423606,-0.0317716
10,-1.9564037,-1.9768677,"('unsympathetic', 'sympathetic')",0.5084876,0.4632104,-0.30801228,-0.38345665,-0.5853095,-0.6323713,-0.0470618
11,-0.6891928,-0.7048952,"('unhelpful', 'helpful')",1.2119089,1.3215543,1.8951948,2.0117233,0.8059704,0.8761275,0.0701571
12,-0.5360979,-0.51850796,"('unsupportive', 'supportive')",1.1094949,1.1234213,-1.482089,-1.451498,-0.3028973,-0.2821949,0.0207024
13,-0.07009368,-0.18564963,"('impolite', 'polite')",0.2946905,0.29457164,-0.1322335,-0.20541543,0.0307878,-0.0321645,-0.0629523
14,-1.3320181,-1.318493,"('antisocial', 'social')",1.0733696,1.1030023,-0.6480263,-0.6767578,-0.3022249,-0.2974162,0.0048087
15,0.36644214,0.3482282,"('boring', 'funny')",-0.592187,-0.54454887,0.49009237,0.48589543,0.0881158,0.0965249,0.0084091
16,0.022511207,-0.048411563,"('unpopular', 'popular')",0.0005615428,-0.12983403,0.581636,0.49147588,0.2015696,0.1044101,-0.0971595
17,-0.3136405,-0.15060656,"('nasty', 'nice')",-0.099919245,0.044979658,-0.30675107,-0.22363207,-0.2401036,-0.109753,0.1303506
18,-0.18512204,-0.15216921,"('disagreeable', 'welcoming')",-0.69319856,-0.7677663,-0.4791348,-0.47567323,-0.4524851,-0.4652029,-0.0127178
19,-0.75380373,-0.61763215,"('inhospitable', 'hospitable')",-1.7275094,-1.6183947,-0.37077275,-0.25844696,-0.9506954,-0.8314912,0.1192042
20,-0.80122334,-0.6470601,"('rough', 'thoughtful')",0.04243789,0.058639113,0.849599,0.83057445,0.0302712,0.0807178,0.0504466
21,-1.4529595,-1.46027,"('immoral', 'moral')",1.3485212,1.3304352,-0.48675978,-0.49001175,-0.197066,-0.2066155,-0.0095495
22,-0.27441272,-0.23500986,"('untrustworthy', 'trustworthy')",-0.031950828,-0.05980295,-0.7816762,-0.761432,-0.3626799,-0.3520816,0.0105983
23,-0.9370891,-1.0938932,"('insincere', 'sincere')",1.6134701,1.512461,5.4249334,5.346501,2.0337715,1.9216895,-0.112082
24,-0.27538002,-0.31235546,"('dishonest', 'honest')",0.6065374,0.5702514,0.8369562,0.832145,0.3893712,0.363347,-0.0260242
25,0.10353992,0.027256655,"('egoistic', 'altruistic')",0.37917918,0.24172601,1.4797602,1.3891647,0.6541597,0.5527158,-0.1014439
26,-0.55136526,-0.5419419,"('hardhearted', 'benevolent')",0.53894675,0.44126365,1.3929746,1.3103302,0.4601854,0.4032173,-0.0569681
27,-0.70468676,-0.59396875,"('hardhearted', 'softhearted')",-0.04203496,0.054980844,1.2900505,1.2269466,0.1811096,0.2293196,0.04821
28,-1.4277575,-1.5924124,"('disloyal', 'loyal')",0.17920378,-0.040686302,0.5780074,0.47006288,-0.2235155,-0.3876786,-0.1641631
29,-0.3453694,-0.3402922,"('unfair', 'fair')",0.2619792,0.2938577,-0.485561,-0.59600306,-0.1896504,-0.2141459,-0.0244955
30,0.39451766,0.4467247,"('intolerant', 'tolerant')",1.8143955,1.8057402,1.3111026,1.3011831,1.1733387,1.1845493,0.0112106
31,-0.016706258,0.071528375,"('evil', 'good')",-1.5554452,-1.6163551,-0.9940487,-1.0481589,-0.8554001,-0.8643285,-0.0089284
32,-0.89419776,-1.0174854,"('unkind', 'kind')",0.7127304,0.6804329,1.143602,1.0394682,0.3207116,0.2341386,-0.086573
33,0.57633525,0.46300545,"('wrong', 'right')",0.8461087,0.81021875,-0.3352837,-0.39779335,0.3623867,0.2918103,-0.0705764
34,-0.3133171,-0.16382289,"('mean', 'honorable')",0.15616733,0.2012079,5.604066,5.720917,1.8156387,1.9194341,0.1037954
35,-0.13857362,-0.09869388,"('corrupt', 'incorrupt')",-2.035033,-2.0224226,-0.33121598,-0.4408396,-0.8349409,-0.8539853,-0.0190444
36,-0.6021627,-0.5506705,"('hostile', 'amicable')",-2.7847638,-2.9823582,-0.047454882,-0.24612519,-1.1447938,-1.2597179,-0.1149241
37,-1.0902395,-1.0167673,"('fake', 'genuine')",-0.012619164,-0.030644119,0.19564086,0.23703575,-0.3024059,-0.2701252,0.0322807
38,0.46058214,0.4058202,"('untruthful', 'truthful')",0.75621957,0.69499636,0.26545283,0.34889805,0.4940848,0.4832382,-0.0108466
39,0.0011957381,0.084854916,"('exploitative', 'cooperative')",-0.044650994,0.08891117,-0.049657695,-0.010707434,-0.0310377,0.0543529,0.0853906
40,0.19147216,0.14061022,"('stingy', 'generous')",0.07439531,-0.09687565,-1.5229478,-1.6577418,-0.4190268,-0.5380024,-0.1189756
41,-0.29028386,-0.21892473,"('unforgiving', 'forgiving')",0.36939514,0.2588761,0.094769225,0.035671387,0.0579602,0.0252076,-0.0327526
42,0.16683392,0.24500507,"('unreliable', 'reliable')",0.5990291,0.68326956,-2.6056428,-2.4587445,-0.6132599,-0.5101566,0.1031033
43,-0.9476735,-0.8531896,"('irresponsible', 'responsible')",0.6106229,0.6881709,0.33519307,0.40955994,-0.0006192,0.0815138,0.082133
44,0.9032348,0.9336305,"('prejudiced', 'unprejudiced')",-1.0785372,-0.9624896,-1.392735,-1.3381371,-0.5226792,-0.4556654,0.0670138
45,-0.7207957,-0.66015476,"('incompetent', 'competent')",0.65320486,0.58581746,-0.08253987,-0.09802178,-0.0500436,-0.057453,-0.0074094
46,-1.1613326,-1.2049994,"('uncompetitive', 'competitive')",0.9388098,0.8875202,-0.65326554,-0.6973493,-0.2919294,-0.3382762,-0.0463468
47,-0.6237946,-0.46060154,"('stupid', 'smart')",0.7647474,0.84268606,5.3629813,5.448593,1.8346446,1.9435592,0.1089146
48,-0.5174642,-0.55737406,"('unintelligent', 'intelligent')",1.1586094,1.0097488,0.7618455,0.6963388,0.4676636,0.3829045,-0.0847591
49,-0.8039608,-0.59814,"('unable', 'able')",-0.13311772,-0.06628012,-0.080816455,0.11111683,-0.3392983,-0.1844344,0.1548639
50,-0.05747032,-0.05446939,"('clumsy', 'skillful')",-0.11123226,-0.13737172,0.3491303,0.34192395,0.0601426,0.0500276,-0.010115
51,-0.21533653,-0.40607244,"('uneducated', 'educated')",-0.27759135,-0.3275535,0.11902723,0.017881546,-0.1246336,-0.2385815,-0.1139479
52,0.29560626,0.1631932,"('irrational', 'rational')",-0.6061071,-0.7741846,0.0719201,-0.09629031,-0.0795269,-0.2357605,-0.1562336
53,-1.5154377,-1.5530663,"('uncreative', 'creative')",0.57828635,0.3443163,0.79249144,0.74184686,-0.04822,-0.1556344,-0.1074144
54,-0.5667965,-0.6249906,"('incapable', 'capable')",-0.22749448,-0.23234347,0.87231845,0.9518349,0.0260092,0.0315003,0.0054911
55,-0.8433822,-0.80978423,"('incompetent', 'clever')",0.4657654,0.40502712,0.08511415,0.07134772,-0.0975009,-0.1111365,-0.0136356
56,-0.05081761,-0.014545873,"('impractical', 'practical')",1.7355917,1.7849565,0.08450247,0.15850614,0.5897588,0.6429722,0.0532134
