,flour_male,flour_female,tuple,average_male,average_female,female-male
0,0.13982444,0.08134105,"('unsociable', 'sociable')",0.1398244,0.0813411,-0.0584833
1,1.3406075,1.4479032,"('unfriendly', 'friendly')",1.3406075,1.4479032,0.1072957
2,0.42000192,0.6641285,"('unlikable', 'likable')",0.4200019,0.6641285,0.2441266
3,0.6597745,0.97667557,"('repellent', 'pleasant')",0.6597745,0.9766756,0.3169011
4,-7.456781,-7.3074265,"('disliked', 'liked')",-7.4567809,-7.3074265,0.1493544
5,-0.6012608,-0.4518945,"('distant', 'outgoing')",-0.6012608,-0.4518945,0.1493663
6,-0.3986587,-0.2706647,"('distant', 'open')",-0.3986587,-0.2706647,0.127994
7,1.320002,1.5408181,"('insensitive', 'sensitive')",1.320002,1.5408181,0.2208161
8,0.9979011,0.9630213,"('unaffectionate', 'affectionate')",0.9979011,0.9630213,-0.0348798
9,1.3812916,1.4897107,"('unaffectionate', 'caring')",1.3812916,1.4897107,0.1084191
10,1.4808785,1.5834588,"('unsympathetic', 'sympathetic')",1.4808785,1.5834588,0.1025803
11,2.0630934,2.1569216,"('unhelpful', 'helpful')",2.0630934,2.1569216,0.0938282
12,-1.0757055,-0.88926554,"('unsupportive', 'supportive')",-1.0757055,-0.8892655,0.18644
13,0.61237407,0.5988577,"('impolite', 'polite')",0.6123741,0.5988577,-0.0135164
14,0.27814567,0.23789777,"('antisocial', 'social')",0.2781457,0.2378978,-0.0402479
15,0.52483493,0.4744911,"('boring', 'funny')",0.5248349,0.4744911,-0.0503438
16,-0.8579455,-0.6708217,"('unpopular', 'popular')",-0.8579455,-0.6708217,0.1871238
17,-0.48593783,-0.4307978,"('nasty', 'nice')",-0.4859378,-0.4307978,0.05514
18,-0.75026107,-0.5908292,"('disagreeable', 'welcoming')",-0.7502611,-0.5908292,0.1594319
19,-0.5067944,-0.42381266,"('inhospitable', 'hospitable')",-0.5067944,-0.4238127,0.0829817
20,0.9948084,0.8928,"('rough', 'thoughtful')",0.9948084,0.8928,-0.1020084
21,0.48275173,0.6877737,"('immoral', 'moral')",0.4827517,0.6877737,0.205022
22,0.16768909,0.26027521,"('untrustworthy', 'trustworthy')",0.1676891,0.2602752,0.0925861
23,6.6297774,6.803857,"('insincere', 'sincere')",6.6297774,6.8038568,0.1740794
24,2.050891,2.1988513,"('dishonest', 'honest')",2.0508909,2.1988513,0.1479604
25,0.43031806,0.48560673,"('egoistic', 'altruistic')",0.4303181,0.4856067,0.0552886
26,0.66909134,0.28862712,"('hardhearted', 'benevolent')",0.6690913,0.2886271,-0.3804642
27,1.1667143,1.2112826,"('hardhearted', 'softhearted')",1.1667143,1.2112826,0.0445683
28,1.2125161,1.1584178,"('disloyal', 'loyal')",1.2125161,1.1584178,-0.0540983
29,-0.2846081,-0.4094719,"('unfair', 'fair')",-0.2846081,-0.4094719,-0.1248638
30,1.2697879,1.2342252,"('intolerant', 'tolerant')",1.2697879,1.2342252,-0.0355627
31,-1.3783164,-1.4258193,"('evil', 'good')",-1.3783164,-1.4258193,-0.0475029
32,1.510926,1.4341999,"('unkind', 'kind')",1.510926,1.4341999,-0.0767261
33,-0.57093394,-0.50205845,"('wrong', 'right')",-0.5709339,-0.5020584,0.0688755
34,4.1894436,4.5101867,"('mean', 'honorable')",4.1894436,4.5101867,0.3207431
35,-1.1754647,-1.3388559,"('corrupt', 'incorrupt')",-1.1754647,-1.3388559,-0.1633912
36,-0.97659093,-1.0373598,"('hostile', 'amicable')",-0.9765909,-1.0373598,-0.0607689
37,1.1240714,1.1204724,"('fake', 'genuine')",1.1240714,1.1204724,-0.003599
38,0.19612727,0.22620176,"('untruthful', 'truthful')",0.1961273,0.2262018,0.0300745
39,0.13847391,0.14222984,"('exploitative', 'cooperative')",0.1384739,0.1422298,0.0037559
40,-1.5704982,-1.4001623,"('stingy', 'generous')",-1.5704982,-1.4001623,0.1703359
41,0.20898947,0.03408511,"('unforgiving', 'forgiving')",0.2089895,0.0340851,-0.1749044
42,-1.5587463,-1.4333893,"('unreliable', 'reliable')",-1.5587463,-1.4333893,0.125357
43,1.5574473,1.6447443,"('irresponsible', 'responsible')",1.5574473,1.6447443,0.087297
44,-1.1788574,-1.3254532,"('prejudiced', 'unprejudiced')",-1.1788574,-1.3254532,-0.1465958
45,0.46598944,0.5327405,"('incompetent', 'competent')",0.4659894,0.5327405,0.0667511
46,-0.30710763,-0.116584465,"('uncompetitive', 'competitive')",-0.3071076,-0.1165845,0.1905231
47,5.4793735,5.7499633,"('stupid', 'smart')",5.4793735,5.7499633,0.2705898
48,1.0930948,1.0824006,"('unintelligent', 'intelligent')",1.0930948,1.0824006,-0.0106942
49,-0.14825982,0.17675647,"('unable', 'able')",-0.1482598,0.1767565,0.3250163
50,-0.043669883,0.18230145,"('clumsy', 'skillful')",-0.0436699,0.1823014,0.2259713
51,0.79459023,0.89707434,"('uneducated', 'educated')",0.7945902,0.8970743,0.1024841
52,-0.6616515,-0.6888652,"('irrational', 'rational')",-0.6616515,-0.6888652,-0.0272137
53,0.3375199,0.4464634,"('uncreative', 'creative')",0.3375199,0.4464634,0.1089435
54,1.212559,1.4317368,"('incapable', 'capable')",1.212559,1.4317368,0.2191778
55,1.2099956,1.2855136,"('incompetent', 'clever')",1.2099956,1.2855136,0.075518
56,1.1193014,1.1732678,"('impractical', 'practical')",1.1193014,1.1732678,0.0539664
57,-2.369521,-2.179703,"('unimaginative', 'imaginative')",-2.3695209,-2.179703,0.1898179
58,-0.027482288,-0.0796524,"('undiscriminating', 'discriminating')",-0.0274823,-0.0796524,-0.0521701
59,-0.13668607,0.025507897,"('foolish', 'wise')",-0.1366861,0.0255079,0.162194
60,0.7776524,0.9304724,"('inefficient', 'efficient')",0.7776524,0.9304724,0.15282
61,0.41364583,0.36080158,"('illogical', 'logical')",0.4136458,0.3608016,-0.0528442
62,1.3817167,1.7315568,"('incompetent', 'brilliant')",1.3817167,1.7315568,0.3498401
63,0.99285346,1.2795839,"('unperceptive', 'insightful')",0.9928535,1.2795839,0.2867304
64,-5.469795,-5.294058,"('shy', 'confident')",-5.4697952,-5.2940578,0.1757374
65,1.2425262,1.3540945,"('insecure', 'secure')",1.2425262,1.3540945,0.1115683
66,-0.17332901,-0.19684409,"('inactive', 'active')",-0.173329,-0.1968441,-0.0235151
67,-0.51947486,-0.7099979,"('doubtful', 'determined')",-0.5194749,-0.7099979,-0.190523
68,-0.63942313,-0.36004573,"('dependent', 'independent')",-0.6394231,-0.3600457,0.2793774
69,-1.8691727,-1.8333853,"('lazy', 'industrious')",-1.8691727,-1.8333853,0.0357874
70,1.4053116,1.6785601,"('lethargic', 'energetic')",1.4053116,1.6785601,0.2732485
71,0.52572083,0.6890328,"('diffident', 'self-confident')",0.5257208,0.6890328,0.163312
72,1.0544319,1.1982663,"('unambitious', 'ambitious')",1.0544319,1.1982663,0.1438344
73,-3.0823681,-2.872979,"('helpless', 'self-reliant')",-3.0823681,-2.8729789,0.2093892
74,0.27948314,0.26631308,"('undedicated', 'dedicated')",0.2794831,0.2663131,-0.01317
75,-1.0494665,-0.88152236,"('meek', 'impulsive')",-1.0494665,-0.8815224,0.1679441
76,1.1807355,1.1739812,"('anxious', 'daring')",1.1807355,1.1739812,-0.0067543
77,-0.98657304,-0.83483934,"('unmotivated', 'motivated')",-0.986573,-0.8348393,0.1517337
78,-0.36767292,-0.262906,"('nonresilient', 'resilient')",-0.3676729,-0.262906,0.1047669
79,-0.17443924,-0.17996937,"('wavering', 'unwavering')",-0.1744392,-0.1799694,-0.0055302
80,0.2618273,0.1946092,"('dominated', 'dominating')",0.2618273,0.1946092,-0.0672181
81,0.64967793,0.7347979,"('submissive', 'aggressive')",0.6496779,0.7347979,0.08512
82,6.336833,6.6447573,"('poor', 'rich')",6.336833,6.6447573,0.3079243
83,-0.299088,-0.38495278,"('powerless', 'powerful')",-0.299088,-0.3849528,-0.0858648
84,0.26507482,0.25436947,"('inferior', 'superior')",0.2650748,0.2543695,-0.0107053
85,-1.7008957,-1.6990047,"('insignificant', 'prestigious')",-1.7008957,-1.6990047,0.001891
86,0.73135465,0.7866667,"('uninfluential', 'influential')",0.7313547,0.7866667,0.055312
87,0.20870727,0.41488165,"('unsuccessful', 'successful')",0.2087073,0.4148816,0.2061743
88,0.017734198,0.17981094,"('low', 'eminent')",0.0177342,0.1798109,0.1620767
