,mailbox_male,mailbox_female,tuple,average_male,average_female,female-male
0,0.4428622,0.30137515,"('unsociable', 'sociable')",0.4428622,0.3013752,-0.141487
1,0.64195687,0.56573224,"('unfriendly', 'friendly')",0.6419569,0.5657322,-0.0762247
2,-0.17376703,-0.10185276,"('unlikable', 'likable')",-0.173767,-0.1018528,0.0719142
3,-0.26970887,-0.21385927,"('repellent', 'pleasant')",-0.2697089,-0.2138593,0.0558496
4,-3.5735788,-3.4416418,"('disliked', 'liked')",-3.5735788,-3.4416418,0.131937
5,-0.24200782,-0.09347396,"('distant', 'outgoing')",-0.2420078,-0.093474,0.1485338
6,-0.007372696,0.10078041,"('distant', 'open')",-0.0073727,0.1007804,0.1081531
7,0.4240368,0.4360784,"('insensitive', 'sensitive')",0.4240368,0.4360784,0.0120416
8,-0.08478549,-0.13453025,"('unaffectionate', 'affectionate')",-0.0847855,-0.1345302,-0.0497447
9,0.50426894,0.5020093,"('unaffectionate', 'caring')",0.5042689,0.5020093,-0.0022596
10,-0.0662221,-0.13775235,"('unsympathetic', 'sympathetic')",-0.0662221,-0.1377524,-0.0715303
11,1.2032427,1.2657762,"('unhelpful', 'helpful')",1.2032427,1.2657762,0.0625335
12,-0.8705057,-0.84349877,"('unsupportive', 'supportive')",-0.8705057,-0.8434988,0.0270069
13,0.66072065,0.5405254,"('impolite', 'polite')",0.6607206,0.5405254,-0.1201952
14,-0.088529795,-0.19154538,"('antisocial', 'social')",-0.0885298,-0.1915454,-0.1030156
15,0.0918139,0.0796698,"('boring', 'funny')",0.0918139,0.0796698,-0.0121441
16,-0.46243578,-0.33751452,"('unpopular', 'popular')",-0.4624358,-0.3375145,0.1249213
17,-0.46872443,-0.3637724,"('nasty', 'nice')",-0.4687244,-0.3637724,0.104952
18,-0.79144883,-0.7669649,"('disagreeable', 'welcoming')",-0.7914488,-0.7669649,0.0244839
19,-0.1666306,-0.022922978,"('inhospitable', 'hospitable')",-0.1666306,-0.022923,0.1437076
20,-0.5211646,-0.5865716,"('rough', 'thoughtful')",-0.5211646,-0.5865716,-0.065407
21,0.20598853,0.26882192,"('immoral', 'moral')",0.2059885,0.2688219,0.0628334
22,-0.40189967,-0.48117974,"('untrustworthy', 'trustworthy')",-0.4018997,-0.4811797,-0.07928
23,3.4878,3.4534826,"('insincere', 'sincere')",3.4877999,3.4534826,-0.0343173
24,1.1217854,1.0566797,"('dishonest', 'honest')",1.1217854,1.0566797,-0.0651057
25,0.59726113,0.59633195,"('egoistic', 'altruistic')",0.5972611,0.596332,-0.0009291
26,0.71042395,0.4763986,"('hardhearted', 'benevolent')",0.7104239,0.4763986,-0.2340253
27,-0.095701754,-0.2002809,"('hardhearted', 'softhearted')",-0.0957018,-0.2002809,-0.1045791
28,0.6758893,0.6003662,"('disloyal', 'loyal')",0.6758893,0.6003662,-0.0755231
29,-0.39008805,-0.41655582,"('unfair', 'fair')",-0.3900881,-0.4165558,-0.0264677
30,0.36563915,0.35066536,"('intolerant', 'tolerant')",0.3656392,0.3506654,-0.0149738
