,mob_male,mob_female,tuple,average_male,average_female,female-male
44,-0.6134695,-0.6408776,"('prejudiced', 'unprejudiced')",-0.6134695,-0.6408776,-0.0274081
45,0.22688594,0.1598226,"('incompetent', 'competent')",0.2268859,0.1598226,-0.0670633
46,-0.24071127,-0.13171466,"('uncompetitive', 'competitive')",-0.2407113,-0.1317147,0.1089966
47,4.5711327,4.79255,"('stupid', 'smart')",4.5711327,4.7925501,0.2214174
48,0.24798127,0.2620501,"('unintelligent', 'intelligent')",0.2479813,0.2620501,0.0140688
49,-0.10657021,0.08718132,"('unable', 'able')",-0.1065702,0.0871813,0.1937515
50,-0.23365815,-0.27005368,"('clumsy', 'skillful')",-0.2336581,-0.2700537,-0.0363956
51,-0.031448692,0.016751401,"('uneducated', 'educated')",-0.0314487,0.0167514,0.0482001
52,-0.56858265,-0.76898485,"('irrational', 'rational')",-0.5685827,-0.7689849,-0.2004022
53,-0.042333834,-0.09298242,"('uncreative', 'creative')",-0.0423338,-0.0929824,-0.0506486
54,0.8394432,0.95625156,"('incapable', 'capable')",0.8394432,0.9562516,0.1168084
55,0.7097886,0.840451,"('incompetent', 'clever')",0.7097886,0.840451,0.1306624
56,0.30164137,0.37466535,"('impractical', 'practical')",0.3016414,0.3746653,0.0730239
57,-2.2470846,-2.2923882,"('unimaginative', 'imaginative')",-2.2470846,-2.2923882,-0.0453036
58,0.29743588,0.24676707,"('undiscriminating', 'discriminating')",0.2974359,0.2467671,-0.0506688
59,-0.2447301,-0.30021504,"('foolish', 'wise')",-0.2447301,-0.300215,-0.0554849
60,0.59934753,0.89290535,"('inefficient', 'efficient')",0.5993475,0.8929054,0.2935579
61,0.24938788,0.14457461,"('illogical', 'logical')",0.2493879,0.1445746,-0.1048133
62,0.5800107,0.7324455,"('incompetent', 'brilliant')",0.5800107,0.7324455,0.1524348
63,-0.10260013,-0.032696225,"('unperceptive', 'insightful')",-0.1026001,-0.0326962,0.0699039
64,-5.5056877,-5.504549,"('shy', 'confident')",-5.5056877,-5.504549,0.0011387
65,0.73971844,0.87108773,"('insecure', 'secure')",0.7397184,0.8710877,0.1313693
66,0.16778088,0.016531143,"('inactive', 'active')",0.1677809,0.0165311,-0.1512498
67,-0.62973595,-0.522764,"('doubtful', 'determined')",-0.6297359,-0.522764,0.1069719
68,-0.8103469,-0.7524649,"('dependent', 'independent')",-0.8103469,-0.7524649,0.057882
69,-1.9095963,-1.9809468,"('lazy', 'industrious')",-1.9095963,-1.9809468,-0.0713505
70,1.5465423,1.5627917,"('lethargic', 'energetic')",1.5465423,1.5627917,0.0162494
71,0.35781345,0.31720692,"('diffident', 'self-confident')",0.3578134,0.3172069,-0.0406065
72,0.7046167,0.805203,"('unambitious', 'ambitious')",0.7046167,0.805203,0.1005863
73,-2.6830244,-2.720116,"('helpless', 'self-reliant')",-2.6830244,-2.7201159,-0.0370915
74,0.11281046,0.024488695,"('undedicated', 'dedicated')",0.1128105,0.0244887,-0.0883218
75,-0.56135553,-0.53974897,"('meek', 'impulsive')",-0.5613555,-0.539749,0.0216065
76,0.93910027,1.0476694,"('anxious', 'daring')",0.9391003,1.0476694,0.1085691
77,-1.2825586,-1.0718611,"('unmotivated', 'motivated')",-1.2825586,-1.0718611,0.2106975
78,-0.744643,-0.7239225,"('nonresilient', 'resilient')",-0.744643,-0.7239225,0.0207205
79,-0.39845923,-0.4713225,"('wavering', 'unwavering')",-0.3984592,-0.4713225,-0.0728633
80,-0.46617374,-0.42508256,"('dominated', 'dominating')",-0.4661737,-0.4250826,0.0410911
81,0.07754945,0.2422106,"('submissive', 'aggressive')",0.0775495,0.2422106,0.1646611
82,5.994492,6.1451836,"('poor', 'rich')",5.9944921,6.1451836,0.1506915
83,-0.36014232,-0.32072902,"('powerless', 'powerful')",-0.3601423,-0.320729,0.0394133
84,0.22845656,0.21056274,"('inferior', 'superior')",0.2284566,0.2105627,-0.0178939
85,-1.0103177,-1.1781621,"('insignificant', 'prestigious')",-1.0103177,-1.1781621,-0.1678444
86,0.23142907,0.23862307,"('uninfluential', 'influential')",0.2314291,0.2386231,0.007194
87,-0.44464612,-0.35298422,"('unsuccessful', 'successful')",-0.4446461,-0.3529842,0.0916619
88,-0.23905645,-0.1495978,"('low', 'eminent')",-0.2390565,-0.1495978,0.0894587
