,rohm_male,rohm_female,tuple,&_male,&_female,haas_male,haas_female,co_male,co_female,average_male,average_female,female-male
0,-2.2092302,-2.3688972,"('unsociable', 'sociable')",-0.9388182,-1.0958431,-0.51462704,-0.7018359,-0.34414464,-0.41591233,-1.0017051,-1.1456221,-0.143917
1,1.1631032,0.93683153,"('unfriendly', 'friendly')",-0.40205637,-0.61021477,1.4026413,1.1776888,2.2263246,1.9916594,1.0975032,0.8739913,-0.2235119
2,0.9018337,0.9275619,"('unlikable', 'likable')",0.71152914,0.7098401,0.4385523,0.45961317,0.85604054,0.94067025,0.7269889,0.7594213,0.0324324
3,-2.2239,-2.2637436,"('repellent', 'pleasant')",-0.45534283,-0.56307995,-1.989152,-2.0655649,-0.11496651,-0.09869345,-1.1958404,-1.2477704,-0.05193
4,1.3629718,1.2261289,"('disliked', 'liked')",1.5435601,1.4678948,1.6047199,1.4876264,-6.9527116,-6.938092,-0.610365,-0.6891105,-0.0787455
5,2.1064246,2.0906854,"('distant', 'outgoing')",1.0881052,1.2077702,2.6274757,2.6455817,0.57048565,0.5348509,1.5981227,1.6197221,0.0215994
6,2.192284,2.2039366,"('distant', 'open')",1.158658,1.2311454,2.208225,2.2369764,0.66316825,0.61584085,1.5555838,1.5719748,0.016391
7,-1.9528241,-2.0603015,"('insensitive', 'sensitive')",-1.8282077,-1.8776674,-0.8056946,-0.86504954,-0.10135738,-0.18714301,-1.1720209,-1.2475404,-0.0755195
8,0.7190898,0.58921033,"('unaffectionate', 'affectionate')",-0.10030741,-0.11321196,1.5713426,1.4793956,1.5561693,1.3106786,0.9365736,0.8165182,-0.1200554
9,0.58452487,0.4107823,"('unaffectionate', 'caring')",-0.22262737,-0.33745146,1.1621616,1.0716308,1.715736,1.4920133,0.8099488,0.6592438,-0.150705
10,-3.4061742,-3.5518675,"('unsympathetic', 'sympathetic')",-2.1523478,-2.3735256,-2.8273818,-2.9382184,-0.67448497,-0.75998294,-2.2650974,-2.4058986,-0.1408012
11,-2.2080283,-2.3678637,"('unhelpful', 'helpful')",-2.283606,-2.347432,-1.1346046,-1.1752925,1.4560976,1.4243042,-1.0425353,-1.1165709,-0.0740356
12,-1.175652,-1.2507355,"('unsupportive', 'supportive')",-0.09376017,-0.04023791,1.0844268,1.0605254,-1.9080005,-1.8984095,-0.5232465,-0.5322144,-0.0089679
13,-3.0521586,-3.1386526,"('impolite', 'polite')",-2.1699057,-2.2013195,-1.7999458,-1.8311559,-0.46355128,-0.46214765,-1.8713903,-1.9083189,-0.0369286
14,-2.3612528,-2.4089763,"('antisocial', 'social')",-1.3616177,-1.4062744,-1.5227201,-1.6208353,-0.59457165,-0.653022,-1.4600405,-1.522277,-0.0622365
15,1.2529631,1.2310644,"('boring', 'funny')",0.705975,0.6933829,0.7377302,0.76143235,0.8345061,0.86576384,0.8827936,0.8879109,0.0051173
16,0.9067503,0.89374954,"('unpopular', 'popular')",1.021919,1.0454985,-0.6286878,-0.662061,-0.072437465,-0.078733176,0.306886,0.2996135,-0.0072725
17,-1.1504097,-1.1188159,"('nasty', 'nice')",-0.049638316,0.054987248,-1.439367,-1.3132776,-0.39231116,-0.33167526,-0.7579315,-0.6771954,0.0807361
18,0.3725315,0.35660863,"('disagreeable', 'welcoming')",0.25626373,0.3301795,0.68724227,0.6242252,-0.67787147,-0.78034335,0.1595415,0.1326675,-0.026874
19,0.8996337,0.87855303,"('inhospitable', 'hospitable')",0.31506255,0.35163346,1.220072,1.2164727,0.29192775,0.32410514,0.681674,0.6926911,0.0110171
20,-0.2071111,-0.2310342,"('rough', 'thoughtful')",1.0390415,0.99137455,0.4626894,0.45388553,0.5913304,0.525813,0.4714876,0.4350097,-0.0364779
21,-2.3806965,-2.5294216,"('immoral', 'moral')",-1.1123396,-1.2985533,-2.8912158,-3.031223,-1.4512242,-1.4753923,-1.9588691,-2.0836475,-0.1247784
22,-1.3769377,-1.4179926,"('untrustworthy', 'trustworthy')",-0.8823184,-1.038629,-1.9055955,-1.9889598,-1.1446695,-1.2520418,-1.3273803,-1.4244058,-0.0970255
23,-1.4421861,-1.6210308,"('insincere', 'sincere')",-1.9305573,-2.0512156,-0.48604074,-0.60280687,5.487096,5.266078,0.4070779,0.2477561,-0.1593218
24,-1.484785,-1.5236984,"('dishonest', 'honest')",-2.7304552,-2.8179972,-1.2939336,-1.3879128,0.3617846,0.18826683,-1.2868472,-1.3853354,-0.0984882
25,0.9403311,0.9564664,"('egoistic', 'altruistic')",0.75821847,0.7083922,1.2504791,1.2414509,1.5916736,1.5073448,1.1351755,1.1034136,-0.0317619
26,0.7531774,0.61538196,"('hardhearted', 'benevolent')",0.96212554,0.7336775,1.631762,1.4805231,2.266064,2.1687236,1.4032822,1.2495766,-0.1537056
27,-0.20742379,-0.29653972,"('hardhearted', 'softhearted')",-1.7658914,-1.8048972,0.0002452433,-0.08333774,1.1352041,0.9149278,-0.2094665,-0.3174617,-0.1079952
28,-1.2077801,-1.4136147,"('disloyal', 'loyal')",-1.3069509,-1.5328672,-0.577053,-0.78842884,0.7220259,0.49527246,-0.5924395,-0.8099096,-0.2174701
29,0.696964,0.61794406,"('unfair', 'fair')",0.1526401,0.08368981,0.49339703,0.43181628,-0.65286475,-0.77488434,0.1725341,0.0896415,-0.0828926
30,-2.3985603,-2.4759903,"('intolerant', 'tolerant')",-3.1695497,-3.2789328,-1.1395136,-1.1786697,-0.28850964,-0.26587054,-1.7490333,-1.7998658,-0.0508325
31,1.2193029,1.2503659,"('evil', 'good')",0.975219,0.99579716,0.97116673,0.9544691,-0.2254059,-0.27564302,0.7350706,0.7312472,-0.0038234
32,-1.2743953,-1.3986809,"('unkind', 'kind')",-1.4499818,-1.5959,-1.7772439,-1.9115978,0.692156,0.44467178,-0.9523663,-1.1153768,-0.1630105
33,1.9055079,1.8231626,"('wrong', 'right')",0.8157886,0.87821347,2.1798856,2.1721246,-0.06558474,-0.1059081,1.2088994,1.1918982,-0.0170012
34,-0.74859715,-0.77902764,"('mean', 'honorable')",-0.4678446,-0.43336233,0.15686226,0.12944591,5.135907,5.1599946,1.019082,1.0192627,0.0001807
35,2.9635034,2.9389768,"('corrupt', 'incorrupt')",1.7082146,1.7140567,1.8946096,1.9096575,0.35236257,0.17560056,1.7296726,1.6845728,-0.0450998
36,1.6900944,1.5484656,"('hostile', 'amicable')",1.7726388,1.6424536,1.5459932,1.3552125,0.9413027,0.71136326,1.4875073,1.3143737,-0.1731336
37,-0.952894,-0.9633916,"('fake', 'genuine')",-0.9363307,-0.8604785,-0.5934681,-0.630314,0.09176118,-0.017911654,-0.5977329,-0.6180239,-0.020291
38,-0.015653845,-0.12764876,"('untruthful', 'truthful')",-1.7625849,-1.8236103,0.17062782,0.12044597,-0.055640157,-0.06564896,-0.4158128,-0.4741155,-0.0583027
39,-0.511646,-0.44662035,"('exploitative', 'cooperative')",-1.1374841,-0.99234927,0.006223945,0.1003246,0.45039716,0.48209915,-0.2981273,-0.2141365,0.0839908
40,0.12402953,0.04347565,"('stingy', 'generous')",-0.36417362,-0.31043103,0.8813901,0.7838844,-1.8364029,-1.914368,-0.2987892,-0.3493598,-0.0505706
41,-0.8150476,-0.97153616,"('unforgiving', 'forgiving')",-1.5483525,-1.6848689,-0.29108906,-0.47470146,0.4325257,0.29651678,-0.5554909,-0.7086474,-0.1531565
42,-1.1611774,-1.0411905,"('unreliable', 'reliable')",-0.106863916,0.11257681,-0.5912562,-0.5576568,-3.7563536,-3.6286886,-1.4039128,-1.2787397,0.1251731
43,-1.6782515,-1.7214059,"('irresponsible', 'responsible')",-2.1794229,-2.1283658,-0.32250684,-0.34223622,0.1721585,0.21012896,-1.0020056,-0.9954696,0.006536
44,-0.098958515,0.0074326918,"('prejudiced', 'unprejudiced')",-0.9851279,-0.7923563,-1.7511035,-1.6420212,-1.6871091,-1.6095772,-1.1305747,-1.0091305,0.1214442
45,-2.265532,-2.4814973,"('incompetent', 'competent')",-1.6425359,-1.8356462,-0.76780653,-0.99961495,-0.6516801,-0.74881095,-1.3318887,-1.5163922,-0.1845035
46,-2.280574,-2.4587781,"('uncompetitive', 'competitive')",0.002923306,-0.12903182,-1.5910912,-1.7393857,-1.156806,-1.1949719,-1.256387,-1.3805419,-0.1241549
47,-1.481682,-1.3685509,"('stupid', 'smart')",-0.49315268,-0.42606866,-0.47828966,-0.36251345,4.876134,4.8672757,0.6057524,0.6775357,0.0717833
48,-2.0068524,-2.1426594,"('unintelligent', 'intelligent')",-1.7854861,-2.0343373,-1.6124396,-1.6973919,-0.61243004,-0.5857381,-1.504302,-1.6150317,-0.1107297
49,-0.7425192,-0.77053535,"('unable', 'able')",-0.101792544,-0.10942516,-0.5464855,-0.5054023,-0.5131842,-0.4689839,-0.4759953,-0.4635867,0.0124086
50,0.4193113,0.3955858,"('clumsy', 'skillful')",1.8654572,1.9114125,-0.0063834973,-0.056989923,-0.022430636,-0.1338256,0.5639886,0.5290457,-0.0349429
51,-1.0729903,-1.2072439,"('uneducated', 'educated')",0.1535945,-0.013932206,-0.05197069,-0.15169112,0.1028606,0.0227536,-0.2171265,-0.3375284,-0.1204019
52,1.8500319,1.7963188,"('irrational', 'rational')",1.2536579,1.2179285,1.4173312,1.3299383,0.31170627,0.24940008,1.2081817,1.1483965,-0.0597852
