,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7462863,-0.801969,"('unsociable', 'sociable')",-0.19615802,-0.33846262,-0.4712222,-0.5702158,-0.0989936
1,-0.68343383,-1.0956438,"('unfriendly', 'friendly')",1.8252348,1.6518732,0.5709004,0.2781147,-0.2927857
2,0.46290466,0.41161728,"('unlikable', 'likable')",0.5139555,0.5538903,0.4884301,0.4827538,-0.0056763
3,-0.3571401,-0.18557307,"('repellent', 'pleasant')",0.012804534,0.054236956,-0.1721678,-0.0656681,0.1064997
4,-0.49029556,-0.6742048,"('disliked', 'liked')",-6.2333026,-6.3747954,-3.361799,-3.5245001,-0.1627011
5,-0.70388186,-0.87446964,"('distant', 'outgoing')",-0.20016041,-0.2697871,-0.4520211,-0.5721284,-0.1201073
6,-0.8912457,-1.0914122,"('distant', 'open')",0.41345888,0.29363063,-0.2388934,-0.3988908,-0.1599974
7,-0.43290868,-0.31728107,"('insensitive', 'sensitive')",0.9418561,0.9366804,0.2544737,0.3096997,0.055226
8,-1.1826094,-1.4076822,"('unaffectionate', 'affectionate')",0.7001708,0.5900869,-0.2412193,-0.4087977,-0.1675784
9,-0.9257444,-1.1104172,"('unaffectionate', 'caring')",1.1306989,1.0526699,0.1024773,-0.0288737,-0.131351
10,-0.8752215,-0.7178112,"('unsympathetic', 'sympathetic')",-0.05768531,-0.09535337,-0.4664534,-0.4065823,0.0598711
11,0.1099533,0.24591312,"('unhelpful', 'helpful')",1.5443325,1.6048247,0.8271429,0.9253689,0.098226
12,-0.31093788,-0.19449751,"('unsupportive', 'supportive')",-1.7561383,-1.762778,-1.0335381,-0.9786378,0.0549003
13,-0.3909529,-0.30821475,"('impolite', 'polite')",-0.35655946,-0.29408106,-0.3737562,-0.3011479,0.0726083
14,0.46559578,0.5253356,"('antisocial', 'social')",-0.34001288,-0.36187074,0.0627915,0.0817324,0.0189409
15,-0.28554654,-0.49165764,"('boring', 'funny')",0.61132973,0.5482527,0.1628916,0.0282975,-0.1345941
16,-0.6546521,-0.6356677,"('unpopular', 'popular')",0.29558328,0.3273639,-0.1795344,-0.1541519,0.0253825
17,-0.40403628,-0.38438147,"('nasty', 'nice')",-0.35474157,-0.30964604,-0.3793889,-0.3470138,0.0323751
18,-0.5804921,-0.7793469,"('disagreeable', 'welcoming')",-0.35586968,-0.42149058,-0.4681809,-0.6004187,-0.1322378
19,-0.89751256,-0.9597793,"('inhospitable', 'hospitable')",-0.07294786,-0.06338355,-0.4852302,-0.5115814,-0.0263512
20,0.4257383,0.5490968,"('rough', 'thoughtful')",1.3100729,1.3230354,0.8679056,0.9360661,0.0681605
21,0.06959113,0.15014082,"('immoral', 'moral')",-0.59373647,-0.5155052,-0.2620727,-0.1826822,0.0793905
22,0.26260617,0.27868247,"('untrustworthy', 'trustworthy')",-0.7525693,-0.8194013,-0.2449816,-0.2703594,-0.0253778
23,-0.48379484,-0.43901134,"('insincere', 'sincere')",5.819789,5.782533,2.6679971,2.671761,0.0037639
24,0.023400934,0.026284229,"('dishonest', 'honest')",1.0861636,1.0457735,0.5547823,0.5360289,-0.0187534
25,-0.009297345,-0.26374364,"('egoistic', 'altruistic')",1.5472158,1.4525452,0.7689592,0.5944008,-0.1745584
26,0.4965358,0.27280042,"('hardhearted', 'benevolent')",1.8708478,1.7743243,1.1836919,1.0235623,-0.1601296
27,-0.28789538,-0.24279128,"('hardhearted', 'softhearted')",1.468918,1.4019554,0.5905113,0.579582,-0.0109293
28,-0.4848648,-0.63351643,"('disloyal', 'loyal')",0.9071391,0.76354325,0.2111372,0.0650134,-0.1461238
29,-0.2535323,-0.32569468,"('unfair', 'fair')",-0.45494443,-0.6529118,-0.3542384,-0.4893032,-0.1350648
30,0.29801533,0.34358603,"('intolerant', 'tolerant')",1.4634448,1.4241159,0.8807301,0.8838509,0.0031208
