,huntington_male,huntington_female,tuple,ingalls_male,ingalls_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,0.003377067,0.07751817,"('unsociable', 'sociable')",-1.5201694,-1.6364385,-0.34501758,-0.36894646,-0.31369892,-0.4566852,-0.5438772,-0.596138,-0.0522608
1,-0.15796694,-0.15517625,"('unfriendly', 'friendly')",-1.8524686,-2.0210953,-1.8492817,-1.9710819,1.4937211,1.3736039,-0.5914991,-0.6934373,-0.1019382
2,0.46524388,0.58699596,"('unlikable', 'likable')",0.3118457,0.4070264,0.32849306,0.4239018,0.18999477,0.3501123,0.3238944,0.4420091,0.1181147
3,0.20045954,0.4515925,"('repellent', 'pleasant')",-1.0864241,-1.0965666,0.1903969,0.2294969,0.3248131,0.3508172,-0.0926886,-0.016165,0.0765236
4,-1.5763832,-1.6773152,"('disliked', 'liked')",-0.14182447,-0.23885278,-0.9789438,-1.0870131,-6.366888,-6.469407,-2.2660098,-2.3681469,-0.1021371
5,-1.1231494,-1.2098662,"('distant', 'outgoing')",-0.07092406,-0.09626385,-1.5290376,-1.5552294,-0.6838645,-0.5987226,-0.8517439,-0.8650205,-0.0132766
6,-1.4103189,-1.4440105,"('distant', 'open')",0.033800952,0.030921765,-1.0384606,-1.0953807,0.19839007,0.24082147,-0.5541471,-0.566912,-0.0127649
7,2.036347,2.1996543,"('insensitive', 'sensitive')",-0.51947224,-0.5252396,-0.07418029,-0.012940762,0.6111876,0.6257981,0.5134705,0.571818,0.0583475
8,0.25658944,0.21410707,"('unaffectionate', 'affectionate')",-0.3895201,-0.4071199,-2.194998,-2.229916,0.3690098,0.27608997,-0.4897298,-0.5367097,-0.0469799
9,0.82615656,0.7920216,"('unaffectionate', 'caring')",-0.61284316,-0.69561744,-1.4290068,-1.5073069,0.95086104,0.8754963,-0.0662081,-0.1338516,-0.0676435
10,1.1004477,1.3163817,"('unsympathetic', 'sympathetic')",-2.259029,-2.292094,-0.3803088,-0.41576487,0.124963835,-0.010365522,-0.3534816,-0.3504606,0.003021
11,-0.2736071,-0.20392695,"('unhelpful', 'helpful')",-1.0699899,-1.0870193,-0.40538853,-0.47314498,1.7339922,1.7287246,-0.0037483,-0.0088417,-0.0050934
12,0.9346704,1.0647768,"('unsupportive', 'supportive')",-0.8820497,-0.8866822,-1.2924044,-1.2849305,-1.9853358,-1.9914967,-0.8062799,-0.7745831,0.0316968
13,0.19276005,0.20596385,"('impolite', 'polite')",-1.1626345,-1.1891918,0.99013996,1.0728453,-0.10350239,-0.12074816,-0.0208092,-0.0077827,0.0130265
14,0.9300249,1.0401386,"('antisocial', 'social')",-0.57778436,-0.5344861,0.95098794,1.050551,-0.6538234,-0.6967689,0.1623513,0.2148587,0.0525074
15,-0.73099124,-0.91654766,"('boring', 'funny')",-0.016268538,-0.024941858,0.6044999,0.58881104,0.07661779,0.11738007,-0.0165355,-0.0588246,-0.0422891
16,-0.9973353,-0.9929125,"('unpopular', 'popular')",-0.10221732,-0.1593096,-0.6902119,-0.7242159,0.5276457,0.53421766,-0.3155297,-0.3355551,-0.0200254
17,0.25189015,0.26428327,"('nasty', 'nice')",-0.0064724237,0.0444613,-0.16718341,-0.07724137,-0.840839,-0.7542381,-0.1906512,-0.1306837,0.0599675
18,0.55077493,0.6039866,"('disagreeable', 'welcoming')",-0.42241043,-0.353219,-0.7723197,-0.7304484,-0.47089866,-0.4713781,-0.2787135,-0.2377647,0.0409488
19,-0.35894674,-0.26436746,"('inhospitable', 'hospitable')",-0.54488075,-0.51879066,-1.4348927,-1.4266149,-0.5029807,-0.33257616,-0.7104252,-0.6355873,0.0748379
20,0.89957094,1.0145651,"('rough', 'thoughtful')",-0.58784515,-0.528746,0.43867275,0.4340064,1.2290593,1.1315198,0.4948645,0.5128363,0.0179718
21,0.5586704,0.7206425,"('immoral', 'moral')",-1.8386484,-1.8367614,-0.53473157,-0.5066193,-1.0047194,-1.0097014,-0.7048572,-0.6581099,0.0467473
22,0.089880705,0.1704892,"('untrustworthy', 'trustworthy')",-0.5328496,-0.52792466,-0.7631624,-0.742547,-1.3945307,-1.4011585,-0.6501654,-0.6252853,0.0248801
23,1.3129328,1.4659727,"('insincere', 'sincere')",-1.1021003,-1.2243477,-0.1693727,-0.22065729,5.414922,5.2970304,1.3640956,1.3294995,-0.0345961
24,1.0261703,1.0370471,"('dishonest', 'honest')",-1.1128464,-1.1011728,-0.119635284,-0.09249842,0.89057505,0.8492775,0.1710659,0.1731634,0.0020975
25,-0.36368155,-0.3890336,"('egoistic', 'altruistic')",0.26757616,0.22856599,-0.29162988,-0.26396272,1.2980374,1.2980881,0.2275755,0.2184144,-0.0091611
26,1.3288354,1.2963009,"('hardhearted', 'benevolent')",-0.13633668,-0.13437046,0.7944913,0.70460296,1.3450783,1.2185239,0.8330171,0.7712643,-0.0617528
27,0.8825237,0.8745128,"('hardhearted', 'softhearted')",-1.2105348,-1.1242765,-0.62652403,-0.5788276,1.3869596,1.2915561,0.1081061,0.1157412,0.0076351
28,0.017842792,-0.04634916,"('disloyal', 'loyal')",-1.4318093,-1.6143539,-1.1092657,-1.2798004,0.85473526,0.63600653,-0.4171242,-0.5761243,-0.1590001
29,-0.5491186,-0.6210295,"('unfair', 'fair')",-0.57750773,-0.6177694,-1.6663377,-1.6904738,-0.5994461,-0.69865453,-0.8481025,-0.9069818,-0.0588793
30,0.6826984,0.8236052,"('intolerant', 'tolerant')",-0.53667945,-0.53009504,0.7263774,0.73198617,1.0329509,1.0443444,0.4763368,0.5174602,0.0411234
31,-1.6113559,-1.6799519,"('evil', 'good')",0.16480075,0.22467536,-1.6050252,-1.5599955,-1.3590384,-1.407749,-1.1026547,-1.1057553,-0.0031006
32,0.1621818,0.21555722,"('unkind', 'kind')",-0.8975962,-0.9491176,0.5108279,0.4478381,0.69252366,0.49169314,0.1169843,0.0514927,-0.0654916
33,-0.032583177,-0.15611997,"('wrong', 'right')",0.79351085,0.6866795,0.116207875,0.08118029,-0.4567233,-0.461724,0.1051031,0.037504,-0.0675991
34,0.123477995,0.3602574,"('mean', 'honorable')",-0.14711073,-0.037805263,0.32053745,0.39921987,5.835445,6.0460215,1.5330874,1.6919234,0.158836
