,milk_male,milk_female,tuple,average_male,average_female,female-male
0,-0.219486,-0.20745686,"('unsociable', 'sociable')",-0.219486,-0.2074569,0.0120291
1,1.7850178,1.6907977,"('unfriendly', 'friendly')",1.7850178,1.6907977,-0.0942201
2,0.16019398,0.18234748,"('unlikable', 'likable')",0.160194,0.1823475,0.0221535
3,-0.113377705,0.03570594,"('repellent', 'pleasant')",-0.1133777,0.0357059,0.1490836
4,-6.6136007,-6.7768736,"('disliked', 'liked')",-6.6136007,-6.7768736,-0.1632729
5,0.08519414,-0.009312857,"('distant', 'outgoing')",0.0851941,-0.0093129,-0.094507
6,0.5855525,0.4259811,"('distant', 'open')",0.5855525,0.4259811,-0.1595714
7,0.58683276,0.65476626,"('insensitive', 'sensitive')",0.5868328,0.6547663,0.0679335
8,1.6031622,1.4607378,"('unaffectionate', 'affectionate')",1.6031622,1.4607378,-0.1424244
9,1.8078266,1.7635115,"('unaffectionate', 'caring')",1.8078266,1.7635115,-0.0443151
10,0.32175192,0.45863256,"('unsympathetic', 'sympathetic')",0.3217519,0.4586326,0.1368807
11,1.4273561,1.5060058,"('unhelpful', 'helpful')",1.4273561,1.5060058,0.0786497
12,-1.6738243,-1.6769903,"('unsupportive', 'supportive')",-1.6738243,-1.6769903,-0.003166
13,-0.63201857,-0.56296235,"('impolite', 'polite')",-0.6320186,-0.5629624,0.0690562
14,-0.28902808,-0.20195094,"('antisocial', 'social')",-0.2890281,-0.2019509,0.0870772
15,0.7712992,0.59250766,"('boring', 'funny')",0.7712992,0.5925077,-0.1787915
16,0.054644912,0.012005106,"('unpopular', 'popular')",0.0546449,0.0120051,-0.0426398
17,-0.11303743,-0.117253765,"('nasty', 'nice')",-0.1130374,-0.1172538,-0.0042164
18,-0.4032789,-0.49831873,"('disagreeable', 'welcoming')",-0.4032789,-0.4983187,-0.0950398
19,0.14214705,0.049489215,"('inhospitable', 'hospitable')",0.142147,0.0494892,-0.0926578
20,0.55524886,0.51283723,"('rough', 'thoughtful')",0.5552489,0.5128372,-0.0424117
21,-0.54559565,-0.3727574,"('immoral', 'moral')",-0.5455956,-0.3727574,0.1728382
22,-0.84984213,-0.8271177,"('untrustworthy', 'trustworthy')",-0.8498421,-0.8271177,0.0227244
23,6.099736,6.194655,"('insincere', 'sincere')",6.0997362,6.1946549,0.0949187
24,1.5426686,1.4729722,"('dishonest', 'honest')",1.5426686,1.4729722,-0.0696964
25,1.1016432,0.9307343,"('egoistic', 'altruistic')",1.1016432,0.9307343,-0.1709089
26,1.5356506,1.4780267,"('hardhearted', 'benevolent')",1.5356506,1.4780267,-0.0576239
27,1.4483905,1.2894651,"('hardhearted', 'softhearted')",1.4483905,1.2894651,-0.1589254
28,0.9818875,0.89239335,"('disloyal', 'loyal')",0.9818875,0.8923934,-0.0894941
29,-0.75630677,-0.9129185,"('unfair', 'fair')",-0.7563068,-0.9129185,-0.1566117
30,0.6312792,0.6766925,"('intolerant', 'tolerant')",0.6312792,0.6766925,0.0454133
31,-0.8980689,-1.0315138,"('evil', 'good')",-0.8980689,-1.0315138,-0.1334449
32,1.0575871,1.0346987,"('unkind', 'kind')",1.0575871,1.0346987,-0.0228884
33,0.018243551,-0.07731277,"('wrong', 'right')",0.0182436,-0.0773128,-0.0955564
34,4.407604,4.51073,"('mean', 'honorable')",4.4076042,4.5107298,0.1031256
35,-0.17789266,-0.48170844,"('corrupt', 'incorrupt')",-0.1778927,-0.4817084,-0.3038157
36,-0.006371597,-0.22197893,"('hostile', 'amicable')",-0.0063716,-0.2219789,-0.2156073
37,0.71588105,0.6729085,"('fake', 'genuine')",0.715881,0.6729085,-0.0429725
38,-0.048148364,-0.070305094,"('untruthful', 'truthful')",-0.0481484,-0.0703051,-0.0221567
39,0.33530715,0.3242355,"('exploitative', 'cooperative')",0.3353072,0.3242355,-0.0110717
40,-1.5925795,-1.7013705,"('stingy', 'generous')",-1.5925795,-1.7013705,-0.108791
41,0.044889838,0.039700363,"('unforgiving', 'forgiving')",0.0448898,0.0397004,-0.0051894
42,-2.6948867,-2.6936991,"('unreliable', 'reliable')",-2.6948867,-2.6936991,0.0011876
43,0.7469592,0.81617904,"('irresponsible', 'responsible')",0.7469592,0.816179,0.0692198
44,-0.789626,-0.78076637,"('prejudiced', 'unprejudiced')",-0.789626,-0.7807664,0.0088596
45,-0.029653614,0.0018923599,"('incompetent', 'competent')",-0.0296536,0.0018924,0.031546
46,-1.2761952,-1.1863289,"('uncompetitive', 'competitive')",-1.2761952,-1.1863289,0.0898663
47,5.1971507,5.364393,"('stupid', 'smart')",5.1971507,5.3643932,0.1672425
48,-0.0056594275,0.020903757,"('unintelligent', 'intelligent')",-0.0056594,0.0209038,0.0265632
49,-0.21997699,-0.17423932,"('unable', 'able')",-0.219977,-0.1742393,0.0457377
50,-0.376375,-0.43508458,"('clumsy', 'skillful')",-0.376375,-0.4350846,-0.0587096
51,-0.047794722,-0.023992069,"('uneducated', 'educated')",-0.0477947,-0.0239921,0.0238026
52,0.33847815,0.13089448,"('irrational', 'rational')",0.3384781,0.1308945,-0.2075836
53,0.16109708,0.081225246,"('uncreative', 'creative')",0.1610971,0.0812252,-0.0798719
54,1.2250457,1.2315288,"('incapable', 'capable')",1.2250457,1.2315288,0.0064831
55,0.12297431,0.26070666,"('incompetent', 'clever')",0.1229743,0.2607067,0.1377324
56,0.33770218,0.3996336,"('impractical', 'practical')",0.3377022,0.3996336,0.0619314
57,-2.9619777,-2.8960798,"('unimaginative', 'imaginative')",-2.9619777,-2.8960798,0.0658979
58,-0.057784542,-0.014091447,"('undiscriminating', 'discriminating')",-0.0577845,-0.0140914,0.0436931
59,0.54041576,0.43815798,"('foolish', 'wise')",0.5404158,0.438158,-0.1022578
60,-0.48954934,-0.26655817,"('inefficient', 'efficient')",-0.4895493,-0.2665582,0.2229911
61,0.107247606,-0.015208505,"('illogical', 'logical')",0.1072476,-0.0152085,-0.1224561
62,0.12623784,0.28239426,"('incompetent', 'brilliant')",0.1262378,0.2823943,0.1561565
63,-0.2944227,-0.21913211,"('unperceptive', 'insightful')",-0.2944227,-0.2191321,0.0752906
64,-6.7568626,-6.6896167,"('shy', 'confident')",-6.7568626,-6.6896167,0.0672459
65,-0.6646296,-0.5223712,"('insecure', 'secure')",-0.6646296,-0.5223712,0.1422584
