,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.93555045,-1.0493988,"('unsociable', 'sociable')",-0.23254204,-0.33595446,-0.5840462,-0.6926766,-0.1086304
1,-2.0517707,-2.2590482,"('unfriendly', 'friendly')",1.8524472,1.4872342,-0.0996618,-0.385907,-0.2862452
2,0.545777,0.561233,"('unlikable', 'likable')",0.3748083,0.45993757,0.4602927,0.5105853,0.0502926
3,-0.457406,-0.36676148,"('repellent', 'pleasant')",-0.22135554,-0.17334165,-0.3393808,-0.2700516,0.0693292
4,0.3117291,0.22631815,"('disliked', 'liked')",-4.563169,-4.6485076,-2.12572,-2.2110946,-0.0853746
5,-0.20168689,-0.35395396,"('distant', 'outgoing')",0.073238745,-0.034838945,-0.0642241,-0.1943965,-0.1301724
6,-0.39506274,-0.540068,"('distant', 'open')",-0.05037755,-0.23604235,-0.2227201,-0.3880551,-0.165335
7,-0.54022324,-0.5343473,"('insensitive', 'sensitive')",0.6297558,0.6605897,0.0447663,0.0631212,0.0183549
8,-0.77172124,-0.9246738,"('unaffectionate', 'affectionate')",0.4539954,0.12461447,-0.1588629,-0.4000297,-0.2411668
9,-0.9503062,-1.0477995,"('unaffectionate', 'caring')",1.0767174,0.8478726,0.0632056,-0.0999634,-0.163169
10,-1.6262151,-1.6191424,"('unsympathetic', 'sympathetic')",-0.3652185,-0.37205923,-0.9957168,-0.9956008,0.000116
11,-0.90448004,-0.7876069,"('unhelpful', 'helpful')",1.148432,1.1291053,0.121976,0.1707492,0.0487732
12,-0.2864155,-0.28756183,"('unsupportive', 'supportive')",-0.9939745,-0.96959907,-0.640195,-0.6285805,0.0116145
13,-0.6284034,-0.6634177,"('impolite', 'polite')",-0.3063299,-0.2351334,-0.4673667,-0.4492756,0.0180911
14,0.39069262,0.48412955,"('antisocial', 'social')",0.77575225,0.93583107,0.5832224,0.7099803,0.1267579
15,0.09698814,-0.0018510129,"('boring', 'funny')",-0.0790473,-0.07361367,0.0089704,-0.0377323,-0.0467027
16,-0.7550574,-0.6580658,"('unpopular', 'popular')",-0.31023133,-0.3617468,-0.5326444,-0.5099063,0.0227381
17,-0.18985286,-0.15459917,"('nasty', 'nice')",-1.136655,-1.1363839,-0.6632539,-0.6454915,0.0177624
18,-0.39447615,-0.37538657,"('disagreeable', 'welcoming')",-1.1146586,-1.1172589,-0.7545674,-0.7463228,0.0082446
19,-1.3481733,-1.4700432,"('inhospitable', 'hospitable')",-0.64142436,-0.857326,-0.9947988,-1.1636846,-0.1688858
20,-0.7856713,-0.6156335,"('rough', 'thoughtful')",1.1692342,1.0721551,0.1917814,0.2282608,0.0364794
21,-1.0105503,-0.86409104,"('immoral', 'moral')",-1.0814247,-0.91727,-1.0459875,-0.8906806,0.1553069
22,-0.1920426,-0.27390334,"('untrustworthy', 'trustworthy')",-0.4831596,-0.5500847,-0.3376011,-0.411994,-0.0743929
23,-1.190083,-1.2356813,"('insincere', 'sincere')",4.5117383,4.3597116,1.6608276,1.5620152,-0.0988124
24,-0.87216204,-0.9859051,"('dishonest', 'honest')",0.7452647,0.6968591,-0.0634487,-0.144523,-0.0810743
25,0.07540947,-0.005456373,"('egoistic', 'altruistic')",1.0193698,0.84276104,0.5473896,0.4186523,-0.1287373
26,-0.34668016,-0.48940456,"('hardhearted', 'benevolent')",2.4024446,2.1222978,1.0278822,0.8164466,-0.2114356
27,-1.1077231,-1.1124538,"('hardhearted', 'softhearted')",0.35134923,0.16070186,-0.3781869,-0.475876,-0.0976891
28,-0.6941181,-0.7042611,"('disloyal', 'loyal')",0.67397004,0.46096778,-0.010074,-0.1216467,-0.1115727
29,-0.56950366,-0.58905864,"('unfair', 'fair')",-0.39320266,-0.5437295,-0.4813532,-0.5663941,-0.0850409
30,0.5342509,0.5406824,"('intolerant', 'tolerant')",0.9835054,1.0714457,0.7588782,0.806064,0.0471858
31,-0.5340437,-0.668998,"('evil', 'good')",-0.50547415,-0.7292775,-0.5197589,-0.6991377,-0.1793788
32,-0.54672545,-0.6151039,"('unkind', 'kind')",0.491821,0.3352992,-0.0274522,-0.1399024,-0.1124502
33,0.15349787,-0.020406432,"('wrong', 'right')",0.10635306,-0.03401267,0.1299255,-0.0272096,-0.1571351
34,-0.2924784,-0.20089473,"('mean', 'honorable')",4.14623,4.214506,1.9268759,2.0068057,0.0799298
35,0.1937716,0.120113835,"('corrupt', 'incorrupt')",-0.6397055,-0.8434865,-0.2229669,-0.3616863,-0.1387194
36,-0.7114179,-0.86850023,"('hostile', 'amicable')",0.6701641,0.27710003,-0.0206269,-0.2957001,-0.2750732
37,0.7378222,0.72909784,"('fake', 'genuine')",0.490494,0.44440493,0.6141581,0.5867514,-0.0274067
38,-0.58123976,-0.65189993,"('untruthful', 'truthful')",0.3588242,0.30668095,-0.1112078,-0.1726095,-0.0614017
39,0.32558057,0.3869278,"('exploitative', 'cooperative')",0.4046105,0.35570455,0.3650956,0.3713162,0.0062206
40,0.30238128,0.29890257,"('stingy', 'generous')",-1.4779557,-1.5512226,-0.5877872,-0.62616,-0.0383728
41,-0.5464611,-0.5217668,"('unforgiving', 'forgiving')",0.54451007,0.53029907,-0.0009755,0.0042661,0.0052416
42,0.21435933,0.2699479,"('unreliable', 'reliable')",-2.1481342,-2.1354668,-0.9668875,-0.9327595,0.034128
43,-0.56847745,-0.5582785,"('irresponsible', 'responsible')",1.2552444,1.2050714,0.3433835,0.3233965,-0.019987
44,1.2166456,1.2178228,"('prejudiced', 'unprejudiced')",-1.6086631,-1.6203592,-0.1960087,-0.2012682,-0.0052595
45,-0.42038712,-0.50101596,"('incompetent', 'competent')",0.9197438,0.8848326,0.2496783,0.1919083,-0.05777
