,xto_male,xto_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.864987,-1.0964073,"('unsociable', 'sociable')",0.5185768,0.3638637,-0.67277616,-0.91832304,-0.3397288,-0.5502889,-0.2105601
1,-1.4460119,-1.4182287,"('unfriendly', 'friendly')",0.028059518,-0.13797879,1.4698247,1.3555778,0.0172908,-0.0668766,-0.0841674
2,0.6311642,0.7266463,"('unlikable', 'likable')",1.1847192,1.160554,0.9527985,1.0423571,0.922894,0.9765191,0.0536251
3,-0.3640862,-0.29103425,"('repellent', 'pleasant')",0.035582855,0.10317856,0.2365643,0.25394875,-0.0306464,0.022031,0.0526774
4,-0.76791674,-0.78171825,"('disliked', 'liked')",0.1113299,-0.061888006,-6.354402,-6.3989534,-2.3369962,-2.4141865,-0.0771903
5,-1.1500449,-0.9667702,"('distant', 'outgoing')",-0.52604073,-0.44344434,-0.22677515,-0.12114253,-0.634287,-0.5104523,0.1238347
6,-1.054443,-0.82070684,"('distant', 'open')",-1.2646068,-1.2373515,0.05994831,0.1819049,-0.7530339,-0.6253844,0.1276495
7,-0.32993168,-0.36455357,"('insensitive', 'sensitive')",0.9152807,0.93215036,0.3972357,0.36227363,0.3275282,0.3099568,-0.0175714
8,-1.2780013,-1.1305885,"('unaffectionate', 'affectionate')",-1.1970894,-1.3055239,0.5249473,0.5377494,-0.6500478,-0.6327877,0.0172601
9,-1.250886,-1.1550416,"('unaffectionate', 'caring')",-0.120178275,-0.19224261,0.94523627,0.98330003,-0.1419426,-0.1213281,0.0206145
10,-0.8719053,-0.9800974,"('unsympathetic', 'sympathetic')",-0.120781705,-0.24247348,-0.66597784,-0.77300364,-0.5528883,-0.6651915,-0.1123032
11,0.21917573,0.16752392,"('unhelpful', 'helpful')",0.8172835,0.87034124,2.0359824,2.0852787,1.0241472,1.041048,0.0169008
12,-0.4710156,-0.3969417,"('unsupportive', 'supportive')",0.49095702,0.54336125,-2.0252016,-1.9680884,-0.6684201,-0.607223,0.0611971
13,-0.077760555,-0.2985328,"('impolite', 'polite')",0.4098327,0.42757303,-0.37471744,-0.44767308,-0.0142151,-0.106211,-0.0919959
14,-0.092150144,-0.2159012,"('antisocial', 'social')",1.2048664,1.2385355,-0.726549,-0.87334406,0.1287224,0.0497634,-0.078959
15,0.25930682,0.17677832,"('boring', 'funny')",-0.046578594,-0.12749718,0.4727476,0.42158273,0.2284919,0.1569546,-0.0715373
16,-0.858693,-0.7106476,"('unpopular', 'popular')",-0.57697225,-0.6566386,0.5748964,0.5726174,-0.286923,-0.2648896,0.0220334
17,-0.3660395,-0.25866234,"('nasty', 'nice')",-0.99527025,-0.88837826,-0.493513,-0.4334168,-0.6182743,-0.5268191,0.0914552
18,-0.26017368,-0.083918825,"('disagreeable', 'welcoming')",-0.9875799,-0.9452569,-0.60762185,-0.53132135,-0.6184585,-0.5201657,0.0982928
19,-1.7807094,-1.5676832,"('inhospitable', 'hospitable')",-1.4736763,-1.4393712,-0.15565887,0.012352681,-1.1366816,-0.9982339,0.1384477
20,-0.52029747,-0.47099888,"('rough', 'thoughtful')",0.09079626,0.11786914,0.73683316,0.6767652,0.102444,0.1078785,0.0054345
21,0.08277257,-0.15392375,"('immoral', 'moral')",1.5703087,1.4965006,-0.6217097,-0.66068923,0.3437905,0.2272959,-0.1164946
22,0.2281715,0.12064783,"('untrustworthy', 'trustworthy')",-0.5064995,-0.63763493,-0.98814327,-1.094786,-0.4221571,-0.5372577,-0.1151006
