,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,1.3360294,1.2308645,"('unsociable', 'sociable')",1.3360294,1.2308645,-0.1051649
1,1.120085,1.1542302,"('unfriendly', 'friendly')",1.120085,1.1542302,0.0341452
2,0.47916353,0.6114132,"('unlikable', 'likable')",0.4791635,0.6114132,0.1322497
3,0.09108433,0.16094242,"('repellent', 'pleasant')",0.0910843,0.1609424,0.0698581
4,-5.6880054,-5.743478,"('disliked', 'liked')",-5.6880054,-5.7434778,-0.0554724
5,-2.0098393,-1.9457483,"('distant', 'outgoing')",-2.0098393,-1.9457483,0.064091
6,-1.4056451,-1.3297464,"('distant', 'open')",-1.4056451,-1.3297464,0.0758987
7,1.9146938,1.9606434,"('insensitive', 'sensitive')",1.9146938,1.9606434,0.0459496
8,0.45763022,0.40278146,"('unaffectionate', 'affectionate')",0.4576302,0.4027815,-0.0548487
9,1.3741405,1.3834599,"('unaffectionate', 'caring')",1.3741405,1.3834599,0.0093194
10,1.2558444,1.276474,"('unsympathetic', 'sympathetic')",1.2558444,1.276474,0.0206296
11,1.3174053,1.2426258,"('unhelpful', 'helpful')",1.3174053,1.2426258,-0.0747795
12,-0.5838835,-0.52666205,"('unsupportive', 'supportive')",-0.5838835,-0.5266621,0.0572214
13,0.80990976,0.74320424,"('impolite', 'polite')",0.8099098,0.7432042,-0.0667056
14,1.4934545,1.4392041,"('antisocial', 'social')",1.4934545,1.4392041,-0.0542504
15,0.615697,0.4731977,"('boring', 'funny')",0.615697,0.4731977,-0.1424993
16,-0.58087116,-0.6254692,"('unpopular', 'popular')",-0.5808712,-0.6254692,-0.044598
17,-0.36264533,-0.40978625,"('nasty', 'nice')",-0.3626453,-0.4097863,-0.047141
18,-0.052537106,-0.026421782,"('disagreeable', 'welcoming')",-0.0525371,-0.0264218,0.0261153
19,-1.0221702,-0.9961207,"('inhospitable', 'hospitable')",-1.0221702,-0.9961207,0.0260495
20,0.7553313,0.7364619,"('rough', 'thoughtful')",0.7553313,0.7364619,-0.0188694
21,0.78954387,0.8512493,"('immoral', 'moral')",0.7895439,0.8512493,0.0617054
22,0.5355612,0.550825,"('untrustworthy', 'trustworthy')",0.5355612,0.550825,0.0152638
23,5.5188513,5.4444337,"('insincere', 'sincere')",5.5188513,5.4444337,-0.0744176
24,1.8845164,1.8549584,"('dishonest', 'honest')",1.8845164,1.8549584,-0.029558
25,0.8285323,0.8037765,"('egoistic', 'altruistic')",0.8285323,0.8037765,-0.0247558
26,2.7444608,2.699272,"('hardhearted', 'benevolent')",2.7444608,2.6992719,-0.0451889
27,0.8736373,0.75381535,"('hardhearted', 'softhearted')",0.8736373,0.7538154,-0.1198219
28,1.2171125,1.122545,"('disloyal', 'loyal')",1.2171125,1.122545,-0.0945675
29,-0.7514275,-0.83482033,"('unfair', 'fair')",-0.7514275,-0.8348203,-0.0833928
30,1.5795631,1.5384903,"('intolerant', 'tolerant')",1.5795631,1.5384903,-0.0410728
31,-2.0559034,-1.9563788,"('evil', 'good')",-2.0559034,-1.9563788,0.0995246
32,1.6362575,1.4905895,"('unkind', 'kind')",1.6362575,1.4905895,-0.145668
33,-0.18560535,-0.21716858,"('wrong', 'right')",-0.1856053,-0.2171686,-0.0315633
34,4.324727,4.432716,"('mean', 'honorable')",4.3247271,4.4327159,0.1079888
35,-1.1955523,-1.3217095,"('corrupt', 'incorrupt')",-1.1955523,-1.3217095,-0.1261572
36,-1.3374385,-1.3308419,"('hostile', 'amicable')",-1.3374385,-1.3308419,0.0065966
37,0.48415133,0.51546717,"('fake', 'genuine')",0.4841513,0.5154672,0.0313159
38,0.5181244,0.50218153,"('untruthful', 'truthful')",0.5181244,0.5021815,-0.0159429
39,1.0618256,1.0975252,"('exploitative', 'cooperative')",1.0618256,1.0975252,0.0356996
40,-0.49009457,-0.4635487,"('stingy', 'generous')",-0.4900946,-0.4635487,0.0265459
41,1.1640823,1.1553618,"('unforgiving', 'forgiving')",1.1640823,1.1553618,-0.0087205
42,-2.230643,-2.2159,"('unreliable', 'reliable')",-2.230643,-2.2158999,0.0147431
43,1.4849588,1.5419718,"('irresponsible', 'responsible')",1.4849588,1.5419718,0.057013
44,-1.534153,-1.4990948,"('prejudiced', 'unprejudiced')",-1.534153,-1.4990948,0.0350582
45,1.0257174,1.0566955,"('incompetent', 'competent')",1.0257174,1.0566955,0.0309781
46,-0.32197428,-0.25165567,"('uncompetitive', 'competitive')",-0.3219743,-0.2516557,0.0703186
47,4.637688,4.714622,"('stupid', 'smart')",4.6376882,4.714622,0.0769338
48,1.1904418,1.200542,"('unintelligent', 'intelligent')",1.1904418,1.200542,0.0101002
49,-0.4774975,-0.45539728,"('unable', 'able')",-0.4774975,-0.4553973,0.0221002
50,-1.4274744,-1.5139334,"('clumsy', 'skillful')",-1.4274744,-1.5139334,-0.086459
51,0.61530185,0.5282035,"('uneducated', 'educated')",0.6153018,0.5282035,-0.0870983
52,-0.8123376,-0.8896327,"('irrational', 'rational')",-0.8123376,-0.8896327,-0.0772951
53,0.009994555,0.00451927,"('uncreative', 'creative')",0.0099946,0.0045193,-0.0054753
54,0.2829856,0.32167965,"('incapable', 'capable')",0.2829856,0.3216797,0.0386941
55,1.6405923,1.6720477,"('incompetent', 'clever')",1.6405923,1.6720477,0.0314554
56,1.6885765,1.655595,"('impractical', 'practical')",1.6885765,1.6555949,-0.0329816
57,-1.5075161,-1.4085785,"('unimaginative', 'imaginative')",-1.5075161,-1.4085785,0.0989376
58,0.26580217,0.3181475,"('undiscriminating', 'discriminating')",0.2658022,0.3181475,0.0523453
59,-0.5321473,-0.5913937,"('foolish', 'wise')",-0.5321473,-0.5913937,-0.0592464
60,1.322645,1.4606873,"('inefficient', 'efficient')",1.3226449,1.4606873,0.1380424
61,0.5359693,0.36262524,"('illogical', 'logical')",0.5359693,0.3626252,-0.1733441
