,waters_male,waters_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.0506163,0.97456795,"('unsociable', 'sociable')",0.10962503,-0.00890239,0.5801206,0.4828328,-0.0972878
1,0.7270768,0.61779624,"('unfriendly', 'friendly')",1.0898523,1.0368534,0.9084646,0.8273249,-0.0811397
2,0.1571487,0.19613789,"('unlikable', 'likable')",0.49614018,0.5040645,0.3266445,0.3501012,0.0234567
3,0.29013485,0.4485042,"('repellent', 'pleasant')",0.725551,0.73518467,0.5078429,0.5918444,0.0840015
4,-1.0758193,-1.1598058,"('disliked', 'liked')",-6.623431,-6.7810264,-3.8496251,-3.9704161,-0.120791
5,-0.7703249,-0.8128002,"('distant', 'outgoing')",-0.8505411,-0.775385,-0.810433,-0.7940927,0.0163403
6,-1.1548878,-1.0936289,"('distant', 'open')",-0.7049672,-0.63978165,-0.9299275,-0.8667053,0.0632222
7,1.8772067,1.9715482,"('insensitive', 'sensitive')",0.95442086,0.98347324,1.4158138,1.4775107,0.0616969
8,0.22075033,0.22187541,"('unaffectionate', 'affectionate')",0.6636288,0.6081966,0.4421896,0.415036,-0.0271536
9,1.4990363,1.5241156,"('unaffectionate', 'caring')",1.2041196,1.2275888,1.351578,1.3758521,0.0242741
10,1.175087,1.3000576,"('unsympathetic', 'sympathetic')",-0.26286322,-0.25546435,0.4561119,0.5222967,0.0661848
11,1.4748617,1.5002406,"('unhelpful', 'helpful')",1.6134737,1.8391874,1.5441678,1.669714,0.1255462
12,2.0053186,2.0032258,"('unsupportive', 'supportive')",-1.821846,-1.8054018,0.0917363,0.098912,0.0071757
13,1.2360083,1.1155834,"('impolite', 'polite')",-0.8797064,-0.7539021,0.178151,0.1808407,0.0026897
14,1.9701928,1.9016141,"('antisocial', 'social')",0.41644078,0.3099859,1.1933168,1.1058,-0.0875168
15,0.3278582,0.1574273,"('boring', 'funny')",0.13072488,0.09333349,0.2292915,0.1253804,-0.1039111
16,-1.1757123,-1.1653049,"('unpopular', 'popular')",-0.14027283,-0.07753781,-0.6579926,-0.6214213,0.0365713
17,-0.72983754,-0.69196725,"('nasty', 'nice')",-0.41225046,-0.35145304,-0.571044,-0.5217102,0.0493338
18,-0.54058737,-0.43155247,"('disagreeable', 'welcoming')",-0.8701622,-0.7692162,-0.7053748,-0.6003844,0.1049904
19,-1.202445,-1.1686097,"('inhospitable', 'hospitable')",-0.7417727,-0.62115085,-0.9721088,-0.8948803,0.0772285
20,-0.29913098,-0.15876728,"('rough', 'thoughtful')",0.5750636,0.61240816,0.1379663,0.2268204,0.0888541
21,1.1819278,1.2123216,"('immoral', 'moral')",-0.083111726,-0.0025642058,0.549408,0.6048787,0.0554707
22,0.774506,0.73529327,"('untrustworthy', 'trustworthy')",-0.19650123,-0.29919603,0.2890024,0.2180486,-0.0709538
23,1.8700184,1.9537492,"('insincere', 'sincere')",5.485329,5.7014046,3.6776738,3.8275769,0.1499031
24,1.2842838,1.3414077,"('dishonest', 'honest')",0.6147034,0.7139797,0.9494936,1.0276937,0.0782001
25,0.3041913,0.27039263,"('egoistic', 'altruistic')",1.0379469,0.9921036,0.6710691,0.6312481,-0.039821
26,1.0957996,0.8328124,"('hardhearted', 'benevolent')",2.107491,1.9533489,1.6016452,1.3930807,-0.2085645
27,1.0608103,1.0438217,"('hardhearted', 'softhearted')",1.1086016,1.1078812,1.0847059,1.0758514,-0.0088545
28,0.7296942,0.78266364,"('disloyal', 'loyal')",1.2453084,1.240504,0.9875013,1.0115838,0.0240825
29,0.25754806,0.2733568,"('unfair', 'fair')",-0.27488187,-0.43658265,-0.0086669,-0.0816129,-0.072946
30,1.6780834,1.6908871,"('intolerant', 'tolerant')",0.7401426,0.829144,1.209113,1.2600155,0.0509025
31,-1.8256693,-1.8793719,"('evil', 'good')",-1.0668932,-1.1291457,-1.4462812,-1.5042589,-0.0579777
32,0.8004424,0.7347724,"('unkind', 'kind')",0.9788277,0.79649055,0.8896351,0.7656314,-0.1240037
33,0.98164606,0.84550446,"('wrong', 'right')",-0.14177105,-0.24774465,0.4199375,0.2988799,-0.1210576
34,0.37826923,0.4128695,"('mean', 'honorable')",5.1215878,5.566718,2.7499285,2.9897938,0.2398653
35,-2.5464478,-2.674326,"('corrupt', 'incorrupt')",-0.8178572,-0.9541848,-1.6821525,-1.8142554,-0.1321029
36,-2.3297193,-2.4113433,"('hostile', 'amicable')",-0.6739685,-0.75875455,-1.5018439,-1.5850489,-0.083205
37,0.5544349,0.48304576,"('fake', 'genuine')",0.37824363,0.40790504,0.4663393,0.4454754,-0.0208639
38,0.59476984,0.52215755,"('untruthful', 'truthful')",-0.51587135,-0.3599914,0.0394492,0.0810831,0.0416339
39,1.6336333,1.7250401,"('exploitative', 'cooperative')",0.71055293,0.7613225,1.1720932,1.2431812,0.071088
40,0.6965942,0.73358345,"('stingy', 'generous')",-1.6938386,-1.7907602,-0.4986222,-0.5285884,-0.0299662
41,0.56721735,0.5322954,"('unforgiving', 'forgiving')",0.19705541,0.09151235,0.3821364,0.3119039,-0.0702325
42,1.1210333,1.2412487,"('unreliable', 'reliable')",-2.7231631,-2.7582479,-0.8010649,-0.7584996,0.0425653
43,1.7209568,1.8519429,"('irresponsible', 'responsible')",0.64062464,0.7592166,1.1807907,1.3055798,0.1247891
44,-1.4288387,-1.4777924,"('prejudiced', 'unprejudiced')",-1.4118292,-1.4914035,-1.420334,-1.4845979,-0.0642639
45,2.1207821,2.1174722,"('incompetent', 'competent')",0.41262433,0.33868623,1.2667032,1.2280792,-0.038624
46,1.4642376,1.552932,"('uncompetitive', 'competitive')",-0.6237692,-0.6440116,0.4202342,0.4544602,0.034226
47,1.5129149,1.4970895,"('stupid', 'smart')",5.06014,5.3232226,3.2865276,3.410156,0.1236284
48,0.48632276,0.64042777,"('unintelligent', 'intelligent')",0.50243217,0.57503873,0.4943775,0.6077332,0.1133557
49,-0.17792211,0.012071326,"('unable', 'able')",-0.47442508,-0.2996111,-0.3261736,-0.1437699,0.1824037
50,-0.7615638,-0.77614105,"('clumsy', 'skillful')",0.08019332,-0.015152048,-0.3406852,-0.3956465,-0.0549613
51,0.14043525,0.16491981,"('uneducated', 'educated')",0.48239714,0.44606027,0.3114162,0.30549,-0.0059262
52,-0.790306,-0.91497785,"('irrational', 'rational')",-0.23562805,-0.30510467,-0.512967,-0.6100413,-0.0970743
53,-0.54391485,-0.41718104,"('uncreative', 'creative')",-0.15084898,-0.09552634,-0.3473819,-0.2563537,0.0910282
54,-0.1975132,-0.17824903,"('incapable', 'capable')",0.7179314,0.75379246,0.2602091,0.2877717,0.0275626
55,2.0621965,2.2558458,"('incompetent', 'clever')",0.4375587,0.47966573,1.2498776,1.3677558,0.1178782
56,2.5432775,2.637058,"('impractical', 'practical')",-0.48799244,-0.3555195,1.0276425,1.1407692,0.1131267
57,-0.043759152,-0.056283228,"('unimaginative', 'imaginative')",-2.4465919,-2.572672,-1.2451755,-1.3144776,-0.0693021
58,0.67408985,0.7013159,"('undiscriminating', 'discriminating')",0.539116,0.50502026,0.6066029,0.6031681,-0.0034348
59,0.35600817,0.28663886,"('foolish', 'wise')",0.0074225254,0.08957321,0.1817154,0.188106,0.0063906
60,1.9764632,2.207989,"('inefficient', 'efficient')",0.14956217,0.41912013,1.0630127,1.3135545,0.2505418
61,1.662415,1.5138324,"('illogical', 'logical')",0.66027075,0.49818674,1.1613429,1.0060096,-0.1553333
62,2.2119277,2.3762293,"('incompetent', 'brilliant')",0.34976202,0.5406334,1.2808448,1.4584314,0.1775866
63,1.4929032,1.4498601,"('unperceptive', 'insightful')",0.830773,0.87855077,1.1618381,1.1642054,0.0023673
64,-0.62233657,-0.6603012,"('shy', 'confident')",-5.9463778,-6.1247635,-3.2843571,-3.3925323,-0.1081752
65,0.9694871,1.0232126,"('insecure', 'secure')",0.16677856,0.25114125,0.5681328,0.6371769,0.0690441
66,-0.77970827,-0.90301394,"('inactive', 'active')",0.39974388,0.29977322,-0.1899822,-0.3016204,-0.1116382
67,-0.39552867,-0.40453002,"('doubtful', 'determined')",-0.49663407,-0.5183437,-0.4460814,-0.4614369,-0.0153555
68,0.34138507,0.40971905,"('dependent', 'independent')",-0.76848215,-0.6976171,-0.2135485,-0.143949,0.0695995
69,-0.28166172,-0.40727103,"('lazy', 'industrious')",-0.8470552,-0.91069275,-0.5643585,-0.6589819,-0.0946234
70,1.2634854,1.297021,"('lethargic', 'energetic')",0.717975,0.6529125,0.9907302,0.9749668,-0.0157634
71,2.0042276,1.9300996,"('diffident', 'self-confident')",0.41557452,0.44562817,1.2099011,1.1878638,-0.0220373
72,0.3717481,0.40728605,"('unambitious', 'ambitious')",-0.5090552,-0.48585567,-0.0686536,-0.0392848,0.0293688
73,0.1471368,0.13213071,"('helpless', 'self-reliant')",-2.8988886,-2.9082258,-1.3758759,-1.3880476,-0.0121717
74,1.1250077,1.2871209,"('undedicated', 'dedicated')",0.12701572,0.021641627,0.6260117,0.6543813,0.0283696
75,-2.3034909,-2.3569229,"('meek', 'impulsive')",-0.75580686,-0.80425507,-1.5296489,-1.5805889,-0.05094
76,0.8451823,1.0963608,"('anxious', 'daring')",-0.14303789,-0.05215305,0.3510722,0.5221039,0.1710317
77,-0.20356074,-0.029831115,"('unmotivated', 'motivated')",-1.1012403,-0.9125088,-0.6524005,-0.4711699,0.1812306
78,0.0052170902,0.042351693,"('nonresilient', 'resilient')",-0.14221564,-0.09683808,-0.0684993,-0.0272432,0.0412561
79,-0.965752,-1.0460948,"('wavering', 'unwavering')",-0.6202494,-0.6349137,-0.7930007,-0.8405042,-0.0475035
80,1.6678253,1.6651888,"('dominated', 'dominating')",-0.05589457,-0.13626118,0.8059654,0.7644638,-0.0415016
81,1.2268431,1.1487405,"('submissive', 'aggressive')",-0.42849293,-0.34238347,0.3991751,0.4031785,0.0040034
82,0.14452775,0.26906,"('poor', 'rich')",5.810924,5.9761395,2.977726,3.1225998,0.1448738
83,-0.106926695,-0.18467122,"('powerless', 'powerful')",-0.73558986,-0.7920194,-0.4212583,-0.4883453,-0.067087
84,-0.39772964,-0.33616114,"('inferior', 'superior')",0.5556513,0.54833496,0.0789608,0.1060869,0.0271261
85,-0.9800146,-1.1056391,"('insignificant', 'prestigious')",-0.5351882,-0.5189894,-0.7576014,-0.8123143,-0.0547129
86,1.0872375,0.989241,"('uninfluential', 'influential')",0.3564947,0.20128429,0.7218661,0.5952626,-0.1266035
87,1.0859709,0.88159466,"('unsuccessful', 'successful')",1.3693078,1.3121972,1.2276393,1.0968959,-0.1307434
88,-0.22774501,-0.22235967,"('low', 'eminent')",-0.49963185,-0.50511175,-0.3636884,-0.3637357,-4.73e-05
