,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.786669,-1.939329,"('unsociable', 'sociable')",0.77524227,0.6726107,-0.21908246,-0.33415848,-0.4101697,-0.5336256,-0.1234559
1,-2.5467405,-2.4985476,"('unfriendly', 'friendly')",0.71936303,0.58089495,1.589119,1.5261418,-0.0794195,-0.1305036,-0.0510841
2,0.39433584,0.39548743,"('unlikable', 'likable')",1.2436972,1.207402,0.9736839,1.0153611,0.8705723,0.8727501,0.0021778
3,-0.5450036,-0.38811395,"('repellent', 'pleasant')",-1.0141,-0.80253625,0.7218096,0.81734884,-0.279098,-0.1244338,0.1546642
4,-0.04057549,0.020676468,"('disliked', 'liked')",0.39485326,0.43828034,-7.095661,-7.102169,-2.2471279,-2.2144041,0.0327238
5,-0.69216025,-0.61016744,"('distant', 'outgoing')",0.52382165,0.5591423,-0.36522728,-0.22256431,-0.1778553,-0.0911965,0.0866588
6,-0.625054,-0.45260876,"('distant', 'open')",0.18006393,0.20555712,-0.33228436,-0.22118855,-0.2590915,-0.1560801,0.1030114
7,-0.11571422,-0.058060814,"('insensitive', 'sensitive')",0.44206437,0.48854858,0.54671705,0.62011147,0.2910224,0.3501997,0.0591773
8,-1.2734019,-1.3069869,"('unaffectionate', 'affectionate')",-0.09556582,-0.21694048,0.75290465,0.76374763,-0.2053543,-0.2533933,-0.048039
9,-0.961374,-0.99745965,"('unaffectionate', 'caring')",1.2267158,1.1868379,1.4323971,1.5431693,0.565913,0.5775158,0.0116028
10,-0.940022,-1.0609505,"('unsympathetic', 'sympathetic')",-0.2209835,-0.19354862,-0.48311707,-0.49486625,-0.5480409,-0.5831218,-0.0350809
11,-0.3492434,-0.37369597,"('unhelpful', 'helpful')",0.44148952,0.46564475,1.625962,1.8040842,0.572736,0.632011,0.059275
12,0.38636175,0.45017377,"('unsupportive', 'supportive')",2.4303296,2.581614,-1.8094658,-1.748753,0.3357419,0.4276783,0.0919364
