,crew_male,crew_female,tuple,average_male,average_female,female-male
0,-0.008803167,0.17931965,"('unsociable', 'sociable')",-0.0088032,0.1793196,0.1881228
1,1.1134175,0.79040396,"('unfriendly', 'friendly')",1.1134175,0.790404,-0.3230135
2,0.021221813,0.12291329,"('unlikable', 'likable')",0.0212218,0.1229133,0.1016915
3,0.69719267,0.81869775,"('repellent', 'pleasant')",0.6971927,0.8186978,0.1215051
4,-7.643484,-7.8197346,"('disliked', 'liked')",-7.6434841,-7.8197346,-0.1762505
5,-0.8300733,-1.3003334,"('distant', 'outgoing')",-0.8300733,-1.3003334,-0.4702601
6,-0.3393581,-0.87373376,"('distant', 'open')",-0.3393581,-0.8737338,-0.5343757
7,0.9665971,1.1288482,"('insensitive', 'sensitive')",0.9665971,1.1288482,0.1622511
8,1.052946,0.79366255,"('unaffectionate', 'affectionate')",1.052946,0.7936625,-0.2592835
9,1.6348062,1.538092,"('unaffectionate', 'caring')",1.6348062,1.538092,-0.0967142
10,0.9191252,1.1623694,"('unsympathetic', 'sympathetic')",0.9191252,1.1623694,0.2432442
11,1.3112242,1.5717827,"('unhelpful', 'helpful')",1.3112242,1.5717827,0.2605585
12,-1.7993408,-1.7040601,"('unsupportive', 'supportive')",-1.7993408,-1.7040601,0.0952807
13,-0.15177578,0.05984673,"('impolite', 'polite')",-0.1517758,0.0598467,0.2116225
14,0.118462056,0.33792645,"('antisocial', 'social')",0.1184621,0.3379264,0.2194643
15,0.035835806,-0.17831995,"('boring', 'funny')",0.0358358,-0.1783199,-0.2141557
16,-0.6328708,-0.7538929,"('unpopular', 'popular')",-0.6328708,-0.7538929,-0.1210221
17,-0.6368333,-0.5890636,"('nasty', 'nice')",-0.6368333,-0.5890636,0.0477697
18,-0.34471986,-0.5707779,"('disagreeable', 'welcoming')",-0.3447199,-0.5707779,-0.226058
19,-0.9609184,-1.1477365,"('inhospitable', 'hospitable')",-0.9609184,-1.1477365,-0.1868181
20,0.76556194,0.75437516,"('rough', 'thoughtful')",0.7655619,0.7543752,-0.0111867
21,-0.33115736,0.082196236,"('immoral', 'moral')",-0.3311574,0.0821962,0.4133536
22,-0.27375484,-0.16156176,"('untrustworthy', 'trustworthy')",-0.2737548,-0.1615618,0.112193
23,6.4005556,6.5119295,"('insincere', 'sincere')",6.4005556,6.5119295,0.1113739
24,1.5404551,1.4168943,"('dishonest', 'honest')",1.5404551,1.4168943,-0.1235608
25,0.70596457,0.46830046,"('egoistic', 'altruistic')",0.7059646,0.4683005,-0.2376641
26,0.7027473,0.6496323,"('hardhearted', 'benevolent')",0.7027473,0.6496323,-0.053115
27,1.3304106,1.0118268,"('hardhearted', 'softhearted')",1.3304106,1.0118268,-0.3185838
28,1.0941474,1.1007134,"('disloyal', 'loyal')",1.0941474,1.1007134,0.006566
29,-0.46268857,-0.62985116,"('unfair', 'fair')",-0.4626886,-0.6298512,-0.1671626
30,0.97110784,1.0874075,"('intolerant', 'tolerant')",0.9711078,1.0874075,0.1162997
31,-1.5261135,-1.911147,"('evil', 'good')",-1.5261135,-1.911147,-0.3850335
32,0.92513,0.950175,"('unkind', 'kind')",0.92513,0.950175,0.025045
33,-0.24845167,-0.44221327,"('wrong', 'right')",-0.2484517,-0.4422133,-0.1937616
34,4.575288,4.691576,"('mean', 'honorable')",4.5752878,4.691576,0.1162882
35,-0.6833652,-1.2023273,"('corrupt', 'incorrupt')",-0.6833652,-1.2023273,-0.5189621
36,-0.65871257,-0.9919313,"('hostile', 'amicable')",-0.6587126,-0.9919313,-0.3332187
37,0.70953035,0.71394503,"('fake', 'genuine')",0.7095304,0.713945,0.0044146
38,-0.3117881,-0.30938762,"('untruthful', 'truthful')",-0.3117881,-0.3093876,0.0024005
39,0.19939083,0.2895581,"('exploitative', 'cooperative')",0.1993908,0.2895581,0.0901673
40,-1.7175487,-2.0371351,"('stingy', 'generous')",-1.7175487,-2.0371351,-0.3195864
41,-0.0999974,-0.038070485,"('unforgiving', 'forgiving')",-0.0999974,-0.0380705,0.0619269
42,-2.3404512,-2.4089737,"('unreliable', 'reliable')",-2.3404512,-2.4089737,-0.0685225
43,0.89122146,1.1294335,"('irresponsible', 'responsible')",0.8912215,1.1294335,0.238212
44,-0.6301698,-0.71428615,"('prejudiced', 'unprejudiced')",-0.6301698,-0.7142861,-0.0841163
45,0.043978713,0.18723087,"('incompetent', 'competent')",0.0439787,0.1872309,0.1432522
46,-0.6830933,-0.41123974,"('uncompetitive', 'competitive')",-0.6830933,-0.4112397,0.2718536
47,5.1050744,5.365397,"('stupid', 'smart')",5.1050744,5.365397,0.2603226
48,0.52163106,0.6703751,"('unintelligent', 'intelligent')",0.5216311,0.6703751,0.148744
49,0.075768456,0.13386005,"('unable', 'able')",0.0757685,0.1338601,0.0580916
50,-0.54264194,-0.6766145,"('clumsy', 'skillful')",-0.5426419,-0.6766145,-0.1339726
51,0.5231837,0.5870557,"('uneducated', 'educated')",0.5231837,0.5870557,0.063872
52,-0.33205152,-0.756846,"('irrational', 'rational')",-0.3320515,-0.756846,-0.4247945
53,0.021709645,0.013944534,"('uncreative', 'creative')",0.0217096,0.0139445,-0.0077651
54,1.225434,1.1701951,"('incapable', 'capable')",1.2254339,1.1701951,-0.0552388
55,0.8297254,1.1181121,"('incompetent', 'clever')",0.8297254,1.1181121,0.2883867
56,0.60155654,0.88482976,"('impractical', 'practical')",0.6015565,0.8848298,0.2832733
57,-2.7711256,-2.6362662,"('unimaginative', 'imaginative')",-2.7711256,-2.6362662,0.1348594
58,0.09490226,0.12150322,"('undiscriminating', 'discriminating')",0.0949023,0.1215032,0.0266009
59,-0.534897,-0.7722041,"('foolish', 'wise')",-0.534897,-0.7722041,-0.2373071
60,0.5750808,1.0646722,"('inefficient', 'efficient')",0.5750808,1.0646722,0.4895914
61,0.48010483,0.37649533,"('illogical', 'logical')",0.4801048,0.3764953,-0.1036095
62,0.34128127,0.57940537,"('incompetent', 'brilliant')",0.3412813,0.5794054,0.2381241
63,-0.21701524,-0.08958033,"('unperceptive', 'insightful')",-0.2170152,-0.0895803,0.1274349
64,-6.178542,-5.9709253,"('shy', 'confident')",-6.1785421,-5.9709253,0.2076168
65,0.23240511,0.50074697,"('insecure', 'secure')",0.2324051,0.500747,0.2683419
66,-0.21241893,-0.43278265,"('inactive', 'active')",-0.2124189,-0.4327826,-0.2203637
67,-0.3357888,-0.16597396,"('doubtful', 'determined')",-0.3357888,-0.165974,0.1698148
68,-0.462837,-0.56844026,"('dependent', 'independent')",-0.462837,-0.5684403,-0.1056033
69,-2.2680323,-2.5713797,"('lazy', 'industrious')",-2.2680323,-2.5713797,-0.3033474
70,1.1632135,1.2819982,"('lethargic', 'energetic')",1.1632135,1.2819982,0.1187847
71,0.7000848,0.5182612,"('diffident', 'self-confident')",0.7000848,0.5182612,-0.1818236
72,0.56752867,0.68794954,"('unambitious', 'ambitious')",0.5675287,0.6879495,0.1204208
73,-3.067646,-3.1616373,"('helpless', 'self-reliant')",-3.067646,-3.1616373,-0.0939913
74,0.26254487,0.3319563,"('undedicated', 'dedicated')",0.2625449,0.3319563,0.0694114
75,-1.0119879,-1.086493,"('meek', 'impulsive')",-1.0119879,-1.086493,-0.0745051
76,0.8822,0.99906296,"('anxious', 'daring')",0.8822,0.999063,0.116863
77,-1.3396051,-0.9050505,"('unmotivated', 'motivated')",-1.3396051,-0.9050505,0.4345546
78,-0.6436096,-0.55084985,"('nonresilient', 'resilient')",-0.6436096,-0.5508499,0.0927597
79,-0.42467046,-0.6638358,"('wavering', 'unwavering')",-0.4246705,-0.6638358,-0.2391653
80,-0.1432148,0.01593009,"('dominated', 'dominating')",-0.1432148,0.0159301,0.1591449
81,-0.07331379,0.25710508,"('submissive', 'aggressive')",-0.0733138,0.2571051,0.3304189
82,6.115053,6.053484,"('poor', 'rich')",6.1150532,6.053484,-0.0615692
83,-0.33484766,-0.26600263,"('powerless', 'powerful')",-0.3348477,-0.2660026,0.0688451
84,0.58431685,0.44318563,"('inferior', 'superior')",0.5843168,0.4431856,-0.1411312
85,-0.6355569,-1.1720082,"('insignificant', 'prestigious')",-0.6355569,-1.1720082,-0.5364513
86,0.33924407,0.3932685,"('uninfluential', 'influential')",0.3392441,0.3932685,0.0540244
87,-0.66810846,-0.59597874,"('unsuccessful', 'successful')",-0.6681085,-0.5959787,0.0721298
88,0.23216486,0.15533543,"('low', 'eminent')",0.2321649,0.1553354,-0.0768295
