,scana_male,scana_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.46265516,-0.575287,"('unsociable', 'sociable')",-0.24249892,-0.44830865,-0.352577,-0.5117978,-0.1592208
1,-2.1304905,-2.2014177,"('unfriendly', 'friendly')",0.7286602,0.6468554,-0.7009152,-0.7772812,-0.076366
2,0.13008896,0.1592011,"('unlikable', 'likable')",0.620814,0.67629725,0.3754515,0.4177492,0.0422977
3,0.6106421,0.79291797,"('repellent', 'pleasant')",0.63584936,0.66935027,0.6232457,0.7311341,0.1078884
4,-0.37096995,-0.38732687,"('disliked', 'liked')",-5.318853,-5.2274556,-2.8449113,-2.8073912,0.0375201
5,-2.4163413,-2.46471,"('distant', 'outgoing')",-0.56396693,-0.5074704,-1.4901541,-1.4860902,0.0040639
6,-2.5269632,-2.5440974,"('distant', 'open')",-1.0021373,-0.92439276,-1.7645502,-1.7342451,0.0303051
7,0.17990348,0.3593605,"('insensitive', 'sensitive')",-0.042582795,-0.07496573,0.0686603,0.1421974,0.0735371
8,-1.5461107,-1.6371156,"('unaffectionate', 'affectionate')",-0.19403403,-0.25301465,-0.8700724,-0.9450651,-0.0749927
9,-1.8189907,-1.8834074,"('unaffectionate', 'caring')",0.26155514,0.22372106,-0.7787178,-0.8298432,-0.0511254
10,-0.57112235,-0.46665984,"('unsympathetic', 'sympathetic')",-0.9889172,-1.1427965,-0.7800198,-0.8047282,-0.0247084
11,-0.16614528,-0.13782904,"('unhelpful', 'helpful')",1.6490842,1.5432254,0.7414694,0.7026982,-0.0387712
12,-0.5256312,-0.39951307,"('unsupportive', 'supportive')",-2.0677772,-2.0484567,-1.2967042,-1.2239848,0.0727194
13,0.0075515453,-0.09627542,"('impolite', 'polite')",-0.53508824,-0.57101595,-0.2637683,-0.3336457,-0.0698774
14,1.4190636,1.4648931,"('antisocial', 'social')",0.4138986,0.24840394,0.9164811,0.8566485,-0.0598326
15,-0.6361085,-0.78564024,"('boring', 'funny')",0.17591995,0.14847115,-0.2300943,-0.3185846,-0.0884903
