,secretary_male,secretary_female,tuple,average_male,average_female,female-male
0,0.8022911,0.8284824,"('unsociable', 'sociable')",0.8022911,0.8284824,0.0261913
1,0.69937086,0.5363664,"('unfriendly', 'friendly')",0.6993709,0.5363664,-0.1630045
2,0.0023614168,0.19508687,"('unlikable', 'likable')",0.0023614,0.1950869,0.1927255
3,0.20956579,0.43150175,"('repellent', 'pleasant')",0.2095658,0.4315017,0.2219359
4,-6.343085,-6.6432796,"('disliked', 'liked')",-6.3430848,-6.6432796,-0.3001948
5,-1.1927645,-1.3049318,"('distant', 'outgoing')",-1.1927645,-1.3049318,-0.1121673
6,-0.6348001,-0.8141942,"('distant', 'open')",-0.6348001,-0.8141942,-0.1793941
7,1.9042077,2.0251682,"('insensitive', 'sensitive')",1.9042077,2.0251682,0.1209605
8,1.053901,0.96133363,"('unaffectionate', 'affectionate')",1.053901,0.9613336,-0.0925674
9,1.362161,1.3239017,"('unaffectionate', 'caring')",1.362161,1.3239017,-0.0382593
10,1.281564,1.3822757,"('unsympathetic', 'sympathetic')",1.281564,1.3822757,0.1007117
11,2.5699003,2.7550979,"('unhelpful', 'helpful')",2.5699003,2.7550979,0.1851976
12,-0.62834454,-0.62047005,"('unsupportive', 'supportive')",-0.6283445,-0.62047,0.0078745
13,0.16162904,0.41087115,"('impolite', 'polite')",0.161629,0.4108711,0.2492421
14,0.570731,0.7374481,"('antisocial', 'social')",0.570731,0.7374481,0.1667171
15,0.13433838,-0.017837293,"('boring', 'funny')",0.1343384,-0.0178373,-0.1521757
16,-0.7360294,-0.65682375,"('unpopular', 'popular')",-0.7360294,-0.6568238,0.0792056
17,-0.07764952,0.043409,"('nasty', 'nice')",-0.0776495,0.043409,0.1210585
18,-1.0017754,-0.97802746,"('disagreeable', 'welcoming')",-1.0017754,-0.9780275,0.0237479
19,-0.83843666,-0.77660424,"('inhospitable', 'hospitable')",-0.8384367,-0.7766042,0.0618325
20,0.36431262,0.45279208,"('rough', 'thoughtful')",0.3643126,0.4527921,0.0884795
21,-0.14197259,0.15756173,"('immoral', 'moral')",-0.1419726,0.1575617,0.2995343
22,0.30953792,0.3909614,"('untrustworthy', 'trustworthy')",0.3095379,0.3909614,0.0814235
23,6.13954,6.381473,"('insincere', 'sincere')",6.1395402,6.3814731,0.2419329
24,1.2980129,1.3571311,"('dishonest', 'honest')",1.2980129,1.3571311,0.0591182
25,0.64746946,0.54913265,"('egoistic', 'altruistic')",0.6474695,0.5491326,-0.0983369
26,2.2946067,2.0738308,"('hardhearted', 'benevolent')",2.2946067,2.0738308,-0.2207759
27,1.2702576,0.937078,"('hardhearted', 'softhearted')",1.2702576,0.937078,-0.3331796
28,1.637003,1.5181779,"('disloyal', 'loyal')",1.6370029,1.5181779,-0.118825
29,-0.8392934,-0.96968114,"('unfair', 'fair')",-0.8392934,-0.9696811,-0.1303877
30,0.683016,0.8772364,"('intolerant', 'tolerant')",0.683016,0.8772364,0.1942204
31,-2.3063831,-2.4983947,"('evil', 'good')",-2.3063831,-2.4983947,-0.1920116
32,1.6965715,1.679314,"('unkind', 'kind')",1.6965715,1.679314,-0.0172575
33,-0.39036041,-0.55983186,"('wrong', 'right')",-0.3903604,-0.5598319,-0.1694715
34,4.1033444,4.491368,"('mean', 'honorable')",4.1033444,4.4913678,0.3880234
35,-0.97711116,-1.3376026,"('corrupt', 'incorrupt')",-0.9771112,-1.3376026,-0.3604914
36,-1.08427,-1.4194711,"('hostile', 'amicable')",-1.08427,-1.4194711,-0.3352011
37,0.6268744,0.63652384,"('fake', 'genuine')",0.6268744,0.6365238,0.0096494
38,0.5444982,0.6650033,"('untruthful', 'truthful')",0.5444982,0.6650033,0.1205051
39,0.04381255,0.15680519,"('exploitative', 'cooperative')",0.0438126,0.1568052,0.1129926
40,-1.5405345,-1.8302882,"('stingy', 'generous')",-1.5405345,-1.8302882,-0.2897537
41,1.0117393,0.77989143,"('unforgiving', 'forgiving')",1.0117393,0.7798914,-0.2318479
42,-2.3623145,-2.34089,"('unreliable', 'reliable')",-2.3623145,-2.3408899,0.0214246
43,1.5914544,1.7511587,"('irresponsible', 'responsible')",1.5914544,1.7511587,0.1597043
44,-1.7907196,-1.7809339,"('prejudiced', 'unprejudiced')",-1.7907196,-1.7809339,0.0097857
45,1.251556,1.134976,"('incompetent', 'competent')",1.251556,1.134976,-0.11658
46,0.36372137,0.46552292,"('uncompetitive', 'competitive')",0.3637214,0.4655229,0.1018015
47,5.34642,5.65051,"('stupid', 'smart')",5.3464198,5.6505098,0.30409
48,-0.038065176,0.101982474,"('unintelligent', 'intelligent')",-0.0380652,0.1019825,0.1400477
49,-1.0200839,-0.765154,"('unable', 'able')",-1.0200839,-0.765154,0.2549299
50,-0.6159805,-0.5424376,"('clumsy', 'skillful')",-0.6159805,-0.5424376,0.0735429
51,0.38939324,0.5738822,"('uneducated', 'educated')",0.3893932,0.5738822,0.184489
52,-0.7441226,-1.0703015,"('irrational', 'rational')",-0.7441226,-1.0703015,-0.3261789
53,0.22967705,0.124622,"('uncreative', 'creative')",0.2296771,0.124622,-0.1050551
54,0.56570387,0.6157613,"('incapable', 'capable')",0.5657039,0.6157613,0.0500574
55,1.0573765,1.2894733,"('incompetent', 'clever')",1.0573765,1.2894733,0.2320968
56,0.9648011,1.1505579,"('impractical', 'practical')",0.9648011,1.1505579,0.1857568
57,-1.2692317,-1.4770427,"('unimaginative', 'imaginative')",-1.2692317,-1.4770427,-0.207811
58,0.474966,0.46419933,"('undiscriminating', 'discriminating')",0.474966,0.4641993,-0.0107667
59,0.1876759,0.10134992,"('foolish', 'wise')",0.1876759,0.1013499,-0.086326
60,0.36585942,0.830334,"('inefficient', 'efficient')",0.3658594,0.830334,0.4644746
61,0.40606606,0.20908612,"('illogical', 'logical')",0.4060661,0.2090861,-0.19698
62,0.7116096,1.0271033,"('incompetent', 'brilliant')",0.7116096,1.0271033,0.3154937
63,0.9737534,1.0775602,"('unperceptive', 'insightful')",0.9737534,1.0775602,0.1038068
64,-5.466239,-5.4902134,"('shy', 'confident')",-5.466239,-5.4902134,-0.0239744
65,0.17620783,0.42219782,"('insecure', 'secure')",0.1762078,0.4221978,0.24599
66,-0.027088787,-0.07678914,"('inactive', 'active')",-0.0270888,-0.0767891,-0.0497003
67,-0.5067358,-0.31443185,"('doubtful', 'determined')",-0.5067358,-0.3144318,0.192304
68,-1.1597811,-1.0871779,"('dependent', 'independent')",-1.1597811,-1.0871779,0.0726032
69,-1.9854145,-2.1908846,"('lazy', 'industrious')",-1.9854145,-2.1908846,-0.2054701
70,1.823627,1.9190301,"('lethargic', 'energetic')",1.823627,1.9190301,0.0954031
71,-0.2813309,-0.24847768,"('diffident', 'self-confident')",-0.2813309,-0.2484777,0.0328532
72,1.0526866,1.1808403,"('unambitious', 'ambitious')",1.0526866,1.1808403,0.1281537
73,-3.3642566,-3.3757756,"('helpless', 'self-reliant')",-3.3642566,-3.3757756,-0.011519
74,0.32661796,0.3067802,"('undedicated', 'dedicated')",0.326618,0.3067802,-0.0198378
75,-0.5924854,-0.60869956,"('meek', 'impulsive')",-0.5924854,-0.6086996,-0.0162142
76,-0.13482097,0.045624867,"('anxious', 'daring')",-0.134821,0.0456249,0.1804459
77,-0.6777953,-0.44510254,"('unmotivated', 'motivated')",-0.6777953,-0.4451025,0.2326928
78,-0.9349816,-0.98782635,"('nonresilient', 'resilient')",-0.9349816,-0.9878263,-0.0528447
